Year__année,Estuary__estuaire,Site__lieu,Date trap set__date piège posé,Date trap fished__date piège remonté,Trap ID__ID de piège,Latitude,Longitude,Trap type,Type de piège,Bait type,Type d'appât,Effort (hours/heures),European Green crab (EGC)__crabe vert Européen (CVE),Total wt EGC__poids total CVE (kg),Lobster__Homard,Rock Crab__crabe commun,Finfish__poissons à nageoires,Other species__autres espèces,Depth at set__profondeur du piège (m),Probe Measurement (fished/set),Mesure de sonde (récupération/déploiement),Temperature__température (°C),Salinity (ppt)__salinité (ppm),Tide,Marée,Weather,Météo,Sediment,Sédiment,Vegetation,Végétation
2023,Shediac,Shed3,7/31/2023 17:55,8/1/2023 17:45,5157,46.23842,-64.52492,Fukui,Fukui,Herring,hareng,23.83,3,0.1895,0,0,0,0,0.5,fished,récupération,25.3,24.04,Mid / Incoming,Mi-marée / Montante,"cloudy, rain in the past 24 h","nuageux, précipitations au cours des dernières 24 heures",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT1,8/1/2023 14:25,8/2/2023 13:30,5134,46.52311,-64.68719,Fukui,Fukui,Herring,hareng,23.08,8,0.2744,0,0,0,0,0.75,fished,récupération,23.5,23.29,Mid / Outgoing,Mi-marée / Descendante,sunny,ensoleillé,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT1,8/1/2023 14:25,8/2/2023 13:30,5135,46.52311,-64.68719,Fukui,Fukui,Herring,hareng,23.08,4,0.1472,0,0,0,0,0.75,fished,récupération,23.5,23.29,Mid / Outgoing,Mi-marée / Descendante,sunny,ensoleillé,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT1,8/1/2023 14:25,8/2/2023 13:30,5136,46.52311,-64.68719,Fukui,Fukui,Herring,hareng,23.08,1,0.0328,0,0,0,0,0.75,fished,récupération,23.5,23.29,Mid / Outgoing,Mi-marée / Descendante,sunny,ensoleillé,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT2,8/1/2023 14:45,8/2/2023 13:50,5152,46.50028,-64.67652,Fukui,Fukui,Herring,hareng,23.08,1,0.0176,0,0,0,0,0.5,fished,récupération,22.3,24.21,Mid / Outgoing,Mi-marée / Descendante,"cloudy, sunny","nuageux, ensoleillé",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT2,8/1/2023 14:45,8/2/2023 13:50,5153,46.50028,-64.67652,Fukui,Fukui,Herring,hareng,23.08,2,0.036,0,0,0,0,0.5,fished,récupération,22.3,24.21,Mid / Outgoing,Mi-marée / Descendante,"cloudy, sunny","nuageux, ensoleillé",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT2,8/1/2023 14:45,8/2/2023 13:50,5154,46.50028,-64.67652,Fukui,Fukui,Herring,hareng,23.08,1,0.0587,0,0,0,0,0.5,fished,récupération,22.3,24.21,Mid / Outgoing,Mi-marée / Descendante,"cloudy, sunny","nuageux, ensoleillé",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT3,8/1/2023 15:00,8/2/2023 14:05,5140,46.48532,-64.68328,Fukui,Fukui,Herring,hareng,23.08,13,0.2468,0,1,0,0,0.5,fished,récupération,22.3,24.2,Mid / Outgoing,Mi-marée / Descendante,"cloudy, sunny","nuageux, ensoleillé",Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT3,8/1/2023 15:00,8/2/2023 14:05,5141,46.48532,-64.68328,Fukui,Fukui,Herring,hareng,23.08,11,0.2348,0,0,0,0,0.5,fished,récupération,22.3,24.2,Mid / Outgoing,Mi-marée / Descendante,"cloudy, sunny","nuageux, ensoleillé",Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT3,8/1/2023 15:00,8/2/2023 14:05,5142,46.48532,-64.68328,Fukui,Fukui,Herring,hareng,23.08,3,0.164,0,0,0,0,0.5,fished,récupération,22.3,24.2,Mid / Outgoing,Mi-marée / Descendante,"cloudy, sunny","nuageux, ensoleillé",Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc1,8/1/2023 15:40,8/2/2023 14:50,5137,46.33197,-64.62458,Fukui,Fukui,Herring,hareng,23.17,25,0.5318,0,0,0,0,0.5,fished,récupération,23.6,22.35,Mid / Outgoing,Mi-marée / Descendante,"cloudy, sunny","nuageux, ensoleillé",Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc1,8/1/2023 15:40,8/2/2023 14:50,5138,46.33197,-64.62458,Fukui,Fukui,Herring,hareng,23.17,12,0.2367,0,0,0,0,0.5,fished,récupération,23.6,22.35,Mid / Outgoing,Mi-marée / Descendante,"cloudy, sunny","nuageux, ensoleillé",Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc1,8/1/2023 15:40,8/2/2023 14:50,5139,46.33197,-64.62458,Fukui,Fukui,Herring,hareng,23.17,11,0.2747,0,0,0,0,0.5,fished,récupération,23.6,22.35,Mid / Outgoing,Mi-marée / Descendante,"cloudy, sunny","nuageux, ensoleillé",Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc2,8/1/2023 16:00,8/2/2023 15:20,5143,46.3322,-64.58222,Fukui,Fukui,Herring,hareng,23.33,7,0.2045,0,0,0,0,0.25,fished,récupération,24.2,22.74,Mid / Outgoing,Mi-marée / Descendante,"cloudy, windy","nuageux, venteux",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc2,8/1/2023 16:00,8/2/2023 15:20,5144,46.3322,-64.58222,Fukui,Fukui,Herring,hareng,23.33,10,0.3691,0,0,0,0,0.25,fished,récupération,24.2,22.74,Mid / Outgoing,Mi-marée / Descendante,"cloudy, windy","nuageux, venteux",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc2,8/1/2023 16:00,8/2/2023 15:20,5145,46.3322,-64.58222,Fukui,Fukui,Herring,hareng,23.33,3,0.1185,0,0,0,0,0.25,fished,récupération,24.2,22.74,Mid / Outgoing,Mi-marée / Descendante,"cloudy, windy","nuageux, venteux",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc3,8/1/2023 16:20,8/2/2023 15:40,5131,46.35198,-64.57348,Fukui,Fukui,Herring,hareng,23.33,7,0.1964,0,0,0,0,0.25,fished,récupération,24.3,22.7,Mid / Outgoing,Mi-marée / Descendante,"cloudy, sunny","nuageux, ensoleillé",Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc3,8/1/2023 16:20,8/2/2023 15:40,5132,46.35198,-64.57348,Fukui,Fukui,Herring,hareng,23.33,10,0.2481,0,0,0,0,0.25,fished,récupération,24.3,22.7,Mid / Outgoing,Mi-marée / Descendante,"cloudy, sunny","nuageux, ensoleillé",Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc3,8/1/2023 16:20,8/2/2023 15:40,5133,46.35198,-64.57348,Fukui,Fukui,Herring,hareng,23.33,17,0.3563,0,0,0,0,0.25,fished,récupération,24.3,22.7,Mid / Outgoing,Mi-marée / Descendante,"cloudy, sunny","nuageux, ensoleillé",Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Shediac,Shed1,8/1/2023 16:45,8/2/2023 16:05,5149,46.27272,-64.57323,Fukui,Fukui,Herring,hareng,23.33,66,1.1,0,0,0,0,0.5,fished,récupération,23.8,18.48,Mid / Outgoing,Mi-marée / Descendante,cloudy,nuageux,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Shediac,Shed1,8/1/2023 16:45,8/2/2023 16:05,5150,46.27272,-64.57323,Fukui,Fukui,Herring,hareng,23.33,75,1.31,0,0,0,0,0.5,fished,récupération,23.8,18.48,Mid / Outgoing,Mi-marée / Descendante,cloudy,nuageux,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Shediac,Shed1,8/1/2023 16:45,8/2/2023 16:05,5151,46.27272,-64.57323,Fukui,Fukui,Herring,hareng,23.33,73,1.2902,0,0,0,0,0.5,fished,récupération,23.8,18.48,Mid / Outgoing,Mi-marée / Descendante,cloudy,nuageux,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Shediac,Shed2,8/1/2023 17:10,8/2/2023 16:30,5146,46.26342,-64.56328,Fukui,Fukui,Herring,hareng,23.33,41,0.85,0,0,0,0,0.25,fished,récupération,24.4,23.91,Low,Marée basse,cloudy,nuageux,Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Shediac,Shed2,8/1/2023 17:10,8/2/2023 16:30,5147,46.26342,-64.56328,Fukui,Fukui,Herring,hareng,23.33,6,0.1213,0,0,0,0,0.25,fished,récupération,24.4,23.91,Low,Marée basse,cloudy,nuageux,Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Shediac,Shed2,8/1/2023 17:10,8/2/2023 16:30,5148,46.26342,-64.56328,Fukui,Fukui,Herring,hareng,23.33,19,0.3656,0,0,0,0,0.25,fished,récupération,24.4,23.91,Low,Marée basse,cloudy,nuageux,Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Shediac,Shed3,8/1/2023 17:45,8/2/2023 17:05,5155,46.23842,-64.52492,Fukui,Fukui,Herring,hareng,23.33,16,0.4776,0,0,1,0,0.25,fished,récupération,26,23.92,Low,Marée basse,"cloudy, sunny","nuageux, ensoleillé",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Shediac,Shed3,8/1/2023 17:45,8/2/2023 17:05,5156,46.23842,-64.52492,Fukui,Fukui,Herring,hareng,23.33,0,0,0,0,0,0,0.25,fished,récupération,26,23.92,Low,Marée basse,"cloudy, sunny","nuageux, ensoleillé",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Shediac,Shed3,8/1/2023 17:45,8/2/2023 17:05,5157,46.23842,-64.52492,Fukui,Fukui,Herring,hareng,23.33,9,0.3397,0,1,0,0,0.25,fished,récupération,26,23.92,Low,Marée basse,"cloudy, sunny","nuageux, ensoleillé",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM3,8/15/2023 10:05,8/16/2023 10:05,5183,46.12175,-62.47215,Fukui,Fukui,Herring,hareng,24,7,--,0,0,0,0,1.68,fished,récupération,--,--,High,Marée haute,--,--,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM3,8/15/2023 10:05,8/16/2023 10:05,5184,46.12175,-62.47215,Fukui,Fukui,Herring,hareng,24,7,--,0,0,0,0,1.68,fished,récupération,--,--,High,Marée haute,--,--,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM3,8/15/2023 10:05,8/16/2023 10:05,5185,46.12175,-62.47215,Fukui,Fukui,Herring,hareng,24,7,--,0,0,0,0,1.68,fished,récupération,--,--,High,Marée haute,--,--,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM2,8/15/2023 10:30,8/16/2023 10:30,5186,46.1237,-62.53172,Fukui,Fukui,Herring,hareng,24,4,--,1,0,0,0,2.74,fished,récupération,--,--,High,Marée haute,--,--,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM2,8/15/2023 10:30,8/16/2023 10:30,5187,46.1237,-62.53172,Fukui,Fukui,Herring,hareng,24,2,--,0,0,0,0,2.74,fished,récupération,--,--,High,Marée haute,--,--,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM2,8/15/2023 10:30,8/16/2023 10:30,5188,46.1237,-62.53172,Fukui,Fukui,Herring,hareng,24,3,--,0,0,0,0,2.74,fished,récupération,--,--,High,Marée haute,--,--,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM1,8/15/2023 10:45,8/16/2023 10:45,5180,46.15075,-62.52998,Fukui,Fukui,Herring,hareng,24,0,0,1,0,0,0,1.9,fished,récupération,--,--,High,Marée haute,--,--,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM1,8/15/2023 10:45,8/16/2023 10:45,5181,46.15075,-62.52998,Fukui,Fukui,Herring,hareng,24,0,0,4,0,0,0,1.9,fished,récupération,--,--,High,Marée haute,--,--,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM1,8/15/2023 10:45,8/16/2023 10:45,5182,46.15075,-62.52998,Fukui,Fukui,Herring,hareng,24,0,0,0,0,0,0,1.9,fished,récupération,--,--,High,Marée haute,--,--,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G1,8/15/2023 11:00,8/16/2023 11:00,5171,46.166316,-62.533283,Fukui,Fukui,Herring,hareng,24,0,0,1,0,0,0,2.13,fished,récupération,--,--,High / Outgoing,Marée haute / Descendante,--,--,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G1,8/15/2023 11:00,8/16/2023 11:00,5172,46.166316,-62.533283,Fukui,Fukui,Herring,hareng,24,0,0,2,3,0,0,2.13,fished,récupération,--,--,High / Outgoing,Marée haute / Descendante,--,--,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G1,8/15/2023 11:00,8/16/2023 11:00,5173,46.166316,-62.533283,Fukui,Fukui,Herring,hareng,24,0,0,0,1,1,0,2.13,fished,récupération,--,--,High / Outgoing,Marée haute / Descendante,--,--,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G2,8/15/2023 11:20,8/16/2023 11:20,5177,46.17,-62.566233,Fukui,Fukui,Herring,hareng,24,2,--,0,0,0,0,2.16,fished,récupération,--,--,Mid / Outgoing,Mi-marée / Descendante,cloudy,nuageux,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G2,8/15/2023 11:20,8/16/2023 11:20,5178,46.17,-62.566233,Fukui,Fukui,Herring,hareng,24,5,--,0,0,0,0,2.16,fished,récupération,--,--,Mid / Outgoing,Mi-marée / Descendante,cloudy,nuageux,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G2,8/15/2023 11:20,8/16/2023 11:20,5179,46.17,-62.566233,Fukui,Fukui,Herring,hareng,24,2,--,0,0,1,0,2.16,fished,récupération,--,--,Mid / Outgoing,Mi-marée / Descendante,cloudy,nuageux,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G3,8/15/2023 11:37,8/16/2023 11:40,5174,46.19115,-62.569816,Fukui,Fukui,Herring,hareng,24.05,13,--,0,0,0,0,2.13,fished,récupération,--,--,Mid / Outgoing,Mi-marée / Descendante,cloudy,nuageux,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G3,8/15/2023 11:37,8/16/2023 11:40,5175,46.19115,-62.569816,Fukui,Fukui,Herring,hareng,24.05,8,--,0,0,0,0,2.13,fished,récupération,--,--,Mid / Outgoing,Mi-marée / Descendante,cloudy,nuageux,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G3,8/15/2023 11:37,8/16/2023 11:40,5176,46.19115,-62.569816,Fukui,Fukui,Herring,hareng,24.05,10,--,0,0,0,0,2.13,fished,récupération,--,--,Mid / Outgoing,Mi-marée / Descendante,cloudy,nuageux,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM3,8/16/2023 10:05,8/17/2023 10:15,5183,46.12175,-62.47215,Fukui,Fukui,Herring,hareng,24.17,0,0,0,0,0,0,2.3,fished,récupération,19.5,24.73,High,Marée haute,"calm, cloudy","calme, nuageux",Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM3,8/16/2023 10:05,8/17/2023 10:15,5184,46.12175,-62.47215,Fukui,Fukui,Herring,hareng,24.17,0,0,0,0,0,0,2.3,fished,récupération,19.5,24.73,High,Marée haute,"calm, cloudy","calme, nuageux",Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM3,8/16/2023 10:05,8/17/2023 10:15,5185,46.12175,-62.47215,Fukui,Fukui,Herring,hareng,24.17,0,0,0,0,0,0,2.3,fished,récupération,19.5,24.73,High,Marée haute,"calm, cloudy","calme, nuageux",Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM2,8/16/2023 10:30,8/17/2023 10:29,5186,46.1237,-62.53172,Fukui,Fukui,Herring,hareng,23.98,1,--,0,0,0,0,2.4,fished,récupération,20.3,24.12,High,Marée haute,cloudy,nuageux,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM2,8/16/2023 10:30,8/17/2023 10:29,5187,46.1237,-62.53172,Fukui,Fukui,Herring,hareng,23.98,1,--,0,0,1,0,2.4,fished,récupération,20.3,24.12,High,Marée haute,cloudy,nuageux,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM2,8/16/2023 10:30,8/17/2023 10:29,5188,46.1237,-62.53172,Fukui,Fukui,Herring,hareng,23.98,1,--,0,0,0,0,2.4,fished,récupération,20.3,24.12,High,Marée haute,cloudy,nuageux,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM1,8/16/2023 10:45,8/17/2023 10:45,5180,46.15075,-62.52998,Fukui,Fukui,Herring,hareng,24,0,0,6,0,0,0,1.9,fished,récupération,19.8,24.84,High,Marée haute,sunny,ensoleillé,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM1,8/16/2023 10:45,8/17/2023 10:45,5181,46.15075,-62.52998,Fukui,Fukui,Herring,hareng,24,0,0,7,0,0,0,1.9,fished,récupération,19.8,24.84,High,Marée haute,sunny,ensoleillé,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,St. Mary's Bay,STM1,8/16/2023 10:45,8/17/2023 10:45,5182,46.15075,-62.52998,Fukui,Fukui,Herring,hareng,24,2,--,2,2,0,0,1.9,fished,récupération,19.8,24.84,High,Marée haute,sunny,ensoleillé,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G1,8/16/2023 11:00,8/17/2023 11:05,5171,46.166316,-62.533283,Fukui,Fukui,Herring,hareng,24.08,0,0,3,0,0,0,2.1,fished,récupération,19.6,24.99,High,Marée haute,sunny,ensoleillé,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G1,8/16/2023 11:00,8/17/2023 11:05,5172,46.166316,-62.533283,Fukui,Fukui,Herring,hareng,24.08,0,0,5,0,0,0,2.1,fished,récupération,19.6,24.99,High,Marée haute,sunny,ensoleillé,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G1,8/16/2023 11:00,8/17/2023 11:05,5173,46.166316,-62.533283,Fukui,Fukui,Herring,hareng,24.08,0,0,0,0,0,0,2.1,fished,récupération,19.6,24.99,High,Marée haute,sunny,ensoleillé,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G2,8/16/2023 11:20,8/17/2023 11:20,5177,46.17,-62.566233,Fukui,Fukui,Herring,hareng,24,0,0,0,0,0,0,2.4,fished,récupération,20.5,21.09,High,Marée haute,sunny,ensoleillé,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G2,8/16/2023 11:20,8/17/2023 11:20,5178,46.17,-62.566233,Fukui,Fukui,Herring,hareng,24,0,0,0,0,0,0,2.4,fished,récupération,20.5,21.09,High,Marée haute,sunny,ensoleillé,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G2,8/16/2023 11:20,8/17/2023 11:20,5179,46.17,-62.566233,Fukui,Fukui,Herring,hareng,24,0,0,0,0,0,0,2.4,fished,récupération,20.5,21.09,High,Marée haute,sunny,ensoleillé,Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G3,8/16/2023 11:37,8/17/2023 11:40,5174,46.19115,-62.569816,Fukui,Fukui,Herring,hareng,24.05,1,--,0,0,0,0,2.7,fished,récupération,20,24.6,High,Marée haute,sunny,ensoleillé,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G3,8/16/2023 11:37,8/17/2023 11:40,5175,46.19115,-62.569816,Fukui,Fukui,Herring,hareng,24.05,2,--,0,0,0,0,2.7,fished,récupération,20,24.6,High,Marée haute,sunny,ensoleillé,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Georgetown,G3,8/16/2023 11:37,8/17/2023 11:40,5176,46.19115,-62.569816,Fukui,Fukui,Herring,hareng,24.05,0,0,0,0,0,0,2.7,fished,récupération,20,24.6,High,Marée haute,sunny,ensoleillé,Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT1,8/28/2023 11:36,8/29/2023 12:25,5152,46.52317,-64.68757,Fukui,Fukui,Herring,hareng,24.82,3,0.1142,0,0,0,0,0.5,fished,récupération,22.5,21.74,Mid / Outgoing,Mi-marée / Descendante,"sunny, windy","ensoleillé, venteux",Mud,Boue,alga — unknown,algue inconnue
2023,Bouctouche,BT1,8/28/2023 11:36,8/29/2023 12:25,5153,46.52317,-64.68757,Fukui,Fukui,Herring,hareng,24.82,1,0.0651,0,0,0,0,0.5,fished,récupération,22.5,21.74,Mid / Outgoing,Mi-marée / Descendante,"sunny, windy","ensoleillé, venteux",Mud,Boue,alga — unknown,algue inconnue
2023,Bouctouche,BT1,8/28/2023 11:36,8/29/2023 12:25,5154,46.52317,-64.68757,Fukui,Fukui,Herring,hareng,24.82,0,0,0,0,0,0,0.5,fished,récupération,22.5,21.74,Mid / Outgoing,Mi-marée / Descendante,"sunny, windy","ensoleillé, venteux",Mud,Boue,alga — unknown,algue inconnue
2023,Bouctouche,BT2,8/28/2023 12:04,8/29/2023 12:46,5140,46.50031,-64.67651,Fukui,Fukui,Herring,hareng,24.7,11,0.4308,0,0,0,0,0.5,fished,récupération,22.5,22.98,Outgoing,Descendante,sunny,ensoleillé,Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT2,8/28/2023 12:04,8/29/2023 12:46,5141,46.50031,-64.67651,Fukui,Fukui,Herring,hareng,24.7,6,0.2072,0,0,0,0,0.5,fished,récupération,22.5,22.98,Outgoing,Descendante,sunny,ensoleillé,Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT2,8/28/2023 12:04,8/29/2023 12:46,5142,46.50031,-64.67651,Fukui,Fukui,Herring,hareng,24.7,5,0.184,0,0,0,0,0.5,fished,récupération,22.5,22.98,Outgoing,Descendante,sunny,ensoleillé,Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT3,8/28/2023 12:16,8/29/2023 13:07,5146,46.48537,-64.6832,Fukui,Fukui,Herring,hareng,24.85,0,0,0,0,0,0,0.5,fished,récupération,22.5,23.51,Outgoing,Descendante,"cloudy, windy","nuageux, venteux",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT3,8/28/2023 12:16,8/29/2023 13:07,5147,46.48537,-64.6832,Fukui,Fukui,Herring,hareng,24.85,2,0.0437,0,0,0,0,0.5,fished,récupération,22.5,23.51,Outgoing,Descendante,"cloudy, windy","nuageux, venteux",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Bouctouche,BT3,8/28/2023 12:16,8/29/2023 13:07,5148,46.48537,-64.6832,Fukui,Fukui,Herring,hareng,24.85,7,0.1802,0,0,0,0,0.5,fished,récupération,22.5,23.51,Outgoing,Descendante,"cloudy, windy","nuageux, venteux",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc1,8/28/2023 12:58,8/29/2023 13:55,5134,46.33199,-64.62476,Fukui,Fukui,Herring,hareng,24.95,54,1.5107,0,0,0,0,0.5,fished,récupération,22.9,19.28,Outgoing,Descendante,"cloudy, sunny, windy","nuageux, ensoleillé, venteux",Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc1,8/28/2023 12:58,8/29/2023 13:55,5135,46.33199,-64.62476,Fukui,Fukui,Herring,hareng,24.95,17,0.4167,0,0,1,0,0.5,fished,récupération,22.9,19.28,Outgoing,Descendante,"cloudy, sunny, windy","nuageux, ensoleillé, venteux",Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc1,8/28/2023 12:58,8/29/2023 13:55,5136,46.33199,-64.62476,Fukui,Fukui,Herring,hareng,24.95,4,0.1104,0,0,0,0,0.5,fished,récupération,22.9,19.28,Outgoing,Descendante,"cloudy, sunny, windy","nuageux, ensoleillé, venteux",Mud,Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc2,8/28/2023 13:17,8/29/2023 14:23,5131,46.3323,-64.58225,Fukui,Fukui,Herring,hareng,25.1,10,0.3996,0,1,0,0,0.75,fished,récupération,21.4,24.25,Outgoing,Descendante,"cloudy, sunny, windy","nuageux, ensoleillé, venteux",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc2,8/28/2023 13:17,8/29/2023 14:23,5132,46.3323,-64.58225,Fukui,Fukui,Herring,hareng,25.1,6,0.2456,0,1,0,0,0.75,fished,récupération,21.4,24.25,Outgoing,Descendante,"cloudy, sunny, windy","nuageux, ensoleillé, venteux",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc2,8/28/2023 13:17,8/29/2023 14:23,5133,46.3323,-64.58225,Fukui,Fukui,Herring,hareng,25.1,12,0.4492,0,1,0,0,0.75,fished,récupération,21.4,24.25,Outgoing,Descendante,"cloudy, sunny, windy","nuageux, ensoleillé, venteux",Sand,Sable,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc3,8/28/2023 13:37,8/29/2023 14:52,5143,46.3519,-64.57381,Fukui,Fukui,Herring,hareng,25.25,12,0.3915,0,1,0,0,0.5,fished,récupération,23.9,21.24,Outgoing,Descendante,"sunny, windy","ensoleillé, venteux",Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
2023,Cocagne,Coc3,8/28/2023 13:37,8/29/2023 14:52,5144,46.3519,-64.57381,Fukui,Fukui,Herring,hareng,25.25,8,0.3377,0,3,0,0,0.5,fished,récupération,23.9,21.24,Outgoing,Descendante,"sunny, windy","ensoleillé, venteux",Sand / Mud,Sable / Boue,eelgrass (Zostera marina),zostère marine (Zostera marina)
