"cruise_number__numero_de_criosiere","year__annee","month__mois","day_jour","start_hour__heure_de_depart","start_minute__minute_de_depart","latitude","longitude","gear__equipement","species__espece","french_name__nom_francais","english_name__nom_anglais","latin_name__nom_latin","weight_caught__poids_pris","number_caught__quantite__attrape"
"536",2005,8,17,13,47,45.8348333333333,-62.4164166666667,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.89,70
"536",2005,8,17,13,47,45.8348333333333,-62.4164166666667,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.24,4
"536",2005,8,17,13,47,45.8348333333333,-62.4164166666667,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",12.6,46
"536",2005,8,17,14,44,45.76875,-62.3849166666667,"No. 286 otter trawl with rockhopper",10,"Morue franche","Atlantic cod","Gadus morhua",0.01,4
"536",2005,8,17,14,44,45.76875,-62.3849166666667,"No. 286 otter trawl with rockhopper",30,"Flétan Atlantique","Atlantic halibut","Hippoglossus hippoglossus",1.5,1
"536",2005,8,17,14,44,45.76875,-62.3849166666667,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",0.05,2
"536",2005,8,17,14,44,45.76875,-62.3849166666667,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",1,20
"536",2005,8,17,14,44,45.76875,-62.3849166666667,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",0.2,47
"536",2005,8,17,14,44,45.76875,-62.3849166666667,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.05,3
"536",2005,8,17,14,44,45.76875,-62.3849166666667,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.08,1
"536",2005,8,17,14,44,45.76875,-62.3849166666667,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",1.65,5
"536",2005,8,17,15,15,45.7676666666667,-62.4205,"No. 286 otter trawl with rockhopper",12,"Merluche blanche","White hake","Urophycis tenuis",0.09,1
"536",2005,8,17,15,15,45.7676666666667,-62.4205,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",1.29,31
"536",2005,8,17,15,15,45.7676666666667,-62.4205,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",3.13,1445
"536",2005,8,17,15,15,45.7676666666667,-62.4205,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",0.1,2
"536",2005,8,17,15,15,45.7676666666667,-62.4205,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.15,10
"536",2005,8,17,15,15,45.7676666666667,-62.4205,"No. 286 otter trawl with rockhopper",70,"Maquereau bleu","Atlantic mackerel","Scomber scombrus",0.09,2
"536",2005,8,17,15,15,45.7676666666667,-62.4205,"No. 286 otter trawl with rockhopper",143,"Turbot de sable","Windowpane flounder","Scophthalmus aquosus",0.08,1
"536",2005,8,17,15,15,45.7676666666667,-62.4205,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.03,1
"536",2005,8,17,15,15,45.7676666666667,-62.4205,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",2.9,7
"536",2005,8,17,16,4,45.7340833333333,-62.5236666666667,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.35,5
"536",2005,8,17,16,4,45.7340833333333,-62.5236666666667,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",0.18,36
"536",2005,8,17,16,4,45.7340833333333,-62.5236666666667,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.31,25
"536",2005,8,17,16,4,45.7340833333333,-62.5236666666667,"No. 286 otter trawl with rockhopper",143,"Turbot de sable","Windowpane flounder","Scophthalmus aquosus",0.16,1
"536",2005,8,17,16,4,45.7340833333333,-62.5236666666667,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",3.5,6
"536",2005,8,18,9,37,45.9321666666667,-62.5709166666667,"No. 286 otter trawl with rockhopper",10,"Morue franche","Atlantic cod","Gadus morhua",0.12,1
"536",2005,8,18,9,37,45.9321666666667,-62.5709166666667,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.16,2
"536",2005,8,18,9,37,45.9321666666667,-62.5709166666667,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",0.08,1
"536",2005,8,18,9,37,45.9321666666667,-62.5709166666667,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.35,6
"536",2005,8,18,9,37,45.9321666666667,-62.5709166666667,"No. 286 otter trawl with rockhopper",2212,"Crevette ésope","Aesop shrimp","Pandalus montagui",0.38,0
"536",2005,8,18,9,37,45.9321666666667,-62.5709166666667,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.2,1
"536",2005,8,18,10,55,45.9668333333333,-62.468,"No. 286 otter trawl with rockhopper",10,"Morue franche","Atlantic cod","Gadus morhua",0.01,2
"536",2005,8,18,10,55,45.9668333333333,-62.468,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.27,3
"536",2005,8,18,10,55,45.9668333333333,-62.468,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",0.01,1
"536",2005,8,18,10,55,45.9668333333333,-62.468,"No. 286 otter trawl with rockhopper",320,"Hémitriptère atlantique","Sea raven","Hemitripterus americanus",0.05,1
"536",2005,8,18,10,55,45.9668333333333,-62.468,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.16,2
"536",2005,8,18,13,3,45.9615833333333,-62.4125,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.06,2
"536",2005,8,18,13,3,45.9615833333333,-62.4125,"No. 286 otter trawl with rockhopper",320,"Hémitriptère atlantique","Sea raven","Hemitripterus americanus",0.06,1
"536",2005,8,18,13,3,45.9615833333333,-62.4125,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.13,1
"536",2005,8,18,13,29,45.9665,-62.38425,"No. 286 otter trawl with rockhopper",361,"Épinoche à trois épines","Three-spined stickleback","Gasterosteus aculeatus",0.01,1
"536",2005,8,18,14,12,46.0040833333333,-62.3250833333333,"No. 286 otter trawl with rockhopper",10,"Morue franche","Atlantic cod","Gadus morhua",0.01,2
"536",2005,8,18,14,12,46.0040833333333,-62.3250833333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.84,17
"536",2005,8,18,14,12,46.0040833333333,-62.3250833333333,"No. 286 otter trawl with rockhopper",320,"Hémitriptère atlantique","Sea raven","Hemitripterus americanus",0.04,1
"536",2005,8,18,14,12,46.0040833333333,-62.3250833333333,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.34,2
"536",2005,8,18,14,12,46.0040833333333,-62.3250833333333,"No. 286 otter trawl with rockhopper",4511,"Encornet rouge nordique","Northern shortfin squid","Illex illecebrosus",0.08,1
"536",2005,8,18,15,21,46.035,-62.4258333333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.38,7
"536",2005,8,18,15,21,46.035,-62.4258333333333,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",1.43,85
"536",2005,8,18,15,21,46.035,-62.4258333333333,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",2.89,178
"536",2005,8,18,15,21,46.035,-62.4258333333333,"No. 286 otter trawl with rockhopper",204,"Raie tachetée","Winter skate","Leucoraja ocellata",0.57,1
"536",2005,8,18,15,21,46.035,-62.4258333333333,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.2,1
"536",2005,8,18,15,21,46.035,-62.4258333333333,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",22.7,95
"536",2005,8,18,16,33,46.13575,-62.42725,"No. 286 otter trawl with rockhopper",10,"Morue franche","Atlantic cod","Gadus morhua",0.01,1
"536",2005,8,18,16,33,46.13575,-62.42725,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.02,1
"536",2005,8,18,16,33,46.13575,-62.42725,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",1.52,760
"536",2005,8,18,16,33,46.13575,-62.42725,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",8.84,28
"536",2005,8,19,8,26,45.9628333333333,-62.3365,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.12,1
"536",2005,8,19,8,26,45.9628333333333,-62.3365,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.19,1
"536",2005,8,19,8,26,45.9628333333333,-62.3365,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",0.38,1
"536",2005,8,19,9,6,45.9408333333333,-62.2855833333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.23,3
"536",2005,8,19,9,6,45.9408333333333,-62.2855833333333,"No. 286 otter trawl with rockhopper",2210,"Crevette - Pandalus","Boreal red shrimp unidentified","Pandalus sp.",0.08,0
"536",2005,8,19,9,6,45.9408333333333,-62.2855833333333,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.21,1
"536",2005,8,19,10,8,45.8723333333333,-62.23625,"No. 286 otter trawl with rockhopper",10,"Morue franche","Atlantic cod","Gadus morhua",0.01,1
"536",2005,8,19,10,8,45.8723333333333,-62.23625,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.23,2
"536",2005,8,19,10,8,45.8723333333333,-62.23625,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.08,1
"536",2005,8,19,10,8,45.8723333333333,-62.23625,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.05,1
"536",2005,8,19,10,8,45.8723333333333,-62.23625,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",0.43,1
"536",2005,8,19,10,41,45.866,-62.2855833333333,"No. 286 otter trawl with rockhopper",10,"Morue franche","Atlantic cod","Gadus morhua",0.01,1
"536",2005,8,19,10,41,45.866,-62.2855833333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.43,5
"536",2005,8,19,10,41,45.866,-62.2855833333333,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.03,1
"536",2005,8,19,10,41,45.866,-62.2855833333333,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.04,1
"536",2005,8,19,10,41,45.866,-62.2855833333333,"No. 286 otter trawl with rockhopper",314,"Icèle spatulée","Spatulate sculpin","Icelus spatula",0.01,1
"536",2005,8,19,10,41,45.866,-62.2855833333333,"No. 286 otter trawl with rockhopper",4511,"Encornet rouge nordique","Northern shortfin squid","Illex illecebrosus",0.06,1
"536",2005,8,19,11,23,45.8328333333333,-62.2873333333333,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",0.06,1
"536",2005,8,19,11,23,45.8328333333333,-62.2873333333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.07,2
"536",2005,8,19,11,23,45.8328333333333,-62.2873333333333,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.07,1
"536",2005,8,19,13,25,45.7999166666667,-62.23025,"No. 286 otter trawl with rockhopper",12,"Merluche blanche","White hake","Urophycis tenuis",0.01,2
"536",2005,8,19,13,25,45.7999166666667,-62.23025,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",0.2,2
"536",2005,8,19,13,25,45.7999166666667,-62.23025,"No. 286 otter trawl with rockhopper",42,"Limande à queue jaune","Yellowtail flounder","Limanda ferruginea",0.06,1
"536",2005,8,19,13,25,45.7999166666667,-62.23025,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.99,12
"536",2005,8,19,13,25,45.7999166666667,-62.23025,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.11,2
"536",2005,8,19,14,7,45.7996666666667,-62.27175,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",0.13,2
"536",2005,8,19,14,7,45.7996666666667,-62.27175,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",0.22,27
"536",2005,8,19,14,43,45.7685833333333,-62.2813333333333,"No. 286 otter trawl with rockhopper",10,"Morue franche","Atlantic cod","Gadus morhua",0.01,5
"536",2005,8,19,14,43,45.7685833333333,-62.2813333333333,"No. 286 otter trawl with rockhopper",12,"Merluche blanche","White hake","Urophycis tenuis",0.2,1
"536",2005,8,19,14,43,45.7685833333333,-62.2813333333333,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",0.22,3
"536",2005,8,19,14,43,45.7685833333333,-62.2813333333333,"No. 286 otter trawl with rockhopper",42,"Limande à queue jaune","Yellowtail flounder","Limanda ferruginea",0.09,1
"536",2005,8,19,14,43,45.7685833333333,-62.2813333333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",1.14,19
"536",2005,8,19,14,43,45.7685833333333,-62.2813333333333,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",0.34,13
"536",2005,8,19,14,43,45.7685833333333,-62.2813333333333,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.56,36
"536",2005,8,19,14,43,45.7685833333333,-62.2813333333333,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.44,4
"536",2005,8,19,14,43,45.7685833333333,-62.2813333333333,"No. 286 otter trawl with rockhopper",2212,"Crevette ésope","Aesop shrimp","Pandalus montagui",0.04,0
"536",2005,8,19,14,43,45.7685833333333,-62.2813333333333,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",2.9,11
"536",2005,8,19,16,3,45.83275,-62.0989166666667,"No. 286 otter trawl with rockhopper",10,"Morue franche","Atlantic cod","Gadus morhua",0.17,3
"536",2005,8,19,16,3,45.83275,-62.0989166666667,"No. 286 otter trawl with rockhopper",12,"Merluche blanche","White hake","Urophycis tenuis",0.22,2
"536",2005,8,19,16,3,45.83275,-62.0989166666667,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",0.18,3
"536",2005,8,19,16,3,45.83275,-62.0989166666667,"No. 286 otter trawl with rockhopper",42,"Limande à queue jaune","Yellowtail flounder","Limanda ferruginea",0.15,2
"536",2005,8,19,16,3,45.83275,-62.0989166666667,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",3.84,85
"536",2005,8,19,16,3,45.83275,-62.0989166666667,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",444,3754
"536",2005,8,19,16,3,45.83275,-62.0989166666667,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",0.18,2
"536",2005,8,19,16,3,45.83275,-62.0989166666667,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.63,21
"536",2005,8,19,16,3,45.83275,-62.0989166666667,"No. 286 otter trawl with rockhopper",118,"Ogac","Greenland cod","Gadus macrocephalus",0.18,3
"536",2005,8,19,16,3,45.83275,-62.0989166666667,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.6,6
"536",2005,8,19,16,3,45.83275,-62.0989166666667,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",0.24,1
"536",2005,8,19,16,3,45.83275,-62.0989166666667,"No. 286 otter trawl with rockhopper",4511,"Encornet rouge nordique","Northern shortfin squid","Illex illecebrosus",0.05,1
"536",2005,8,20,7,7,45.8695,-61.996,"No. 286 otter trawl with rockhopper",10,"Morue franche","Atlantic cod","Gadus morhua",0.04,1
"536",2005,8,20,7,7,45.8695,-61.996,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",2.06,19
"536",2005,8,20,7,7,45.8695,-61.996,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",4.52,46
"536",2005,8,20,7,7,45.8695,-61.996,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",27.2,186
"536",2005,8,20,7,7,45.8695,-61.996,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",1.05,52
"536",2005,8,20,7,7,45.8695,-61.996,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.34,4
"536",2005,8,20,7,7,45.8695,-61.996,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",2.8,14
"536",2005,8,20,7,7,45.8695,-61.996,"No. 286 otter trawl with rockhopper",4511,"Encornet rouge nordique","Northern shortfin squid","Illex illecebrosus",0.06,1
"536",2005,8,20,8,21,45.8675,-62.0921666666667,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",1.44,13
"536",2005,8,20,8,21,45.8675,-62.0921666666667,"No. 286 otter trawl with rockhopper",42,"Limande à queue jaune","Yellowtail flounder","Limanda ferruginea",0.05,1
"536",2005,8,20,8,21,45.8675,-62.0921666666667,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",3.57,24
"536",2005,8,20,8,21,45.8675,-62.0921666666667,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",0.21,2
"536",2005,8,20,8,21,45.8675,-62.0921666666667,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.1,1
"536",2005,8,20,8,21,45.8675,-62.0921666666667,"No. 286 otter trawl with rockhopper",4511,"Encornet rouge nordique","Northern shortfin squid","Illex illecebrosus",0.07,1
"536",2005,8,20,9,13,45.8996666666667,-62.1596666666667,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",0.98,7
"536",2005,8,20,9,13,45.8996666666667,-62.1596666666667,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",2,19
"536",2005,8,20,9,13,45.8996666666667,-62.1596666666667,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.99,9
"536",2005,8,20,9,13,45.8996666666667,-62.1596666666667,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.29,2
"536",2005,8,20,10,13,45.9303333333333,-62.0518333333333,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",5.15,39
"536",2005,8,20,10,13,45.9303333333333,-62.0518333333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.71,5
"536",2005,8,20,10,13,45.9303333333333,-62.0518333333333,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.18,2
"536",2005,8,20,10,13,45.9303333333333,-62.0518333333333,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.39,2
"536",2005,8,20,10,13,45.9303333333333,-62.0518333333333,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",1.17,1
"536",2005,8,20,10,59,45.97,-62.0538333333333,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",10.3,54
"536",2005,8,20,10,59,45.97,-62.0538333333333,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.5,4
"536",2005,8,20,10,59,45.97,-62.0538333333333,"No. 286 otter trawl with rockhopper",340,"Poisson-alligator atlantique","Alligatorfish","Aspidophoroides monopterygius",0.01,1
"536",2005,8,20,10,59,45.97,-62.0538333333333,"No. 286 otter trawl with rockhopper",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.18,1
"536",2005,8,20,12,3,45.9716666666667,-62.1443333333333,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",1,12
"536",2005,8,20,12,3,45.9716666666667,-62.1443333333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.1,2
"536",2005,8,20,12,3,45.9716666666667,-62.1443333333333,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",1.1,10
"536",2005,8,20,12,3,45.9716666666667,-62.1443333333333,"No. 286 otter trawl with rockhopper",2210,"Crevette - Pandalus","Boreal red shrimp unidentified","Pandalus sp.",0.01,0
"536",2005,8,20,12,3,45.9716666666667,-62.1443333333333,"No. 286 otter trawl with rockhopper",2411,"Crevette verte","Arctic argid","Argis dentata",0.01,1
"536",2005,8,20,13,24,45.9674166666667,-62.1884166666667,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",0.3,2
"536",2005,8,20,13,24,45.9674166666667,-62.1884166666667,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.15,1
"536",2005,8,20,13,24,45.9674166666667,-62.1884166666667,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",0.03,1
"536",2005,8,20,13,24,45.9674166666667,-62.1884166666667,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.11,1
"536",2005,8,20,13,24,45.9674166666667,-62.1884166666667,"No. 286 otter trawl with rockhopper",2212,"Crevette ésope","Aesop shrimp","Pandalus montagui",0.02,0
"536",2005,8,20,13,24,45.9674166666667,-62.1884166666667,"No. 286 otter trawl with rockhopper",2331,"Bouc du Groenland","Greenland shrimp","Eualus macilentus",0.05,0
"536",2005,8,20,13,24,45.9674166666667,-62.1884166666667,"No. 286 otter trawl with rockhopper",2411,"Crevette verte","Arctic argid","Argis dentata",0.02,0
"536",2005,8,20,14,24,45.9340833333333,-62.1266666666667,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",1.87,10
"536",2005,8,20,14,24,45.9340833333333,-62.1266666666667,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.59,5
"536",2005,8,20,14,24,45.9340833333333,-62.1266666666667,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.75,7
"536",2005,8,20,14,52,45.9353333333333,-62.1825,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",0.29,2
"536",2005,8,20,14,52,45.9353333333333,-62.1825,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.79,3
"536",2005,8,20,14,52,45.9353333333333,-62.1825,"No. 286 otter trawl with rockhopper",300,"Chaboisseau à dix-huit-épines","Longhorn sculpin","Myoxocephalus octodecemspinosus",0.1,1
"536",2005,8,22,7,31,46.101,-62.3315833333333,"No. 286 otter trawl with rockhopper",42,"Limande à queue jaune","Yellowtail flounder","Limanda ferruginea",0.17,4
"536",2005,8,22,7,31,46.101,-62.3315833333333,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.47,16
"536",2005,8,22,7,31,46.101,-62.3315833333333,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",17.6,559
"536",2005,8,22,7,31,46.101,-62.3315833333333,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",16.7,208
"536",2005,8,22,7,31,46.101,-62.3315833333333,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",2.54,164
"536",2005,8,22,7,31,46.101,-62.3315833333333,"No. 286 otter trawl with rockhopper",70,"Maquereau bleu","Atlantic mackerel","Scomber scombrus",0.52,6
"536",2005,8,22,7,31,46.101,-62.3315833333333,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",13.4,40
"536",2005,8,22,8,19,46.1285833333333,-62.238,"No. 286 otter trawl with rockhopper",10,"Morue franche","Atlantic cod","Gadus morhua",0.5,3
"536",2005,8,22,8,19,46.1285833333333,-62.238,"No. 286 otter trawl with rockhopper",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.69,13
"536",2005,8,22,8,19,46.1285833333333,-62.238,"No. 286 otter trawl with rockhopper",60,"Hareng atlantique","Atlantic herring","Clupea harengus",0.32,11
"536",2005,8,22,8,19,46.1285833333333,-62.238,"No. 286 otter trawl with rockhopper",62,"Gaspereau","Alewife","Alosa pseudoharengus",1.23,16
"536",2005,8,22,8,19,46.1285833333333,-62.238,"No. 286 otter trawl with rockhopper",63,"Éperlan arc-en-ciel","Rainbow smelt","Osmerus mordax",0.12,8
"536",2005,8,22,8,19,46.1285833333333,-62.238,"No. 286 otter trawl with rockhopper",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",1.04,11
"536",2005,8,22,8,19,46.1285833333333,-62.238,"No. 286 otter trawl with rockhopper",2550,"Homard américain","American lobster","Homarus americanus",0.43,1
"536",2005,8,22,9,8,46.1075,-62.18925,"No. 286 otter trawl with rockhopper",10,"Morue franche","Atlantic cod","Gadus morhua",0.01,1
"536",2005,8,22,9,8,46.1075,-62.18925,"No. 286 otter trawl with rockhopper",40,"Plie canadienne","American plaice","Hippoglossoides platessoides",0.46,4
