year_année,month_mois,day_jour,start.hour_heure.de.début,start.minute_minute.de.début,latitude,longitude,gear_équipement,species_espèce,english.name_nom.anglais,latin.name_nom.latin,weight.caught_poids.pris,number.caught_quantité_attrapé
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,320,SEA RAVEN,HEMITRIPTERUS AMERICANUS,0.886666667,1.296296296
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,880,"HOOKEAR SCULPIN,ATL.",ARTEDIELLUS ATLANTICUS,0.003888889,1.296296296
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,1200,FISH EGGS-UNIDENTIFIED,FISH EGGS-UNIDENTIFIED,0.001296296,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,1224,SKATE UNID. EGGS,RAJA EGGS,0.002592593,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,1810,TUNICATA S.P.,TUNICATA S.P.,0.005185185,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,2100,SHRIMPS,DECAPODA O.,0.060925926,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,2526,SNOW CRAB (QUEEN),CHIONOECETES OPILIO,0.022037037,6.481481481
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,3100,BRISTLE WORMS,POLYCHAETA C.,0.001296296,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,3199,WORM CAST,POLYCHAETE REMAINS,0.002592593,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,4511,SHORT-FIN SQUID,ILLEX ILLECEBROSUS,0.805736689,5.132080823
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,4521,OCTOPUS,OCTOPODA O.,0.001296296,1.296296296
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,5100,SEA SPIDER,PYCNOGONIDA S.P.,0.015555556,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,6115,MUD STAR,CTENODISCUS CRISPATUS,0.009074074,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,6117,HIPPASTERIA PHRYGIANA,HIPPASTERIA PHRYGIANA,0.356481481,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,6119,BLOOD STAR,HENRICIA SANGUINOLENTA,0.006481481,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,6121,PURPLE SUNSTAR,SOLASTER ENDECA,0.105,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,6200,BRITTLE STAR,OPHIUROIDEA S.C.,0.029814815,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,6400,SEA URCHINS,STRONGYLOCENTROTUS SP.,0.005185185,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,8318,SEA PEN,PENNATULACEA,3.85,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,8351,STEPHANAUGE NEXILIS,STEPHANAUGE NEXILIS,0.106296296,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,8500,JELLYFISHES,SCYPHOZOA C.,5.314814815,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,8600,SPONGES,PORIFERA P.,0.604074074,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,9200,STONES AND ROCKS,STONES AND ROCKS,0.073888889,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,9300,"SEAWEED,(ALGAE),KELP",THALLOPHYTA C.,0.085555556,0
2018,9,10,1,0,48.54425,-63.28483333,Western IIA trawl,9630,ORGANIC DEBRIS,ORGANIC DEBRIS,0.058333333,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,10,COD(ATLANTIC),GADUS MORHUA,17.12365591,40.45698925
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,23,REDFISH UNSEPARATED,SEBASTES SP.,0.875,9.408602151
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,30,HALIBUT(ATLANTIC),HIPPOGLOSSUS HIPPOGLOSSUS,1.307795699,0.940860215
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,40,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES,9.502688172,181.5860215
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,41,WITCH FLOUNDER,GLYPTOCEPHALUS CYNOGLOSSUS,4.447702835,11.11925709
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,64,CAPELIN,MALLOTUS VILLOSUS,1.112574843,216.137151
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,114,FOURBEARD ROCKLING,ENCHELYOPUS CIMBRIUS,0.049865591,7.52688172
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,201,THORNY SKATE,AMBLYRAJA RADIATA,3.627580645,17.71827957
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,202,SMOOTH SKATE,MALACORAJA SENTA,0.408822581,0.402688172
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,304,MAILED SCULPIN,TRIGLOPS MURRAYI,0.029166667,1.88172043
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,512,"SEASNAIL,DUSKY",LIPARIS GIBBUS,0.002822581,5.64516129
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,623,DAUBED SHANNY,LUMPENUS MACULATUS,0.002822581,0.940860215
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,647,SHORTTAILED EELPOUT(VAHL),LYCODES VAHLII,0.04327957,1.88172043
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,1510,WHELK EGGS (NS),BUCCINIDAE EGGS,0.007526882,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,1511,SNAIL/SLUG EGGS,GASTEROPODA EGGS,0.00188172,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,1823,SEA POTATO,BOLTENIA SP.,0.017876344,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,1920,BRYOZOANS ECTOPROCTA,BRYOZOANS ECTOPROCTA P.,0.006586022,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,2100,SHRIMPS,DECAPODA O.,0.575806452,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,2521,HYAS COARCTATUS,HYAS COARCTATUS,0.008467742,7.52688172
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,2526,SNOW CRAB (QUEEN),CHIONOECETES OPILIO,0.177822581,143.0107527
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,2560,PAGUROIDEA S.F.,PAGUROIDEA S.F.,0.003763441,2.822580645
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,3100,BRISTLE WORMS,POLYCHAETA C.,0.008467742,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,3199,WORM CAST,POLYCHAETE REMAINS,0.003763441,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,4200,SNAILS AND SLUGS,GASTROPODA O.,0.012231183,1.88172043
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,4211,"WAVE WHELK,COMMON EDIBLE",BUCCINUM UNDATUM,0.010349462,1.88172043
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,4228,SPINDLE SHELL,COLUS SP.,0.010349462,0.940860215
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,4255,TOP SHELLS,TROCHIDAE F.,0.00094086,0.940860215
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,4316,ASTARTE SP.,ASTARTE SP.,0.003763441,2.822580645
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,4348,MOLLUSCA SHELLS EMPTY,MOLLUSCA (EMPTY),0.008467742,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,4351,NUCULANA SP.,NUCULANA SP.,0,0.940860215
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,4521,OCTOPUS,OCTOPODA O.,0.026344086,0.940860215
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,5100,SEA SPIDER,PYCNOGONIDA S.P.,0.003763441,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,6115,MUD STAR,CTENODISCUS CRISPATUS,0.845833333,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,6119,BLOOD STAR,HENRICIA SANGUINOLENTA,0.074327957,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,6123,SPINY SUNSTAR,CROSSASTER PAPPOSUS,0.095967742,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,6125,PTERASTER MILITARIS,PTERASTER MILITARIS,0.00188172,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,6200,BRITTLE STAR,OPHIUROIDEA S.C.,0.2625,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,6400,SEA URCHINS,STRONGYLOCENTROTUS SP.,0.888172043,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,6715,PSOLUS PHANTAPUS,PSOLUS PHANTAPUS,0.00188172,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,8300,SEA ANEMONE,ANTHOZOA C.,0.057392473,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,8318,SEA PEN,PENNATULACEA,0.302016129,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,8327,SOFT CORAL UNIDENTIFIED,SOFT CORAL UNIDENTIFIED,0.024462366,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,8400,HYDROZOA C.,HYDROZOA C.,0.017876344,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,8500,JELLYFISHES,SCYPHOZOA C.,1.938172043,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,8600,SPONGES,PORIFERA P.,1.627688172,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,8610,POLYMASTIA SP.,POLYMASTIA SP.,0.733870968,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,8616,MYCALE LINGUA,MYCALE LINGUA,0.912634409,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,8617,BIEMNA VARIANTIA,BIEMNA VARIANTIA,0.767741935,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,9200,STONES AND ROCKS,STONES AND ROCKS,0.016935484,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,9300,"SEAWEED,(ALGAE),KELP",THALLOPHYTA C.,0.066801075,0
2018,9,10,3,24,48.50108333,-63.46491667,Western IIA trawl,9630,ORGANIC DEBRIS,ORGANIC DEBRIS,0.009408602,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,10,COD(ATLANTIC),GADUS MORHUA,6.718390805,17.09770115
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,23,REDFISH UNSEPARATED,SEBASTES SP.,0.197126437,3.017241379
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,40,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES,7.291666667,97.55747126
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,41,WITCH FLOUNDER,GLYPTOCEPHALUS CYNOGLOSSUS,0.32887931,1.005747126
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,64,CAPELIN,MALLOTUS VILLOSUS,9.30316092,2015.517241
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,201,THORNY SKATE,AMBLYRAJA RADIATA,2.725574713,25.14367816
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,350,ATLANTIC SEA POACHER,LEPTAGONUS DECAGONUS,0.001005747,2.011494253
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,512,"SEASNAIL,DUSKY",LIPARIS GIBBUS,0.001005747,2.011494253
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,623,DAUBED SHANNY,LUMPENUS MACULATUS,0.002011494,1.005747126
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,1224,SKATE UNID. EGGS,RAJA EGGS,0.001005747,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,1823,SEA POTATO,BOLTENIA SP.,0.020114943,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,1900,BRYOZOANS P.,BRYOZOANS P.,0.016091954,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,2100,SHRIMPS,DECAPODA O.,0.123706897,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,2521,HYAS COARCTATUS,HYAS COARCTATUS,0.043247126,7.040229885
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,2526,SNOW CRAB (QUEEN),CHIONOECETES OPILIO,0.057327586,45.25862069
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,2560,PAGUROIDEA S.F.,PAGUROIDEA S.F.,0.048275862,2.011494253
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,2804,NEOHELA MONSTROSA,NEOHELA MONSTROSA,0.001005747,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,3100,BRISTLE WORMS,POLYCHAETA C.,0.004022989,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,3199,WORM CAST,POLYCHAETE REMAINS,0.004022989,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,4200,SNAILS AND SLUGS,GASTROPODA O.,0.004022989,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,4227,NEW ENGLAND NEPTUNE,NEPTUNEA DECEMCOSTATA,0.036206897,1.005747126
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,4230,DUCK OR PELICAN FOOT,APORRHAIS SP.,0.003017241,1.005747126
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,4348,MOLLUSCA SHELLS EMPTY,MOLLUSCA (EMPTY),0.015086207,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,4511,SHORT-FIN SQUID,ILLEX ILLECEBROSUS,0.372126437,2.011494253
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,5100,SEA SPIDER,PYCNOGONIDA S.P.,0.001005747,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,6115,MUD STAR,CTENODISCUS CRISPATUS,0.257471264,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,6117,HIPPASTERIA PHRYGIANA,HIPPASTERIA PHRYGIANA,0.390229885,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,6119,BLOOD STAR,HENRICIA SANGUINOLENTA,0.055316092,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,6123,SPINY SUNSTAR,CROSSASTER PAPPOSUS,0.02112069,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,6125,PTERASTER MILITARIS,PTERASTER MILITARIS,0.00704023,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,6200,BRITTLE STAR,OPHIUROIDEA S.C.,0.015086207,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,6300,BASKET STARS,"GORGONOCEPHALIDAE,ASTERONYCHIDAE F.",3.429597701,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,6400,SEA URCHINS,STRONGYLOCENTROTUS SP.,1.216954023,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,8300,SEA ANEMONE,ANTHOZOA C.,0.060344828,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,8318,SEA PEN,PENNATULACEA,0.075431034,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,8327,SOFT CORAL UNIDENTIFIED,SOFT CORAL UNIDENTIFIED,0.005028736,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,8400,HYDROZOA C.,HYDROZOA C.,0.012068966,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,8500,JELLYFISHES,SCYPHOZOA C.,0.582327586,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,8600,SPONGES,PORIFERA P.,0.574281609,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,8610,POLYMASTIA SP.,POLYMASTIA SP.,0.011063218,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,8616,MYCALE LINGUA,MYCALE LINGUA,0.67887931,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,8617,BIEMNA VARIANTIA,BIEMNA VARIANTIA,1.186781609,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,9200,STONES AND ROCKS,STONES AND ROCKS,0.634626437,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,9300,"SEAWEED,(ALGAE),KELP",THALLOPHYTA C.,0.177011494,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,9400,"FOREIGN ARTICLES,GARBAGE","FOREIGN ARTICLES,GARBAGE",0.009051724,0
2018,9,10,7,2,48.45041667,-63.34925,Western IIA trawl,9630,ORGANIC DEBRIS,ORGANIC DEBRIS,0.025143678,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,10,COD(ATLANTIC),GADUS MORHUA,7.361413043,37.0923913
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,23,REDFISH UNSEPARATED,SEBASTES SP.,0.006657609,0.951086957
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,31,"TURBOT,GREENLAND HALIBUT",REINHARDTIUS HIPPOGLOSSOIDES,0.334782609,20.92391304
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,40,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES,18.16576087,228.2608696
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,41,WITCH FLOUNDER,GLYPTOCEPHALUS CYNOGLOSSUS,0.79986413,1.902173913
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,64,CAPELIN,MALLOTUS VILLOSUS,0.810326087,619.1576087
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,201,THORNY SKATE,AMBLYRAJA RADIATA,0.144565217,0.951086957
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,350,ATLANTIC SEA POACHER,LEPTAGONUS DECAGONUS,0.032336957,0.951086957
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,512,"SEASNAIL,DUSKY",LIPARIS GIBBUS,0.000951087,0.951086957
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,623,DAUBED SHANNY,LUMPENUS MACULATUS,0.224456522,419.4293478
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,632,STOUT EELBLENNY,LUMPENUS MEDIUS,0.016168478,2.85326087
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,1821,SEA SQUIRTS,ASCIDIA SP.,0.037092391,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,2100,SHRIMPS,DECAPODA O.,0.414673913,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,2521,HYAS COARCTATUS,HYAS COARCTATUS,0.138858696,12.36413043
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,2526,SNOW CRAB (QUEEN),CHIONOECETES OPILIO,7.085597826,196.875
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,2527,TOAD CRAB,HYAS ARANEUS,0.069429348,0.951086957
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,2560,PAGUROIDEA S.F.,PAGUROIDEA S.F.,0.094157609,2.85326087
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,3100,BRISTLE WORMS,POLYCHAETA C.,0.000951087,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,4211,"WAVE WHELK,COMMON EDIBLE",BUCCINUM UNDATUM,0.003804348,0.951086957
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,4348,MOLLUSCA SHELLS EMPTY,MOLLUSCA (EMPTY),0.105570652,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,4351,NUCULANA SP.,NUCULANA SP.,0.000951087,0.951086957
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,4400,SEA SLUGS,NUDIBRANCHIA O.,0.001902174,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,6115,MUD STAR,CTENODISCUS CRISPATUS,0,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,6200,BRITTLE STAR,OPHIUROIDEA S.C.,0.00951087,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,6400,SEA URCHINS,STRONGYLOCENTROTUS SP.,0.331929348,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,8300,SEA ANEMONE,ANTHOZOA C.,0.018070652,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,8324,"SEA CAULIFLOWER, STRAWBERRIES",EUNEPHTHYA RUBIFORMIS,0.000951087,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,8400,HYDROZOA C.,HYDROZOA C.,0.041847826,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,8500,JELLYFISHES,SCYPHOZOA C.,0.631521739,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,8600,SPONGES,PORIFERA P.,0.004755435,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,8621,EYED SPONGE,HALICLONA OCULATA,0.001902174,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,9200,STONES AND ROCKS,STONES AND ROCKS,0.019021739,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,9303,BROWN SEAWEEDS,PHAEOPHYCEAE C.,0.18736413,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,9630,ORGANIC DEBRIS,ORGANIC DEBRIS,3.433423913,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,9991,FIRST UNIDENTIFIED PER SET,UNIDENTIFIED,0.147418478,0
2018,9,10,12,17,48.05633333,-63.75133333,Western IIA trawl,9996,SIXTH UNIDENTIFIED PER SET,UNIDENTIFIED,0.440353261,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,10,COD(ATLANTIC),GADUS MORHUA,0.827445652,6.657608696
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,30,HALIBUT(ATLANTIC),HIPPOGLOSSUS HIPPOGLOSSUS,1.96875,0.951086957
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,40,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES,0,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,64,CAPELIN,MALLOTUS VILLOSUS,0.060869565,155.9782609
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,304,MAILED SCULPIN,TRIGLOPS MURRAYI,0.019972826,0.951086957
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,340,ALLIGATORFISH,ASPIDOPHOROIDES MONOPTERYGIUS,0,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,623,DAUBED SHANNY,LUMPENUS MACULATUS,0.042798913,112.2282609
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,626,4-LINE SNAKE BLENNY,EUMESOGRAMMUS PRAECISUS,0.01236413,0.951086957
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,1821,SEA SQUIRTS,ASCIDIA SP.,0.011413043,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,1823,SEA POTATO,BOLTENIA SP.,0.429891304,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,1920,BRYOZOANS ECTOPROCTA,BRYOZOANS ECTOPROCTA P.,0.004755435,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,2521,HYAS COARCTATUS,HYAS COARCTATUS,0.054211957,68.47826087
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,2560,PAGUROIDEA S.F.,PAGUROIDEA S.F.,0.077038043,3.804347826
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,2833,ANONYX SP.,ANONYX SP.,0,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,3100,BRISTLE WORMS,POLYCHAETA C.,0.001902174,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,4000,MOLLUSCA P.,MOLLUSCA P.,0.001902174,0.951086957
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,4255,TOP SHELLS,TROCHIDAE F.,0,0.951086957
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,4316,ASTARTE SP.,ASTARTE SP.,0.010461957,0.951086957
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,4322,ICELAND SCALLOP,CHLAMYS ISLANDICA,0.002853261,1.902173913
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,4330,MUSSELS (NS),MYTILIDAE F.,0.000951087,2.85326087
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,4348,MOLLUSCA SHELLS EMPTY,MOLLUSCA (EMPTY),0.244429348,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,4400,SEA SLUGS,NUDIBRANCHIA O.,0.005706522,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,5100,SEA SPIDER,PYCNOGONIDA S.P.,0,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,6113,LEPTASTERIAS POLARIS,LEPTASTERIAS POLARIS,0.412771739,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,6119,BLOOD STAR,HENRICIA SANGUINOLENTA,0.014266304,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,6121,PURPLE SUNSTAR,SOLASTER ENDECA,0.215896739,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,6123,SPINY SUNSTAR,CROSSASTER PAPPOSUS,0.42798913,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,6200,BRITTLE STAR,OPHIUROIDEA S.C.,0.080842391,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,6400,SEA URCHINS,STRONGYLOCENTROTUS SP.,3.05298913,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,6600,SEA CUCUMBER (UNIDENTIFIED),HOLOTHUROIDEA C.,26.53532609,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,6713,SCARLETT PSOLUS,PSOLUS FABRICII,0.00951087,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,6715,PSOLUS PHANTAPUS,PSOLUS PHANTAPUS,0.001902174,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,8400,HYDROZOA C.,HYDROZOA C.,0.058016304,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,8500,JELLYFISHES,SCYPHOZOA C.,0.09701087,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,8616,MYCALE LINGUA,MYCALE LINGUA,0.754211957,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,9200,STONES AND ROCKS,STONES AND ROCKS,47.55434783,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,9303,BROWN SEAWEEDS,PHAEOPHYCEAE C.,0.010461957,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,9630,ORGANIC DEBRIS,ORGANIC DEBRIS,0.001902174,0
2018,9,10,16,26,48.16516667,-64.12875,Western IIA trawl,9991,FIRST UNIDENTIFIED PER SET,UNIDENTIFIED,0.001902174,0
