stand,stand.number,date,time,julian date,hour,time.of.day,tide.level.m,sw.ph,do,temp,salinity,turbidity
Outside,2558,2023-08-16,1:00 AM,228,1,Night,0.994,8.307283208,8.5275,20.96166667,25.775,
Outside,2558,2023-08-16,2:00 AM,228,2,Night,1.124,8.290418555,8.46,20.84033333,25.7825,
Outside,2558,2023-08-16,3:00 AM,228,3,Night,1.28,8.274742081,8.39,20.74833333,25.735,
Outside,2558,2023-08-16,4:00 AM,228,4,Night,1.425,8.188270874,7.9625,20.44483333,25.7775,
Outside,2558,2023-08-16,5:00 AM,228,5,Day,1.528,8.083716849,8.1,19.952,25.91,
Outside,2558,2023-08-16,6:00 AM,228,6,Day,1.564,8.063002948,8.205,19.80833333,25.9225,
Outside,2558,2023-08-16,7:00 AM,228,7,Day,1.519,8.078081065,8.065,19.8445,25.8675,
Outside,2558,2023-08-16,8:00 AM,228,8,Day,1.406,8.158840224,7.765,20.14216667,23.88,
Outside,2558,2023-08-16,9:00 AM,228,9,Day,1.262,8.219916188,7.6725,20.346,23.1425,
Outside,2558,2023-08-16,10:00 AM,228,10,Day,1.115,8.233990341,7.63,20.2025,23.83,
Outside,2558,2023-08-16,11:00 AM,228,11,Day,0.975,8.26978463,7.975,20.28516667,23.7825,
Outside,2558,2023-08-16,12:00 PM,228,12,Day,0.853,8.282857582,8.86,20.47466667,23.7325,
Outside,2558,2023-08-16,1:00 PM,228,13,Day,0.769,8.286728187,9.68,20.77466667,24.175,
Outside,2558,2023-08-16,2:00 PM,228,14,Day,0.74,8.307355251,10.35,21.1335,23.345,
Outside,2558,2023-08-16,3:00 PM,228,15,Day,0.758,8.330125478,10.9325,21.63766667,22.745,
Outside,2558,2023-08-16,4:00 PM,228,16,Day,0.802,8.34755546,11.255,22.02266667,21.665,
Outside,2558,2023-08-16,5:00 PM,228,17,Day,0.856,8.346492103,11.2875,22.13933333,22.59,
Outside,2558,2023-08-16,6:00 PM,228,18,Day,0.905,8.340757586,11.1575,22.0465,22.3725,
Outside,2558,2023-08-16,7:00 PM,228,19,Day,0.927,8.348852309,11.12,21.8965,24.695,
Outside,2558,2023-08-16,8:00 PM,228,20,Night,0.915,8.341874708,10.915,21.68433333,25.8775,
Outside,2558,2023-08-16,9:00 PM,228,21,Night,0.886,8.321925049,10.39,21.47483333,25.89,
Outside,2558,2023-08-16,10:00 PM,228,22,Night,0.859,8.301307537,9.7975,21.2495,25.8925,
Outside,2558,2023-08-17,11:00 PM,228,23,Night,0.841,8.284497773,9.2725,21.0425,25.88,
Outside,2558,2023-08-17,12:00 AM,229,0,Night,0.836,8.272677267,8.915,20.92233333,25.8725,
Outside,2558,2023-08-17,1:00 AM,229,1,Night,0.866,8.266199269,8.7125,20.83033333,25.8625,
Outside,2558,2023-08-17,2:00 AM,229,2,Night,0.956,8.257957773,8.5225,20.65033333,25.8675,
Outside,2558,2023-08-17,3:00 AM,229,3,Night,1.099,8.252530166,8.565,20.57533333,25.85,
Outside,2558,2023-08-17,4:00 AM,229,4,Night,1.259,8.168237764,7.4925,20.35133333,25.85,
Outside,2558,2023-08-17,5:00 AM,229,5,Day,1.4,8.155566631,7.4125,20.2305,25.76,
Outside,2558,2023-08-17,6:00 AM,229,6,Day,1.492,8.105465348,7.825,20.01216667,25.8125,
Outside,2558,2023-08-17,7:00 AM,229,7,Day,1.511,8.062549867,7.785,19.86066667,25.7725,
Outside,2558,2023-08-17,8:00 AM,229,8,Day,1.446,8.047404012,7.845,19.8465,25.77,
Outside,2558,2023-08-17,9:00 AM,229,9,Day,1.32,8.050669014,8.1125,19.90783333,25.745,
Outside,2558,2023-08-17,10:00 AM,229,10,Day,1.173,8.096185417,8.285,20.15133333,25.73,
Outside,2558,2023-08-17,11:00 AM,229,11,Day,1.029,8.161544774,8.605,20.6075,25.76,
Outside,2558,2023-08-17,12:00 PM,229,12,Day,0.894,8.212329224,8.955,21.16616667,25.7725,
Outside,2558,2023-08-17,1:00 PM,229,13,Day,0.787,8.258339657,9.4025,21.78866667,25.795,
Outside,2558,2023-08-17,2:00 PM,229,14,Day,0.735,8.297077751,9.8475,22.4815,25.865,
Outside,2558,2023-08-17,3:00 PM,229,15,Day,0.746,8.328124707,10.355,23.08533333,25.8575,
Outside,2558,2023-08-17,4:00 PM,229,16,Day,0.797,8.332843695,10.5275,23.43166667,25.865,
Outside,2558,2023-08-17,5:00 PM,229,17,Day,0.861,8.324586586,10.6475,23.51366667,25.8675,
Outside,2558,2023-08-17,6:00 PM,229,18,Day,0.92,8.324356717,10.7425,23.54683333,25.9025,
Outside,2558,2023-08-17,7:00 PM,229,19,Day,0.957,8.320448831,10.5875,23.41933333,25.9,
Outside,2558,2023-08-17,8:00 PM,229,20,Night,0.956,8.296468952,10.205,23.25233333,25.87,
Outside,2558,2023-08-17,9:00 PM,229,21,Night,0.919,8.276902888,9.82,23.16583333,25.56,
Outside,2558,2023-08-17,10:00 PM,229,22,Night,0.873,8.289611186,10.065,23.07233333,25.275,
Outside,2558,2023-08-18,11:00 PM,229,23,Night,0.836,8.294883184,9.805,22.95816667,25.51,
Outside,2558,2023-08-18,12:00 AM,230,0,Night,0.809,8.279935627,9.3175,22.84316667,25.81,
Outside,2558,2023-08-18,1:00 AM,230,1,Night,0.797,8.253103889,8.8225,22.597,25.82,
Outside,2558,2023-08-18,2:00 AM,230,2,Night,0.832,8.244654733,8.5125,22.47133333,25.85,
Outside,2558,2023-08-18,3:00 AM,230,3,Night,0.933,8.260916276,8.44,22.37683333,25.85,
Outside,2558,2023-08-18,4:00 AM,230,4,Night,1.079,8.208201237,8.085,22.18366667,25.805,
Outside,2558,2023-08-18,5:00 AM,230,5,Day,1.232,8.086471187,7.0625,21.685,25.42,
Outside,2558,2023-08-18,6:00 AM,230,6,Day,1.359,8.026460565,7.0325,21.34166667,22.885,
Outside,2558,2023-08-18,7:00 AM,230,7,Day,1.433,7.99355607,7.2525,21.0485,25.55,
Outside,2558,2023-08-18,8:00 AM,230,8,Day,1.429,7.970523603,7.2125,20.89566667,25.665,
Outside,2558,2023-08-18,9:00 AM,230,9,Day,1.344,7.971996229,7.2975,20.85216667,25.6375,
Outside,2558,2023-08-18,10:00 AM,230,10,Day,1.211,7.96493829,7.6175,20.7375,21.61,
Outside,2558,2023-08-18,11:00 AM,230,11,Day,1.069,7.998264904,7.6825,21.00016667,20.5425,
Outside,2558,2023-08-18,12:00 PM,230,12,Day,0.935,8.052259283,7.6075,21.35916667,17.7075,
Outside,2558,2023-08-18,1:00 PM,230,13,Day,0.815,8.086206094,7.7625,21.51233333,17.6175,
Outside,2558,2023-08-18,2:00 PM,230,14,Day,0.738,8.106320412,7.8625,21.6205,18.3025,
Outside,2558,2023-08-18,3:00 PM,230,15,Day,0.731,8.100532358,7.965,21.608,19.3425,
Outside,2558,2023-08-18,4:00 PM,230,16,Day,0.784,8.110845496,8.1925,21.70083333,23.0925,
Outside,2558,2023-08-18,5:00 PM,230,17,Day,0.862,8.127694526,8.42,21.84333333,23.7025,
Outside,2558,2023-08-18,6:00 PM,230,18,Day,0.937,8.144618701,8.52,21.94333333,23.89,
Outside,2558,2023-08-18,7:00 PM,230,19,Day,0.991,8.142569496,8.3875,21.97,20.6175,
Outside,2558,2023-08-18,8:00 PM,230,20,Night,1.01,8.115103915,8.095,21.94266667,22.48,
Outside,2558,2023-08-18,9:00 PM,230,21,Night,0.981,8.099917115,7.905,21.923,25.5625,
Outside,2558,2023-08-18,10:00 PM,230,22,Night,0.924,8.097210306,7.88,21.90616667,25.53,
Outside,2558,2023-08-19,11:00 PM,230,23,Night,0.87,8.027762221,8.03,21.61516667,25.4375,
Outside,2558,2023-08-19,12:00 AM,231,0,Night,0.828,7.99263499,7.755,21.5635,25.4325,
Outside,2558,2023-08-19,1:00 AM,231,1,Night,0.793,7.965638825,7.4575,21.56433333,25.445,
Outside,2558,2023-08-19,2:00 AM,231,2,Night,0.782,7.944867209,7.3525,21.51633333,25.3775,
Outside,2558,2023-08-19,3:00 AM,231,3,Night,0.826,7.942100974,6.92,21.476,25.35,
Outside,2558,2023-08-19,4:00 AM,231,4,Night,0.933,7.954889202,7.0075,21.46383333,25.3325,
Outside,2558,2023-08-19,5:00 AM,231,5,Day,1.072,7.938662976,6.4375,21.525,25.375,
Outside,2558,2023-08-19,6:00 AM,231,6,Day,1.206,7.875113212,6.12,21.32733333,25.36,
Outside,2558,2023-08-19,7:00 AM,231,7,Day,1.31,7.852092306,6.465,21.11116667,25.37,
Outside,2558,2023-08-19,8:00 AM,231,8,Day,1.359,7.84689664,6.48,21.125,25.345,
Outside,2558,2023-08-19,9:00 AM,231,9,Day,1.33,7.866322784,6.93,21.13466667,25.315,
Outside,2558,2023-08-19,10:00 AM,231,10,Day,1.23,7.899358772,7.4525,21.2135,24.4125,
Outside,2558,2023-08-19,11:00 AM,231,11,Day,1.101,7.897124992,7.4725,21.472,24.6975,
Outside,2558,2023-08-19,12:00 PM,231,12,Day,0.972,7.969003674,8.2425,21.658,23.8725,
Outside,2558,2023-08-19,1:00 PM,231,13,Day,0.853,8.041775606,9.145,21.85166667,24.09,
Outside,2558,2023-08-19,2:00 PM,231,14,Day,0.76,8.069058082,9.5125,22.23766667,24.2775,
Outside,2558,2023-08-19,3:00 PM,231,15,Day,0.728,8.039845119,9.255,22.57433333,24.395,
Outside,2558,2023-08-19,4:00 PM,231,16,Day,0.77,8.036314171,9.0225,22.65683333,24.135,
Outside,2558,2023-08-19,5:00 PM,231,17,Day,0.859,8.04973734,8.9225,22.9315,22.8675,
Outside,2558,2023-08-19,6:00 PM,231,18,Day,0.951,8.16808259,9.85,23.30016667,21.8225,
Outside,2558,2023-08-19,7:00 PM,231,19,Day,1.024,8.284962106,10.1525,23.00783333,21.96,
Outside,2558,2023-08-19,8:00 PM,231,20,Night,1.065,8.273759151,9.9275,22.49516667,23.445,
Outside,2558,2023-08-19,9:00 PM,231,21,Night,1.057,8.251612203,9.55,22.188,24.3925,
Outside,2558,2023-08-19,10:00 PM,231,22,Night,1.004,8.225923543,9.3,21.98483333,24.5075,
Outside,2558,2023-08-20,11:00 PM,231,23,Night,0.935,8.157373674,8.965,21.53983333,24.43,
Outside,2558,2023-08-20,12:00 AM,232,0,Night,0.88,8.11338917,8.5275,21.26166667,24.3975,
Outside,2558,2023-08-20,1:00 AM,232,1,Night,0.835,8.096108301,8.07,21.18666667,24.4975,
Outside,2558,2023-08-20,2:00 AM,232,2,Night,0.799,8.013733245,7.6575,20.834,24.45,
Outside,2558,2023-08-20,3:00 AM,232,3,Night,0.794,7.97173309,7.45,20.55316667,24.46,
Outside,2558,2023-08-20,4:00 AM,232,4,Night,0.849,7.980075888,7.3525,20.43233333,24.46,
Outside,2558,2023-08-20,5:00 AM,232,5,Day,0.956,8.096165242,7.5125,20.60066667,24.5325,
Outside,2558,2023-08-20,6:00 AM,232,6,Day,1.077,8.092622935,7.485,20.37333333,24.5,
Outside,2558,2023-08-20,7:00 AM,232,7,Day,1.186,7.914763608,6.9475,19.681,24.1775,
Outside,2558,2023-08-20,8:00 AM,232,8,Day,1.263,7.868441931,6.9825,19.53666667,24.015,
Outside,2558,2023-08-20,9:00 AM,232,9,Day,1.283,7.852954787,7.0025,19.5465,24.055,
Outside,2558,2023-08-20,10:00 AM,232,10,Day,1.23,7.851875337,7.4925,19.73733333,23.97,
Outside,2558,2023-08-20,11:00 AM,232,11,Day,1.126,7.87366286,7.7975,19.81183333,23.1375,
Outside,2558,2023-08-20,12:00 PM,232,12,Day,1.009,7.963503864,8.46,20.2505,23.95,
Outside,2558,2023-08-20,1:00 PM,232,13,Day,0.899,8.002621098,9.0625,20.58616667,24.3325,
Outside,2558,2023-08-20,2:00 PM,232,14,Day,0.804,8.033758946,9.5675,20.83033333,24.3575,
Outside,2558,2023-08-20,3:00 PM,232,15,Day,0.75,8.082193026,9.945,20.9945,24.2775,
Outside,2558,2023-08-20,4:00 PM,232,16,Day,0.768,8.112592559,10.235,21.18966667,23.2175,
Outside,2558,2023-08-20,5:00 PM,232,17,Day,0.854,8.103813819,10.3375,21.196,22.99,
Outside,2558,2023-08-20,6:00 PM,232,18,Day,0.964,8.089986856,10.495,21.1995,22.9625,
Outside,2558,2023-08-20,7:00 PM,232,19,Day,1.058,8.263142386,11.8325,22.0515,23.9525,
Outside,2558,2023-08-20,8:00 PM,232,20,Night,1.119,8.256569238,11.5075,21.75266667,24.0625,
Outside,2558,2023-08-20,9:00 PM,232,21,Night,1.136,8.160130974,10.325,21.38283333,24.475,
Outside,2558,2023-08-20,10:00 PM,232,22,Night,1.1,8.075794882,9.255,21.12783333,24.5025,
Outside,2558,2023-08-21,11:00 PM,232,23,Night,1.028,8.071055471,9.2025,21.07933333,24.4675,
Outside,2558,2023-08-21,12:00 AM,233,0,Night,0.957,8.153168074,9.5425,21.1085,24.5375,
Outside,2558,2023-08-21,1:00 AM,233,1,Night,0.903,8.156364705,9.3575,21.06966667,24.5025,
Outside,2558,2023-08-21,2:00 AM,233,2,Night,0.856,8.109896512,8.86,20.86766667,24.54,
Outside,2558,2023-08-21,3:00 AM,233,3,Night,0.822,8.00917103,8.09,20.47416667,24.4825,
Outside,2558,2023-08-21,4:00 AM,233,4,Night,0.831,7.968983833,7.6525,20.314,23.6775,
Outside,2558,2023-08-21,5:00 AM,233,5,Day,0.896,8.029840882,7.8925,20.3535,23.995,
Outside,2558,2023-08-21,6:00 AM,233,6,Day,0.993,8.095170173,8.3025,20.51233333,22.9025,
Outside,2558,2023-08-21,7:00 AM,233,7,Day,1.091,8.032095487,7.525,20.165,23.225,
Outside,2558,2023-08-21,8:00 AM,233,8,Day,1.172,7.941597841,6.8025,19.78016667,23.6475,
Outside,2558,2023-08-21,9:00 AM,233,9,Day,1.22,7.883377903,6.655,19.7665,23.3125,
Outside,2558,2023-08-21,10:00 AM,233,10,Day,1.212,7.865284284,6.67,19.80733333,23.4025,
Outside,2558,2023-08-21,11:00 AM,233,11,Day,1.145,7.826582007,6.7325,19.74466667,22.5825,
Outside,2558,2023-08-21,12:00 PM,233,12,Day,1.047,7.826297753,7.07,19.73933333,22.555,
Outside,2558,2023-08-21,1:00 PM,233,13,Day,0.949,7.887309357,7.385,20.02866667,22.825,
Outside,2558,2023-08-21,2:00 PM,233,14,Day,0.862,7.937316044,8.0175,20.34116667,23.0375,
Outside,2558,2023-08-21,3:00 PM,233,15,Day,0.799,7.994225241,8.0875,20.41683333,22.7975,
Outside,2558,2023-08-21,4:00 PM,233,16,Day,0.792,8.017640383,8.095,20.64233333,22.9,
Outside,2558,2023-08-21,5:00 PM,233,17,Day,0.859,8.023077684,8.8575,20.67416667,21.325,
Outside,2558,2023-08-21,6:00 PM,233,18,Day,0.976,7.985533224,8.9875,20.55216667,20.855,
Outside,2558,2023-08-21,7:00 PM,233,19,Day,1.091,8.108108885,10.77,20.67216667,21.815,
Outside,2558,2023-08-21,8:00 PM,233,20,Night,1.176,8.04124062,9.49,20.46066667,24.895,
Outside,2558,2023-08-21,9:00 PM,233,21,Night,1.218,7.980064218,8.405,20.2355,24.965,
Outside,2558,2023-08-21,10:00 PM,233,22,Night,1.207,7.904418047,7.3975,20.02583333,25.065,
Outside,2558,2023-08-22,11:00 PM,233,23,Night,1.145,7.879954254,7.07,19.86066667,25.1625,
Outside,2558,2023-08-22,12:00 AM,234,0,Night,1.062,7.859524661,6.33,19.78483333,25.2075,
Outside,2558,2023-08-22,1:00 AM,234,1,Night,0.99,7.885109584,7.07,19.71416667,24.95,
Outside,2558,2023-08-22,2:00 AM,234,2,Night,0.933,7.963856287,8.165,19.71616667,23.4725,
Outside,2558,2023-08-22,3:00 AM,234,3,Night,0.884,7.966339487,8.4,19.6265,22.9875,
Outside,2558,2023-08-22,4:00 AM,234,4,Night,0.859,7.981435652,8.435,19.4595,22.8275,
Outside,2558,2023-08-22,5:00 AM,234,5,Day,0.881,7.97339021,7.9625,19.285,23.1375,
Outside,2558,2023-08-22,6:00 AM,234,6,Day,0.949,7.971663855,8.01,19.21033333,24.4325,
Outside,2558,2023-08-22,7:00 AM,234,7,Day,1.031,7.922197117,7.6475,19.1715,24.5575,
Outside,2558,2023-08-22,8:00 AM,234,8,Day,1.104,7.85925461,6.6775,19.0125,24.6625,
Outside,2558,2023-08-22,9:00 AM,234,9,Day,1.16,7.857616541,6.3525,19.04616667,24.76,
Outside,2558,2023-08-22,10:00 AM,234,10,Day,1.181,7.900210559,6.245,19.2605,24.84,
Outside,2558,2023-08-22,11:00 AM,234,11,Day,1.152,7.937911739,6.8125,19.54983333,23.7725,
Outside,2558,2023-08-22,12:00 PM,234,12,Day,1.083,7.950752963,7.0475,19.94016667,22.7,
Outside,2558,2023-08-22,1:00 PM,234,13,Day,1.001,7.972276961,7.76,20.2775,23.2,
Outside,2558,2023-08-22,2:00 PM,234,14,Day,0.925,7.995409971,8.05,20.59916667,24.6625,
Outside,2558,2023-08-22,3:00 PM,234,15,Day,0.864,8.067053622,9.345,21.05183333,24.8225,
Outside,2558,2023-08-22,4:00 PM,234,16,Day,0.839,8.139644718,10.4325,21.4365,24.7925,
Outside,2558,2023-08-22,5:00 PM,234,17,Day,0.88,8.15521138,10.7275,21.56116667,24.7425,
Outside,2558,2023-08-22,6:00 PM,234,18,Day,0.986,8.133675798,10.7075,21.4285,24.4575,
Outside,2558,2023-08-22,7:00 PM,234,19,Day,1.117,8.093058492,10.2575,21.1975,24.8275,
Outside,2558,2023-08-22,8:00 PM,234,20,Night,1.23,8.129555396,10.6975,20.98966667,24.955,
Outside,2558,2023-08-22,9:00 PM,234,21,Night,1.301,8.156440952,10.885,20.6815,25.15,
Outside,2558,2023-08-22,10:00 PM,234,22,Night,1.32,8.103721699,9.915,20.36766667,25.4175,
Outside,2558,2023-08-23,11:00 PM,234,23,Night,1.282,8.070402756,9.2525,20.23033333,25.4075,
Outside,2558,2023-08-23,12:00 AM,235,0,Night,1.202,8.064343872,9.0825,20.08466667,25.37,
Outside,2558,2023-08-23,1:00 AM,235,1,Night,1.111,8.018423564,8.0125,20.03066667,25.225,
Outside,2558,2023-08-23,2:00 AM,235,2,Night,1.034,8.001779719,9.0025,20.14683333,25.1925,
Outside,2558,2023-08-23,3:00 AM,235,3,Night,0.967,8.015434752,9.26,20.1145,25.3125,
Outside,2558,2023-08-23,4:00 AM,235,4,Night,0.915,7.922017569,8.73,19.96416667,25.3075,
Outside,2558,2023-08-23,5:00 AM,235,5,Day,0.898,7.9971132,8.905,19.748,25.2325,
Outside,2558,2023-08-23,6:00 AM,235,6,Day,0.928,8.053105813,8.26,19.61583333,25.215,
Outside,2558,2023-08-23,7:00 AM,235,7,Day,0.989,8.035610238,8.4125,19.4725,25.2325,
Outside,2558,2023-08-23,8:00 AM,235,8,Day,1.052,8.043071355,8.3325,19.45966667,25.3075,
Outside,2558,2023-08-23,9:00 AM,235,9,Day,1.104,8.067184635,8.4925,19.42766667,25.31,
Outside,2558,2023-08-23,10:00 AM,235,10,Day,1.138,8.056732759,8.045,19.42616667,25.335,
Outside,2558,2023-08-23,11:00 AM,235,11,Day,1.14,8.064923452,7.38,19.67766667,25.35,
Outside,2558,2023-08-23,12:00 PM,235,12,Day,1.104,8.086504092,7.995,20.10883333,25.3625,
Outside,2558,2023-08-23,1:00 PM,235,13,Day,1.045,8.093960577,8.7125,20.46183333,25.3525,
Outside,2558,2023-08-23,2:00 PM,235,14,Day,0.984,8.116822195,8.8625,20.80183333,25.365,
Outside,2558,2023-08-23,3:00 PM,235,15,Day,0.931,8.135691896,8.7225,21.08666667,25.3775,
Outside,2558,2023-08-23,4:00 PM,235,16,Day,0.898,8.126140438,9.605,21.37233333,25.375,
Outside,2558,2023-08-23,5:00 PM,235,17,Day,0.913,8.099659871,9.6675,21.658,25.38,
Outside,2558,2023-08-23,6:00 PM,235,18,Day,0.995,8.125487331,9.735,21.8,25.3475,
Outside,2558,2023-08-23,7:00 PM,235,19,Day,1.125,8.288641679,12.15,22.1255,25.35,
Outside,2558,2023-08-23,8:00 PM,235,20,Night,1.26,8.239316543,12.31,21.5305,25.375,
Outside,2558,2023-08-23,9:00 PM,235,21,Night,1.366,8.104645362,10.415,20.77616667,25.3725,
Outside,2558,2023-08-23,10:00 PM,235,22,Night,1.424,8.00754751,9.0725,20.27833333,25.36,
Outside,2558,2023-08-24,11:00 PM,235,23,Night,1.424,7.944745099,8.1925,20.00716667,25.35,
Outside,2558,2023-08-24,12:00 AM,236,0,Night,1.367,7.937955374,7.94,19.945,25.295,
Outside,2558,2023-08-24,1:00 AM,236,1,Night,1.275,7.940748083,7.395,19.97833333,25.315,
Outside,2558,2023-08-24,2:00 AM,236,2,Night,1.176,7.89471886,7.445,19.985,25.315,
Outside,2558,2023-08-24,3:00 AM,236,3,Night,1.083,7.952234316,8.2725,19.9455,25.29,
Outside,2558,2023-08-24,4:00 AM,236,4,Night,1.001,7.963239895,8.0425,19.87283333,25.2775,
Outside,2558,2023-08-24,5:00 AM,236,5,Day,0.943,7.987220567,8.295,19.84633333,25.34,
Outside,2558,2023-08-24,6:00 AM,236,6,Day,0.928,8.02763802,8.42,19.83016667,25.37,
Outside,2558,2023-08-24,7:00 AM,236,7,Day,0.955,8.034547042,7.5625,19.75016667,25.3975,
Outside,2558,2023-08-24,8:00 AM,236,8,Day,1.001,8.061644638,7.485,19.767,25.45,
Outside,2558,2023-08-24,9:00 AM,236,9,Day,1.046,8.091330695,8.05,19.845,25.4675,
Outside,2558,2023-08-24,10:00 AM,236,10,Day,1.081,8.100672005,8.4225,20.01216667,25.5525,
Outside,2558,2023-08-24,11:00 AM,236,11,Day,1.101,8.101431547,8.1125,20.298,25.6475,
Outside,2558,2023-08-24,12:00 PM,236,12,Day,1.095,8.106089908,8.5925,20.73283333,25.6025,
Outside,2558,2023-07-26,1:00 PM,236,13,Day,1.065,8.152485334,10.125,21.13833333,25.5875,
Inside,2547,2023-07-26,12:00 AM,207,0,Night,1.268,8.096305042,7.89,24.352,24.98,5.46
Inside,2547,2023-07-26,1:00 AM,207,1,Night,1.214,8.072352887,7.51,24.17066667,24.995,5.74
Inside,2547,2023-07-26,2:00 AM,207,2,Night,1.148,8.065672407,7.43,23.94433333,25.03,3.14
Inside,2547,2023-07-26,3:00 AM,207,3,Night,1.087,8.063817219,7.35,23.7585,25.02,1.92
Inside,2547,2023-07-26,4:00 AM,207,4,Night,1.032,8.035163653,7.09,23.60866667,25.035,1.54
Inside,2547,2023-07-26,5:00 AM,207,5,Day,0.987,7.994406582,6.62,23.44116667,25.03,1.78
Inside,2547,2023-07-26,6:00 AM,207,6,Day,0.967,7.958397626,6.16,23.29383333,25.015,4.57
Inside,2547,2023-07-26,7:00 AM,207,7,Day,0.982,8.046490775,6.52,23.411,25.015,2.54
Inside,2547,2023-07-26,8:00 AM,207,8,Day,1.023,8.014979183,6.27,23.3575,24.97,2.11
Inside,2547,2023-07-26,9:00 AM,207,9,Day,1.069,7.97806882,6.25,22.835,24.87,2.73
Inside,2547,2023-07-26,10:00 AM,207,10,Day,1.11,8.02158394,7.08,23.00516667,24.92,2.37
Inside,2547,2023-07-26,11:00 AM,207,11,Day,1.136,8.076266673,7.69,23.30933333,24.98,2.59
Inside,2547,2023-07-26,12:00 PM,207,12,Day,1.137,8.113720385,8.45,23.68133333,25.045,3.33
Inside,2547,2023-07-26,1:00 PM,207,13,Day,1.108,8.128810168,8.9,24.0455,25.1,1.43
Inside,2547,2023-07-26,2:00 PM,207,14,Day,1.061,8.112553312,8.99,24.20533333,25.09,1.81
Inside,2547,2023-07-26,3:00 PM,207,15,Day,1.01,8.098462098,9.07,24.24683333,24.975,3.04
Inside,2547,2023-07-26,4:00 PM,207,16,Day,0.964,8.219314613,10.12,25.34333333,25.11,1.4
Inside,2547,2023-07-26,5:00 PM,207,17,Day,0.934,8.251853685,10.3,26.03033333,25.045,1.32
Inside,2547,2023-07-26,6:00 PM,207,18,Day,0.941,8.310367535,10.72,26.14183333,25,2.73
Inside,2547,2023-07-26,7:00 PM,207,19,Day,0.999,8.393217441,11.84,25.67583333,25.15,9.17
Inside,2547,2023-07-26,8:00 PM,207,20,Night,1.102,8.286149614,10.76,24.85033333,25.27,4.76
Inside,2547,2023-07-26,9:00 PM,207,21,Night,1.22,8.14451001,8.87,24.1405,25.345,5.24
Inside,2547,2023-07-26,10:00 PM,207,22,Night,1.324,8.120745156,8.5,24.08366667,25.335,5
Inside,2547,2023-07-27,11:00 PM,207,23,Night,1.395,8.104128395,8.25,23.87833333,25.355,3.73
Inside,2547,2023-07-27,12:00 AM,208,0,Night,1.419,8.080446463,7.89,23.769,25.365,3.93
Inside,2547,2023-07-27,1:00 AM,208,1,Night,1.393,8.055342471,7.53,23.63466667,25.365,3.19
Inside,2547,2023-07-27,2:00 AM,208,2,Night,1.329,8.047343522,7.44,23.48566667,25.375,1.86
Inside,2547,2023-07-27,3:00 AM,208,3,Night,1.248,8.037317909,7.35,23.33783333,25.375,1.84
Inside,2547,2023-07-27,4:00 AM,208,4,Night,1.163,8.004665663,6.95,23.21233333,25.395,2.08
Inside,2547,2023-07-27,5:00 AM,208,5,Day,1.081,7.968109752,6.58,23.06316667,25.395,1.33
Inside,2547,2023-07-27,6:00 AM,208,6,Day,1.015,7.93529137,6.25,22.89933333,25.385,2.36
Inside,2547,2023-07-27,7:00 AM,208,7,Day,0.98,7.924307114,6.25,22.79533333,25.38,1.48
Inside,2547,2023-07-27,8:00 AM,208,8,Day,0.98,7.926541399,6.44,22.78883333,25.38,0.86
Inside,2547,2023-07-27,9:00 AM,208,9,Day,1.002,7.976288408,6.86,22.96416667,25.37,2.48
Inside,2547,2023-07-27,10:00 AM,208,10,Day,1.031,8.083613652,7.67,23.26116667,25.37,1.85
Inside,2547,2023-07-27,11:00 AM,208,11,Day,1.06,8.212539053,8.91,23.41683333,25.325,2.03
Inside,2547,2023-07-27,12:00 PM,208,12,Day,1.08,8.273727934,9.59,23.56483333,25.24,2.09
Inside,2547,2023-07-27,1:00 PM,208,13,Day,1.083,8.284381136,9.98,23.656,25.2,1.45
Inside,2547,2023-07-27,2:00 PM,208,14,Day,1.069,8.240126909,10.47,23.62683333,25.3,2.42
Inside,2547,2023-07-27,3:00 PM,208,15,Day,1.044,8.236214476,10.63,23.83816667,25.385,1.54
Inside,2547,2023-07-27,4:00 PM,208,16,Day,1.014,8.248509569,10.76,24.09716667,25.42,1.25
Inside,2547,2023-07-27,5:00 PM,208,17,Day,0.987,8.238251499,10.49,24.167,25.42,0.74
Inside,2547,2023-07-27,6:00 PM,208,18,Day,0.978,8.245119724,10.33,24.2365,25.385,5.72
Inside,2547,2023-07-27,7:00 PM,208,19,Day,1.009,8.298452878,10.64,24.33466667,25.445,6.21
Inside,2547,2023-07-27,8:00 PM,208,20,Night,1.089,8.353016566,11.15,24.2935,25.495,9.66
Inside,2547,2023-07-27,9:00 PM,208,21,Night,1.206,8.148140368,8.88,23.75983333,25.455,8.5
Inside,2547,2023-07-27,10:00 PM,208,22,Night,1.334,8.119078225,8.47,23.59566667,25.425,7.01
Inside,2547,2023-07-28,11:00 PM,208,23,Night,1.448,8.094614976,8.2,23.4505,25.4,4.71
Inside,2547,2023-07-28,12:00 AM,209,0,Night,1.525,8.072141474,7.94,23.34233333,25.425,3.6
Inside,2547,2023-07-28,1:00 AM,209,1,Night,1.551,8.056482138,7.73,23.28766667,25.43,4.06
Inside,2547,2023-07-28,2:00 AM,209,2,Night,1.523,8.048970852,7.59,23.26866667,25.45,3.98
Inside,2547,2023-07-28,3:00 AM,209,3,Night,1.45,8.040538763,7.44,23.23916667,25.47,2.75
Inside,2547,2023-07-28,4:00 AM,209,4,Night,1.35,8.032872213,7.29,23.16,25.46,1.49
