stand,stand.number,date,time,julian date,hour,time.of.day,tide.level.m,do
Outside,2558,2023-08-10,9:00 PM,222,21,Night,0.987,10.1925
Outside,2558,2023-08-10,10:00 PM,222,22,Night,1.098,9.695
Outside,2558,2023-08-10,11:00 PM,222,23,Night,1.205,8.735
Outside,2558,2023-08-11,12:00 AM,223,0,Night,1.287,7.95
Outside,2558,2023-08-11,1:00 AM,223,1,Night,1.329,7.5875
Outside,2558,2023-08-11,2:00 AM,223,2,Night,1.329,6.865
Outside,2558,2023-08-11,3:00 AM,223,3,Night,1.286,6.55
Outside,2558,2023-08-11,4:00 AM,223,4,Night,1.201,6.58
Outside,2558,2023-08-11,5:00 AM,223,5,Day,1.085,8.0375
Outside,2558,2023-08-11,6:00 AM,223,6,Day,0.962,8.365
Outside,2558,2023-08-11,7:00 AM,223,7,Day,0.855,7.6875
Outside,2558,2023-08-11,8:00 AM,223,8,Day,0.779,7.8775
Outside,2558,2023-08-11,9:00 AM,223,9,Day,0.739,8.315
Outside,2558,2023-08-11,10:00 AM,223,10,Day,0.727,8.3225
Outside,2558,2023-08-11,11:00 AM,223,11,Day,0.735,8.31
Outside,2558,2023-08-11,12:00 PM,223,12,Day,0.753,8.4525
Outside,2558,2023-08-11,1:00 PM,223,13,Day,0.78,8.5675
Outside,2558,2023-08-11,2:00 PM,223,14,Day,0.814,8.555
Outside,2558,2023-08-11,3:00 PM,223,15,Day,0.85,8.66
Outside,2558,2023-08-11,4:00 PM,223,16,Day,0.876,8.79
Outside,2558,2023-08-11,5:00 PM,223,17,Day,0.885,8.7875
Outside,2558,2023-08-11,6:00 PM,223,18,Day,0.885,8.75
Outside,2558,2023-08-11,7:00 PM,223,19,Day,0.891,8.875
Outside,2558,2023-08-11,8:00 PM,223,20,Night,0.919,8.5725
Outside,2558,2023-08-11,9:00 PM,223,21,Night,0.98,8.6775
Outside,2558,2023-08-11,10:00 PM,223,22,Night,1.072,8.43
Outside,2558,2023-08-11,11:00 PM,223,23,Night,1.183,8.1
Outside,2558,2023-08-12,12:00 AM,224,0,Night,1.29,8.0125
Outside,2558,2023-08-12,1:00 AM,224,1,Night,1.373,7.86
Outside,2558,2023-08-12,2:00 AM,224,2,Night,1.419,7.7625
Outside,2558,2023-08-12,3:00 AM,224,3,Night,1.419,7.6325
Outside,2558,2023-08-12,4:00 AM,224,4,Night,1.368,7.495
Outside,2558,2023-08-12,5:00 AM,224,5,Day,1.272,7.325
Outside,2558,2023-08-12,6:00 AM,224,6,Day,1.149,7.1725
Outside,2558,2023-08-12,7:00 AM,224,7,Day,1.024,7.3225
Outside,2558,2023-08-12,8:00 AM,224,8,Day,0.914,7.4775
Outside,2558,2023-08-12,9:00 AM,224,9,Day,0.83,7.84
Outside,2558,2023-08-12,10:00 AM,224,10,Day,0.775,8.1575
Outside,2558,2023-08-12,11:00 AM,224,11,Day,0.747,8.5775
Outside,2558,2023-08-12,12:00 PM,224,12,Day,0.741,8.9425
Outside,2558,2023-08-12,1:00 PM,224,13,Day,0.752,9.24
Outside,2558,2023-08-12,2:00 PM,224,14,Day,0.781,9.32
Outside,2558,2023-08-12,3:00 PM,224,15,Day,0.825,9.8525
Outside,2558,2023-08-12,4:00 PM,224,16,Day,0.869,9.765
Outside,2558,2023-08-12,5:00 PM,224,17,Day,0.9,9.675
Outside,2558,2023-08-12,6:00 PM,224,18,Day,0.914,9.1925
Outside,2558,2023-08-12,7:00 PM,224,19,Day,0.922,8.9475
Outside,2558,2023-08-12,8:00 PM,224,20,Night,0.937,10.1225
Outside,2558,2023-08-12,9:00 PM,224,21,Night,0.969,10.735
Outside,2558,2023-08-12,10:00 PM,224,22,Night,1.031,12.46
Outside,2558,2023-08-12,11:00 PM,224,23,Night,1.127,11.2275
Outside,2558,2023-08-13,12:00 AM,225,0,Night,1.243,9.7425
Outside,2558,2023-08-13,1:00 AM,225,1,Night,1.357,8.51
Outside,2558,2023-08-13,2:00 AM,225,2,Night,1.447,8.13
Outside,2558,2023-08-13,3:00 AM,225,3,Night,1.498,7.955
Outside,2558,2023-08-13,4:00 AM,225,4,Night,1.494,7.8525
Outside,2558,2023-08-13,5:00 AM,225,5,Day,1.431,7.715
Outside,2558,2023-08-13,6:00 AM,225,6,Day,1.321,7.54
Outside,2558,2023-08-13,7:00 AM,225,7,Day,1.191,7.695
Outside,2558,2023-08-13,8:00 AM,225,8,Day,1.062,7.8775
Outside,2558,2023-08-13,9:00 AM,225,9,Day,0.947,8.2275
Outside,2558,2023-08-13,10:00 AM,225,10,Day,0.853,8.825
Outside,2558,2023-08-13,11:00 AM,225,11,Day,0.787,9.48
Outside,2558,2023-08-13,12:00 PM,225,12,Day,0.751,10.05
Outside,2558,2023-08-13,1:00 PM,225,13,Day,0.741,10.465
Outside,2558,2023-08-13,2:00 PM,225,14,Day,0.756,10.595
Outside,2558,2023-08-13,3:00 PM,225,15,Day,0.794,10.9225
Outside,2558,2023-08-13,4:00 PM,225,16,Day,0.844,10.9825
Outside,2558,2023-08-13,5:00 PM,225,17,Day,0.888,10.525
Outside,2558,2023-08-13,6:00 PM,225,18,Day,0.913,10.615
Outside,2558,2023-08-13,7:00 PM,225,19,Day,0.925,10.755
Outside,2558,2023-08-13,8:00 PM,225,20,Night,0.933,10.44
Outside,2558,2023-08-13,9:00 PM,225,21,Night,0.948,10.1725
Outside,2558,2023-08-13,10:00 PM,225,22,Night,0.981,10.14
Outside,2558,2023-08-13,11:00 PM,225,23,Night,1.046,9.99
Outside,2558,2023-08-14,12:00 AM,226,0,Night,1.15,9.8775
Outside,2558,2023-08-14,1:00 AM,226,1,Night,1.277,9.4875
Outside,2558,2023-08-14,2:00 AM,226,2,Night,1.403,8.1125
Outside,2558,2023-08-14,3:00 AM,226,3,Night,1.503,8.0575
Outside,2558,2023-08-14,4:00 AM,226,4,Night,1.555,8.08
Outside,2558,2023-08-14,5:00 AM,226,5,Day,1.542,7.9575
Outside,2558,2023-08-14,6:00 AM,226,6,Day,1.463,7.8825
Outside,2558,2023-08-14,7:00 AM,226,7,Day,1.34,7.615
Outside,2558,2023-08-14,8:00 AM,226,8,Day,1.202,7.4275
Outside,2558,2023-08-14,9:00 AM,226,9,Day,1.068,7.7875
Outside,2558,2023-08-14,10:00 AM,226,10,Day,0.946,8.1675
Outside,2558,2023-08-14,11:00 AM,226,11,Day,0.845,8.4975
Outside,2558,2023-08-14,12:00 PM,226,12,Day,0.777,8.9875
Outside,2558,2023-08-14,1:00 PM,226,13,Day,0.745,9.4475
Outside,2558,2023-08-14,2:00 PM,226,14,Day,0.746,9.28
Outside,2558,2023-08-14,3:00 PM,226,15,Day,0.773,9.6425
Outside,2558,2023-08-14,4:00 PM,226,16,Day,0.82,10.01
Outside,2558,2023-08-14,5:00 PM,226,17,Day,0.869,10.075
Outside,2558,2023-08-14,6:00 PM,226,18,Day,0.902,10.2225
Outside,2558,2023-08-14,7:00 PM,226,19,Day,0.914,10.21
Outside,2558,2023-08-14,8:00 PM,226,20,Night,0.915,10.03
Outside,2558,2023-08-14,9:00 PM,226,21,Night,0.917,9.6425
Outside,2558,2023-08-14,10:00 PM,226,22,Night,0.927,9.11
Outside,2558,2023-08-14,11:00 PM,226,23,Night,0.959,9.49
Outside,2558,2023-08-15,12:00 AM,227,0,Night,1.03,10.215
Outside,2558,2023-08-15,1:00 AM,227,1,Night,1.145,9.835
Outside,2558,2023-08-15,2:00 AM,227,2,Night,1.288,7.8
Outside,2558,2023-08-15,3:00 AM,227,3,Night,1.426,7.875
Outside,2558,2023-08-15,4:00 AM,227,4,Night,1.532,7.9225
Outside,2558,2023-08-15,5:00 AM,227,5,Day,1.579,7.955
Outside,2558,2023-08-15,6:00 AM,227,6,Day,1.552,7.745
Outside,2558,2023-08-15,7:00 AM,227,7,Day,1.456,7.67
Outside,2558,2023-08-15,8:00 AM,227,8,Day,1.32,7.37
Outside,2558,2023-08-15,9:00 AM,227,9,Day,1.176,7.22
Outside,2558,2023-08-15,10:00 AM,227,10,Day,1.038,7.5025
Outside,2558,2023-08-15,11:00 AM,227,11,Day,0.911,8.25
Outside,2558,2023-08-15,12:00 PM,227,12,Day,0.812,8.895
Outside,2558,2023-08-15,1:00 PM,227,13,Day,0.756,9.56
Outside,2558,2023-08-15,2:00 PM,227,14,Day,0.744,10.1625
Outside,2558,2023-08-15,3:00 PM,227,15,Day,0.764,10.64
Outside,2558,2023-08-15,4:00 PM,227,16,Day,0.806,10.87
Outside,2558,2023-08-15,5:00 PM,227,17,Day,0.857,10.825
Outside,2558,2023-08-15,6:00 PM,227,18,Day,0.897,10.8575
Outside,2558,2023-08-15,7:00 PM,227,19,Day,0.911,10.7275
Outside,2558,2023-08-15,8:00 PM,227,20,Night,0.902,10.43
Outside,2558,2023-08-15,9:00 PM,227,21,Night,0.889,9.97
Outside,2558,2023-08-15,10:00 PM,227,22,Night,0.882,9.455
Outside,2558,2023-08-15,11:00 PM,227,23,Night,0.885,9.04
Outside,2558,2023-08-16,12:00 AM,228,0,Night,0.915,8.59
Outside,2558,2023-08-16,1:00 AM,228,1,Night,0.994,8.5275
Outside,2558,2023-08-16,2:00 AM,228,2,Night,1.124,8.46
Outside,2558,2023-08-16,3:00 AM,228,3,Night,1.28,8.39
Outside,2558,2023-08-16,4:00 AM,228,4,Night,1.425,7.9625
Outside,2558,2023-08-16,5:00 AM,228,5,Day,1.528,8.1
Outside,2558,2023-08-16,6:00 AM,228,6,Day,1.564,8.205
Outside,2558,2023-08-16,7:00 AM,228,7,Day,1.519,8.065
Outside,2558,2023-08-16,8:00 AM,228,8,Day,1.406,7.765
Outside,2558,2023-08-16,9:00 AM,228,9,Day,1.262,7.6725
Outside,2558,2023-08-16,10:00 AM,228,10,Day,1.115,7.63
Outside,2558,2023-08-16,11:00 AM,228,11,Day,0.975,7.975
Outside,2558,2023-08-16,12:00 PM,228,12,Day,0.853,8.86
Outside,2558,2023-08-16,1:00 PM,228,13,Day,0.769,9.68
Outside,2558,2023-08-16,2:00 PM,228,14,Day,0.74,10.35
Outside,2558,2023-08-16,3:00 PM,228,15,Day,0.758,10.9325
Outside,2558,2023-08-16,4:00 PM,228,16,Day,0.802,11.255
Outside,2558,2023-08-16,5:00 PM,228,17,Day,0.856,11.2875
Outside,2558,2023-08-16,6:00 PM,228,18,Day,0.905,11.1575
Outside,2558,2023-08-16,7:00 PM,228,19,Day,0.927,11.12
Outside,2558,2023-08-16,8:00 PM,228,20,Night,0.915,10.915
Outside,2558,2023-08-16,9:00 PM,228,21,Night,0.886,10.39
Outside,2558,2023-08-16,10:00 PM,228,22,Night,0.859,9.7975
Outside,2558,2023-08-16,11:00 PM,228,23,Night,0.841,9.2725
Outside,2558,2023-08-17,12:00 AM,229,0,Night,0.836,8.915
Outside,2558,2023-08-17,1:00 AM,229,1,Night,0.866,8.7125
Outside,2558,2023-08-17,2:00 AM,229,2,Night,0.956,8.5225
Outside,2558,2023-08-17,3:00 AM,229,3,Night,1.099,8.565
Outside,2558,2023-08-17,4:00 AM,229,4,Night,1.259,7.4925
Outside,2558,2023-08-17,5:00 AM,229,5,Day,1.4,7.4125
Outside,2558,2023-08-17,6:00 AM,229,6,Day,1.492,7.825
Outside,2558,2023-08-17,7:00 AM,229,7,Day,1.511,7.785
Outside,2558,2023-08-17,8:00 AM,229,8,Day,1.446,7.845
Outside,2558,2023-08-17,9:00 AM,229,9,Day,1.32,8.1125
Outside,2558,2023-08-17,10:00 AM,229,10,Day,1.173,8.285
Outside,2558,2023-08-17,11:00 AM,229,11,Day,1.029,8.605
Outside,2558,2023-08-17,12:00 PM,229,12,Day,0.894,8.955
Outside,2558,2023-08-17,1:00 PM,229,13,Day,0.787,9.4025
Outside,2558,2023-08-17,2:00 PM,229,14,Day,0.735,9.8475
Outside,2558,2023-08-17,3:00 PM,229,15,Day,0.746,10.355
Outside,2558,2023-08-17,4:00 PM,229,16,Day,0.797,10.5275
Outside,2558,2023-08-17,5:00 PM,229,17,Day,0.861,10.6475
Outside,2558,2023-08-17,6:00 PM,229,18,Day,0.92,10.7425
Outside,2558,2023-08-17,7:00 PM,229,19,Day,0.957,10.5875
Outside,2558,2023-08-17,8:00 PM,229,20,Night,0.956,10.205
Outside,2558,2023-08-17,9:00 PM,229,21,Night,0.919,9.82
Outside,2558,2023-08-17,10:00 PM,229,22,Night,0.873,10.065
Outside,2558,2023-08-17,11:00 PM,229,23,Night,0.836,9.805
Outside,2558,2023-08-18,12:00 AM,230,0,Night,0.809,9.3175
Outside,2558,2023-08-18,1:00 AM,230,1,Night,0.797,8.8225
Outside,2558,2023-08-18,2:00 AM,230,2,Night,0.832,8.5125
Outside,2558,2023-08-18,3:00 AM,230,3,Night,0.933,8.44
Outside,2558,2023-08-18,4:00 AM,230,4,Night,1.079,8.085
Outside,2558,2023-08-18,5:00 AM,230,5,Day,1.232,7.0625
Outside,2558,2023-08-18,6:00 AM,230,6,Day,1.359,7.0325
Outside,2558,2023-08-18,7:00 AM,230,7,Day,1.433,7.2525
Outside,2558,2023-08-18,8:00 AM,230,8,Day,1.429,7.2125
Outside,2558,2023-08-18,9:00 AM,230,9,Day,1.344,7.2975
Outside,2558,2023-08-18,10:00 AM,230,10,Day,1.211,7.6175
Outside,2558,2023-08-18,11:00 AM,230,11,Day,1.069,7.6825
Outside,2558,2023-08-18,12:00 PM,230,12,Day,0.935,7.6075
Outside,2558,2023-08-18,1:00 PM,230,13,Day,0.815,7.7625
Outside,2558,2023-08-18,2:00 PM,230,14,Day,0.738,7.8625
Outside,2558,2023-08-18,3:00 PM,230,15,Day,0.731,7.965
Outside,2558,2023-08-18,4:00 PM,230,16,Day,0.784,8.1925
Outside,2558,2023-08-18,5:00 PM,230,17,Day,0.862,8.42
Outside,2558,2023-08-18,6:00 PM,230,18,Day,0.937,8.52
Outside,2558,2023-08-18,7:00 PM,230,19,Day,0.991,8.3875
Outside,2558,2023-08-18,8:00 PM,230,20,Night,1.01,8.095
Outside,2558,2023-08-18,9:00 PM,230,21,Night,0.981,7.905
Outside,2558,2023-08-18,10:00 PM,230,22,Night,0.924,7.88
Outside,2558,2023-08-18,11:00 PM,230,23,Night,0.87,8.03
Outside,2558,2023-08-19,12:00 AM,231,0,Night,0.828,7.755
Outside,2558,2023-08-19,1:00 AM,231,1,Night,0.793,7.4575
Outside,2558,2023-08-19,2:00 AM,231,2,Night,0.782,7.3525
Outside,2558,2023-08-19,3:00 AM,231,3,Night,0.826,6.92
Outside,2558,2023-08-19,4:00 AM,231,4,Night,0.933,7.0075
Outside,2558,2023-08-19,5:00 AM,231,5,Day,1.072,6.4375
Outside,2558,2023-08-19,6:00 AM,231,6,Day,1.206,6.12
Outside,2558,2023-08-19,7:00 AM,231,7,Day,1.31,6.465
Outside,2558,2023-08-19,8:00 AM,231,8,Day,1.359,6.48
Outside,2558,2023-08-19,9:00 AM,231,9,Day,1.33,6.93
Outside,2558,2023-08-19,10:00 AM,231,10,Day,1.23,7.4525
Outside,2558,2023-08-19,11:00 AM,231,11,Day,1.101,7.4725
Outside,2558,2023-08-19,12:00 PM,231,12,Day,0.972,8.2425
Outside,2558,2023-08-19,1:00 PM,231,13,Day,0.853,9.145
Outside,2558,2023-08-19,2:00 PM,231,14,Day,0.76,9.5125
Outside,2558,2023-08-19,3:00 PM,231,15,Day,0.728,9.255
Outside,2558,2023-08-19,4:00 PM,231,16,Day,0.77,9.0225
Outside,2558,2023-08-19,5:00 PM,231,17,Day,0.859,8.9225
Outside,2558,2023-08-19,6:00 PM,231,18,Day,0.951,9.85
Outside,2558,2023-08-19,7:00 PM,231,19,Day,1.024,10.1525
Outside,2558,2023-08-19,8:00 PM,231,20,Night,1.065,9.9275
Outside,2558,2023-08-19,9:00 PM,231,21,Night,1.057,9.55
Outside,2558,2023-08-19,10:00 PM,231,22,Night,1.004,9.3
Outside,2558,2023-08-19,11:00 PM,231,23,Night,0.935,8.965
Outside,2558,2023-08-20,12:00 AM,232,0,Night,0.88,8.5275
Outside,2558,2023-08-20,1:00 AM,232,1,Night,0.835,8.07
Outside,2558,2023-08-20,2:00 AM,232,2,Night,0.799,7.6575
Outside,2558,2023-08-20,3:00 AM,232,3,Night,0.794,7.45
Outside,2558,2023-08-20,4:00 AM,232,4,Night,0.849,7.3525
Outside,2558,2023-08-20,5:00 AM,232,5,Day,0.956,7.5125
Outside,2558,2023-08-20,6:00 AM,232,6,Day,1.077,7.485
Outside,2558,2023-08-20,7:00 AM,232,7,Day,1.186,6.9475
Outside,2558,2023-08-20,8:00 AM,232,8,Day,1.263,6.9825
Outside,2558,2023-08-20,9:00 AM,232,9,Day,1.283,7.0025
Outside,2558,2023-08-20,10:00 AM,232,10,Day,1.23,7.4925
Outside,2558,2023-08-20,11:00 AM,232,11,Day,1.126,7.7975
Outside,2558,2023-08-20,12:00 PM,232,12,Day,1.009,8.46
Outside,2558,2023-08-20,1:00 PM,232,13,Day,0.899,9.0625
Outside,2558,2023-08-20,2:00 PM,232,14,Day,0.804,9.5675
Outside,2558,2023-08-20,3:00 PM,232,15,Day,0.75,9.945
Outside,2558,2023-08-20,4:00 PM,232,16,Day,0.768,10.235
Outside,2558,2023-08-20,5:00 PM,232,17,Day,0.854,10.3375
Outside,2558,2023-08-20,6:00 PM,232,18,Day,0.964,10.495
Outside,2558,2023-08-20,7:00 PM,232,19,Day,1.058,11.8325
Outside,2558,2023-08-20,8:00 PM,232,20,Night,1.119,11.5075
Outside,2558,2023-08-20,9:00 PM,232,21,Night,1.136,10.325
Outside,2558,2023-08-20,10:00 PM,232,22,Night,1.1,9.255
Outside,2558,2023-08-20,11:00 PM,232,23,Night,1.028,9.2025
Outside,2558,2023-08-21,12:00 AM,233,0,Night,0.957,9.5425
Outside,2558,2023-08-21,1:00 AM,233,1,Night,0.903,9.3575
Outside,2558,2023-08-21,2:00 AM,233,2,Night,0.856,8.86
Outside,2558,2023-08-21,3:00 AM,233,3,Night,0.822,8.09
Outside,2558,2023-08-21,4:00 AM,233,4,Night,0.831,7.6525
Outside,2558,2023-08-21,5:00 AM,233,5,Day,0.896,7.8925
Outside,2558,2023-08-21,6:00 AM,233,6,Day,0.993,8.3025
Outside,2558,2023-08-21,7:00 AM,233,7,Day,1.091,7.525
Outside,2558,2023-08-21,8:00 AM,233,8,Day,1.172,6.8025
Outside,2558,2023-08-21,9:00 AM,233,9,Day,1.22,6.655
Outside,2558,2023-08-21,10:00 AM,233,10,Day,1.212,6.67
Outside,2558,2023-08-21,11:00 AM,233,11,Day,1.145,6.7325
Outside,2558,2023-08-21,12:00 PM,233,12,Day,1.047,7.07
Outside,2558,2023-08-21,1:00 PM,233,13,Day,0.949,7.385
Outside,2558,2023-08-21,2:00 PM,233,14,Day,0.862,8.0175
Outside,2558,2023-08-21,3:00 PM,233,15,Day,0.799,8.0875
Outside,2558,2023-08-21,4:00 PM,233,16,Day,0.792,8.095
Outside,2558,2023-08-21,5:00 PM,233,17,Day,0.859,8.8575
Outside,2558,2023-08-21,6:00 PM,233,18,Day,0.976,8.9875
Outside,2558,2023-08-21,7:00 PM,233,19,Day,1.091,10.77
Outside,2558,2023-08-21,8:00 PM,233,20,Night,1.176,9.49
Outside,2558,2023-08-21,9:00 PM,233,21,Night,1.218,8.405
Outside,2558,2023-08-21,10:00 PM,233,22,Night,1.207,7.3975
Outside,2558,2023-08-21,11:00 PM,233,23,Night,1.145,7.07
Outside,2558,2023-08-22,12:00 AM,234,0,Night,1.062,6.33
Outside,2558,2023-08-22,1:00 AM,234,1,Night,0.99,7.07
Outside,2558,2023-08-22,2:00 AM,234,2,Night,0.933,8.165
Outside,2558,2023-08-22,3:00 AM,234,3,Night,0.884,8.4
Outside,2558,2023-08-22,4:00 AM,234,4,Night,0.859,8.435
Outside,2558,2023-08-22,5:00 AM,234,5,Day,0.881,7.9625
Outside,2558,2023-08-22,6:00 AM,234,6,Day,0.949,8.01
Outside,2558,2023-08-22,7:00 AM,234,7,Day,1.031,7.6475
Outside,2558,2023-08-22,8:00 AM,234,8,Day,1.104,6.6775
Outside,2558,2023-08-22,9:00 AM,234,9,Day,1.16,6.3525
Outside,2558,2023-08-22,10:00 AM,234,10,Day,1.181,6.245
Outside,2558,2023-08-22,11:00 AM,234,11,Day,1.152,6.8125
Outside,2558,2023-08-22,12:00 PM,234,12,Day,1.083,7.0475
Outside,2558,2023-08-22,1:00 PM,234,13,Day,1.001,7.76
Outside,2558,2023-08-22,2:00 PM,234,14,Day,0.925,8.05
Outside,2558,2023-08-22,3:00 PM,234,15,Day,0.864,9.345
Outside,2558,2023-08-22,4:00 PM,234,16,Day,0.839,10.4325
Outside,2558,2023-08-22,5:00 PM,234,17,Day,0.88,10.7275
Outside,2558,2023-08-22,6:00 PM,234,18,Day,0.986,10.7075
Outside,2558,2023-08-22,7:00 PM,234,19,Day,1.117,10.2575
Outside,2558,2023-08-22,8:00 PM,234,20,Night,1.23,10.6975
Outside,2558,2023-08-22,9:00 PM,234,21,Night,1.301,10.885
Outside,2558,2023-08-22,10:00 PM,234,22,Night,1.32,9.915
Outside,2558,2023-08-22,11:00 PM,234,23,Night,1.282,9.2525
Outside,2558,2023-08-23,12:00 AM,235,0,Night,1.202,9.0825
Outside,2558,2023-08-23,1:00 AM,235,1,Night,1.111,8.0125
Outside,2558,2023-08-23,2:00 AM,235,2,Night,1.034,9.0025
Outside,2558,2023-08-23,3:00 AM,235,3,Night,0.967,9.26
Outside,2558,2023-08-23,4:00 AM,235,4,Night,0.915,8.73
Outside,2558,2023-08-23,5:00 AM,235,5,Day,0.898,8.905
Outside,2558,2023-08-23,6:00 AM,235,6,Day,0.928,8.26
Outside,2558,2023-08-23,7:00 AM,235,7,Day,0.989,8.4125
Outside,2558,2023-08-23,8:00 AM,235,8,Day,1.052,8.3325
Outside,2558,2023-08-23,9:00 AM,235,9,Day,1.104,8.4925
Outside,2558,2023-08-23,10:00 AM,235,10,Day,1.138,8.045
Outside,2558,2023-08-23,11:00 AM,235,11,Day,1.14,7.38
Outside,2558,2023-08-23,12:00 PM,235,12,Day,1.104,7.995
Outside,2558,2023-08-23,1:00 PM,235,13,Day,1.045,8.7125
Outside,2558,2023-08-23,2:00 PM,235,14,Day,0.984,8.8625
Outside,2558,2023-08-23,3:00 PM,235,15,Day,0.931,8.7225
Outside,2558,2023-08-23,4:00 PM,235,16,Day,0.898,9.605
Outside,2558,2023-08-23,5:00 PM,235,17,Day,0.913,9.6675
Outside,2558,2023-08-23,6:00 PM,235,18,Day,0.995,9.735
Outside,2558,2023-08-23,7:00 PM,235,19,Day,1.125,12.15
Outside,2558,2023-08-23,8:00 PM,235,20,Night,1.26,12.31
Outside,2558,2023-08-23,9:00 PM,235,21,Night,1.366,10.415
Outside,2558,2023-08-23,10:00 PM,235,22,Night,1.424,9.0725
Outside,2558,2023-08-23,11:00 PM,235,23,Night,1.424,8.1925
Outside,2558,2023-08-24,12:00 AM,236,0,Night,1.367,7.94
Outside,2558,2023-08-24,1:00 AM,236,1,Night,1.275,7.395
Outside,2558,2023-08-24,2:00 AM,236,2,Night,1.176,7.445
Outside,2558,2023-08-24,3:00 AM,236,3,Night,1.083,8.2725
Outside,2558,2023-08-24,4:00 AM,236,4,Night,1.001,8.0425
Outside,2558,2023-08-24,5:00 AM,236,5,Day,0.943,8.295
Outside,2558,2023-08-24,6:00 AM,236,6,Day,0.928,8.42
Outside,2558,2023-08-24,7:00 AM,236,7,Day,0.955,7.5625
Outside,2558,2023-08-24,8:00 AM,236,8,Day,1.001,7.485
Outside,2558,2023-08-24,9:00 AM,236,9,Day,1.046,8.05
Outside,2558,2023-08-24,10:00 AM,236,10,Day,1.081,8.4225
Outside,2558,2023-08-24,11:00 AM,236,11,Day,1.101,8.1125
Outside,2558,2023-08-24,12:00 PM,236,12,Day,1.095,8.5925
Outside,2558,2023-08-24,1:00 PM,236,13,Day,1.065,10.125
Inside,2547,2023-07-26,12:00 AM,207,0,Night,1.268,7.89
Inside,2547,2023-07-26,1:00 AM,207,1,Night,1.214,7.51
Inside,2547,2023-07-26,2:00 AM,207,2,Night,1.148,7.43
Inside,2547,2023-07-26,3:00 AM,207,3,Night,1.087,7.35
Inside,2547,2023-07-26,4:00 AM,207,4,Night,1.032,7.09
Inside,2547,2023-07-26,5:00 AM,207,5,Day,0.987,6.62
Inside,2547,2023-07-26,6:00 AM,207,6,Day,0.967,6.16
Inside,2547,2023-07-26,7:00 AM,207,7,Day,0.982,6.52
Inside,2547,2023-07-26,8:00 AM,207,8,Day,1.023,6.27
Inside,2547,2023-07-26,9:00 AM,207,9,Day,1.069,6.25
Inside,2547,2023-07-26,10:00 AM,207,10,Day,1.11,7.08
Inside,2547,2023-07-26,11:00 AM,207,11,Day,1.136,7.69
Inside,2547,2023-07-26,12:00 PM,207,12,Day,1.137,8.45
Inside,2547,2023-07-26,1:00 PM,207,13,Day,1.108,8.9
Inside,2547,2023-07-26,2:00 PM,207,14,Day,1.061,8.99
Inside,2547,2023-07-26,3:00 PM,207,15,Day,1.01,9.07
Inside,2547,2023-07-26,4:00 PM,207,16,Day,0.964,10.12
Inside,2547,2023-07-26,5:00 PM,207,17,Day,0.934,10.3
Inside,2547,2023-07-26,6:00 PM,207,18,Day,0.941,10.72
Inside,2547,2023-07-26,7:00 PM,207,19,Day,0.999,11.84
Inside,2547,2023-07-26,8:00 PM,207,20,Night,1.102,10.76
Inside,2547,2023-07-26,9:00 PM,207,21,Night,1.22,8.87
Inside,2547,2023-07-26,10:00 PM,207,22,Night,1.324,8.5
Inside,2547,2023-07-26,11:00 PM,207,23,Night,1.395,8.25
Inside,2547,2023-07-27,12:00 AM,208,0,Night,1.419,7.89
Inside,2547,2023-07-27,1:00 AM,208,1,Night,1.393,7.53
Inside,2547,2023-07-27,2:00 AM,208,2,Night,1.329,7.44
Inside,2547,2023-07-27,3:00 AM,208,3,Night,1.248,7.35
Inside,2547,2023-07-27,4:00 AM,208,4,Night,1.163,6.95
Inside,2547,2023-07-27,5:00 AM,208,5,Day,1.081,6.58
Inside,2547,2023-07-27,6:00 AM,208,6,Day,1.015,6.25
Inside,2547,2023-07-27,7:00 AM,208,7,Day,0.98,6.25
Inside,2547,2023-07-27,8:00 AM,208,8,Day,0.98,6.44
Inside,2547,2023-07-27,9:00 AM,208,9,Day,1.002,6.86
Inside,2547,2023-07-27,10:00 AM,208,10,Day,1.031,7.67
Inside,2547,2023-07-27,11:00 AM,208,11,Day,1.06,8.91
Inside,2547,2023-07-27,12:00 PM,208,12,Day,1.08,9.59
Inside,2547,2023-07-27,1:00 PM,208,13,Day,1.083,9.98
Inside,2547,2023-07-27,2:00 PM,208,14,Day,1.069,10.47
Inside,2547,2023-07-27,3:00 PM,208,15,Day,1.044,10.63
Inside,2547,2023-07-27,4:00 PM,208,16,Day,1.014,10.76
Inside,2547,2023-07-27,5:00 PM,208,17,Day,0.987,10.49
Inside,2547,2023-07-27,6:00 PM,208,18,Day,0.978,10.33
Inside,2547,2023-07-27,7:00 PM,208,19,Day,1.009,10.64
Inside,2547,2023-07-27,8:00 PM,208,20,Night,1.089,11.15
Inside,2547,2023-07-27,9:00 PM,208,21,Night,1.206,8.88
Inside,2547,2023-07-27,10:00 PM,208,22,Night,1.334,8.47
Inside,2547,2023-07-27,11:00 PM,208,23,Night,1.448,8.2
Inside,2547,2023-07-28,12:00 AM,209,0,Night,1.525,7.94
Inside,2547,2023-07-28,1:00 AM,209,1,Night,1.551,7.73
Inside,2547,2023-07-28,2:00 AM,209,2,Night,1.523,7.59
Inside,2547,2023-07-28,3:00 AM,209,3,Night,1.45,7.44
Inside,2547,2023-07-28,4:00 AM,209,4,Night,1.35,7.29
Inside,2547,2023-07-28,5:00 AM,209,5,Day,1.235,7.01
