year__année,month__mois,day__jour,tow__trait,longitude,latitude,start__départ,comment__commentaire,snow_crab_males__mâles_de_crabe_des_neiges,snow_crab_females__femelles_de_crabe_des_neiges,Atlantic_cod__morue_franche,American_plaice__plie_américaine,Yellowtail_flounder__limande_à_queue_jaune,winter_flounder__plie_rouge,thorny_skate__raie_épineuse,smooth_skate__raie_lisse,longhorn_sculpin__chaboisseau_à_dix_huit_épines,sea_potato__patate_de_mer,Hyas_coarctatus__crabe_lyre
2019,8,14,GP134A2,-63.14746667,48.56676667,9:15:52,Force ~ 2.2 kts,8,3,6,6,0,0,7,2,0,0,0
2019,8,15,GP138F,-62.96478333,48.38835,6:02:22,Stable ~ 2.1 kts,36,57,4,218,0,0,2,0,0,84,27
2019,8,15,GP152F,-62.9784,48.31298333,16:04:12,Stable ~ 2.1 kts,53,45,1,219,0,0,5,0,0,0,0
2019,8,15,GP153F,-62.9682,48.21038333,17:07:29,Stable ~ 2.1 kts,25,15,1,52,0,0,1,0,0,13,1
2019,8,15,GP165F,-62.848,48.33211667,15:00:11,Stable ~ 2.1 kts,2,1,15,11,0,0,0,0,0,0,0
2019,8,15,GP166F,-62.85176667,48.4189,7:24:58,Stable ~ 2.2 kts,0,0,21,23,0,0,37,8,0,0,0
2019,8,15,GP169F,-62.84773333,48.18075,18:03:28,Stable ~ 2.1 kts,65,42,0,80,0,0,0,0,0,0,3
2019,8,15,GP180F,-62.68686667,48.19255,19:14:36,Stable ~ 2.1 kts,53,23,3,62,0,0,1,0,0,0,3
2019,8,15,GP181F,-62.67923333,48.30971667,13:23:21,Accrochages ~ 2.2 kts,5,1,2,12,0,0,5,0,0,0,0
2019,8,15,GP185F,-62.66646667,48.14631667,19:58:57,Stable ~ 2.1 kts,44,6,0,112,0,0,3,0,0,0,0
2019,8,15,GP187F,-62.64663333,48.44735,9:01:33,Force a cause de vase ~ 2.1 kts,2,0,0,0,0,0,2,2,0,0,0
2019,8,15,GP203F,-62.44995,48.36376667,11:02:03,Force a cause de vase ~ 2.1 kts,0,0,0,2,0,0,2,0,0,0,0
2019,8,16,GP221A3,-62.4141,47.12491667,8:56:15,Stable ~ 2.1 kts,178,57,2,148,33,0,0,0,0,3,9
2019,8,22,GP151F,-63.00108333,47.18773333,19:15:10,Stable ~ 2.1 kts,122,19,6,278,2,0,0,0,0,0,5
2019,8,22,GP164F,-62.87718333,47.16621667,18:08:50,Stable ~ 2.1 kts,276,180,2,446,2,0,0,0,0,0,26
2019,8,22,GP177F,-62.68493333,47.16246667,16:37:29,Stable ~ 2.2 kts,115,333,1,762,0,0,0,0,0,0,4
2019,8,22,GP191A1,-62.51635,47.05796667,14:52:48,Stable ~ 2.2 kts,144,255,12,528,0,0,0,0,0,6,16
2019,8,23,GP060F,-63.67665,48.05936667,14:16:25,Force a cause de vase ~ 2.2 kts,34,20,0,42,0,0,0,0,0,0,0
2019,8,23,GP062F,-63.76941667,47.99276667,15:38:43,Force a cause de vase ~ 2.2 kts,56,29,0,91,0,0,0,0,0,0,0
2019,8,23,GP069F,-63.71133333,47.90815,16:42:06,Stable ~ 2.1 kts,188,169,0,223,0,0,0,0,0,7,14
2019,8,23,GP075F,-63.50796667,48.20156667,9:11:00,Force a cause de vase ~ 2.1 kts,79,123,1,106,0,0,1,0,0,0,3
2019,8,23,GP082F,-63.58168333,48.1187,12:55:49,Force a cause de vase ~ 2.2 kts,148,241,8,215,0,0,0,0,0,0,19
2019,8,23,GP087F,-63.53333333,47.97885,19:15:28,Stable ~ 2.1 kts,65,75,0,159,0,0,0,0,0,0,0
2019,8,23,GP092F,-63.64475,47.85713333,17:48:09,Accrochages ~ 2.1 kts,23,15,0,83,2,0,0,0,0,2,2
2019,8,23,GP100F,-63.41693333,47.97631667,20:10:16,Stable ~ 2.1 kts,77,63,5,134,0,0,0,0,0,7,7
2019,8,23,GP101F,-63.40173333,48.13621667,10:20:19,Stable ~ 2.1 kts,571,570,0,468,0,0,2,0,0,6,0
2019,8,23,GP114F,-63.31403333,48.21291667,7:33:19,Stable ~ 2.1 kts,267,231,0,306,0,0,1,0,0,2,0
2019,8,23,GP126F,-63.20655,48.15293333,6:14:08,Stable ~ 2.1 kts,228,140,0,404,0,0,1,0,0,0,0
2019,8,24,GP118F,-63.26428333,48.07083333,14:44:08,Stable ~ 2.2 kts,129,66,1,393,1,0,0,0,0,15,0
2019,8,24,GP143F,-63.09571667,48.04578333,16:11:33,Force ~ 2.1 kts,10,0,3,51,1,0,0,0,0,1,4
2019,8,24,GP157F,-62.91693333,48.07255,17:43:14,Force ~ 2.2 kts,39,34,2,99,0,0,0,0,0,0,3
2019,8,24,GP172F,-62.8077,48.03115,18:57:36,Stable ~ 2.1 kts,122,139,0,191,0,0,0,0,0,0,0
2019,8,24,GP183F,-62.67171667,48.02486667,20:13:58,Stable ~ 2.1 kts,91,203,1,147,0,0,2,0,0,0,0
2019,8,25,GP168F,-62.85808333,47.85281667,18:55:30,Stable ~ 2.1 kts,78,192,0,416,0,0,0,0,0,0,0
2019,8,25,GP175F,-62.77943333,47.79171667,19:53:22,Accroche et force ~ 2.1 kts,47,27,0,81,0,0,0,0,0,4,5
2019,8,25,GP178F,-62.73173333,47.8426,17:43:51,Stable ~ 2.1 kts,101,103,5,268,0,0,0,0,0,0,0
2019,8,25,GP193F,-62.58671667,47.9113,16:16:55,Stable ~ 2.1 kts,54,20,1,86,2,0,0,0,0,0,1
2019,8,25,GP200F,-62.50031667,48.06705,9:38:51,Stable ~ 2.1 kts,32,6,0,13,0,0,0,0,0,0,4
2019,8,25,GP201A2,-62.54025,48.17743333,8:22:49,Stable ~ 2.1 kts,38,13,1,137,0,0,0,0,0,0,2
2019,8,25,GP204F,-62.5058,47.95101667,15:11:27,Stable ~ 2.1 kts,40,18,2,83,0,0,0,0,0,0,7
2019,8,25,GP209F,-62.42903333,47.9069,14:00:16,Stable ~ 2.1 kts,64,125,0,123,0,0,0,0,0,0,0
2019,8,25,GP217F,-62.37711667,48.07933333,10:31:49,Stable ~ 2.1 kts,36,12,0,79,0,0,0,0,0,1,2
2019,8,25,GP218F,-62.36846667,48.03443333,11:18:03,Stable ~ 2.1 kts,33,183,0,93,0,0,0,0,0,0,6
2019,8,25,GP236F,-62.25868333,47.96195,12:21:18,Accroche et force ~ 2.1 kts,25,42,0,33,0,0,0,0,0,0,3
2019,8,26,GP110F,-63.3414,47.8321,19:33:06,Stable ~ 2.1 kts,54,132,1,275,0,0,0,0,0,46,14
2019,8,26,GP111F,-63.31596667,47.80573333,18:34:13,Stable ~ 2.1 kts,295,312,2,562,0,0,0,0,0,1,0
2019,8,26,GP129F,-63.18566667,47.92608333,17:05:59,Stable ~ 2.1 kts,27,11,1,87,0,0,0,0,0,0,5
2019,8,26,GP131F,-63.16968333,47.76305,13:26:02,Stable ~ 2.1 kts,111,24,3,293,0,0,0,0,0,4,0
2019,8,26,GP135F,-63.14503333,47.80836667,14:07:51,Stable ~ 2.1 kts,85,55,0,234,0,0,0,0,0,0,0
2019,8,26,GP136F,-63.13176667,47.8818,15:00:04,Accroche et force ~ 2.1 kts,56,6,0,182,0,0,1,0,0,9,8
2019,8,26,GP137F,-63.13113333,47.67528333,12:24:17,Stable ~ 2.1 kts,160,99,6,334,0,0,0,0,0,0,6
2019,8,26,GP144F,-63.05671667,47.93325,15:51:04,Stable ~ 2.1 kts,118,22,1,198,3,0,0,0,0,8,0
2019,8,26,GP145A2,-63.0576,47.78065,11:10:27,Stable ~ 2.1 kts,51,227,1,203,0,0,0,0,0,4,1
2019,8,26,GP155F,-62.93015,47.70801667,8:16:11,Stable ~ 2.1 kts,44,29,4,97,1,0,0,0,0,0,33
2019,8,26,GP171F,-62.81275,47.68466667,6:19:57,Stable ~ 2.1 kts,33,33,2,134,24,0,0,0,0,0,1
2019,8,26,GP173F,-62.79186667,47.65916667,7:04:38,Stable ~ 2.1 kts,40,35,0,103,2,0,0,0,0,0,3
2019,8,27,GP063F,-63.6705,47.7297,8:19:56,Stable ~ 2.1 kts,38,83,1,186,0,0,0,0,0,1,0
2019,8,27,GP070A1,-63.72138333,47.6617,11:04:48,Force ~ 2.1 kts,123,165,3,78,0,0,0,0,0,4,15
2019,8,27,GP091A1,-63.59623333,47.49138333,16:25:22,Force ~ 2.2 kts,37,12,1,34,0,0,0,0,0,2,2
2019,8,27,GP093A2,-63.61383333,47.64678333,14:11:17,Force ~ 2.2 kts,67,68,0,103,0,0,0,0,0,3,7
2019,8,27,GP095F,-63.493,47.77376667,6:41:54,Stable ~ 2.1 kts,87,88,1,403,0,0,0,0,0,0,0
2019,8,27,GP102F,-63.40016667,47.61821667,18:31:58,Accroche et force ~ 2.2 kts,94,109,0,142,0,0,0,0,0,0,1
2019,8,27,GP119F,-63.26563333,47.60638333,20:03:49,Force a cause de vase ~ 2.2 kts,95,94,0,101,0,0,0,0,0,0,0
2019,8,28,GP104F,-63.40098333,47.43798333,12:14:39,Force a cause de vase ~ 2.1 kts,200,191,2,409,0,0,0,0,0,0,0
2019,8,28,GP108F,-63.35518333,47.55831667,10:54:35,Accroche et force ~ 2.1 kts,25,93,0,134,0,0,0,0,0,0,6
2019,8,28,GP116F,-63.14811667,47.28588333,16:47:51,Stable ~ 2.2 kts,206,62,8,387,0,0,0,0,0,1,4
2019,8,28,GP117A1,-63.18511667,47.40993333,14:21:45,Force a cause de vase ~ 2.1 kts,45,60,0,93,0,0,0,0,0,0,1
2019,8,28,GP132F,-63.1724,47.5763,9:23:50,Stable ~ 2.1 kts,190,260,2,331,0,0,0,0,0,0,0
2019,8,28,GP140F,-63.13033333,47.43528333,15:20:18,Force a cause de vase ~ 2.1 kts,260,87,1,613,0,0,0,0,0,0,0
2019,8,28,GP146F,-63.0543,47.32831667,17:53:40,Stable ~ 2.2 kts,128,39,0,237,6,0,0,0,0,0,0
2019,8,28,GP148F,-63.02078333,47.53901667,8:00:54,Accrochages ~ 2.1 kts,20,0,4,10,0,0,0,0,0,0,8
2019,8,28,GP160F,-62.90288333,47.38603333,19:17:01,Stable ~ 2.1 kts,35,14,1,35,28,0,0,0,0,0,3
2019,8,28,GP167F,-62.83101667,47.5488,6:17:53,Accroche et force ~ 2.2 kts,7,0,1,67,1,0,0,0,0,0,6
2019,8,29,GP161F,-62.83995,47.26068333,6:20:28,Stable ~ 2.1 kts,64,32,6,107,7,0,0,0,0,0,5
2019,8,29,GP188F,-62.63195,47.25558333,8:02:23,Stable ~ 2.1 kts,70,273,0,100,0,0,0,0,0,0,8
2019,8,29,GP190F,-62.60806667,47.20775,9:01:03,Stable ~ 2.1 kts,144,193,19,707,1,0,0,0,0,1,0
2019,9,9,GP308F,-61.1582,47.32515,14:15:34,Stable ~ 2.2 kts,126,23,66,261,134,0,3,0,1,2,9
2019,9,9,GP310F,-61.14118333,47.37871667,13:19:37,Stable ~ 2.2 kts,33,3,43,64,179,0,3,0,2,0,5
2019,9,9,GP314F,-61.09953333,47.32798333,14:56:01,Stable ~ 2.1 kts,121,12,79,84,90,0,0,0,0,28,28
2019,9,9,GP321F,-61.01638333,47.35805,15:57:26,Stable ~ 2.1 kts,48,51,52,229,49,0,3,0,0,4,4
2019,9,9,GP328F,-60.93468333,47.44578333,17:02:19,Stable ~ 2.1 kts,31,8,26,176,86,0,0,0,0,3,2
2019,9,9,GP337F,-60.80438333,47.3697,19:29:13,Stable ~ 2.1 kts,23,82,58,121,35,0,16,0,0,0,0
2019,9,9,GP338F,-60.76895,47.46215,18:10:42,Stable ~ 2.1 kts,29,30,30,296,86,0,1,0,0,1,3
2019,9,10,GP333F,-60.87668333,47.27263333,16:39:36,Stable ~ 2.1 kts,90,72,18,221,1,0,2,0,1,0,2
2019,9,10,GP343F,-60.67863333,47.22123333,14:54:33,Stable ~ 2.2 kts,4,6,0,28,0,0,5,0,0,0,1
2019,9,10,GP345F,-60.64975,47.36703333,6:34:40,Stable ~ 2.1 kts,25,30,72,83,0,0,8,0,0,19,18
2019,9,10,GP347F,-60.59001667,47.30948333,7:25:05,Stable ~ 2.1 kts,27,1,11,24,0,0,1,0,0,3,16
2019,9,10,GP348F,-60.549,47.19663333,13:09:17,Force ~ 2.1 kts,0,0,6,4,0,0,0,0,0,0,0
2019,9,10,GP349F,-60.49465,47.07675,11:19:00,Stable ~ 2.1 kts,64,16,1,159,0,0,101,74,0,0,0
2019,9,10,GP355F,-60.36968333,47.20886667,9:01:47,Stable ~ 2.1 kts,0,0,0,0,0,0,2,0,0,0,0
2019,9,11,GP231F,-62.186,46.21246667,12:29:46,Stable ~ 2.1 kts,0,0,16,7,0,67,0,0,15,0,0
2019,9,11,GP238F,-62.10241667,46.10701667,11:07:06,Stable ~ 2.1 kts,1,0,8,34,0,1,0,0,10,0,0
2019,9,11,GP241F,-62.05028333,46.29678333,13:43:33,Force a cause de vase ~ 2.1 kts,2,1,21,48,0,3,0,0,0,0,0
2019,9,11,GP262F,-61.88086667,46.06885,9:26:24,Force a cause de vase ~ 2.1 kts,55,20,0,29,0,0,0,0,2,0,0
2019,9,11,GP264F,-61.8462,46.08003333,8:40:37,Stable ~ 2.1 kts,31,6,5,29,0,0,0,0,0,0,0
2019,9,11,GP270F,-61.76521667,46.04568333,7:41:08,Force a cause de vase ~ 2.1 kts,33,3,0,0,0,0,0,0,0,0,0
2019,9,11,GP271F,-61.74285,45.94606667,6:38:30,Force a cause de vase ~ 2.1 kts,5,8,4,28,0,0,0,0,0,0,0
2019,9,12,GP245F,-61.99098333,46.79025,18:36:10,Accroche et force ~ 2.2 kts,25,78,3,66,0,0,0,0,0,41,14
2019,9,12,GP248F,-61.97483333,46.7336,17:27:43,Accroche et force ~ 2.2 kts,195,64,62,663,0,0,0,0,0,0,1
2019,9,12,GP259F,-61.88726667,46.68448333,16:08:01,Accroche et force ~ 2.2 kts,48,4,18,53,0,0,0,0,0,26,22
2019,9,12,GP265A1,-61.83995,46.59485,13:28:10,Stable ~ 2.2 kts,6,0,264,24,1,0,0,0,1,196,9
2019,9,12,GP268F,-61.7738,46.68185,14:52:34,Force ~ 2.2 kts,111,34,31,22,0,0,0,0,0,71,36
2019,9,13,GP210F,-62.33698333,47.00941667,14:55:33,Accroche et force ~ 2.2 kts,112,170,13,183,0,0,0,0,0,44,37
2019,9,13,GP215A2,-62.33378333,46.94135,13:45:21,Accroche et force ~ 2.2 kts,184,57,2,104,0,0,0,0,0,0,10
2019,9,13,GP229F,-62.1622,46.96213333,16:39:16,Accroche et force ~ 2.2 kts,81,3,6,192,1,0,0,0,0,37,34
2019,9,13,GP232F,-62.1894,47.14885,6:41:37,Force ~ 2.1 kts,0,0,17,0,0,0,0,0,0,0,9
2019,9,13,GP244F,-62.00845,47.01433333,18:51:32,Accroche et force ~ 2.1 kts,26,11,7,23,31,0,0,0,0,7,13
2019,9,13,GP246F,-62.01915,46.9582,17:53:23,Accroche et force ~ 2.2 kts,23,7,22,18,1,0,0,0,0,46,9
2019,9,14,GP252F,-61.85551667,46.88955,8:19:36,Accroche et force ~ 2.2 kts,163,86,5,212,1,0,0,0,0,10,20
2019,9,14,GP255F,-61.907,47.05696667,6:39:38,Accroche et force ~ 2.2 kts,1,0,48,6,6,0,0,0,0,118,10
2019,9,14,GP263F,-61.8667,46.77428333,9:44:28,Accroche et force ~ 2.1 kts,112,285,127,334,1,0,0,0,0,63,2
2019,9,14,GP275F,-61.71835,46.8749,11:03:34,Stable ~ 2.2 kts,88,74,2,212,2,0,0,0,0,0,24
2019,9,14,GP279F,-61.62231667,46.92861667,11:57:00,Stable ~ 2.2 kts,89,27,3,85,17,0,0,0,0,24,43
2019,9,14,GP285F,-61.55786667,47.01685,12:54:22,Stable ~ 2.2 kts,0,0,92,25,69,0,0,0,2,0,20
2019,9,19,GP322F,-61.00666667,46.93521667,14:57:04,Stable ~ 2.2 kts,32,125,39,184,0,0,3,0,0,1,0
2019,9,19,GP327F,-60.95343333,47.00716667,12:06:29,Stable ~ 2.2 kts,51,5,13,243,0,0,7,0,0,0,0
2019,9,19,GP330F,-60.90368333,46.83058333,6:47:28,Force ~ 2.2 kts,51,35,55,41,0,0,0,0,0,0,3
2019,9,19,GP332F,-60.89043333,47.0055,13:26:49,Stable ~ 2.2 kts,49,1,13,62,0,0,8,0,0,0,0
2019,9,19,GP336A1,-60.93708333,46.9828,10:40:24,Force a cause de vase ~ 2.2 kts,31,0,4,91,0,0,2,0,0,0,0
2019,9,20,GP288F,-61.50635,46.79908333,14:36:41,Stable ~ 2.2 kts,130,109,41,186,0,0,0,0,0,0,1
2019,9,20,GP291F,-61.45546667,46.9014,15:42:13,Force ~ 2.2 kts,29,124,7,108,1,0,0,0,0,29,3
2019,9,20,GP296F,-61.3997,46.96181667,16:49:19,Stable ~ 2.2 kts,133,67,28,100,17,0,0,0,0,14,34
2019,9,20,GP297F,-61.38068333,47.00651667,17:40:44,Stable ~ 2.2 kts,67,10,16,154,33,0,0,0,0,6,26
2019,9,20,GP302F,-61.34433333,46.86515,13:07:45,Stable ~ 2.2 kts,153,97,18,266,0,0,1,0,0,0,1
2019,9,20,GP304F,-61.25505,46.7986,8:25:48,Stable ~ 2.2 kts,97,288,3,286,0,0,0,0,0,0,1
2019,9,20,GP307F,-61.15705,47.04531667,19:03:13,Stable ~ 2.2 kts,46,66,71,321,44,0,4,0,1,0,0
2019,9,20,GP309F,-61.14843333,46.90936667,11:22:22,Stable ~ 2.2 kts,63,25,11,100,4,0,1,0,0,2,3
2019,9,20,GP318F,-61.04,46.84976667,10:03:02,Force ~ 2.2 kts,125,11,193,106,0,0,2,0,0,0,3
2019,9,20,GP319F,-61.12425,46.68198333,6:48:13,Accroche et force ~ 2.2 kts,13,10,21,14,1,0,0,0,0,28,4
2019,9,21,GP305F,-61.24176667,46.63523333,7:33:33,Stable ~ 2.2 kts,50,129,57,107,0,0,0,0,0,0,2
2019,9,22,GP274F,-61.7082,46.61496667,11:48:43,Stable ~ 2.2 kts,149,50,156,142,1,0,0,0,0,52,36
2019,9,22,GP280F,-61.62068333,46.38135,17:44:56,Force a cause de vase ~ 2.2 kts,74,17,0,73,0,0,0,0,0,0,0
2019,9,22,GP283F,-61.60648333,46.73806667,10:08:22,Stable ~ 2.2 kts,134,104,3,282,0,0,0,0,0,3,0
2019,9,22,GP286F,-61.5455,46.60933333,13:09:38,Stable ~ 2.1 kts,117,18,1,157,0,0,0,0,0,21,4
2019,9,22,GP289F,-61.4782,46.45566667,16:15:22,Force a cause de vase ~ 2.2 kts,63,36,0,19,0,0,0,0,0,0,0
2019,9,22,GP292F,-61.44615,46.5326,14:22:43,Stable ~ 2.1 kts,75,39,0,78,0,0,0,0,0,0,0
2019,9,22,GP298F,-61.40895,46.51155,15:08:08,Stable ~ 2.2 kts,16,22,61,25,0,0,0,0,0,83,4
2019,9,22,GP299F,-61.35536667,46.73598333,8:02:14,Stable ~ 2.2 kts,59,291,8,317,0,0,0,0,0,6,0
2019,9,22,GP306F,-61.23473333,46.69186667,6:50:35,Force a cause de vase ~ 2.2 kts,54,2,0,15,0,0,0,0,0,1,1
2019,9,24,GP254F,-61.86113333,46.26535,10:13:03,Stable ~ 2.1 kts,66,12,2,16,1,2,0,0,0,0,1
2019,9,24,GP256F,-61.91685,46.32176667,9:14:52,Stable ~ 2.1 kts,1,3,16,36,77,133,0,0,0,0,0
2019,9,24,GP266F,-61.79613333,46.12465,12:46:48,Stable ~ 2.2 kts,16,1,0,9,0,0,0,0,1,0,0
2019,9,24,GP267F,-61.78576667,46.39273333,8:07:31,Stable ~ 2.1 kts,4,0,35,57,61,77,0,0,17,0,0
2019,9,24,GP272F,-61.74863333,46.47801667,6:59:35,Stable ~ 2.1 kts,2,2,309,54,503,3,0,0,21,0,0
2019,9,24,GP276F,-61.74168333,46.25271667,11:25:34,Stable ~ 2.1 kts,37,7,5,9,0,0,0,0,0,0,0
2019,9,24,GP277F,-61.63878333,46.10865,14:49:59,Stable ~ 2.1 kts,7,1,0,32,0,0,0,0,0,0,0
2019,9,24,GP284F,-61.5958,46.21821667,16:00:12,Force a cause de vase ~ 2.2 kts,36,1,0,13,0,0,0,0,0,0,6
2019,9,24,GP294F,-61.43978333,46.20391667,17:20:57,Stable ~ 2.2 kts,13,0,49,10,1,112,0,0,8,0,3
2019,9,24,GP301F,-61.34836667,46.30178333,18:29:03,Stable ~ 2.2 kts,46,31,8,7,1,2,0,0,1,0,2
2019,9,25,GP311F,-61.1122,47.16655,11:35:39,Stable ~ 2.2 kts,31,116,94,346,5,0,0,0,0,0,1
2019,9,25,GP317F,-61.05223333,47.10831667,10:13:13,Stable ~ 2.2 kts,41,200,14,263,0,0,1,0,0,0,0
2019,9,25,GP329F,-60.91758333,47.17206667,16:04:39,Accroche et force ~ 2.2 kts,23,31,1,18,0,0,1,0,0,1,13
2019,9,25,GP339F,-60.75815,47.15141667,14:55:22,Stable ~ 2.2 kts,21,0,2,57,0,0,8,1,0,0,0
2019,9,25,GP340F,-60.74766667,47.05418333,7:14:05,Stable ~ 2.2 kts,43,0,0,63,0,0,11,2,0,0,0
2020,7,13,GP334F,-60.84801917,47.55670083,13:59:09,Stable ~ 2.2 kts,19,7,1,18,1,0,0,0,0,0,5
2020,7,13,GP342F,-60.69507417,47.566605,12:51:49,Stable ~ 2.2 kts,202,13,0,79,0,0,0,0,0,0,21
2020,7,13,GP346F,-60.60847417,47.47948667,11:33:56,Stable ~ 2.2 kts,18,90,0,108,0,0,0,0,0,0,2
2020,7,13,GP350F,-60.48164333,47.50992917,10:15:47,Stable ~ 2.2 kts,17,0,7,709,0,0,35,2,0,0,0
2020,7,13,GP351F,-60.459815,47.43172,6:30:04,Stable ~ 2.2 kts,90,12,3,129,0,0,3,2,0,0,3
2020,7,13,GP352F,-60.43831583,47.55623083,9:05:55,Stable ~ 2.2 kts,154,0,0,0,0,0,9,10,0,0,0
2020,7,13,GP353F,-60.40230917,47.52273833,7:47:06,Force a cause de vase ~ 2.1 kts,1,0,0,2,0,0,2,0,0,0,0
2020,7,13,GP354F,-60.389115,47.38342417,5:24:13,Stable ~ 2.2 kts,5,0,34,14,0,0,1,0,0,0,5
2020,7,15,GP323F,-61.0042775,47.62734083,20:07:21,Stable ~ 2.1 kts,71,1,11,11,0,0,0,0,9,0,10
2020,7,16,GP295F,-61.40392417,48.0940525,20:14:33,Stable ~ 2.1 kts,38,11,8,38,0,0,3,0,0,0,2
2020,7,16,GP312F,-61.10968083,48.07849167,16:43:15,Force a cause de vase ~ 2.2 kts,0,0,0,1,0,0,1,4,0,0,0
2020,7,16,GP313F,-61.10343417,47.96803583,14:19:04,Stable ~ 2.2 kts,40,89,1,53,0,0,0,0,1,0,2
2020,7,16,GP315F,-61.08736917,47.8450475,11:54:31,Accroche et force ~ 2.2 kts,2,0,1,0,0,0,0,0,0,31,4
2020,7,16,GP316F,-61.24088417,48.19556667,18:33:21,Force a cause de vase ~ 2.1 kts,0,0,0,0,0,0,0,0,0,0,0
2020,7,16,GP320F,-61.01357917,48.03338917,15:27:50,Stable ~ 2.2 kts,32,1,0,0,0,0,0,6,0,0,0
2020,7,16,GP324F,-60.96396,47.9150125,13:10:32,Stable ~ 2.2 kts,13,47,4,138,0,0,1,0,0,0,3
2020,7,16,GP325F,-60.9530175,47.781615,5:13:36,Stable ~ 2.1 kts,288,24,0,62,0,0,0,0,0,0,16
2020,7,16,GP326F,-60.97728167,47.82103583,11:03:47,Stable ~ 2.2 kts,139,51,0,78,0,0,0,0,0,0,4
2020,7,16,GP331F,-60.89970167,47.83207667,10:19:43,Stable ~ 2.1 kts,31,137,3,119,0,0,2,0,0,0,6
2020,7,16,GP335F,-60.83340167,47.76922667,6:23:53,Stable ~ 2.1 kts,17,123,1,113,0,0,0,0,0,0,3
2020,7,16,GP341F,-60.69752917,47.81415917,8:58:32,Stable ~ 2.1 kts,41,0,0,0,0,0,11,6,0,0,0
2020,7,16,GP344F,-60.67724667,47.7438775,7:46:38,Accroche et force ~ 2.1 kts,12,6,16,48,0,0,4,0,0,0,3
2020,7,17,GP208F,-62.37774167,48.26784667,20:30:22,Stable ~ 2.2 kts,14,7,4,24,0,0,0,0,0,0,8
2020,7,17,GP235F,-62.11169,48.40299333,16:46:49,Force a cause de vase ~ 2.2 kts,1,0,0,0,0,0,1,1,0,0,0
2020,7,17,GP237F,-62.10840333,48.36000667,18:15:51,Force ~ 2.2 kts,0,0,0,1,0,0,0,0,0,0,0
2020,7,17,GP250F,-61.94067917,48.28762083,14:46:45,Force a cause de vase ~ 2.2 kts,1,0,0,1,0,0,10,0,0,0,0
2020,7,17,GP251F,-61.951805,48.24920417,13:55:20,Force ~ 2.2 kts,0,0,0,1,0,0,6,7,0,0,0
2020,7,17,GP260F,-61.88348417,48.23475667,12:59:02,Force a cause de vase ~ 2.1 kts,10,0,0,18,0,0,9,7,0,0,0
2020,7,17,GP269F,-61.78423167,48.2837725,11:32:20,Force a cause de vase ~ 2.2 kts,0,1,0,0,0,0,0,0,0,0,0
2020,7,17,GP273F,-61.7067575,48.11377917,9:26:18,Stable ~ 2.2 kts,224,30,7,44,0,0,0,0,0,0,3
2020,7,17,GP282F,-61.60599,48.2244625,7:42:33,Force a cause de vase ~ 2.2 kts,0,1,0,0,0,0,3,2,0,0,0
2020,7,17,GP293F,-61.42700167,48.220755,5:32:20,Force a cause de vase ~ 2.2 kts,1,0,0,0,0,0,0,1,0,0,0
2020,7,18,GP072A1,-63.669025,48.73962917,15:29:16,Accroche et force ~ 2.2 kts,0,2,28,0,0,0,1,1,0,0,0
2020,7,18,GP081FR,-63.59337667,48.89923167,11:31:18,Stable ~ 2.2 kts,0,0,0,0,0,0,2,1,0,0,0
2020,7,18,GP085F,-63.55380333,48.83465417,17:09:04,Force a cause de vase ~ 2.2 kts,0,0,0,5,0,0,8,3,0,0,0
2020,7,18,GP098F,-63.42430833,48.93282,8:07:18,Force a cause de vase ~ 2.2 kts,1,0,0,0,0,0,0,0,0,0,0
2020,7,18,GP109F,-63.3491375,48.83896083,18:42:17,Force a cause de vase ~ 2.2 kts,0,0,0,0,0,0,0,0,0,0,0
2020,7,18,GP120F,-63.24339833,48.9107775,5:44:28,Force a cause de vase ~ 2.2 kts,1,0,0,0,0,0,2,0,0,0,0
2020,7,18,GP122F,-63.27070417,48.75381333,20:08:24,Stable ~ 2.2 kts,2,1,0,0,0,0,1,0,0,0,0
2020,7,19,GP115F,-63.3032875,48.4400125,14:11:49,Accroche et force ~ 2.2 kts,64,36,167,72,0,0,7,0,0,0,0
2020,7,19,GP121F,-63.23820083,48.66839,5:27:45,Force a cause de vase ~ 2.2 kts,0,4,0,7,0,0,2,3,0,0,1
2020,7,19,GP130F,-63.17184833,48.30887,15:40:38,Stable ~ 2.2 kts,6,0,18,3,0,0,0,0,0,356,110
2020,7,19,GP134F,-63.14711917,48.56482417,11:02:27,Stable ~ 2.2 kts,9,10,0,12,0,0,1,6,0,0,0
2020,7,19,GP138F,-62.96292167,48.38669417,17:44:47,Stable ~ 2.2 kts,31,13,1,107,0,0,3,0,0,0,9
2020,7,19,GP139F,-63.13711833,48.5502425,12:06:53,Force ~ 2.2 kts,6,2,0,11,0,0,8,4,0,0,0
2020,7,19,GP142F,-63.10697833,48.714555,6:54:37,Force a cause de vase ~ 2.2 kts,0,0,0,0,0,0,0,0,0,0,0
2020,7,19,GP152F,-62.97806667,48.31124333,16:57:14,Stable ~ 2.2 kts,82,108,0,111,0,0,1,0,0,0,2
2020,7,19,GP156F,-62.9306725,48.59181667,8:56:32,Force a cause de vase ~ 2.1 kts,0,0,0,1,0,0,1,0,0,0,0
2020,7,19,GP166F,-62.84638667,48.41639583,18:41:21,Stable ~ 2.1 kts,1,0,9,88,0,0,52,7,0,0,0
