year__annee,month__mois,day__jour,tow__trait,longitude,latitude,start__depart,comment__commentaire,snow_crab_males__males_de_crabe_des_neiges,snow_crab_females__females_de_crabe_des_neiges,Atlantic_cod__morue_franche,American_plaice__plie_americaine,Yellowtail_flounder__limande_a_queue_jaune,winter_flounder__plie_rouge,thorny_skate__raie_epineuset,smooth_skate__raie_lisse,longhorn_sculpin__chaboisseau_a_dix_huit_epines,sea_potato__patate_de_mer,Hyas_coarctatus
2019,8,15,GP181F,-62.6792,48.30972,13:23:19,Accrochages ~ 2.2 kts,5,1,2,12,0,0,5,0,0,0,0
2019,8,15,GP165F,-62.848,48.33212,15:00:21,Stable ~ 2.1 kts,2,1,15,11,0,0,0,0,0,0,0
2019,8,15,GP152F,-62.9784,48.31298,16:04:18,Stable ~ 2.1 kts,53,45,1,219,0,0,5,0,0,0,0
2019,8,15,GP153F,-62.9682,48.21038,17:07:27,Stable ~ 2.1 kts,25,15,1,52,0,0,1,0,0,13,1
2019,8,15,GP169F,-62.8477,48.18075,18:03:37,Stable ~ 2.1 kts,65,42,0,80,0,0,0,0,0,0,3
2019,8,15,GP180F,-62.6869,48.19255,19:15:09,Stable ~ 2.1 kts,53,23,3,62,0,0,1,0,0,0,3
2019,8,15,GP185F,-62.6665,48.14632,19:59:11,Stable ~ 2.1 kts,44,6,0,112,0,0,3,0,0,0,0
2019,8,16,GP221A3,-62.4141,47.12492,8:56:25,Stable ~ 2.1 kts,178,57,2,148,33,0,0,0,0,3,9
2019,8,22,GP191A1,-62.5163,47.05797,14:53:07,Stable ~ 2.2 kts,144,255,12,528,0,0,0,0,0,6,16
2019,8,22,GP177F,-62.6849,47.16247,16:37:41,Stable ~ 2.2 kts,115,333,1,762,0,0,0,0,0,0,4
2019,8,22,GP164F,-62.8772,47.16622,18:08:58,Stable ~ 2.1 kts,276,180,2,446,2,0,0,0,0,0,26
2019,8,22,GP151F,-63.0011,47.18773,19:15:20,Stable ~ 2.1 kts,122,19,6,278,2,0,0,0,0,0,5
2019,8,23,GP126F,-63.2066,48.15293,6:14:37,Stable ~ 2.1 kts,228,140,0,404,0,0,1,0,0,0,0
2019,8,23,GP114F,-63.314,48.21292,7:33:35,Stable ~ 2.1 kts,267,231,0,306,0,0,1,0,0,2,0
2019,8,23,GP075F,-63.508,48.20157,9:11:10,Force a cause de vase ~ 2.1 kts,79,123,1,106,0,0,1,0,0,0,3
2019,8,23,GP101F,-63.4017,48.13622,10:20:30,Stable ~ 2.1 kts,571,570,0,468,0,0,2,0,0,6,0
2019,8,23,GP082F,-63.5817,48.1187,12:55:54,Force a cause de vase ~ 2.2 kts,148,241,8,215,0,0,0,0,0,0,19
2019,8,23,GP060F,-63.6767,48.05937,14:16:37,Force a cause de vase ~ 2.2 kts,34,20,0,42,0,0,0,0,0,0,0
2019,8,23,GP062F,-63.7694,47.99277,15:38:53,Force a cause de vase ~ 2.2 kts,56,29,0,91,0,0,0,0,0,0,0
2019,8,23,GP069F,-63.7113,47.90815,16:42:17,Stable ~ 2.1 kts,188,169,0,223,0,0,0,0,0,7,14
2019,8,23,GP092F,-63.6448,47.85713,17:48:38,Accrochages ~ 2.1 kts,23,15,0,83,2,0,0,0,0,2,2
2019,8,23,GP087F,-63.5333,47.97885,19:15:35,Stable ~ 2.1 kts,65,75,0,159,0,0,0,0,0,0,0
2019,8,23,GP100F,-63.4169,47.97632,20:10:21,Stable ~ 2.1 kts,77,63,5,134,0,0,0,0,0,7,7
2019,8,24,GP118F,-63.2643,48.07083,14:44:16,Stable ~ 2.2 kts,129,66,1,393,1,0,0,0,0,15,0
2019,8,24,GP143F,-63.0957,48.04578,16:11:39,Force ~ 2.1 kts,10,0,3,51,1,0,0,0,0,1,4
2019,8,24,GP157F,-62.9169,48.07255,17:43:16,Force ~ 2.2 kts,39,34,2,99,0,0,0,0,0,0,3
2019,8,24,GP172F,-62.8077,48.03115,18:57:50,Stable ~ 2.1 kts,122,139,0,191,0,0,0,0,0,0,0
2019,8,24,GP183F,-62.6717,48.02487,20:14:02,Stable ~ 2.1 kts,91,203,1,147,0,0,2,0,0,0,0
2019,8,25,GP201A2,-62.5403,48.17743,8:22:53,Stable ~ 2.1 kts,38,13,1,137,0,0,0,0,0,0,2
2019,8,25,GP200F,-62.5003,48.06705,9:38:57,Stable ~ 2.1 kts,32,6,0,13,0,0,0,0,0,0,4
2019,8,25,GP217F,-62.3771,48.07933,10:31:54,Stable ~ 2.1 kts,36,12,0,79,0,0,0,0,0,1,2
2019,8,25,GP218F,-62.3685,48.03443,11:18:06,Stable ~ 2.1 kts,33,183,0,93,0,0,0,0,0,0,6
2019,8,25,GP236F,-62.2587,47.96195,12:21:28,Accroche et force ~ 2.1 kts,25,42,0,33,0,0,0,0,0,0,3
2019,8,25,GP209F,-62.429,47.9069,14:00:24,Stable ~ 2.1 kts,64,125,0,123,0,0,0,0,0,0,0
2019,8,25,GP204F,-62.5058,47.95102,15:11:29,Stable ~ 2.1 kts,40,18,2,83,0,0,0,0,0,0,7
2019,8,25,GP193F,-62.5867,47.9113,16:16:54,Stable ~ 2.1 kts,54,20,1,86,2,0,0,0,0,0,1
2019,8,25,GP178F,-62.7317,47.8426,17:43:53,Stable ~ 2.1 kts,101,103,5,268,0,0,0,0,0,0,0
2019,8,25,GP168F,-62.8581,47.85282,18:55:40,Stable ~ 2.1 kts,78,192,0,416,0,0,0,0,0,0,0
2019,8,25,GP175F,-62.7794,47.79172,19:53:38,Accroche et force ~ 2.1 kts,47,27,0,81,0,0,0,0,0,4,5
2019,8,26,GP171F,-62.8128,47.68467,6:19:55,Stable ~ 2.1 kts,33,33,2,134,24,0,0,0,0,0,1
2019,8,26,GP173F,-62.7919,47.65917,7:04:48,Stable ~ 2.1 kts,40,35,0,103,2,0,0,0,0,0,3
2019,8,26,GP155F,-62.9301,47.70802,8:17:00,Stable ~ 2.1 kts,44,29,4,97,1,0,0,0,0,0,33
2019,8,26,GP145A2,-63.0576,47.78065,11:10:39,Stable ~ 2.1 kts,51,227,1,203,0,0,0,0,0,4,1
2019,8,26,GP137F,-63.1311,47.67528,12:24:26,Stable ~ 2.1 kts,160,99,6,334,0,0,0,0,0,0,6
2019,8,26,GP131F,-63.1697,47.76305,13:26:10,Stable ~ 2.1 kts,111,24,3,293,0,0,0,0,0,4,0
2019,8,26,GP135F,-63.145,47.80837,14:07:56,Stable ~ 2.1 kts,85,55,0,234,0,0,0,0,0,0,0
2019,8,26,GP136F,-63.1318,47.8818,15:00:04,Accroche et force ~ 2.1 kts,56,6,0,182,0,0,1,0,0,9,8
2019,8,26,GP144F,-63.0567,47.93325,15:51:13,Stable ~ 2.1 kts,118,22,1,198,3,0,0,0,0,8,0
2019,8,26,GP129F,-63.1857,47.92608,17:06:06,Stable ~ 2.1 kts,27,11,1,87,0,0,0,0,0,0,5
2019,8,26,GP111F,-63.316,47.80573,18:34:24,Stable ~ 2.1 kts,295,312,2,562,0,0,0,0,0,1,0
2019,8,26,GP110F,-63.3414,47.8321,19:33:17,Stable ~ 2.1 kts,54,132,1,275,0,0,0,0,0,46,14
2019,8,27,GP095F,-63.493,47.77377,6:42:07,Stable ~ 2.1 kts,87,88,1,403,0,0,0,0,0,0,0
2019,8,27,GP063F,-63.6705,47.7297,8:19:54,Stable ~ 2.1 kts,38,83,1,186,0,0,0,0,0,1,0
2019,8,27,GP070A1,-63.7214,47.6617,11:05:15,Force ~ 2.1 kts,123,165,3,78,0,0,0,0,0,4,15
2019,8,27,GP093A2,-63.6138,47.64678,14:11:25,Force ~ 2.2 kts,67,68,0,103,0,0,0,0,0,3,7
2019,8,27,GP091A1,-63.5962,47.49138,16:25:36,Force ~ 2.2 kts,37,12,1,34,0,0,0,0,0,2,2
2019,8,27,GP102F,-63.4002,47.61822,18:32:05,Accroche et force ~ 2.2 kts,94,109,0,142,0,0,0,0,0,0,1
2019,8,27,GP119F,-63.2656,47.60638,20:03:56,Force a cause de vase ~ 2.2 kts,95,94,0,101,0,0,0,0,0,0,0
2019,8,28,GP167F,-62.831,47.5488,6:18:00,Accroche et force ~ 2.2 kts,7,0,1,67,1,0,0,0,0,0,6
2019,8,28,GP148F,-63.0208,47.53902,8:01:03,Accrochages ~ 2.1 kts,20,0,4,10,0,0,0,0,0,0,8
2019,8,28,GP132F,-63.1724,47.5763,9:24:02,Stable ~ 2.1 kts,190,260,2,331,0,0,0,0,0,0,0
2019,8,28,GP108F,-63.3552,47.55832,10:54:46,Accroche et force ~ 2.1 kts,25,93,0,134,0,0,0,0,0,0,6
2019,8,28,GP104F,-63.401,47.43798,12:14:46,Force a cause de vase ~ 2.1 kts,200,191,2,409,0,0,0,0,0,0,0
2019,8,28,GP117A1,-63.1851,47.40993,14:21:46,Force a cause de vase ~ 2.1 kts,45,60,0,93,0,0,0,0,0,0,1
2019,8,28,GP140F,-63.1303,47.43528,15:20:43,Force a cause de vase ~ 2.1 kts,260,87,1,613,0,0,0,0,0,0,0
2019,8,28,GP116F,-63.1481,47.28588,16:47:51,Stable ~ 2.2 kts,206,62,8,387,0,0,0,0,0,1,4
2019,8,28,GP146F,-63.0543,47.32832,17:54:02,Stable ~ 2.2 kts,128,39,0,237,6,0,0,0,0,0,0
2019,8,28,GP160F,-62.9029,47.38603,19:17:17,Stable ~ 2.1 kts,35,14,1,35,28,0,0,0,0,0,3
2019,8,29,GP161F,-62.84,47.26068,6:20:36,Stable ~ 2.1 kts,64,32,6,107,7,0,0,0,0,0,5
2019,8,29,GP188F,-62.632,47.25558,8:02:37,Stable ~ 2.1 kts,70,273,0,100,0,0,0,0,0,0,8
2019,8,29,GP190F,-62.6081,47.20775,9:01:20,Stable ~ 2.1 kts,144,193,19,707,1,0,0,0,0,1,0
2019,9,9,GP310F,-61.1412,47.37872,13:19:56,Stable ~ 2.2 kts,33,3,43,64,179,0,3,0,2,0,5
2019,9,9,GP308F,-61.1582,47.32515,14:15:38,Stable ~ 2.2 kts,126,23,66,261,134,0,3,0,1,2,9
2019,9,9,GP314F,-61.0995,47.32798,14:56:13,Stable ~ 2.1 kts,121,12,79,84,90,0,0,0,0,28,28
2019,9,9,GP321F,-61.0164,47.35805,15:57:34,Stable ~ 2.1 kts,48,51,52,229,49,0,3,0,0,4,4
2019,9,9,GP328F,-60.9347,47.44578,17:02:25,Stable ~ 2.1 kts,31,8,26,176,86,0,0,0,0,3,2
2019,9,9,GP338F,-60.7689,47.46215,18:10:41,Stable ~ 2.1 kts,29,30,30,296,86,0,1,0,0,1,3
2019,9,9,GP337F,-60.8044,47.3697,19:29:22,Stable ~ 2.1 kts,23,82,58,121,35,0,16,0,0,0,0
2019,9,10,GP345F,-60.6497,47.36703,6:34:49,Stable ~ 2.1 kts,25,30,72,83,0,0,8,0,0,19,18
2019,9,10,GP347F,-60.59,47.30948,7:25:10,Stable ~ 2.1 kts,27,1,11,24,0,0,1,0,0,3,16
2019,9,10,GP355F,-60.3697,47.20887,9:01:56,Stable ~ 2.1 kts,0,0,0,0,0,0,2,0,0,0,0
2019,9,10,GP349F,-60.4946,47.07675,11:19:24,Stable ~ 2.1 kts,64,16,1,159,0,0,101,74,0,0,0
2019,9,10,GP348F,-60.549,47.19663,13:09:21,Force ~ 2.1 kts,0,0,6,4,0,0,0,0,0,0,0
2019,9,10,GP343F,-60.6786,47.22123,14:54:47,Stable ~ 2.2 kts,4,6,0,28,0,0,5,0,0,0,1
2019,9,10,GP333F,-60.8767,47.27263,16:40:03,Stable ~ 2.1 kts,90,72,18,221,1,0,2,0,1,0,2
2019,9,11,GP271F,-61.7428,45.94607,6:38:37,Force a cause de vase ~ 2.1 kts,5,8,4,28,0,0,0,0,0,0,0
2019,9,11,GP270F,-61.7652,46.04568,7:41:18,Force a cause de vase ~ 2.1 kts,33,3,0,0,0,0,0,0,0,0,0
2019,9,11,GP264F,-61.8462,46.08003,8:40:47,Stable ~ 2.1 kts,31,6,5,29,0,0,0,0,0,0,0
2019,9,11,GP262F,-61.8809,46.06885,9:26:27,Force a cause de vase ~ 2.1 kts,55,20,0,29,0,0,0,0,2,0,0
2019,9,11,GP238F,-62.1024,46.10702,11:07:35,Stable ~ 2.1 kts,1,0,8,34,0,1,0,0,10,0,0
2019,9,11,GP231F,-62.186,46.21247,12:29:58,Stable ~ 2.1 kts,0,0,16,7,0,67,0,0,15,0,0
2019,9,11,GP241F,-62.0503,46.29678,13:44:04,Force a cause de vase ~ 2.1 kts,2,1,21,48,0,3,0,0,0,0,0
2019,9,12,GP265A1,-61.84,46.59485,13:28:38,Stable ~ 2.2 kts,6,0,264,24,1,0,0,0,1,196,9
2019,9,12,GP268F,-61.7738,46.68185,14:52:45,Force ~ 2.2 kts,111,34,31,22,0,0,0,0,0,71,36
2019,9,12,GP259F,-61.8873,46.68448,16:08:53,Accroche et force ~ 2.2 kts,48,4,18,53,0,0,0,0,0,26,22
2019,9,12,GP248F,-61.9748,46.7336,17:27:59,Accroche et force ~ 2.2 kts,195,64,62,663,0,0,0,0,0,0,1
2019,9,12,GP245F,-61.991,46.79025,18:36:24,Accroche et force ~ 2.2 kts,25,78,3,66,0,0,0,0,0,41,14
2019,9,13,GP232F,-62.1894,47.14885,6:41:47,Force ~ 2.1 kts,0,0,17,0,0,0,0,0,0,0,9
2019,9,13,GP215A2,-62.3338,46.94135,13:45:28,Accroche et force ~ 2.2 kts,184,57,2,104,0,0,0,0,0,0,10
2019,9,13,GP210F,-62.337,47.00942,14:55:50,Accroche et force ~ 2.2 kts,112,170,13,183,0,0,0,0,0,44,37
2019,9,13,GP229F,-62.1622,46.96213,16:39:23,Accroche et force ~ 2.2 kts,81,3,6,192,1,0,0,0,0,37,34
2019,9,13,GP246F,-62.0192,46.9582,17:53:25,Accroche et force ~ 2.2 kts,23,7,22,18,1,0,0,0,0,46,9
2019,9,13,GP244F,-62.0084,47.01433,18:51:34,Accroche et force ~ 2.1 kts,26,11,7,23,31,0,0,0,0,7,13
2019,9,14,GP255F,-61.907,47.05697,6:39:54,Accroche et force ~ 2.2 kts,1,0,48,6,6,0,0,0,0,118,10
2019,9,14,GP252F,-61.8555,46.88955,8:19:49,Accroche et force ~ 2.2 kts,163,86,5,212,1,0,0,0,0,10,20
2019,9,14,GP263F,-61.8667,46.77428,9:44:29,Accroche et force ~ 2.1 kts,112,285,127,334,1,0,0,0,0,63,2
2019,9,14,GP275F,-61.7183,46.8749,11:03:34,Stable ~ 2.2 kts,88,74,2,212,2,0,0,0,0,0,24
2019,9,14,GP279F,-61.6223,46.92862,11:57:14,Stable ~ 2.2 kts,89,27,3,85,17,0,0,0,0,24,43
2019,9,14,GP285F,-61.5579,47.01685,12:54:28,Stable ~ 2.2 kts,0,0,92,25,69,0,0,0,2,0,20
2019,9,19,GP330F,-60.9037,46.83058,6:47:31,Force ~ 2.2 kts,51,35,55,41,0,0,0,0,0,0,3
2019,9,19,GP336A1,-60.9371,46.9828,10:40:37,Force a cause de vase ~ 2.2 kts,31,0,4,91,0,0,2,0,0,0,0
2019,9,19,GP327F,-60.9534,47.00717,12:06:37,Stable ~ 2.2 kts,51,5,13,243,0,0,7,0,0,0,0
2019,9,19,GP332F,-60.8904,47.0055,13:27:02,Stable ~ 2.2 kts,49,1,13,62,0,0,8,0,0,0,0
2019,9,19,GP322F,-61.0067,46.93522,14:57:15,Stable ~ 2.2 kts,32,125,39,184,0,0,3,0,0,1,0
2019,9,20,GP319F,-61.1243,46.68198,6:48:26,Accroche et force ~ 2.2 kts,13,10,21,14,1,0,0,0,0,28,4
2019,9,20,GP304F,-61.2551,46.7986,8:25:57,Stable ~ 2.2 kts,97,288,3,286,0,0,0,0,0,0,1
2019,9,20,GP318F,-61.04,46.84977,10:03:14,Force ~ 2.2 kts,125,11,193,106,0,0,2,0,0,0,3
2019,9,20,GP309F,-61.1484,46.90937,11:22:24,Stable ~ 2.2 kts,63,25,11,100,4,0,1,0,0,2,3
2019,9,20,GP302F,-61.3443,46.86515,13:07:45,Stable ~ 2.2 kts,153,97,18,266,0,0,1,0,0,0,1
2019,9,20,GP288F,-61.5064,46.79908,14:36:59,Stable ~ 2.2 kts,130,109,41,186,0,0,0,0,0,0,1
2019,9,20,GP291F,-61.4555,46.9014,15:42:21,Force ~ 2.2 kts,29,124,7,108,1,0,0,0,0,29,3
2019,9,20,GP296F,-61.3997,46.96182,16:49:37,Stable ~ 2.2 kts,133,67,28,100,17,0,0,0,0,14,34
2019,9,20,GP297F,-61.3807,47.00652,17:40:52,Stable ~ 2.2 kts,67,10,16,154,33,0,0,0,0,6,26
2019,9,20,GP307F,-61.157,47.04532,19:03:23,Stable ~ 2.2 kts,46,66,71,321,44,0,4,0,1,0,0
2019,9,21,GP305F,-61.2418,46.63523,7:33:47,Stable ~ 2.2 kts,50,129,57,107,0,0,0,0,0,0,2
2019,9,22,GP306F,-61.2347,46.69187,6:50:48,Force a cause de vase ~ 2.2 kts,54,2,0,15,0,0,0,0,0,1,1
2019,9,22,GP299F,-61.3554,46.73598,8:02:17,Stable ~ 2.2 kts,59,291,8,317,0,0,0,0,0,6,0
2019,9,22,GP283F,-61.6065,46.73807,10:08:32,Stable ~ 2.2 kts,134,104,3,282,0,0,0,0,0,3,0
2019,9,22,GP274F,-61.7082,46.61497,11:48:50,Stable ~ 2.2 kts,149,50,156,142,1,0,0,0,0,52,36
2019,9,22,GP286F,-61.5455,46.60933,13:09:44,Stable ~ 2.1 kts,117,18,1,157,0,0,0,0,0,21,4
2019,9,22,GP292F,-61.4462,46.5326,14:22:55,Stable ~ 2.1 kts,75,39,0,78,0,0,0,0,0,0,0
2019,9,22,GP298F,-61.409,46.51155,15:08:06,Stable ~ 2.2 kts,16,22,61,25,0,0,0,0,0,83,4
2019,9,22,GP289F,-61.4782,46.45567,16:15:32,Force a cause de vase ~ 2.2 kts,63,36,0,19,0,0,0,0,0,0,0
2019,9,22,GP280F,-61.6207,46.38135,17:44:59,Force a cause de vase ~ 2.2 kts,74,17,0,73,0,0,0,0,0,0,0
2019,9,24,GP272F,-61.7486,46.47802,6:59:40,Stable ~ 2.1 kts,2,2,309,54,503,3,0,0,21,0,0
2019,9,24,GP267F,-61.7858,46.39273,8:07:50,Stable ~ 2.1 kts,4,0,35,57,61,77,0,0,17,0,0
2019,9,24,GP256F,-61.9169,46.32177,9:15:27,Stable ~ 2.1 kts,1,3,16,36,77,133,0,0,0,0,0
2019,9,24,GP254F,-61.8611,46.26535,10:13:10,Stable ~ 2.1 kts,66,12,2,16,1,2,0,0,0,0,1
2019,9,24,GP276F,-61.7417,46.25272,11:25:45,Stable ~ 2.1 kts,37,7,5,9,0,0,0,0,0,0,0
2019,9,24,GP266F,-61.7961,46.12465,12:46:58,Stable ~ 2.2 kts,16,1,0,9,0,0,0,0,1,0,0
2019,9,24,GP277F,-61.6388,46.10865,14:50:05,Stable ~ 2.1 kts,7,1,0,32,0,0,0,0,0,0,0
2019,9,24,GP284F,-61.5958,46.21822,16:00:08,Force a cause de vase ~ 2.2 kts,36,1,0,13,0,0,0,0,0,0,6
2019,9,24,GP294F,-61.4398,46.20392,17:21:06,Stable ~ 2.2 kts,13,0,49,10,1,112,0,0,8,0,3
2019,9,24,GP301F,-61.3484,46.30178,18:29:14,Stable ~ 2.2 kts,46,31,8,7,1,2,0,0,1,0,2
2019,9,25,GP340F,-60.7477,47.05418,7:14:51,Stable ~ 2.2 kts,43,0,0,63,0,0,11,2,0,0,0
2019,9,25,GP317F,-61.0522,47.10832,10:13:21,Stable ~ 2.2 kts,41,200,14,263,0,0,1,0,0,0,0
2019,9,25,GP311F,-61.1122,47.16655,11:36:00,Stable ~ 2.2 kts,31,116,94,346,5,0,0,0,0,0,1
2019,9,25,GP339F,-60.7582,47.15142,14:55:34,Stable ~ 2.2 kts,21,0,2,57,0,0,8,1,0,0,0
2019,9,25,GP329F,-60.9176,47.17207,16:04:51,Accroche et force ~ 2.2 kts,23,31,1,18,0,0,1,0,0,1,13
2020,7,13,GP354F,-60.3891,47.38342,,Stable ~ 2.2 kts,5,0,34,14,0,0,1,0,0,0,5
2020,7,13,GP351F,-60.4598,47.43172,,Stable ~ 2.2 kts,90,12,3,129,0,0,3,2,0,0,3
2020,7,13,GP353F,-60.4023,47.52274,,Force a cause de vase ~ 2.1 kts,1,0,0,2,0,0,2,0,0,0,0
2020,7,13,GP352F,-60.4383,47.55623,,Stable ~ 2.2 kts,154,0,0,0,0,0,9,10,0,0,0
2020,7,13,GP350F,-60.4816,47.50993,,Stable ~ 2.2 kts,17,0,7,709,0,0,35,2,0,0,0
2020,7,13,GP346F,-60.6085,47.47949,,Stable ~ 2.2 kts,18,90,0,108,0,0,0,0,0,0,2
2020,7,13,GP342F,-60.6951,47.5666,,Stable ~ 2.2 kts,202,13,0,79,0,0,0,0,0,0,21
2020,7,13,GP334F,-60.848,47.5567,,Stable ~ 2.2 kts,19,7,1,18,1,0,0,0,0,0,5
2020,7,15,GP323F,-61.0043,47.62734,,Stable ~ 2.1 kts,71,1,11,11,0,0,0,0,9,0,10
2020,7,16,GP325F,-60.953,47.78161,,Stable ~ 2.1 kts,288,24,0,62,0,0,0,0,0,0,16
2020,7,16,GP335F,-60.8334,47.76923,,Stable ~ 2.1 kts,17,123,1,113,0,0,0,0,0,0,3
2020,7,16,GP344F,-60.6772,47.74388,,Accroche et force ~ 2.1 kts,12,6,16,48,0,0,4,0,0,0,3
2020,7,16,GP341F,-60.6975,47.81416,,Stable ~ 2.1 kts,41,0,0,0,0,0,11,6,0,0,0
2020,7,16,GP331F,-60.8997,47.83208,,Stable ~ 2.1 kts,31,137,3,119,0,0,2,0,0,0,6
2020,7,16,GP326F,-60.9773,47.82104,,Stable ~ 2.2 kts,139,51,0,78,0,0,0,0,0,0,4
2020,7,16,GP315F,-61.0874,47.84505,,Accroche et force ~ 2.2 kts,2,0,1,0,0,0,0,0,0,31,4
2020,7,16,GP324F,-60.964,47.91501,,Stable ~ 2.2 kts,13,47,4,138,0,0,1,0,0,0,3
2020,7,16,GP313F,-61.1034,47.96804,,Stable ~ 2.2 kts,40,89,1,53,0,0,0,0,1,0,2
2020,7,16,GP320F,-61.0136,48.03339,,Stable ~ 2.2 kts,32,1,0,0,0,0,0,6,0,0,0
2020,7,16,GP312F,-61.1097,48.07849,,Force a cause de vase ~ 2.2 kts,0,0,0,1,0,0,1,4,0,0,0
2020,7,16,GP316F,-61.2409,48.19557,,Force a cause de vase ~ 2.1 kts,0,0,0,0,0,0,0,0,0,0,0
2020,7,16,GP295F,-61.4039,48.09405,,Stable ~ 2.1 kts,38,11,8,38,0,0,3,0,0,0,2
2020,7,17,GP293F,-61.427,48.22076,,Force a cause de vase ~ 2.2 kts,1,0,0,0,0,0,0,1,0,0,0
2020,7,17,GP282F,-61.606,48.22446,,Force a cause de vase ~ 2.2 kts,0,1,0,0,0,0,3,2,0,0,0
2020,7,17,GP273F,-61.7068,48.11378,,Stable ~ 2.2 kts,224,30,7,44,0,0,0,0,0,0,3
2020,7,17,GP269F,-61.7842,48.28377,,Force a cause de vase ~ 2.2 kts,0,1,0,0,0,0,0,0,0,0,0
2020,7,17,GP260F,-61.8835,48.23476,,Force a cause de vase ~ 2.1 kts,10,0,0,18,0,0,9,7,0,0,0
2020,7,17,GP251F,-61.9518,48.2492,,Force ~ 2.2 kts,0,0,0,1,0,0,6,7,0,0,0
2020,7,17,GP250F,-61.9407,48.28762,,Force a cause de vase ~ 2.2 kts,1,0,0,1,0,0,10,0,0,0,0
2020,7,17,GP235F,-62.1117,48.40299,,Force a cause de vase ~ 2.2 kts,1,0,0,0,0,0,1,1,0,0,0
2020,7,17,GP237F,-62.1084,48.36001,,Force ~ 2.2 kts,0,0,0,1,0,0,0,0,0,0,0
2020,7,17,GP208F,-62.3777,48.26785,,Stable ~ 2.2 kts,14,7,4,24,0,0,0,0,0,0,8
2020,7,18,GP120F,-63.2434,48.91078,,Force a cause de vase ~ 2.2 kts,1,0,0,0,0,0,2,0,0,0,0
2020,7,18,GP098F,-63.4243,48.93282,,Force a cause de vase ~ 2.2 kts,1,0,0,0,0,0,0,0,0,0,0
2020,7,18,GP081FR,-63.5934,48.89923,,Stable ~ 2.2 kts,0,0,0,0,0,0,2,1,0,0,0
2020,7,18,GP072A1,-63.669,48.73963,,Accroche et force ~ 2.2 kts,0,2,28,0,0,0,1,1,0,0,0
2020,7,18,GP085F,-63.5538,48.83465,,Force a cause de vase ~ 2.2 kts,0,0,0,5,0,0,8,3,0,0,0
2020,7,18,GP109F,-63.3491,48.83896,,Force a cause de vase ~ 2.2 kts,0,0,0,0,0,0,0,0,0,0,0
2020,7,18,GP122F,-63.2707,48.75381,,Stable ~ 2.2 kts,2,1,0,0,0,0,1,0,0,0,0
2020,7,19,GP121F,-63.2382,48.66839,,Force a cause de vase ~ 2.2 kts,0,4,0,7,0,0,2,3,0,0,1
2020,7,19,GP142F,-63.107,48.71456,,Force a cause de vase ~ 2.2 kts,0,0,0,0,0,0,0,0,0,0,0
2020,7,19,GP156F,-62.9307,48.59182,,Force a cause de vase ~ 2.1 kts,0,0,0,1,0,0,1,0,0,0,0
2020,7,19,GP134F,-63.1471,48.56482,,Stable ~ 2.2 kts,9,10,0,12,0,0,1,6,0,0,0
2020,7,19,GP139F,-63.1371,48.55024,,Force ~ 2.2 kts,6,2,0,11,0,0,8,4,0,0,0
2020,7,19,GP115F,-63.3033,48.44001,,Accroche et force ~ 2.2 kts,64,36,167,72,0,0,7,0,0,0,0
2020,7,19,GP130F,-63.1718,48.30887,,Stable ~ 2.2 kts,6,0,18,3,0,0,0,0,0,356,110
2020,7,19,GP152F,-62.9781,48.31124,,Stable ~ 2.2 kts,82,108,0,111,0,0,1,0,0,0,2
2020,7,19,GP138F,-62.9629,48.38669,,Stable ~ 2.2 kts,31,13,1,107,0,0,3,0,0,0,9
2020,7,19,GP166F,-62.8464,48.4164,,Stable ~ 2.1 kts,1,0,9,88,0,0,52,7,0,0,0
2020,7,19,GP187F,-62.6356,48.44585,,Force a cause de vase ~ 2.1 kts,0,0,0,0,0,0,2,0,0,0,0
2020,7,20,GP203F,-62.4404,48.35985,,Force a cause de vase ~ 2.2 kts,2,1,1,27,0,0,21,7,0,0,0
2020,7,20,GP181F,-62.6751,48.30833,,Force ~ 2.1 kts,11,5,1,10,0,0,1,0,0,1,0
2020,7,20,GP165A1,-62.9147,48.31736,,Force ~ 2.1 kts,24,11,2,28,0,0,1,0,2,0,0
2020,7,20,GP153F,-62.9684,48.20973,,Stable ~ 2.2 kts,40,58,0,40,0,0,0,0,0,0,5
2020,7,20,GP169F,-62.848,48.17887,,Stable ~ 2.2 kts,48,41,0,48,0,0,0,0,0,0,1
2020,7,20,GP180F,-62.6854,48.18836,,Stable ~ 2.1 kts,12,32,0,54,0,0,7,0,0,0,2
2020,7,20,GP185F,-62.6639,48.14403,,Stable ~ 2.2 kts,51,9,0,100,0,0,4,0,0,0,0
2020,7,20,GP201F,-62.5406,48.1734,,Stable ~ 2.2 kts,27,14,0,29,0,0,0,0,0,0,4
2020,7,20,GP207F,-62.2947,48.1489,,Stable ~ 2.2 kts,34,35,0,59,0,0,0,0,0,0,1
2020,7,20,GP227F,-62.2104,48.1814,,Stable ~ 2.2 kts,18,2,0,27,0,0,2,0,0,0,1
2020,7,20,GP230F,-62.182,48.13862,,Stable ~ 2.2 kts,26,9,0,29,0,0,0,0,0,0,5
2020,7,21,GP217F,-62.3767,48.07812,,Stable ~ 2.1 kts,49,39,0,63,0,0,0,0,0,0,2
2020,7,21,GP200F,-62.5031,48.06507,,Stable ~ 2.1 kts,25,10,0,42,10,0,0,0,1,0,1
2020,7,21,GP218F,-62.3675,48.03358,,Stable ~ 2.1 kts,77,142,0,31,0,0,0,0,0,0,15
