date,set__trait,set_number__numéro_trait,species__espèces,species_name__nom_espèces,number_caught__quantité_capturé,weight_caught__poids_capturé,comment__commentaire
9/9/2020,GP336F,7,201,thorny_skate__raie_epineuse,2,1.03,Force a cause de vase ~ 2.2 kts
9/10/2020,GP330F,1,10,Atlantic_cod__morue_franche,28,2.96,Stable ~ 2.1 kts
9/10/2020,GP330F,1,40,American_plaice__plie_americaine,46,2.82,Stable ~ 2.1 kts
9/10/2020,GP330F,1,201,thorny_skate__raie_epineuse,2,0.76,Stable ~ 2.1 kts
9/10/2020,GP330F,1,2521,Hyas_coarctatus,18,0.31,Stable ~ 2.1 kts
9/10/2020,GP318F,2,10,Atlantic_cod__morue_franche,45,6.86,Stable ~ 2.1 kts
9/10/2020,GP318F,2,40,American_plaice__plie_americaine,163,14.39,Stable ~ 2.1 kts
9/10/2020,GP318F,2,201,thorny_skate__raie_epineuse,1,0.14,Stable ~ 2.1 kts
9/10/2020,GP322F,3,10,Atlantic_cod__morue_franche,4,0.79,Stable ~ 2.2 kts
9/10/2020,GP322F,3,40,American_plaice__plie_americaine,134,12.93,Stable ~ 2.2 kts
9/10/2020,GP322F,3,201,thorny_skate__raie_epineuse,1,0.43,Stable ~ 2.2 kts
9/10/2020,GP309F,4,10,Atlantic_cod__morue_franche,3,0.34,Stable ~ 2.2 kts
9/10/2020,GP309F,4,40,American_plaice__plie_americaine,119,6.78,Stable ~ 2.2 kts
9/10/2020,GP309F,4,42,Yellowtail_flounder__limande_a_queue_jaune,2,0.11,Stable ~ 2.2 kts
9/10/2020,GP309F,4,1823,sea_potato__patate_de_mer,2,0.3,Stable ~ 2.2 kts
9/10/2020,GP302F,5,10,Atlantic_cod__morue_franche,21,2.06,Stable ~ 2.2 kts
9/10/2020,GP302F,5,40,American_plaice__plie_americaine,303,20.06,Stable ~ 2.2 kts
9/10/2020,GP302F,5,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.08,Stable ~ 2.2 kts
9/10/2020,GP302F,5,2521,Hyas_coarctatus,2,0.06,Stable ~ 2.2 kts
9/10/2020,GP304F,6,10,Atlantic_cod__morue_franche,32,3.36,Stable ~ 2.1 kts
9/10/2020,GP304F,6,40,American_plaice__plie_americaine,213,14.62,Stable ~ 2.1 kts
9/10/2020,GP299F,7,10,Atlantic_cod__morue_franche,5,0.48,Stable ~ 2.2 kts
9/10/2020,GP299F,7,40,American_plaice__plie_americaine,64,5.27,Stable ~ 2.2 kts
9/10/2020,GP299F,7,2521,Hyas_coarctatus,2,0.04,Stable ~ 2.2 kts
9/10/2020,GP306F,8,10,Atlantic_cod__morue_franche,6,0.84,Stable ~ 2.2 kts
9/10/2020,GP306F,8,40,American_plaice__plie_americaine,84,10.48,Stable ~ 2.2 kts
9/10/2020,GP305F,9,40,American_plaice__plie_americaine,102,6.46,Stable ~ 2.2 kts
9/10/2020,GP305F,9,2521,Hyas_coarctatus,1,0.02,Stable ~ 2.2 kts
9/10/2020,GP319F,10,10,Atlantic_cod__morue_franche,3,0.52,Accroche et force ~ 2.0 kts
9/10/2020,GP319F,10,40,American_plaice__plie_americaine,28,1.22,Accroche et force ~ 2.0 kts
9/10/2020,GP319F,10,2521,Hyas_coarctatus,10,0.21,Accroche et force ~ 2.0 kts
7/17/2021,GP354F,1,10,Atlantic_cod__morue_franche,32,6.81,Stable ~ 2.2 kts
7/17/2021,GP354F,1,40,American_plaice__plie_americaine,9,1.41,Stable ~ 2.2 kts
7/17/2021,GP354F,1,201,thorny_skate__raie_epineuse,3,3.12,Stable ~ 2.2 kts
7/17/2021,GP354F,1,2521,Hyas_coarctatus,2,0.35,Stable ~ 2.2 kts
7/17/2021,GP351F,2,10,Atlantic_cod__morue_franche,2,0.43,Stable ~ 2.1 kts
7/17/2021,GP351F,2,40,American_plaice__plie_americaine,71,5.02,Stable ~ 2.1 kts
7/17/2021,GP351F,2,201,thorny_skate__raie_epineuse,13,2.34,Stable ~ 2.1 kts
7/17/2021,GP353F,3,40,American_plaice__plie_americaine,2,0.17,Force ~ 2.2 kts
7/17/2021,GP353F,3,201,thorny_skate__raie_epineuse,2,1.53,Force ~ 2.2 kts
7/17/2021,GP353F,3,202,smooth_skate__raie_lisse,10,3.19,Force ~ 2.2 kts
7/17/2021,GP352F,4,40,American_plaice__plie_americaine,3,0.77,Stable ~ 2.2 kts
7/17/2021,GP352F,4,201,thorny_skate__raie_epineuse,3,1.84,Stable ~ 2.2 kts
7/17/2021,GP350F,5,10,Atlantic_cod__morue_franche,2,0.42,Stable ~ 2.1 kts
7/17/2021,GP350F,5,40,American_plaice__plie_americaine,87,9.82,Stable ~ 2.1 kts
7/17/2021,GP350F,5,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.13,Stable ~ 2.1 kts
7/17/2021,GP350F,5,201,thorny_skate__raie_epineuse,5,0.59,Stable ~ 2.1 kts
7/17/2021,GP346F,6,40,American_plaice__plie_americaine,26,1.22,buffer entre 12f et 19 - stable ~ 2.2 kts
7/17/2021,GP346F,6,2521,Hyas_coarctatus,1,0.05,buffer entre 12f et 19 - stable ~ 2.2 kts
7/17/2021,GP342F,7,40,American_plaice__plie_americaine,53,5.25,Stable ~ 2.1 kts
7/17/2021,GP342F,7,2521,Hyas_coarctatus,5,0.76,Stable ~ 2.1 kts
7/17/2021,GP334F,8,10,Atlantic_cod__morue_franche,5,0.56,Accroche et force ~ 2.1 kts
7/17/2021,GP334F,8,40,American_plaice__plie_americaine,1,0.33,Accroche et force ~ 2.1 kts
7/17/2021,GP334F,8,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.05,Accroche et force ~ 2.1 kts
7/17/2021,GP334F,8,1823,sea_potato__patate_de_mer,1,0.22,Accroche et force ~ 2.1 kts
7/17/2021,GP334F,8,2521,Hyas_coarctatus,6,0.87,Accroche et force ~ 2.1 kts
7/17/2021,GP323F,9,10,Atlantic_cod__morue_franche,2,0.78,Stable ~ 2.1 kts
7/17/2021,GP323F,9,40,American_plaice__plie_americaine,23,1.62,Stable ~ 2.1 kts
7/17/2021,GP323F,9,42,Yellowtail_flounder__limande_a_queue_jaune,95,4.49,Stable ~ 2.1 kts
7/17/2021,GP323F,9,2521,Hyas_coarctatus,2,0.11,Stable ~ 2.1 kts
7/17/2021,GP325F,10,40,American_plaice__plie_americaine,174,10.21,Stable ~ 2.1 kts
7/17/2021,GP325F,10,42,Yellowtail_flounder__limande_a_queue_jaune,36,3.44,Stable ~ 2.1 kts
7/17/2021,GP335F,11,10,Atlantic_cod__morue_franche,2,0.24,Stable ~ 2.1 kts
7/17/2021,GP335F,11,40,American_plaice__plie_americaine,81,3.93,Stable ~ 2.1 kts
7/17/2021,GP335F,11,2521,Hyas_coarctatus,1,0.03,Stable ~ 2.1 kts
7/17/2021,GP344F,12,10,Atlantic_cod__morue_franche,9,0.82,Stable ~ 2.1 kts
7/17/2021,GP344F,12,40,American_plaice__plie_americaine,20,2.13,Stable ~ 2.1 kts
7/17/2021,GP341F,13,10,Atlantic_cod__morue_franche,10,4.18,Force ~ 2.2 kts
7/17/2021,GP341F,13,40,American_plaice__plie_americaine,18,3.61,Force ~ 2.2 kts
7/17/2021,GP341F,13,201,thorny_skate__raie_epineuse,46,20.29,Force ~ 2.2 kts
7/17/2021,GP341F,13,202,smooth_skate__raie_lisse,1,0.19,Force ~ 2.2 kts
7/18/2021,GP331F,1,40,American_plaice__plie_americaine,149,4.83,Stable ~ 2.1 kts
7/18/2021,GP331F,1,2521,Hyas_coarctatus,2,0.11,Stable ~ 2.1 kts
7/18/2021,GP326F,2,40,American_plaice__plie_americaine,171,8.59,Stable ~ 2.1 kts
7/18/2021,GP326F,2,2521,Hyas_coarctatus,1,0.04,Stable ~ 2.1 kts
7/18/2021,GP315A1,4,10,Atlantic_cod__morue_franche,1,0.26,Accroche et force ~ 2.2 kts
7/18/2021,GP315A1,4,40,American_plaice__plie_americaine,1,0.12,Accroche et force ~ 2.2 kts
7/18/2021,GP315A1,4,1823,sea_potato__patate_de_mer,17,2.05,Accroche et force ~ 2.2 kts
7/18/2021,GP324A1,7,40,American_plaice__plie_americaine,52,1.39,Stable ~ 2.1 kts
7/18/2021,GP324A1,7,2521,Hyas_coarctatus,3,0.14,Stable ~ 2.1 kts
7/18/2021,GP320F,8,10,Atlantic_cod__morue_franche,3,5.65,buffer creux d eau - stable ~ 2.1 kts
7/18/2021,GP320F,8,201,thorny_skate__raie_epineuse,3,0.66,buffer creux d eau - stable ~ 2.1 kts
7/18/2021,GP320F,8,202,smooth_skate__raie_lisse,2,1.09,buffer creux d eau - stable ~ 2.1 kts
7/18/2021,GP312F,9,201,thorny_skate__raie_epineuse,2,0.04,buffer creux d eau - stable ~ 2.1 kts
7/18/2021,GP312F,9,202,smooth_skate__raie_lisse,3,1.54,buffer creux d eau - stable ~ 2.1 kts
7/18/2021,GP313F,10,40,American_plaice__plie_americaine,23,1.3,Stable ~ 2.1 kts
7/18/2021,GP313F,10,2521,Hyas_coarctatus,6,0.44,Stable ~ 2.1 kts
7/19/2021,GP303F,1,10,Atlantic_cod__morue_franche,1,0.21,Stable ~ 2.1 kts
7/19/2021,GP303F,1,40,American_plaice__plie_americaine,6,1.77,Stable ~ 2.1 kts
7/19/2021,GP303F,1,1823,sea_potato__patate_de_mer,42,2.19,Stable ~ 2.1 kts
7/19/2021,GP303F,1,2521,Hyas_coarctatus,12,1.48,Stable ~ 2.1 kts
7/19/2021,GP287F,2,10,Atlantic_cod__morue_franche,1,0.12,Accroche et force ~ 2.2 kts
7/19/2021,GP287F,2,40,American_plaice__plie_americaine,1,0.06,Accroche et force ~ 2.2 kts
7/19/2021,GP287F,2,1823,sea_potato__patate_de_mer,18,0.68,Accroche et force ~ 2.2 kts
7/19/2021,GP287F,2,2521,Hyas_coarctatus,3,0.28,Accroche et force ~ 2.2 kts
7/19/2021,GP290F,3,10,Atlantic_cod__morue_franche,1,0.09,Stable ~ 2.1 kts
7/19/2021,GP290F,3,40,American_plaice__plie_americaine,5,0.52,Stable ~ 2.1 kts
7/19/2021,GP290F,3,1823,sea_potato__patate_de_mer,4,0.78,Stable ~ 2.1 kts
7/19/2021,GP290F,3,2521,Hyas_coarctatus,6,0.99,Stable ~ 2.1 kts
7/19/2021,GP295F,4,10,Atlantic_cod__morue_franche,4,0.27,Stable ~ 2.1 kts
7/19/2021,GP295F,4,40,American_plaice__plie_americaine,19,1.41,Stable ~ 2.1 kts
7/19/2021,GP295F,4,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.19,Stable ~ 2.1 kts
7/19/2021,GP295F,4,2521,Hyas_coarctatus,2,0.64,Stable ~ 2.1 kts
7/19/2021,GP316F,5,201,thorny_skate__raie_epineuse,1,1.05,Force a cause de vase ~ 2.1 kts
7/19/2021,GP316F,5,202,smooth_skate__raie_lisse,1,0.14,Force a cause de vase ~ 2.1 kts
7/19/2021,GP293F,6,201,thorny_skate__raie_epineuse,1,0.41,Force a cause de vase ~ 2.1 kts
7/19/2021,GP282F,7,201,thorny_skate__raie_epineuse,1,2.52,Force a cause de vase ~ 2.1 kts
7/19/2021,GP282F,7,202,smooth_skate__raie_lisse,1,0.55,Force a cause de vase ~ 2.1 kts
7/19/2021,GP273F,8,10,Atlantic_cod__morue_franche,12,1.74,Stable ~ 2.1 kts
7/19/2021,GP273F,8,40,American_plaice__plie_americaine,26,0.73,Stable ~ 2.1 kts
7/19/2021,GP273F,8,201,thorny_skate__raie_epineuse,1,0.02,Stable ~ 2.1 kts
7/19/2021,GP273F,8,2521,Hyas_coarctatus,1,0.02,Stable ~ 2.1 kts
7/19/2021,GP260F,9,40,American_plaice__plie_americaine,6,0.46,Stable ~ 2.1 kts
7/19/2021,GP260F,9,201,thorny_skate__raie_epineuse,18,6.48,Stable ~ 2.1 kts
7/19/2021,GP260F,9,202,smooth_skate__raie_lisse,10,2.14,Stable ~ 2.1 kts
7/19/2021,GP269F,10,201,thorny_skate__raie_epineuse,1,0.71,Force a cause de vase ~ 2.2 kts
7/19/2021,GP251F,11,10,Atlantic_cod__morue_franche,6,5.35,Accrochages ~ 2.1 kts
7/19/2021,GP251F,11,40,American_plaice__plie_americaine,6,0.32,Accrochages ~ 2.1 kts
7/19/2021,GP251F,11,201,thorny_skate__raie_epineuse,10,4.29,Accrochages ~ 2.1 kts
7/19/2021,GP251F,11,202,smooth_skate__raie_lisse,5,0.89,Accrochages ~ 2.1 kts
7/20/2021,GP250F,1,40,American_plaice__plie_americaine,8,2.01,Force a cause de vase ~ 2.1 kts
7/20/2021,GP250F,1,201,thorny_skate__raie_epineuse,5,3.21,Force a cause de vase ~ 2.1 kts
7/20/2021,GP250F,1,202,smooth_skate__raie_lisse,5,0.6,Force a cause de vase ~ 2.1 kts
7/20/2021,GP235F,2,201,thorny_skate__raie_epineuse,4,2.81,Force a cause de vase ~ 2.1 kts
7/20/2021,GP235F,2,202,smooth_skate__raie_lisse,3,0.79,Force a cause de vase ~ 2.1 kts
7/20/2021,GP237A3,6,10,Atlantic_cod__morue_franche,26,8.12,Stable ~ 2.1 kts
7/20/2021,GP237A3,6,40,American_plaice__plie_americaine,19,2.37,Stable ~ 2.1 kts
7/20/2021,GP237A3,6,201,thorny_skate__raie_epineuse,36,6.54,Stable ~ 2.1 kts
7/20/2021,GP207A1,8,10,Atlantic_cod__morue_franche,9,1.95,Stable ~ 2.2 kts
7/20/2021,GP207A1,8,40,American_plaice__plie_americaine,40,3.67,Stable ~ 2.2 kts
7/20/2021,GP207A1,8,1823,sea_potato__patate_de_mer,9,1.16,Stable ~ 2.2 kts
7/20/2021,GP207A1,8,2521,Hyas_coarctatus,8,0.43,Stable ~ 2.2 kts
7/20/2021,GP208F,9,10,Atlantic_cod__morue_franche,7,2.13,Force ~ 2.1 kts
7/20/2021,GP208F,9,40,American_plaice__plie_americaine,2,0.81,Force ~ 2.1 kts
7/20/2021,GP208F,9,201,thorny_skate__raie_epineuse,17,4.52,Force ~ 2.1 kts
7/20/2021,GP208F,9,202,smooth_skate__raie_lisse,3,1.98,Force ~ 2.1 kts
7/21/2021,GP156F,1,201,thorny_skate__raie_epineuse,1,0.74,Force a cause de vase ~ 2.1 kts
7/21/2021,GP134F,2,10,Atlantic_cod__morue_franche,3,0.68,Force a cause de vase ~ 2.1 kts
7/21/2021,GP134F,2,40,American_plaice__plie_americaine,7,1.97,Force a cause de vase ~ 2.1 kts
7/21/2021,GP134F,2,201,thorny_skate__raie_epineuse,12,10.22,Force a cause de vase ~ 2.1 kts
7/21/2021,GP134F,2,202,smooth_skate__raie_lisse,3,0.99,Force a cause de vase ~ 2.1 kts
7/21/2021,GP139F,3,40,American_plaice__plie_americaine,13,1.99,Force a cause de vase ~ 2.1 kts
7/21/2021,GP139F,3,201,thorny_skate__raie_epineuse,4,2.01,Force a cause de vase ~ 2.1 kts
7/21/2021,GP121F,4,10,Atlantic_cod__morue_franche,4,1.09,Force a cause de vase ~ 2.1 kts
7/21/2021,GP121F,4,40,American_plaice__plie_americaine,8,1.05,Force a cause de vase ~ 2.1 kts
7/21/2021,GP121F,4,201,thorny_skate__raie_epineuse,3,1.86,Force a cause de vase ~ 2.1 kts
7/21/2021,GP121F,4,202,smooth_skate__raie_lisse,1,0.71,Force a cause de vase ~ 2.1 kts
7/21/2021,GP142F,5,40,American_plaice__plie_americaine,1,0.23,Force a cause de vase ~ 2.1 kts
7/21/2021,GP142F,5,201,thorny_skate__raie_epineuse,5,2.1,Force a cause de vase ~ 2.1 kts
7/21/2021,GP122F,6,40,American_plaice__plie_americaine,2,0.18,Force a cause de vase ~ 2.1 kts
7/21/2021,GP122F,6,201,thorny_skate__raie_epineuse,3,4.52,Force a cause de vase ~ 2.1 kts
7/21/2021,GP122F,6,202,smooth_skate__raie_lisse,2,0.61,Force a cause de vase ~ 2.1 kts
7/21/2021,GP109F,7,10,Atlantic_cod__morue_franche,1,0.82,Force a cause de vase ~ 2.1 kts
7/21/2021,GP109F,7,40,American_plaice__plie_americaine,3,0.41,Force a cause de vase ~ 2.1 kts
7/21/2021,GP109F,7,201,thorny_skate__raie_epineuse,10,4.98,Force a cause de vase ~ 2.1 kts
7/21/2021,GP120F,8,40,American_plaice__plie_americaine,1,0.04,Force a cause de vase ~ 2.1 kts
7/21/2021,GP120F,8,201,thorny_skate__raie_epineuse,5,5.06,Force a cause de vase ~ 2.1 kts
7/21/2021,GP120F,8,202,smooth_skate__raie_lisse,2,1.35,Force a cause de vase ~ 2.1 kts
7/22/2021,GP098F,1,40,American_plaice__plie_americaine,3,0.45,Force a cause de vase ~ 2.1 kts
7/22/2021,GP098F,1,201,thorny_skate__raie_epineuse,5,6.27,Force a cause de vase ~ 2.1 kts
7/22/2021,GP081F,2,10,Atlantic_cod__morue_franche,2,0.41,Force a cause de vase ~ 2.1 kts
7/22/2021,GP081F,2,40,American_plaice__plie_americaine,3,0.89,Force a cause de vase ~ 2.1 kts
7/22/2021,GP081F,2,201,thorny_skate__raie_epineuse,5,1.67,Force a cause de vase ~ 2.1 kts
7/22/2021,GP081F,2,202,smooth_skate__raie_lisse,1,0.26,Force a cause de vase ~ 2.1 kts
7/22/2021,GP085F,3,10,Atlantic_cod__morue_franche,2,0.36,Force a cause de vase ~ 2.1 kts
7/22/2021,GP085F,3,40,American_plaice__plie_americaine,11,2.47,Force a cause de vase ~ 2.1 kts
7/22/2021,GP085F,3,201,thorny_skate__raie_epineuse,7,4.26,Force a cause de vase ~ 2.1 kts
7/22/2021,GP085F,3,202,smooth_skate__raie_lisse,2,1.07,Force a cause de vase ~ 2.1 kts
7/22/2021,GP072F,4,10,Atlantic_cod__morue_franche,154,45.72,Force ~ 2.2 kts
7/22/2021,GP072F,4,40,American_plaice__plie_americaine,13,3.29,Force ~ 2.2 kts
7/22/2021,GP072F,4,201,thorny_skate__raie_epineuse,12,2.14,Force ~ 2.2 kts
7/22/2021,GP078F,5,10,Atlantic_cod__morue_franche,48,22.68,Force a cause de vase ~ 2.1 kts
7/22/2021,GP078F,5,40,American_plaice__plie_americaine,33,6.21,Force a cause de vase ~ 2.1 kts
7/22/2021,GP078F,5,201,thorny_skate__raie_epineuse,3,1.02,Force a cause de vase ~ 2.1 kts
7/22/2021,GP107F,6,10,Atlantic_cod__morue_franche,66,20.7,Force a cause de vase ~ 2.1 kts
7/22/2021,GP107F,6,40,American_plaice__plie_americaine,20,4.02,Force a cause de vase ~ 2.1 kts
7/22/2021,GP107F,6,201,thorny_skate__raie_epineuse,2,0.18,Force a cause de vase ~ 2.1 kts
7/22/2021,GP107F,6,202,smooth_skate__raie_lisse,4,1.54,Force a cause de vase ~ 2.1 kts
7/22/2021,GP083A1,8,10,Atlantic_cod__morue_franche,49,17.28,Accrochages ~ 2.2 kts
7/22/2021,GP083A1,8,40,American_plaice__plie_americaine,10,1.29,Accrochages ~ 2.2 kts
7/22/2021,GP083A1,8,201,thorny_skate__raie_epineuse,9,4.86,Accrochages ~ 2.2 kts
7/22/2021,GP096F,9,10,Atlantic_cod__morue_franche,29,11.94,Accroche et force ~ 2.1 kts
7/22/2021,GP096F,9,40,American_plaice__plie_americaine,4,0.48,Accroche et force ~ 2.1 kts
7/22/2021,GP096F,9,201,thorny_skate__raie_epineuse,13,3.68,Accroche et force ~ 2.1 kts
7/22/2021,GP096F,9,202,smooth_skate__raie_lisse,2,0.82,Accroche et force ~ 2.1 kts
7/22/2021,GP112F,10,10,Atlantic_cod__morue_franche,41,9.14,Accroche et force ~ 2.1 kts
7/22/2021,GP112F,10,40,American_plaice__plie_americaine,32,3.17,Accroche et force ~ 2.1 kts
7/22/2021,GP112F,10,201,thorny_skate__raie_epineuse,8,3.11,Accroche et force ~ 2.1 kts
7/22/2021,GP112F,10,2521,Hyas_coarctatus,2,0.02,Accroche et force ~ 2.1 kts
7/23/2021,GP115F,1,10,Atlantic_cod__morue_franche,14,2.29,Accroche et force ~ 2.2 kts
7/23/2021,GP115F,1,40,American_plaice__plie_americaine,36,3.22,Accroche et force ~ 2.2 kts
7/23/2021,GP115F,1,201,thorny_skate__raie_epineuse,6,0.8,Accroche et force ~ 2.2 kts
7/23/2021,GP103F,2,10,Atlantic_cod__morue_franche,27,5.08,Stable ~ 2.1 kts
7/23/2021,GP103F,2,40,American_plaice__plie_americaine,73,4.56,Stable ~ 2.1 kts
7/23/2021,GP103F,2,202,smooth_skate__raie_lisse,4,0.42,Stable ~ 2.1 kts
7/23/2021,GP103F,2,2521,Hyas_coarctatus,3,0.15,Stable ~ 2.1 kts
7/23/2021,GP130A1,4,10,Atlantic_cod__morue_franche,2,0.35,Stable ~ 2.1 kts
7/23/2021,GP130A1,4,40,American_plaice__plie_americaine,28,1.73,Stable ~ 2.1 kts
7/23/2021,GP130A1,4,1823,sea_potato__patate_de_mer,43,4.17,Stable ~ 2.1 kts
7/23/2021,GP130A1,4,2521,Hyas_coarctatus,9,0.43,Stable ~ 2.1 kts
7/23/2021,GP152F,5,10,Atlantic_cod__morue_franche,1,0.12,Stable ~ 2.1 kts
7/23/2021,GP152F,5,40,American_plaice__plie_americaine,79,2.96,Stable ~ 2.1 kts
7/23/2021,GP152F,5,1823,sea_potato__patate_de_mer,6,0.45,Stable ~ 2.1 kts
7/23/2021,GP152F,5,2521,Hyas_coarctatus,1,0.13,Stable ~ 2.1 kts
7/23/2021,GP138F,6,10,Atlantic_cod__morue_franche,1,0.18,Stable ~ 2.1 kts
7/23/2021,GP138F,6,40,American_plaice__plie_americaine,67,3.32,Stable ~ 2.1 kts
7/23/2021,GP138F,6,42,Yellowtail_flounder__limande_a_queue_jaune,2,0.15,Stable ~ 2.1 kts
7/23/2021,GP138F,6,1823,sea_potato__patate_de_mer,3,0.27,Stable ~ 2.1 kts
7/23/2021,GP138F,6,2521,Hyas_coarctatus,18,0.67,Stable ~ 2.1 kts
7/23/2021,GP165A1,8,10,Atlantic_cod__morue_franche,13,2.38,Accrochages ~ 2.1 kts
7/23/2021,GP165A1,8,40,American_plaice__plie_americaine,15,1.16,Accrochages ~ 2.1 kts
7/23/2021,GP165A1,8,201,thorny_skate__raie_epineuse,2,0.27,Accrochages ~ 2.1 kts
7/23/2021,GP166F,9,10,Atlantic_cod__morue_franche,5,1.48,Stable ~ 2.1 kts
7/23/2021,GP166F,9,40,American_plaice__plie_americaine,34,4.41,Stable ~ 2.1 kts
7/23/2021,GP166F,9,201,thorny_skate__raie_epineuse,28,10.54,Stable ~ 2.1 kts
7/23/2021,GP166F,9,202,smooth_skate__raie_lisse,3,0.95,Stable ~ 2.1 kts
7/23/2021,GP187F,10,40,American_plaice__plie_americaine,2,0.11,Force a cause de vase ~ 2.1 kts
7/23/2021,GP187F,10,201,thorny_skate__raie_epineuse,10,3.14,Force a cause de vase ~ 2.1 kts
7/23/2021,GP203F,11,10,Atlantic_cod__morue_franche,7,1.02,Stable ~ 2.1 kts
7/23/2021,GP203F,11,40,American_plaice__plie_americaine,25,1.5,Stable ~ 2.1 kts
7/23/2021,GP203F,11,201,thorny_skate__raie_epineuse,9,3.15,Stable ~ 2.1 kts
7/23/2021,GP203F,11,2521,Hyas_coarctatus,1,0.02,Stable ~ 2.1 kts
7/24/2021,GP181F,1,10,Atlantic_cod__morue_franche,3,0.38,Stable ~ 2.1 kts
7/24/2021,GP181F,1,40,American_plaice__plie_americaine,33,2.82,Stable ~ 2.1 kts
7/24/2021,GP181F,1,201,thorny_skate__raie_epineuse,1,0.24,Stable ~ 2.1 kts
7/24/2021,GP181F,1,2521,Hyas_coarctatus,2,0.05,Stable ~ 2.1 kts
7/24/2021,GP180F,2,40,American_plaice__plie_americaine,42,1.04,Stable ~ 2.2 kts
7/24/2021,GP180F,2,2521,Hyas_coarctatus,1,0.03,Stable ~ 2.2 kts
7/24/2021,GP153F,3,10,Atlantic_cod__morue_franche,1,0.28,Stable ~ 2.2 kts
7/24/2021,GP153F,3,40,American_plaice__plie_americaine,31,2.61,Stable ~ 2.2 kts
7/24/2021,GP153F,3,1823,sea_potato__patate_de_mer,9,0.86,Stable ~ 2.2 kts
7/24/2021,GP153F,3,2521,Hyas_coarctatus,3,0.03,Stable ~ 2.2 kts
7/24/2021,GP169F,4,40,American_plaice__plie_americaine,33,1.4,Stable ~ 2.1 kts
7/24/2021,GP169F,4,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.05,Stable ~ 2.1 kts
7/24/2021,GP185F,5,10,Atlantic_cod__morue_franche,38,7.35,Stable ~ 2.1 kts
7/24/2021,GP185F,5,40,American_plaice__plie_americaine,87,4.36,Stable ~ 2.1 kts
7/24/2021,GP201F,6,10,Atlantic_cod__morue_franche,2,0.89,Stable ~ 2.1 kts
7/24/2021,GP201F,6,40,American_plaice__plie_americaine,51,2.48,Stable ~ 2.1 kts
7/24/2021,GP201F,6,2521,Hyas_coarctatus,2,0.06,Stable ~ 2.1 kts
7/24/2021,GP227F,7,10,Atlantic_cod__morue_franche,4,1.19,Stable ~ 2.1 kts
7/24/2021,GP227F,7,40,American_plaice__plie_americaine,41,2.04,Stable ~ 2.1 kts
7/24/2021,GP230F,8,10,Atlantic_cod__morue_franche,10,1.68,Accrochages ~ 2.1 kts
7/24/2021,GP230F,8,40,American_plaice__plie_americaine,49,2.71,Accrochages ~ 2.1 kts
7/24/2021,GP249A2,11,10,Atlantic_cod__morue_franche,1,0.05,Accrochages ~ 2.1 kts
7/24/2021,GP249A2,11,40,American_plaice__plie_americaine,4,0.25,Accrochages ~ 2.1 kts
7/24/2021,GP249A2,11,1823,sea_potato__patate_de_mer,7,1.06,Accrochages ~ 2.1 kts
7/24/2021,GP249A2,11,2521,Hyas_coarctatus,3,0.35,Accrochages ~ 2.1 kts
7/24/2021,GP243F,12,10,Atlantic_cod__morue_franche,1,0.08,Stable ~ 2.1 kts
7/24/2021,GP243F,12,40,American_plaice__plie_americaine,2,0.11,Stable ~ 2.1 kts
7/24/2021,GP243F,12,1823,sea_potato__patate_de_mer,99,12.73,Stable ~ 2.1 kts
7/24/2021,GP243F,12,2521,Hyas_coarctatus,10,0.56,Stable ~ 2.1 kts
7/24/2021,GP261F,13,40,American_plaice__plie_americaine,27,0.61,Stable ~ 2.1 kts
7/24/2021,GP261F,13,1823,sea_potato__patate_de_mer,10,0.96,Stable ~ 2.1 kts
7/24/2021,GP261F,13,2521,Hyas_coarctatus,1,0.01,Stable ~ 2.1 kts
7/24/2021,GP257F,14,40,American_plaice__plie_americaine,77,3,Stable ~ 2.1 kts
7/24/2021,GP257F,14,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.08,Stable ~ 2.1 kts
7/25/2021,GP211F,1,10,Atlantic_cod__morue_franche,1,0.14,Stable ~ 2.1 kts
7/25/2021,GP211F,1,40,American_plaice__plie_americaine,175,6.67,Stable ~ 2.1 kts
7/25/2021,GP211F,1,42,Yellowtail_flounder__limande_a_queue_jaune,4,0.42,Stable ~ 2.1 kts
7/25/2021,GP199F,2,40,American_plaice__plie_americaine,192,13.02,Stable ~ 2.2 kts
7/25/2021,GP199F,2,2521,Hyas_coarctatus,8,0.16,Stable ~ 2.2 kts
7/25/2021,GP219F,3,40,American_plaice__plie_americaine,129,6.61,Accrochages ~ 2.1 kts
7/25/2021,GP219F,3,42,Yellowtail_flounder__limande_a_queue_jaune,22,1.02,Accrochages ~ 2.1 kts
7/25/2021,GP219F,3,2521,Hyas_coarctatus,4,0.65,Accrochages ~ 2.1 kts
8/2/2021,GP268F,1,10,Atlantic_cod__morue_franche,12,2.63,Stable ~ 2.1 kts
8/2/2021,GP268F,1,40,American_plaice__plie_americaine,74,3.25,Stable ~ 2.1 kts
8/2/2021,GP268F,1,1823,sea_potato__patate_de_mer,66,8.31,Stable ~ 2.1 kts
