"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","number.otoliths_nombre.otolithes","number.otoliths.aged_nombre.otolithes.agées"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1991,12,16,16
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,1,700,678
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,2,348,344
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,3,204,196
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,5,961,872
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,6,1660,1453
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,7,1021,896
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,8,608,498
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,9,487,409
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,10,1122,970
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,11,1162,975
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1992,12,136,127
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,2,86,74
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,3,73,65
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,4,106,93
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,5,276,259
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,6,621,558
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,7,730,640
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,8,956,877
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,9,277,263
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1993,10,140,116
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,4,54,53
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,5,234,219
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,6,345,299
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,7,368,324
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,8,13,7
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,9,295,272
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1994,10,353,321
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,5,112,108
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,6,119,111
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,7,237,225
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,8,168,160
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,9,95,88
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1995,10,252,237
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1996,6,282,263
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1997,5,268,253
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1997,6,176,164
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,5,471,455
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,6,320,275
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,7,156,146
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,8,300,266
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,9,245,222
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1998,10,298,279
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,5,293,280
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,6,604,570
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,7,1214,1126
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,8,392,341
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,9,595,549
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,10,622,584
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1999,11,201,193
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,4,45,41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,5,357,348
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,6,722,672
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,7,1192,1120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,8,206,190
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,9,502,461
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,10,310,283
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2000,11,58,55
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,4,34,31
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,5,377,357
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,6,763,726
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,7,922,841
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,8,367,336
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,9,799,744
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,10,295,281
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2001,11,218,194
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,4,38,38
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,5,208,197
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,6,654,359
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,7,921,463
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,8,247,131
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,9,510,225
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,10,99,50
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2002,11,198,174
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,6,197,192
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,7,569,553
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,8,287,280
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,9,404,393
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,10,347,340
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2004,11,36,10
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,5,62,59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,6,255,237
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,7,753,703
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,8,162,158
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,9,243,232
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,10,212,202
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2005,11,201,184
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,5,85,79
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,6,92,83
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,7,509,473
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,8,354,321
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,9,267,252
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,10,328,313
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2006,11,124,104
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,5,68,64
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,6,174,151
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,7,644,583
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,8,295,268
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,9,61,57
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2007,10,198,179
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,5,144,133
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,6,120,113
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,7,460,443
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,8,81,77
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,9,299,273
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,10,225,213
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2008,11,26,24
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2009,5,175,169
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2009,6,219,207
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2009,9,44,41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2010,5,73,72
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2010,6,230,222
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2010,7,30,29
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2011,5,124,118
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2011,6,331,310
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2011,7,45,42
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2012,5,118,116
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2012,6,393,382
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2012,7,129,127
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2013,4,192,183
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2013,5,107,101
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2013,6,110,103
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2013,8,45,44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,5,203,191
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,6,171,159
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,7,116,113
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,9,26,23
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2014,10,48,43
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,5,248,227
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,6,74,70
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,8,53,47
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,9,27,26
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,5,234,230
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,6,57,54
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,7,39,35
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,8,110,108
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,5,35,33
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,6,162,156
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,8,42,40
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2018,5,84,78
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2018,6,204,199
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2019,5,77,76
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2019,6,233,230
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2020,6,31,0
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2021,6,40,0
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2021,7,69,0
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,6,28,21
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,7,62,59
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,8,86,78
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,9,14,13
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,5,14,11
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,6,65,63
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,7,60,59
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,8,124,120
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,5,19,18
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,6,4,4
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,7,57,55
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,8,69,61
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,9,13,11
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2018,5,1,1
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2018,7,39,39
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2018,9,7,7
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1970,9,1975,1787
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1971,9,1782,1578
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1972,9,1760,1583
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1973,9,1768,1638
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1974,9,1135,1085
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1975,9,1245,1229
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1976,9,1292,1255
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1977,9,1567,1551
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1978,9,1358,1332
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1978,10,139,133
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1979,9,1869,1850
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1979,10,47,47
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1980,9,2086,2067
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1981,9,2309,2271
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1982,9,1807,595
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1983,9,2207,596
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1984,8,415,110
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1984,9,2336,422
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1985,9,5431,584
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1986,9,3166,624
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1987,8,2,2
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1987,9,3107,3076
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1988,9,3142,1606
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1989,9,3694,3606
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1990,9,2900,2830
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1991,9,3277,3229
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1992,8,22,0
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1992,9,2571,2386
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1993,9,2968,2895
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1994,9,3017,2921
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1995,9,3432,3076
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1996,9,3532,3457
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1997,9,3615,3435
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1998,9,2968,2820
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1999,9,2604,2569
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2000,9,2115,2077
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2001,9,1754,1689
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2002,9,1829,1784
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2003,9,697,679
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2004,9,1791,1503
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2005,9,1518,1489
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2006,9,1630,1483
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2007,9,1498,1419
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2008,8,147,146
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2008,9,1424,1392
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2009,9,977,940
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2010,9,1169,1130
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2011,9,820,773
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2011,10,57,45
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2012,9,1153,1107
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2013,9,1210,1157
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2014,9,1338,1292
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2015,9,1425,1368
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2016,9,943,898
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2017,9,364,342
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2018,9,700,665
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2018,10,19,19
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2019,9,503,471
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2019,10,2,2
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2020,9,600,576
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2020,10,139,132
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2021,8,162,0
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2021,9,1465,0
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2022,9,1237,0
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2023,9,1055,0
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2023,10,1,0
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2005,8,1149,1105
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2006,8,1038,973
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2007,8,922,859
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2008,8,986,936
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2009,8,1731,1646
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2010,8,710,667
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2011,8,1155,1115
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2012,8,968,940
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2013,8,284,274
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2014,8,1336,1289
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2015,8,1223,1155
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2016,8,675,655
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2017,8,493,477
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2018,8,477,455
