Sampling year,Station code,Station name,Date in,Date out,Weeks,Station Description,Collector Latitude,Collector Longitude,Collector ID,Surface Type,Surface ID,Probe Type,Probe Sample Date/Time,Probe Depth,Temperture C,Sal ppt,O2 percent,O2 mg-l,SpCond - mS,Spc - mS,pH,Turbidity,Weather Notes,Samplers,Other species,B. violaceus % cover,B. violaceus Color Notes,C. intestinalis % cover,S. clava % cover,B. schlosseri % cover,B. schlosseri Color Notes,C. mutica % cover,M. membranacea % cover,C. fragile fragile % cover
2018,1,"Pointe Verte, NB",2018-06-07,2018-09-17,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.86084,-65.76201,856,Petri dish,Petri 1,YSI Pro+,2018-09-17 03:05,1.0,19.95,28.5,82.1,6.25,44009.0,39435.0,,,"sunny, warm","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Eastern white slippersn (Crepidula plana), Mussel spat (Mytilidae), Soft shell clam (Mya arenaria)",0,,0,0,0,,0,0,0
2018,1,"Pointe Verte, NB",2018-06-07,2018-09-17,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.86084,-65.76201,856,Petri dish,Petri 2,YSI Pro+,2018-09-17 03:05,1.0,19.95,28.5,82.1,6.25,44009.0,39435.0,,,"sunny, warm","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Bryozoans (Ectoprocta), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,1,"Pointe Verte, NB",2018-06-07,2018-09-17,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.86084,-65.76201,856,Petri dish,Petri 3,YSI Pro+,2018-09-17 03:05,1.0,19.95,28.5,82.1,6.25,44009.0,39435.0,,,"sunny, warm","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Bryozoans (Ectoprocta), Common Atlantic slipper (Crepidula fornicata), Eastern white slippersn (Crepidula plana), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,1,"Pointe Verte, NB",2018-06-07,2018-09-17,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.86084,-65.76201,856,Plate,Plate 1,YSI Pro+,2018-09-17 03:05,1.0,19.95,28.5,82.1,6.25,44009.0,39435.0,,,"sunny, warm","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Bryozoans (Ectoprocta),0,,0,0,0,,0,0,0
2018,1,"Pointe Verte, NB",2018-06-07,2018-09-17,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.86076,-65.76231,857,Petri dish,Petri dish 1,YSI Pro+,2018-09-17 03:05,1.0,19.95,28.5,82.1,6.25,44009.0,39435.0,,,"sunny, warm","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Anemones (Actiniaria), Bryozoans (Ectoprocta)",0,,0,0,0,,0,0,0
2018,1,"Pointe Verte, NB",2018-06-07,2018-09-17,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.86076,-65.76231,857,Petri dish,Petri dish 2,YSI Pro+,2018-09-17 03:05,1.0,19.95,28.5,82.1,6.25,44009.0,39435.0,,,"sunny, warm","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Anemones (Actiniaria), Bryozoans (Ectoprocta), Soft shell clam (Mya arenaria)",0,,0,0,0,,0,0,0
2018,1,"Pointe Verte, NB",2018-06-07,2018-09-17,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.86076,-65.76231,857,Petri dish,Petri dish 3,YSI Pro+,2018-09-17 03:05,1.0,19.95,28.5,82.1,6.25,44009.0,39435.0,,,"sunny, warm","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Anemones (Actiniaria), Bryozoans (Ectoprocta), Soft shell clam (Mya arenaria)",0,,0,0,0,,0,0,0
2018,1,"Pointe Verte, NB",2018-06-07,2018-09-17,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.86076,-65.76231,857,Plate,Plate 1,YSI Pro+,2018-09-17 03:05,1.0,19.95,28.5,82.1,6.25,44009.0,39435.0,,,"sunny, warm","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,0,,0,0,0,,0,0,0
2018,1,"Pointe Verte, NB",2018-06-07,2018-09-17,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.86129,-65.76141,859,Plate,Plate 1,YSI Pro+,2018-09-17 03:05,1.0,19.95,28.5,82.1,6.25,44009.0,39435.0,,,"sunny, warm","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,0,,0,0,0,,0,0,0
2018,1,"Pointe Verte, NB",2018-06-07,2018-09-17,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.86078,-65.76234,860,Plate,Plate 1,YSI Pro+,2018-09-17 03:05,1.0,19.95,28.5,82.1,6.25,44009.0,39435.0,,,"sunny, warm","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Bryozoans (Ectoprocta),0,,0,0,0,,0,0,0
2018,2,"Caraquet, NB",2018-06-07,2018-09-18,14.71,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.79554,-64.92624,825,Petri dish,Petri dish 1,YSI Pro+,2018-09-18 11:08,1.0,19.5,28.29,,,43781.0,39198.0,,,rain insanely windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,0,,0,0,0,,0,0,0
2018,2,"Caraquet, NB",2018-06-07,2018-09-18,14.71,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.79554,-64.92624,825,Petri dish,Petri dish 2,YSI Pro+,2018-09-18 11:08,1.0,19.5,28.29,,,43781.0,39198.0,,,rain insanely windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,0,,0,0,0,,0,0,0
2018,2,"Caraquet, NB",2018-06-07,2018-09-18,14.71,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.79554,-64.92624,825,Petri dish,Petri dish 3,YSI Pro+,2018-09-18 11:08,1.0,19.5,28.29,,,43781.0,39198.0,,,rain insanely windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,0,,0,0,0,,0,0,0
2018,2,"Caraquet, NB",2018-06-07,2018-09-18,14.71,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.79554,-64.92624,825,Plate,Plate 1,YSI Pro+,2018-09-18 11:08,1.0,19.5,28.29,,,43781.0,39198.0,,,rain insanely windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Little vase sponge (Scypha ciliata - Sycon ciliatum)",0,,0,0,10,,0,0,0
2018,2,"Caraquet, NB",2018-06-07,2018-09-18,14.71,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.79657,-64.92741,823,Petri dish,Petri dish 1,YSI Pro+,2018-09-18 11:08,1.0,19.5,28.29,,,43781.0,39198.0,,,rain insanely windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Anemones (Actiniaria), Barnacle (Cirripedia), Fan ectoproct (Bugula spp)",0,,0,0,0,,0,0,0
2018,2,"Caraquet, NB",2018-06-07,2018-09-18,14.71,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.79657,-64.92741,823,Petri dish,Petri dish 2,YSI Pro+,2018-09-18 11:08,1.0,19.5,28.29,,,43781.0,39198.0,,,rain insanely windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Anemones (Actiniaria), Barnacle (Cirripedia), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,2,"Caraquet, NB",2018-06-07,2018-09-18,14.71,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.79657,-64.92741,823,Petri dish,Petri dish 3,YSI Pro+,2018-09-18 11:08,1.0,19.5,28.29,,,43781.0,39198.0,,,rain insanely windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Anemones (Actiniaria), Little vase sponge (Scypha ciliata - Sycon ciliatum), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,2,"Caraquet, NB",2018-06-07,2018-09-18,14.71,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.79657,-64.92741,823,Plate,Plate 1,YSI Pro+,2018-09-18 11:08,1.0,19.5,28.29,,,43781.0,39198.0,,,rain insanely windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Anemones (Actiniaria), Barnacle (Cirripedia), Fan ectoproct (Bugula spp), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,2,"Caraquet, NB",2018-06-07,2018-09-18,14.71,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.79604,-64.92613,826,Plate,Plate 1,YSI Pro+,2018-09-18 11:08,1.0,19.5,28.29,,,43781.0,39198.0,,,rain insanely windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Bryozoans (Ectoprocta), Mussel spat (Mytilidae)",0,,0,0,5,Black and clear,0,0,0
2018,2,"Caraquet, NB",2018-06-07,2018-09-18,14.71,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.79684,-64.92736,824,Plate,Plate 1,YSI Pro+,2018-09-18 11:08,1.0,19.5,28.29,,,43781.0,39198.0,,,rain insanely windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Anemones (Actiniaria), Bryozoans (Ectoprocta), Fan ectoproct (Bugula spp), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,2,"Caraquet, NB",2018-06-07,2018-09-18,14.71,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.79579,-64.92618,827,Plate,Plate 1,YSI Pro+,2018-09-18 11:08,1.0,19.5,28.29,,,43781.0,39198.0,,,rain insanely windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Mussel spat (Mytilidae),0,,0,0,0,,0,0,0
2018,2,"Caraquet, NB",2018-06-07,2018-09-18,14.71,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.797,-64.92736,822,Plate,Plate 1,YSI Pro+,2018-09-18 11:08,1.0,19.5,28.29,,,43781.0,39198.0,,,rain insanely windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Bryozoans (Ectoprocta), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,3,"Bas Caraquet, NB",2018-06-07,2018-09-18,14.71,,47.80301,-64.8726,866,Petri dish,Petri dish 1,YSI Pro+,2018-09-18 10:37,1.0,18.2,28.79,,,44474.0,38658.0,,,"rainy, very windy","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Mussel spat (Mytilidae),0,,0,0,0,,0,0,0
2018,3,"Bas Caraquet, NB",2018-06-07,2018-09-18,14.71,,47.80301,-64.8726,866,Petri dish,Petri dish 2,YSI Pro+,2018-09-18 10:37,1.0,18.2,28.79,,,44474.0,38658.0,,,"rainy, very windy","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,3,"Bas Caraquet, NB",2018-06-07,2018-09-18,14.71,,47.80301,-64.8726,866,Petri dish,Petri dish 3,YSI Pro+,2018-09-18 10:37,1.0,18.2,28.79,,,44474.0,38658.0,,,"rainy, very windy","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Blue mussel (Mytilus edulis),0,,0,0,0,,0,0,0
2018,3,"Bas Caraquet, NB",2018-06-07,2018-09-18,14.71,,47.80301,-64.8726,866,Plate,Plate 1,YSI Pro+,2018-09-18 10:37,1.0,18.2,28.79,,,44474.0,38658.0,,,"rainy, very windy","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Soft shell clam (Mya arenaria), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,3,"Bas Caraquet, NB",2018-06-07,2018-09-18,14.71,,47.80318,-64.87206,868,Petri dish,Petri dish 1,YSI Pro+,2018-09-18 10:37,1.0,18.2,28.79,,,44474.0,38658.0,,,"rainy, very windy","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Blue mussel (Mytilus edulis),0,,0,0,0,,0,0,0
2018,3,"Bas Caraquet, NB",2018-06-07,2018-09-18,14.71,,47.80318,-64.87206,868,Petri dish,Petri dish 2,YSI Pro+,2018-09-18 10:37,1.0,18.2,28.79,,,44474.0,38658.0,,,"rainy, very windy","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,3,"Bas Caraquet, NB",2018-06-07,2018-09-18,14.71,,47.80318,-64.87206,868,Petri dish,Petri dish 3,YSI Pro+,2018-09-18 10:37,1.0,18.2,28.79,,,44474.0,38658.0,,,"rainy, very windy","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Blue mussel (Mytilus edulis),0,,0,0,0,,0,0,0
2018,3,"Bas Caraquet, NB",2018-06-07,2018-09-18,14.71,,47.80318,-64.87206,868,Plate,Plate 1,YSI Pro+,2018-09-18 10:37,1.0,18.2,28.79,,,44474.0,38658.0,,,"rainy, very windy","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Sea grapes (Molgula sp), Soft shell clam (Mya arenaria), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,3,"Bas Caraquet, NB",2018-06-07,2018-09-18,14.71,,47.80326,-64.87269,869,Plate,Plate 1,YSI Pro+,2018-09-18 10:37,1.0,18.2,28.79,,,44474.0,38658.0,,,"rainy, very windy","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Soft shell clam (Mya arenaria)",0,,0,0,0,,0,0,0
2018,3,"Bas Caraquet, NB",2018-06-07,2018-09-18,14.71,,47.80274,-64.87241,865,Plate,Plate 1,YSI Pro+,2018-09-18 10:37,1.0,18.2,28.79,,,44474.0,38658.0,,,"rainy, very windy","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Soft shell clam (Mya arenaria)",0,,0,0,5,blue and black,0,0,0
2018,3,"Bas Caraquet, NB",2018-06-07,2018-09-18,14.71,,47.80335,-64.87215,870,Plate,Plate 1,YSI Pro+,2018-09-18 10:37,1.0,18.2,28.79,,,44474.0,38658.0,,,"rainy, very windy","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Soft shell clam (Mya arenaria)",0,,0,0,0,,0,0,0
2018,3,"Bas Caraquet, NB",2018-06-07,2018-09-18,14.71,,47.80292,-64.87198,867,Plate,Plate 1,YSI Pro+,2018-09-18 10:37,1.0,18.2,28.79,,,44474.0,38658.0,,,"rainy, very windy","Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Anemones (Actiniaria), Blue mussel (Mytilus edulis), Soft shell clam (Mya arenaria)",0,,0,0,0,,0,0,0
2018,45,"Bathurst, NB",2018-06-07,2018-09-17,14.57,,47.65744,-65.6267,847,Plate,Plate 1,YSI Pro+,2018-09-17 16:13,1.0,22.0,26.76,98.2,7.38,41592.0,39255.0,,,Sunny/ Windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Bryozoans (Ectoprocta), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,45,"Bathurst, NB",2018-06-07,2018-09-17,14.57,,47.65778,-65.62672,848,Petri dish,Petri dish 1,YSI Pro+,2018-09-17 16:13,1.0,22.0,26.76,98.2,7.38,41592.0,39255.0,,,Sunny/ Windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,45,"Bathurst, NB",2018-06-07,2018-09-17,14.57,,47.65778,-65.62672,848,Petri dish,Petri dish 2,YSI Pro+,2018-09-17 16:13,1.0,22.0,26.76,98.2,7.38,41592.0,39255.0,,,Sunny/ Windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Mussel spat (Mytilidae), Soft shell clam (Mya arenaria)",0,,0,0,0,,0,0,0
2018,45,"Bathurst, NB",2018-06-07,2018-09-17,14.57,,47.65778,-65.62672,848,Petri dish,Petri dish 3,YSI Pro+,2018-09-17 16:13,1.0,22.0,26.76,98.2,7.38,41592.0,39255.0,,,Sunny/ Windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Mussel spat (Mytilidae), Soft shell clam (Mya arenaria)",0,,0,0,0,,0,0,0
2018,45,"Bathurst, NB",2018-06-07,2018-09-17,14.57,,47.65778,-65.62672,848,Plate,Plate 1,YSI Pro+,2018-09-17 16:13,1.0,22.0,26.76,98.2,7.38,41592.0,39255.0,,,Sunny/ Windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,45,"Bathurst, NB",2018-06-07,2018-09-17,14.57,,47.65812,-65.62672,850,Plate,Plate 1,YSI Pro+,2018-09-17 16:13,1.0,22.0,26.76,98.2,7.38,41592.0,39255.0,,,Sunny/ Windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Mussel spat (Mytilidae), Soft shell clam (Mya arenaria)",0,,0,0,0,,0,0,0
2018,45,"Bathurst, NB",2018-06-07,2018-09-17,14.57,,47.658,-65.62722,845,Plate,Plate 1,YSI Pro+,2018-09-17 16:13,1.0,22.0,26.76,98.2,7.38,41592.0,39255.0,,,Sunny/ Windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Mussel spat (Mytilidae), Soft shell clam (Mya arenaria)",0,,0,0,0,,0,0,0
2018,45,"Bathurst, NB",2018-06-07,2018-09-17,14.57,,47.6574,-65.62718,846,Plate,Plate 1,YSI Pro+,2018-09-17 16:13,1.0,22.0,26.76,98.2,7.38,41592.0,39255.0,,,Sunny/ Windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,45,"Bathurst, NB",2018-06-07,2018-09-17,14.57,,47.65767,-65.62717,849,Petri dish,Petri dish 1,YSI Pro+,2018-09-17 16:13,1.0,22.0,26.76,98.2,7.38,41592.0,39255.0,,,Sunny/ Windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Bryozoans (Ectoprocta), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,45,"Bathurst, NB",2018-06-07,2018-09-17,14.57,,47.65767,-65.62717,849,Petri dish,Petri dish 2,YSI Pro+,2018-09-17 16:13,1.0,22.0,26.76,98.2,7.38,41592.0,39255.0,,,Sunny/ Windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Bryozoans (Ectoprocta), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,45,"Bathurst, NB",2018-06-07,2018-09-17,14.57,,47.65767,-65.62717,849,Petri dish,Petri dish 3,YSI Pro+,2018-09-17 16:13,1.0,22.0,26.76,98.2,7.38,41592.0,39255.0,,,Sunny/ Windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Bryozoans (Ectoprocta), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,45,"Bathurst, NB",2018-06-07,2018-09-17,14.57,,47.65767,-65.62717,849,Plate,Plate 1,YSI Pro+,2018-09-17 16:13,1.0,22.0,26.76,98.2,7.38,41592.0,39255.0,,,Sunny/ Windy,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Mussel spat (Mytilidae)",0,,0,0,0,,0,0,0
2018,4,"Miscou, NB",2018-06-08,2018-09-18,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.89532,-64.57729,818,Petri dish,Petri dish 1,YSI Pro+,2018-09-18 14:13,1.0,18.2,28.26,,,43734.0,38070.0,,,windy and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Sea grapes (Molgula sp), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,4,"Miscou, NB",2018-06-08,2018-09-18,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.89532,-64.57729,818,Petri dish,Petri dish 2,YSI Pro+,2018-09-18 14:13,1.0,18.2,28.26,,,43734.0,38070.0,,,windy and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Sea grapes (Molgula sp), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,4,"Miscou, NB",2018-06-08,2018-09-18,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.89532,-64.57729,818,Petri dish,Petri dish 3,YSI Pro+,2018-09-18 14:13,1.0,18.2,28.26,,,43734.0,38070.0,,,windy and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Anemones (Actiniaria), Fan ectoproct (Bugula spp), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,4,"Miscou, NB",2018-06-08,2018-09-18,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.89532,-64.57729,818,Plate,Plate 1,YSI Pro+,2018-09-18 14:13,1.0,18.2,28.26,,,43734.0,38070.0,,,windy and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Crabs (Decapoda), Eastern white slippersn (Crepidula plana), Fan ectoproct (Bugula spp), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,4,"Miscou, NB",2018-06-08,2018-09-18,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.89449,-64.57653,817,Petri dish,Petri dish 1,YSI Pro+,2018-09-18 14:13,1.0,18.2,28.26,,,43734.0,38070.0,,,windy and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,4,"Miscou, NB",2018-06-08,2018-09-18,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.89449,-64.57653,817,Petri dish,Petri dish 2,YSI Pro+,2018-09-18 14:13,1.0,18.2,28.26,,,43734.0,38070.0,,,windy and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",,0,,0,0,0,,0,0,0
2018,4,"Miscou, NB",2018-06-08,2018-09-18,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.89449,-64.57653,817,Petri dish,Petri dish 3,YSI Pro+,2018-09-18 14:13,1.0,18.2,28.26,,,43734.0,38070.0,,,windy and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Sponge (Porifera),0,,0,0,0,,0,0,0
2018,4,"Miscou, NB",2018-06-08,2018-09-18,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.89449,-64.57653,817,Plate,Plate 1,YSI Pro+,2018-09-18 14:13,1.0,18.2,28.26,,,43734.0,38070.0,,,windy and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,4,"Miscou, NB",2018-06-08,2018-09-18,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.89402,-64.57615,816,Plate,Plate 1,YSI Pro+,2018-09-18 14:13,1.0,18.2,28.26,,,43734.0,38070.0,,,windy and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,4,"Miscou, NB",2018-06-08,2018-09-18,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.89524,-64.57747,828,Plate,Plate 1,YSI Pro+,2018-09-18 14:13,1.0,18.2,28.26,,,43734.0,38070.0,,,windy and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Bryozoans (Ectoprocta), Fan ectoproct (Bugula spp), Skeleton shrimp (Caprellida), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,4,"Miscou, NB",2018-06-08,2018-09-18,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.89433,-64.57681,820,Plate,Plate 1,YSI Pro+,2018-09-18 14:13,1.0,18.2,28.26,,,43734.0,38070.0,,,windy and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Common Atlantic slipper (Crepidula fornicata), Fan ectoproct (Bugula spp), Sea grapes (Molgula sp), Skeleton shrimp (Caprellida), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,4,"Miscou, NB",2018-06-08,2018-09-18,14.57,Commercial Wharf.  Floating docks (PVC Floats) and wood and cement permanent wharf.,47.89487,-64.57691,819,Plate,Plate 1,YSI Pro+,2018-09-18 14:13,1.0,18.2,28.26,,,43734.0,38070.0,,,windy and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Eastern Oyster (Crassostrea virginica), Sponge (Porifera)",0,,0,0,0,,0,0,0
2018,5,"Shippagan, NB",2018-06-08,2018-09-18,14.57,Marina.  Floating docks (PVC and Styrofoam) and Surrounding structure of rock and wood. ,47.74764,-64.70766,813,Petri dish,Petri dish 1,YSI Pro+,2018-09-18 12:45,1.0,19.0,23.41,,,43953.0,38927.0,,,wind and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Blue mussel (Mytilus edulis), Bryozoans (Ectoprocta), Sea grapes (Molgula sp), Soft shell clam (Mya arenaria)",0,,0,0,25,,0,0,0
2018,5,"Shippagan, NB",2018-06-08,2018-09-18,14.57,Marina.  Floating docks (PVC and Styrofoam) and Surrounding structure of rock and wood. ,47.74764,-64.70766,813,Petri dish,Petri dish 2,YSI Pro+,2018-09-18 12:45,1.0,19.0,23.41,,,43953.0,38927.0,,,wind and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)","Barnacle (Cirripedia), Blue mussel (Mytilus edulis), Bryozoans (Ectoprocta), Eastern Oyster (Crassostrea virginica)",0,,0,0,40,,0,0,0
2018,5,"Shippagan, NB",2018-06-08,2018-09-18,14.57,Marina.  Floating docks (PVC and Styrofoam) and Surrounding structure of rock and wood. ,47.74764,-64.70766,813,Petri dish,Petri dish 3,YSI Pro+,2018-09-18 12:45,1.0,19.0,23.41,,,43953.0,38927.0,,,wind and rain,"Chantal Coomber (DFO-GULF), Erica Watson (DFO-GULF)",Blue mussel (Mytilus edulis),0,,0,0,90,"Grey and black, black and clear",0,0,0
