Sample.ID,River,Year,Month,Day,Angler.ID,Rod.days,Pools.visited,Is.dummy.date,Specimen.ID,Species,Life.stage,Code,Adipose.condition,Tag.number
54264,Margaree River (SFA18),1998,7,2,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
52390,Margaree River (SFA18),1997,9,16,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
36039,Margaree River (SFA18),1997,8,31,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
46988,Margaree River (SFA18),1996,10,5,WX2UA,1,WASH,No,2735855,Atlantic salmon,salmon,R,Present,
53449,Margaree River (SFA18),1997,7,2,WX2UA,1,LONG,No,2736065,Atlantic salmon,salmon,R,Present,
45973,Margaree River (SFA18),1994,10,6,WX2UA,1,CBRI,No,2738114,Atlantic salmon,grilse,RL,,
47381,Margaree River (SFA18),1995,6,29,WX2UA,1,LAIR,No,2737057,Atlantic salmon,salmon,RL,,
33883,Margaree River (SFA18),1994,9,14,WX2UA,1,"LMCD, SWAL",No,2735639,Atlantic salmon,salmon,R,Present,
47185,Margaree River (SFA18),1995,5,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
54075,Margaree River (SFA18),1998,7,9,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47109,Margaree River (SFA18),1996,9,21,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47438,Margaree River (SFA18),1995,7,26,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
52494,Margaree River (SFA18),1997,8,23,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
33736,Margaree River (SFA18),1996,9,13,WX2UA,0,SEAL,No,2737910,Atlantic salmon,grilse,RL,Absent (hatchery),
45889,Margaree River (SFA18),1994,9,16,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
54095,Margaree River (SFA18),1998,7,13,WX2UA,1,ELMS,No,2737302,Atlantic salmon,salmon,RL,,
46801,Margaree River (SFA18),1996,7,17,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
53195,Margaree River (SFA18),1997,7,22,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
52590,Margaree River (SFA18),1997,8,30,WX2UA,1,LAIR,No,2737231,Atlantic salmon,salmon,RL,,
47326,Margaree River (SFA18),1995,7,4,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47195,Margaree River (SFA18),1995,11,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
52551,Margaree River (SFA18),1997,3,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
53319,Margaree River (SFA18),1997,7,11,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
45908,Margaree River (SFA18),1994,9,20,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
53392,Margaree River (SFA18),1997,6,26,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47204,Margaree River (SFA18),1995,8,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47226,Margaree River (SFA18),1995,2,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
53427,Margaree River (SFA18),1997,7,4,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47294,Margaree River (SFA18),1995,9,14,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
33960,Margaree River (SFA18),1995,10,8,WX2UA,1,"UTOM, IBRI",No,2735718,Atlantic salmon,salmon,R,Present,
46906,Margaree River (SFA18),1996,9,30,WX2UA,1,UTOM,No,2736345,Atlantic salmon,salmon,RL,Present,
52775,Margaree River (SFA18),1997,10,1,WX2UA,1,WASH,No,2736783,Atlantic salmon,salmon,R,,
54064,Margaree River (SFA18),1998,7,21,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47179,Margaree River (SFA18),1995,6,19,WX2UA,1,CROW,No,2736835,Atlantic salmon,salmon,R,,
47011,Margaree River (SFA18),1996,10,2,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47024,Margaree River (SFA18),1996,10,3,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
45977,Margaree River (SFA18),1994,10,8,WX2UA,1,LAIR,No,2736646,Atlantic salmon,salmon,R,,
46784,Margaree River (SFA18),1996,7,15,WX2UA,1,DBRI,No,2736456,Atlantic salmon,salmon,R,Absent (hatchery),
47234,Margaree River (SFA18),1995,1,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47227,Margaree River (SFA18),1995,3,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
53062,Margaree River (SFA18),1996,10,10,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
52563,Margaree River (SFA18),1997,4,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
35787,Margaree River (SFA18),1997,9,25,WX2UA,1,LAIR,No,2736778,Atlantic salmon,salmon,R,,
47146,Margaree River (SFA18),1996,9,17,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
33669,Margaree River (SFA18),1997,5,19,WX2UA,0,"WASH, LAIR, MADB, TANN",No,2736068,Atlantic salmon,salmon,R,Present,
52357,Margaree River (SFA18),1997,7,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
34538,Margaree River (SFA18),1997,9,28,WX2UA,0,WASH,No,2736780,Atlantic salmon,salmon,R,,
47323,Margaree River (SFA18),1995,7,7,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
46938,Margaree River (SFA18),1996,9,25,WX2UA,1,WASH,No,2735854,Atlantic salmon,salmon,RR,Present,61617
46951,Margaree River (SFA18),1996,9,26,WX2UA,1,TANN,No,2736715,Atlantic salmon,salmon,R,,
45662,Margaree River (SFA18),1993,10,11,WX2UA,1,SWAL,No,2736996,Atlantic salmon,salmon,RL,,
45813,Margaree River (SFA18),1994,10,19,WX2UA,1,UTOM,No,2736833,Atlantic salmon,salmon,R,,
46608,Margaree River (SFA18),1996,8,20,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47342,Margaree River (SFA18),1995,7,13,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
46408,Margaree River (SFA18),1993,10,7,WX2UA,1,GILL,No,2735546,Atlantic salmon,salmon,R,Present,
33883,Margaree River (SFA18),1994,9,14,WX2UA,0,"LMCD, SWAL",No,2735638,Atlantic salmon,salmon,R,Present,
47338,Margaree River (SFA18),1995,7,15,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
35188,Margaree River (SFA18),1997,9,30,WX2UA,1,ROCK,No,2737236,Atlantic salmon,salmon,RL,,
53216,Margaree River (SFA18),1997,7,16,WX2UA,1,WASH,No,2738170,Atlantic salmon,grilse,RL,,
35389,Margaree River (SFA18),1997,9,19,WX2UA,1,"ROCK, LEDG",No,2736774,Atlantic salmon,salmon,R,,
45623,Margaree River (SFA18),1993,10,21,WX2UA,1,CBRI,No,2735547,Atlantic salmon,salmon,R,Present,
37248,Margaree River (SFA18),1996,11,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47345,Margaree River (SFA18),1995,7,11,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
52818,Margaree River (SFA18),1997,10,2,WX2UA,1,MADB,No,2736784,Atlantic salmon,salmon,R,,
54274,Margaree River (SFA18),1998,7,6,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
53456,Margaree River (SFA18),1997,7,3,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
54387,Margaree River (SFA18),1998,9,19,WX2UA,1,SWIM,No,2736808,Atlantic salmon,salmon,R,,
46003,Margaree River (SFA18),1994,9,24,WX2UA,1,SROC,No,2736645,Atlantic salmon,salmon,R,,
35878,Margaree River (SFA18),1996,7,14,WX2UA,1,UTOM,No,2738150,Atlantic salmon,grilse,RL,,
52368,Margaree River (SFA18),1997,6,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
54393,Margaree River (SFA18),1998,9,28,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47189,Margaree River (SFA18),1995,4,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
45985,Margaree River (SFA18),1994,10,7,WX2UA,1,SWAL,No,2737037,Atlantic salmon,salmon,RL,,
52602,Margaree River (SFA18),1997,1,19,WX2UA,1,LAIR,No,2737232,Atlantic salmon,salmon,RL,,
53092,Margaree River (SFA18),1996,10,8,WX2UA,1,UTOM,No,2735857,Atlantic salmon,salmon,R,Present,
46651,Margaree River (SFA18),1996,8,13,WX2UA,1,BMCD,No,2737146,Atlantic salmon,salmon,RL,,
52482,Margaree River (SFA18),1997,8,26,WX2UA,1,LAIR,No,2738172,Atlantic salmon,grilse,RL,,
47585,Margaree River (SFA18),1996,6,25,WX2UA,1,ROCK,No,2735849,Atlantic salmon,salmon,R,Present,
54579,Margaree River (SFA18),1998,7,19,WX2UA,1,LAIR,No,2736259,Atlantic salmon,salmon,R,Present,
47372,Margaree River (SFA18),1995,7,2,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
35978,Margaree River (SFA18),1997,9,23,WX2UA,1,DBRI,No,2736776,Atlantic salmon,salmon,R,,
53046,Margaree River (SFA18),1996,10,9,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
54138,Margaree River (SFA18),1998,8,12,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
54302,Margaree River (SFA18),1998,6,26,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
35188,Margaree River (SFA18),1997,9,30,WX2UA,0,ROCK,No,2736782,Atlantic salmon,salmon,R,,
52438,Margaree River (SFA18),1997,9,17,WX2UA,1,SNAG,No,2737555,Atlantic salmon,grilse,M,Present,
54106,Margaree River (SFA18),1998,7,23,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
35389,Margaree River (SFA18),1997,9,19,WX2UA,0,"ROCK, LEDG",No,2736072,Atlantic salmon,salmon,R,Present,
54256,Margaree River (SFA18),1998,7,3,WX2UA,1,EAGL,No,2736257,Atlantic salmon,salmon,R,Present,
47317,Margaree River (SFA18),1995,7,6,WX2UA,1,LAIR,No,2735716,Atlantic salmon,salmon,R,Present,
47619,Margaree River (SFA18),1995,10,12,WX2UA,1,GILL,No,2737058,Atlantic salmon,salmon,RL,,
33644,Margaree River (SFA18),1994,10,18,WX2UA,1,UTOM,No,2738305,Atlantic salmon,adult,RL,,
46600,Margaree River (SFA18),1996,8,19,WX2UA,1,GILL,No,2738151,Atlantic salmon,grilse,RL,,
47621,Margaree River (SFA18),1995,10,13,WX2UA,1,GILL,No,2736651,Atlantic salmon,salmon,R,,
35878,Margaree River (SFA18),1996,7,14,WX2UA,0,UTOM,No,2737145,Atlantic salmon,salmon,RL,,
54368,Margaree River (SFA18),1998,9,16,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47380,Margaree River (SFA18),1995,6,30,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
53219,Margaree River (SFA18),1997,7,15,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
33736,Margaree River (SFA18),1996,9,13,WX2UA,0,SEAL,No,2737147,Atlantic salmon,salmon,RL,,
52801,Margaree River (SFA18),1997,9,27,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47334,Margaree River (SFA18),1995,7,18,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
33644,Margaree River (SFA18),1994,10,18,WX2UA,0,UTOM,No,2736832,Atlantic salmon,salmon,R,,
35978,Margaree River (SFA18),1997,9,23,WX2UA,0,DBRI,No,2737235,Atlantic salmon,salmon,RL,,
54092,Margaree River (SFA18),1998,7,14,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
33960,Margaree River (SFA18),1995,10,8,WX2UA,0,"UTOM, IBRI",No,2735719,Atlantic salmon,salmon,R,Present,
33644,Margaree River (SFA18),1994,10,18,WX2UA,0,UTOM,No,2738304,Atlantic salmon,adult,RL,,
47046,Margaree River (SFA18),1996,9,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
52496,Margaree River (SFA18),1997,8,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
53164,Margaree River (SFA18),1996,10,12,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
33644,Margaree River (SFA18),1994,10,18,WX2UA,0,UTOM,No,2736831,Atlantic salmon,salmon,R,,
54437,Margaree River (SFA18),1998,9,29,WX2UA,1,GILL,No,2736809,Atlantic salmon,salmon,R,,
47376,Margaree River (SFA18),1995,7,1,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47425,Margaree River (SFA18),1995,7,23,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
46936,Margaree River (SFA18),1996,9,23,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
52880,Margaree River (SFA18),1997,10,4,WX2UA,1,TANN,No,2737237,Atlantic salmon,salmon,RL,,
45914,Margaree River (SFA18),1994,9,18,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
33883,Margaree River (SFA18),1994,9,14,WX2UA,0,"LMCD, SWAL",No,2735640,Atlantic salmon,salmon,R,Present,
52412,Margaree River (SFA18),1997,9,24,WX2UA,1,WASH,No,2736777,Atlantic salmon,salmon,R,,
47418,Margaree River (SFA18),1995,8,19,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
33883,Margaree River (SFA18),1994,9,14,WX2UA,0,"LMCD, SWAL",No,2736433,Atlantic salmon,salmon,RR,Absent (hatchery),99999
52526,Margaree River (SFA18),1997,8,17,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
33644,Margaree River (SFA18),1994,10,18,WX2UA,0,UTOM,No,2738306,Atlantic salmon,adult,RL,,
33960,Margaree River (SFA18),1995,10,8,WX2UA,0,"UTOM, IBRI",No,2735717,Atlantic salmon,salmon,RR,Present,60642
47531,Margaree River (SFA18),1996,7,10,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
54062,Margaree River (SFA18),1998,7,20,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
46169,Margaree River (SFA18),1993,7,5,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47309,Margaree River (SFA18),1995,9,22,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
46898,Margaree River (SFA18),1996,9,28,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
47263,Margaree River (SFA18),1995,9,30,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
46811,Margaree River (SFA18),1996,7,16,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
46902,Margaree River (SFA18),1996,9,29,WX2UA,1,TANN,No,2736344,Atlantic salmon,salmon,RL,Present,
52763,Margaree River (SFA18),1997,9,29,WX2UA,1,LAIR,No,2736781,Atlantic salmon,salmon,R,,
47536,Margaree River (SFA18),1996,7,8,WX2UA,1,FAHE,No,2735850,Atlantic salmon,salmon,R,Present,
52399,Margaree River (SFA18),1997,9,21,WX2UA,1,SNAG,No,2736073,Atlantic salmon,salmon,R,Present,
47669,Margaree River (SFA18),1995,10,4,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
54098,Margaree River (SFA18),1998,7,10,WX2UA,1,,No,NA,NA,NA,NA,NA,NA
52889,Margaree River (SFA18),1997,8,13,WX2UA,1,,No,2738171,Atlantic salmon,grilse,RL,,
45958,Margaree River (SFA18),1994,10,5,WX2UA,1,CBRI,No,2737036,Atlantic salmon,salmon,RL,,
52640,Margaree River (SFA18),1997,10,10,yOIqz,1,,No,NA,NA,NA,NA,NA,NA
52833,Margaree River (SFA18),1997,10,5,yOIqz,1,,No,NA,NA,NA,NA,NA,NA
52837,Margaree River (SFA18),1997,10,6,yOIqz,1,,No,NA,NA,NA,NA,NA,NA
52668,Margaree River (SFA18),1997,10,9,yOIqz,1,,No,NA,NA,NA,NA,NA,NA
52844,Margaree River (SFA18),1997,10,7,yOIqz,1,,No,NA,NA,NA,NA,NA,NA
50230,Margaree River (SFA18),2001,10,28,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
51412,Margaree River (SFA18),2003,10,13,NqmSy,1,Seal,No,2738700,Atlantic salmon,salmon,R,Present,
55875,Margaree River (SFA18),1999,10,29,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
51825,Margaree River (SFA18),2002,10,31,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
51222,Margaree River (SFA18),2003,10,14,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
55874,Margaree River (SFA18),1999,10,28,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
51763,Margaree River (SFA18),2002,10,27,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
51176,Margaree River (SFA18),2003,10,17,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
51227,Margaree River (SFA18),2003,10,15,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
38872,Margaree River (SFA18),2005,10,13,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
50177,Margaree River (SFA18),2001,10,30,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
54231,Margaree River (SFA18),1997,10,31,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
54215,Margaree River (SFA18),1997,10,29,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
54227,Margaree River (SFA18),1997,10,28,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
38850,Margaree River (SFA18),2005,10,12,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
50212,Margaree River (SFA18),2001,10,26,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
50184,Margaree River (SFA18),2001,10,29,NqmSy,1,,No,2741728,Atlantic salmon,grilse,R,Present,
53463,Margaree River (SFA18),1997,10,27,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
51394,Margaree River (SFA18),2003,10,12,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
51235,Margaree River (SFA18),2003,10,16,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
50240,Margaree River (SFA18),2001,10,27,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
50191,Margaree River (SFA18),2001,10,31,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
54219,Margaree River (SFA18),1997,10,30,NqmSy,1,,No,NA,NA,NA,NA,NA,NA
45859,Margaree River (SFA18),1994,10,21,8Va3i,1,WASH,No,2736429,Atlantic salmon,salmon,R,Absent (hatchery),
48860,Margaree River (SFA18),1989,8,27,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
45888,Margaree River (SFA18),1994,9,16,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46142,Margaree River (SFA18),1993,7,20,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46182,Margaree River (SFA18),1993,6,14,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49519,Margaree River (SFA18),1991,8,13,8Va3i,1,FORK,No,2735235,Atlantic salmon,salmon,R,Present,
36216,Margaree River (SFA18),1991,8,21,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
48935,Margaree River (SFA18),1992,7,16,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46137,Margaree River (SFA18),1993,7,21,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49712,Margaree River (SFA18),1991,7,24,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
48854,Margaree River (SFA18),1989,8,28,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
45569,Margaree River (SFA18),1994,8,11,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49397,Margaree River (SFA18),1992,9,29,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49468,Margaree River (SFA18),1991,8,19,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46235,Margaree River (SFA18),1993,6,10,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46091,Margaree River (SFA18),1993,7,9,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46190,Margaree River (SFA18),1993,6,21,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46074,Margaree River (SFA18),1993,7,6,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
45523,Margaree River (SFA18),1994,7,11,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49735,Margaree River (SFA18),1991,7,27,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
45488,Margaree River (SFA18),1994,7,30,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
45543,Margaree River (SFA18),1994,8,25,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49588,Margaree River (SFA18),1991,8,27,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49703,Margaree River (SFA18),1991,8,4,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
45911,Margaree River (SFA18),1994,9,17,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49679,Margaree River (SFA18),1991,8,1,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46292,Margaree River (SFA18),1993,6,22,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
48792,Margaree River (SFA18),1989,8,11,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49332,Margaree River (SFA18),1992,9,15,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49009,Margaree River (SFA18),1992,8,3,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
53211,Margaree River (SFA18),1997,7,22,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
48561,Margaree River (SFA18),1989,7,2,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49690,Margaree River (SFA18),1991,8,2,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
45895,Margaree River (SFA18),1994,9,15,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
45902,Margaree River (SFA18),1994,9,14,8Va3i,1,SNAG,No,2737486,Atlantic salmon,grilse,M,Present,
45697,Margaree River (SFA18),1994,6,25,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49523,Margaree River (SFA18),1991,8,12,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46188,Margaree River (SFA18),1993,6,13,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46035,Margaree River (SFA18),1993,7,12,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49026,Margaree River (SFA18),1992,8,12,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46286,Margaree River (SFA18),1993,6,23,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
48923,Margaree River (SFA18),1992,7,15,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49490,Margaree River (SFA18),1991,8,20,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49740,Margaree River (SFA18),1991,7,28,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
45576,Margaree River (SFA18),1994,8,10,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
45464,Margaree River (SFA18),1994,7,29,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46522,Margaree River (SFA18),1993,8,10,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49698,Margaree River (SFA18),1991,8,5,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46230,Margaree River (SFA18),1993,6,11,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49729,Margaree River (SFA18),1991,7,26,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
55197,Margaree River (SFA18),1999,7,14,8Va3i,1,Seal,No,NA,NA,NA,NA,NA,NA
49109,Margaree River (SFA18),1992,7,6,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
48846,Margaree River (SFA18),1989,8,19,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46280,Margaree River (SFA18),1993,6,24,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
48953,Margaree River (SFA18),1992,7,20,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49324,Margaree River (SFA18),1992,9,14,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49571,Margaree River (SFA18),1991,8,26,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
48898,Margaree River (SFA18),1992,7,25,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46810,Margaree River (SFA18),1996,7,16,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
55196,Margaree River (SFA18),1999,7,4,8Va3i,1,Snag,No,NA,NA,NA,NA,NA,NA
46800,Margaree River (SFA18),1996,7,17,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
48993,Margaree River (SFA18),1992,8,13,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
45862,Margaree River (SFA18),1994,10,20,8Va3i,1,DBRI,No,2736428,Atlantic salmon,salmon,R,Absent (hatchery),
46227,Margaree River (SFA18),1993,6,12,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
48639,Margaree River (SFA18),1989,9,16,8Va3i,1,FORK,No,2735096,Atlantic salmon,salmon,R,Present,
45672,Margaree River (SFA18),1994,6,24,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
46155,Margaree River (SFA18),1993,7,22,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
49601,Margaree River (SFA18),1991,8,6,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
48710,Margaree River (SFA18),1989,10,7,8Va3i,1,,No,NA,NA,NA,NA,NA,NA
54708,Margaree River (SFA18),2024,7,1,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
42262,Margaree River (SFA18),2023,9,26,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
42665,Margaree River (SFA18),2021,9,17,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
54714,Margaree River (SFA18),2024,7,8,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
54716,Margaree River (SFA18),2024,7,10,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
54710,Margaree River (SFA18),2024,7,3,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
42215,Margaree River (SFA18),2023,10,3,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
42717,Margaree River (SFA18),2021,9,13,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
41973,Margaree River (SFA18),2023,6,28,vVGVJ,1,Long Pool,No,2741441,Atlantic salmon,salmon,RL,,
41935,Margaree River (SFA18),2023,7,6,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
41385,Margaree River (SFA18),2019,6,29,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
54712,Margaree River (SFA18),2024,7,5,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
54718,Margaree River (SFA18),2024,9,23,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
41809,Margaree River (SFA18),2019,9,14,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
42266,Margaree River (SFA18),2023,9,30,vVGVJ,1,High Bank,No,2740842,Atlantic salmon,salmon,R,,
42211,Margaree River (SFA18),2023,10,4,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
42272,Margaree River (SFA18),2023,9,28,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
54709,Margaree River (SFA18),2024,7,2,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
54715,Margaree River (SFA18),2024,7,9,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
41381,Margaree River (SFA18),2019,6,30,vVGVJ,1,,No,2741342,Atlantic salmon,salmon,RL,,
41368,Margaree River (SFA18),2019,6,26,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
42450,Margaree River (SFA18),2023,9,18,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
54713,Margaree River (SFA18),2024,7,7,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
41805,Margaree River (SFA18),2019,9,15,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
41943,Margaree River (SFA18),2023,7,5,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
41570,Margaree River (SFA18),2019,6,22,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
41561,Margaree River (SFA18),2019,6,24,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
41983,Margaree River (SFA18),2023,7,7,vVGVJ,1,,No,NA,NA,NA,NA,NA,NA
