waterbody_name__nom_masse_d'eau,survey_start_date__date_début_enquête,survey_end_date__date_fin_enquête,net/trap_number__numéro du filet/piège,dd_lat__lat_dd,dd_long__long_dd,net/trap_type__type_filet/piège,date_set__date_placé,set_time__heure_placé,date_lift__date_sorti,lift_time__heure_sorti,scientific_name__nom_scientifique,common_name__nom_commun,abbreviated_name__nom_abrégé,fish_caught__nombre_de_poissons,catch_wet_weight__poids_humide_capturé,comments__commentaires
Miramichi,2023-06-19,2023-06-21,6,46.461774,-66.965264,Fyke,2023-06-19,14:29:00,2023-06-20,11:16:00,Perca flavescens,Yellow Perch,Y.P.,5,N/A,
Miramichi,2023-06-19,2023-06-21,6,46.461774,-66.965264,Fyke,2023-06-19,14:29:00,2023-06-20,11:16:00,Morone americana,White Perch,W.P.,2,N/A,
Miramichi,2023-06-19,2023-06-21,6,46.461774,-66.965264,Fyke,2023-06-19,14:29:00,2023-06-20,11:16:00,Semotilus corporalis,Fall Fish,F.F.,3,N/A,
Miramichi,2023-06-19,2023-06-21,6,46.461774,-66.965264,Fyke,2023-06-19,14:29:00,2023-06-20,11:16:00,Catostomus commersonii,White Sucker,W.S.,5,N/A,
Miramichi,2023-06-19,2023-06-21,7,46.453019,-66.96693,Z-Trap,2023-06-20,9:40:00,2023-06-20,,,,N/A,,N/A,
Miramichi,2023-06-19,2023-06-21,8,46.453829,-66.969124,Z-Trap,2023-06-20,9:50:00,2023-06-20,,,,N/A,,N/A,
Miramichi,2023-06-19,2023-06-21,9,46.457127,-66.974938,Fyke,2023-06-20,10:05:00,2023-06-20,14:35:00,Perca flavescens,Yellow Perch,Y.P.,3,N/A,
Miramichi,2023-06-19,2023-06-21,9,46.457127,-66.974938,Fyke,2023-06-20,10:05:00,2023-06-20,14:35:00,Lithobates catesbeianus,American Bullfrog,Tadpole,20,N/A,"More than 20 tadpoles were caught, stopped enumerating atfer 20th tadpole"
Miramichi,2023-06-19,2023-06-21,10,46.464683,-66.977039,Fyke,2023-06-20,10:30:00,2023-06-20,14:20:00,Perca flavescens,Yellow Perch,Y.P.,1,N/A,
Miramichi,2023-06-19,2023-06-21,11,46.450716,-66.959777,Z-Trap,2023-06-20,11:55:00,2023-06-20,12:50:00,Couesius plumbeus,Lake Chub,L.C.,2,N/A,
Miramichi,2023-06-19,2023-06-21,12,46.45085,-66.959997,Z-Trap,2023-06-20,11:55:00,2023-06-20,14:48:00,Semotilus corporalis,Fall Fish,F.F.,4,N/A,
Miramichi,2023-06-19,2023-06-21,13,46.450716,-66.959777,Z-Trap,2023-06-20,12:50:00,2023-06-20,14:48:00,Perca flavescens,Yellow Perch,Y.P.,1,N/A,
Miramichi,2023-06-19,2023-06-21,13,46.450716,-66.959777,Z-Trap,2023-06-20,12:50:00,2023-06-20,14:48:00,Semotilus atromaculatus,Creek Chub,C.C.,1,N/A,
Miramichi,2023-06-19,2023-06-21,13,46.450716,-66.959777,Z-Trap,2023-06-20,12:50:00,2023-06-20,14:48:00,Lithobates catesbeianus,American Bullfrog,Tadpole,2,N/A,
Miramichi,2023-06-19,2023-06-21,Brian Fyke,46.451073,-66.960917,Fyke,2023-06-22,,2023-06-23,9:40:00,Notemigonus crysoleucas,Golden Shiner,G.S.,40,N/A,"More than 40 GS were caught, stopped enumerating after 40th GS "
Miramichi,2023-06-19,2023-06-21,Brian Fyke,46.451073,-66.960917,Fyke,2023-06-22,,2023-06-23,9:40:00,Luxilus cornutus,Common Shiner,C.S.,10,N/A,
Miramichi,2023-06-19,2023-06-21,Brian Fyke,46.451073,-66.960917,Fyke,2023-06-22,,2023-06-23,9:40:00,Morone americana,White Perch,W.P.,20,N/A,"More than 20 WP were caught, stopped enumerating after 20th WP"
Miramichi,2023-06-19,2023-06-21,Brian Fyke,46.451073,-66.960917,Fyke,2023-06-22,,2023-06-23,9:40:00,Ameiurus nebulosus ,Brown Bullhead,B.B.,5,N/A,
Miramichi,2023-06-19,2023-06-21,Brian Fyke,46.451073,-66.960917,Fyke,2023-06-22,,2023-06-23,9:40:00,Perca flavescens,Yellow Perch,Y.P.,50,N/A,"More than 50 YP were caught, stopped enumerating after 50th YP"
Miramichi,2023-06-19,2023-06-21,Brian Fyke,46.451073,-66.960917,Fyke,2023-06-22,,2023-06-23,9:40:00,Semotilus corporalis,Fall Fish,F.F.,10,N/A,
McKiel,2023-06-20,2023-06-21,1,46.590822,-66.967032,Fyke,2023-06-20,16:58:00,2023-06-21,13:47:00,Perca flavescens,Yellow Perch,Y.P.,11,N/A,
McKiel,2023-06-20,2023-06-21,1,46.590822,-66.967032,Fyke,2023-06-20,16:58:00,2023-06-21,13:47:00,Notemigonus crysoleucas,Golden Shiner,G.S.,4,N/A,
McKiel,2023-06-20,2023-06-21,1,46.590822,-66.967032,Fyke,2023-06-20,16:58:00,2023-06-21,13:47:00,Catostomus commersonii,White Sucker,W.S.,5,N/A,
McKiel,2023-06-20,2023-06-21,1,46.590822,-66.967032,Fyke,2023-06-20,16:58:00,2023-06-21,13:47:00,Alosa pseudoharengus ,Alewife,ALE,5,N/A,
McKiel,2023-06-20,2023-06-21,1,46.590822,-66.967032,Fyke,2023-06-20,16:58:00,2023-06-21,13:47:00,Morone americana,White Perch,W.P.,3,N/A,
McKiel,2023-06-20,2023-06-21,1,46.590822,-66.967032,Fyke,2023-06-20,16:58:00,2023-06-21,13:47:00,Semotilus corporalis,Fall Fish,F.F.,3,N/A,
McKiel,2023-06-20,2023-06-21,2,46.591523,-66.965603,Fyke,2023-06-20,17:06:00,2023-06-21,14:06:00,Perca flavescens,Yellow Perch,Y.P.,17,N/A,
McKiel,2023-06-20,2023-06-21,2,46.591523,-66.965603,Fyke,2023-06-20,17:06:00,2023-06-21,14:06:00,Catostomus commersonii,White Sucker,W.S.,1,N/A,
McKiel,2023-06-20,2023-06-21,2,46.591523,-66.965603,Fyke,2023-06-20,17:06:00,2023-06-21,14:06:00,Ameiurus nebulosus ,Brown Bullhead,B.B.,1,N/A,
McKiel,2023-06-20,2023-06-21,2,46.591523,-66.965603,Fyke,2023-06-20,17:06:00,2023-06-21,14:06:00,Semotilus corporalis,Fall Fish,F.F.,1,N/A,
McKiel,2023-06-20,2023-06-21,3,46.593878,-66.964403,Fyke,2023-06-20,17:14:00,2023-06-21,14:46:00,Catostomus commersonii,White Sucker,W.S.,11,N/A,
McKiel,2023-06-20,2023-06-21,3,46.593878,-66.964403,Fyke,2023-06-20,17:14:00,2023-06-21,14:46:00,Perca flavescens,Yellow Perch,Y.P.,2,N/A,
McKiel,2023-06-20,2023-06-21,3,46.593878,-66.964403,Fyke,2023-06-20,17:14:00,2023-06-21,14:46:00,Ameiurus nebulosus ,Brown Bullhead,B.B.,3,N/A,
McKiel,2023-06-20,2023-06-21,3,46.593878,-66.964403,Fyke,2023-06-20,17:14:00,2023-06-21,14:46:00,Lithobates catesbeianus,American Bullfrog,Tadpole,2,N/A,
McKiel,2023-06-20,2023-06-21,4,46.595097,-66.963788,Fyke,2023-06-20,17:21:00,2023-06-21,14:20:00,Perca flavescens,Yellow Perch,Y.P.,17,N/A,
McKiel,2023-06-20,2023-06-21,4,46.595097,-66.963788,Fyke,2023-06-20,17:21:00,2023-06-21,14:20:00,Morone americana,White Perch,W.P.,23,N/A,
McKiel,2023-06-20,2023-06-21,4,46.595097,-66.963788,Fyke,2023-06-20,17:21:00,2023-06-21,14:20:00,Catostomus commersonii,White Sucker,W.S.,15,N/A,
McKiel,2023-06-20,2023-06-21,4,46.595097,-66.963788,Fyke,2023-06-20,17:21:00,2023-06-21,14:20:00,Notemigonus crysoleucas,Golden Shiner,G.S.,6,N/A,
McKiel,2023-06-20,2023-06-21,4,46.595097,-66.963788,Fyke,2023-06-20,17:21:00,2023-06-21,14:20:00,Semotilus corporalis,Fall Fish,F.F.,7,N/A,
McKiel,2023-06-20,2023-06-21,5,46.586746,-66.972305,Fyke,2023-06-21,10:17:00,2023-06-21,15:10:00,,,N/A,0,N/A,
McKiel,2023-06-20,2023-06-21,6,46.587076,-66.972984,Fyke,2023-06-21,10:33:00,2023-06-21,15:30:00,,,N/A,0,N/A,
McKiel,2023-06-20,2023-06-21,7,46.590822,-66.967032,Fyke,2023-06-21,13:58:00,2023-06-21,16:45:00,Perca flavescens,Yellow Perch,Y.P.,12,N/A,
McKiel,2023-06-20,2023-06-21,8,46.592239,-66.965801,Z-Trap,2023-06-21,14:05:00,2023-06-21,17:00:00,Perca flavescens,Yellow Perch,Y.P.,10,N/A,
McKiel,2023-06-20,2023-06-21,9,46.59471,-66.964694,Z-Trap,2023-06-21,14:18:00,2023-06-21,16:50:00,Perca flavescens,Yellow Perch,Y.P.,30,N/A,
McKiel,2023-06-20,2023-06-21,9,46.59471,-66.964694,Z-Trap,2023-06-21,14:18:00,2023-06-21,16:50:00,Semotilus corporalis,Fall Fish,F.F.,5,N/A,
McKiel,2023-06-20,2023-06-21,9,46.59471,-66.964694,Z-Trap,2023-06-21,14:18:00,2023-06-21,16:50:00,Couesius plumbeus,Lake Chub,L.C.,2,N/A,Not 100% confident on species 
McKiel,2023-06-20,2023-06-21,10,46.591523,-66.965603,Fyke,2023-06-21,14:16:00,2023-06-21,16:52:00,Perca flavescens,Yellow Perch,Y.P.,7,N/A,
McKiel,2023-06-20,2023-06-21,10,46.591523,-66.965603,Fyke,2023-06-21,14:16:00,2023-06-21,16:52:00,Alosa pseudoharengus ,Alewife,ALE,2,N/A,
McKiel,2023-06-20,2023-06-21,10,46.591523,-66.965603,Fyke,2023-06-21,14:16:00,2023-06-21,16:52:00,Couesius plumbeus,Lake Chub,L.C.,2,N/A,Not 100% confident on species 
McKiel,2023-06-20,2023-06-21,11,46.595597,-66.963788,Fyke,2023-06-21,14:40:00,2023-06-21,17:03:00,Perca flavescens,Yellow Perch,Y.P.,5,N/A,
McKiel,2023-06-20,2023-06-21,12,46.593878,-66.964403,Fyke,2023-06-21,14:45:00,2023-06-21,17:08:00,Alosa pseudoharengus ,Alewife,ALE,1,N/A,
McKiel,2023-06-20,2023-06-21,12,46.593878,-66.964403,Fyke,2023-06-21,14:45:00,2023-06-21,17:08:00,Perca flavescens,Yellow Perch,Y.P.,1,N/A,
McKiel,2023-06-20,2023-06-21,Gill,46.587398,-66.971325,Gill Net,2023-06-21,15:00:00,2023-06-21,15:06:00,Notemigonus crysoleucas,Golden Shiner,G.S.,11,N/A,
McKiel,2023-06-20,2023-06-21,Gill,46.587398,-66.971325,Gill Net,2023-06-21,15:00:00,2023-06-21,15:06:00,Luxilus cornutus,Common Shiner,C.S.,2,N/A,
McKiel,2023-06-20,2023-06-21,Gill,46.587398,-66.971325,Gill Net,2023-06-21,15:00:00,2023-06-21,15:06:00,Ameiurus nebulosus ,Brown Bullhead,B.B.,1,N/A,
McKiel,2023-06-20,2023-06-21,Gill,46.587398,-66.971325,Gill Net,2023-06-21,15:00:00,2023-06-21,15:06:00,Semotilus corporalis,Fall Fish,F.F.,10,N/A,
McKiel,2023-06-20,2023-06-21,Gill,46.587398,-66.971325,Gill Net,2023-06-21,15:00:00,2023-06-21,15:06:00,Catostomus commersonii,White Sucker,W.S.,4,N/A,
Nashwaak,2023-06-21,2023-06-22,1-Z,46.464823,-67.106115,Z-Trap,2023-06-21,19:00:00,2023-06-22,10:21:00,Semotilus corporalis,Fall Fish,F.F.,6,N/A,
Nashwaak,2023-06-21,2023-06-22,1-Z,46.464823,-67.106115,Z-Trap,2023-06-21,19:00:00,2023-06-22,10:21:00,Ameiurus nebulosus ,Brown Bullhead,B.B.,16,N/A,
Nashwaak,2023-06-21,2023-06-22,1-Z,46.464823,-67.106115,Z-Trap,2023-06-21,19:00:00,2023-06-22,10:21:00,Catostomus commersonii,White Sucker,W.S.,6,N/A,
Nashwaak,2023-06-21,2023-06-22,1-Z,46.464823,-67.106115,Z-Trap,2023-06-21,19:00:00,2023-06-22,10:21:00,Luxilus cornutus,Common Shiner,C.S.,4,N/A,
Nashwaak,2023-06-21,2023-06-22,1-Z,46.464823,-67.106115,Z-Trap,2023-06-21,19:00:00,2023-06-22,10:21:00,Perca flavescens,Yellow Perch,Y.P.,1,N/A,
Nashwaak,2023-06-21,2023-06-22,2-Z,46.464184,-67.107871,Z-Trap,2023-06-21,19:10:00,2023-06-21,10:30:00,Perca flavescens,Yellow Perch,Y.P.,2,N/A,
Nashwaak,2023-06-21,2023-06-22,2-Z,46.464184,-67.107871,Z-Trap,2023-06-21,19:10:00,2023-06-21,10:30:00,Catostomus commersonii,White Sucker,W.S.,6,N/A,
Nashwaak,2023-06-21,2023-06-22,2-Z,46.464184,-67.107871,Z-Trap,2023-06-21,19:10:00,2023-06-21,10:30:00,Semotilus corporalis,Fall Fish,F.F.,1,N/A,
Nashwaak,2023-06-21,2023-06-22,2-Z,46.464184,-67.107871,Z-Trap,2023-06-21,19:10:00,2023-06-21,10:30:00,Ameiurus nebulosus ,Brown Bullhead,B.B.,7,N/A,
Nashwaak,2023-06-21,2023-06-22,1-F,46.464898,-67.105686,Fyke,2023-06-22,9:30:00,2023-06-22,11:00:00,Semotilus corporalis,Fall Fish,F.F.,3,N/A,
Nashwaak,2023-06-21,2023-06-22,1-F,46.464898,-67.105686,Fyke,2023-06-22,9:30:00,2023-06-22,11:00:00,Lithobates catesbeianus,American Bullfrog,Tadpole,36,N/A,
Nashwaak,2023-06-21,2023-06-22,1-F,46.464898,-67.105686,Fyke,2023-06-22,9:30:00,2023-06-22,11:00:00,Ameiurus nebulosus ,Brown Bullhead,B.B.,1,N/A,
Nashwaak,2023-06-21,2023-06-22,2-F,46.465668,-67.105081,Fyke,2023-06-22,9:39:00,2023-06-22,11:20:00,Lithobates catesbeianus,American Bullfrog,Tadpole,21,N/A,
Nashwaak,2023-06-21,2023-06-22,2-F,46.465668,-67.105081,Fyke,2023-06-22,9:39:00,2023-06-22,11:20:00,Catostomus commersonii,White Sucker,W.S.,2,N/A,
Nashwaak,2023-06-21,2023-06-22,2-F,46.465668,-67.105081,Fyke,2023-06-22,9:39:00,2023-06-22,11:20:00,Semotilus atromaculatus,Creek Chub,C.C.,1,N/A,
Nashwaak,2023-06-21,2023-06-22,3-F,46.466385,-67.104511,Fyke,2023-06-22,9:45:00,2023-06-22,11:39:00,Lithobates catesbeianus,American Bullfrog,Tadpole,12,N/A,
Nashwaak,2023-06-21,2023-06-22,4-F,46.467384,-67.103982,Fyke,2023-06-22,9:50:00,2023-06-22,11:45:00,Lithobates catesbeianus,American Bullfrog,Tadpole,1,N/A,
Nashwaak,2023-06-21,2023-06-22,4-F,46.467384,-67.103982,Fyke,2023-06-22,9:50:00,2023-06-22,11:45:00,Catostomus commersonii,White Sucker,W.S.,3,N/A,
Nashwaak,2023-06-21,2023-06-22,3-Z,46.465016,-67.106623,Z-Trap,2023-06-22,12:30:00,2023-06-22,13:45:00,Perca flavescens,Yellow Perch,Y.P.,4,N/A,
Nashwaak,2023-06-21,2023-06-22,4-Z,46.464929,-67.107543,Z-Trap,2023-06-22,12:30:00,2023-06-22,13:45:00,Ameiurus nebulosus ,Brown Bullhead,B.B.,2,N/A,
Nashwaak,2023-06-21,2023-06-22,4-Z,46.464929,-67.107543,Z-Trap,2023-06-22,12:30:00,2023-06-22,13:45:00,Semotilus corporalis,Fall Fish,F.F.,4,N/A,
Nashwaak,2023-06-21,2023-06-22,4-Z,46.464929,-67.107543,Z-Trap,2023-06-22,12:30:00,2023-06-22,13:45:00,Couesius plumbeus,Lake Chub,L.C.,1,N/A,Not 100% confident on species 
Nashwaak,2023-06-21,2023-06-22,1-F,46.464898,-67.105686,Fyke,2023-06-22,11:00:00,2023-06-22,13:00:00,Lithobates catesbeianus,American Bullfrog,Tadpole,38,N/A,
Nashwaak,2023-06-21,2023-06-22,1-F,46.464898,-67.105686,Fyke,2023-06-22,11:00:00,2023-06-22,13:00:00,Ameiurus nebulosus ,Brown Bullhead,B.B.,3,N/A,
Nashwaak,2023-06-21,2023-06-22,1-F,46.464898,-67.105686,Fyke,2023-06-22,11:00:00,2023-06-22,13:00:00,Couesius plumbeus,Lake Chub,L.C.,1,N/A,
Nashwaak,2023-06-21,2023-06-22,2-F,46.465668,-67.105081,Fyke,2023-06-22,12:10:00,2023-06-22,13:30:00,Perca flavescens,Yellow Perch,Y.P.,1,N/A,
Nashwaak,2023-06-21,2023-06-22,2-F,46.465668,-67.105081,Fyke,2023-06-22,12:10:00,2023-06-22,13:30:00,Lithobates catesbeianus,American Bullfrog,Tadpole,3,N/A,
Nashwaak,2023-06-21,2023-06-22,2-F,46.465668,-67.105081,Fyke,2023-06-22,12:10:00,2023-06-22,13:30:00,Petromyzontiformes,Lamprey,Lamp,1,N/A,
Nashwaak,2023-06-21,2023-06-22,4-F,46.467384,-67.103982,Fyke,2023-06-22,12:00:00,2023-06-22,13:10:00,Catostomus commersonii,White Sucker,W.S.,7,N/A,
Nashwaak,2023-06-21,2023-06-22,4-F,46.467384,-67.103982,Fyke,2023-06-22,12:00:00,2023-06-22,13:10:00,Lithobates catesbeianus,American Bullfrog,Tadpole,8,N/A,
Nashwaak,2023-06-21,2023-06-22,4-F,46.467384,-67.103982,Fyke,2023-06-22,12:00:00,2023-06-22,13:10:00,Perca flavescens,Yellow Perch,Y.P.,2,N/A,
Nashwaak,2023-06-21,2023-06-22,Gill,46.464635,-67.10605,Gill Net,2023-06-22,14:00:00,2023-06-22,14:05:00,Fundulus diaphanus,Banded Killifish,B.K.,1,N/A,
Nashwaak,2023-06-21,2023-06-22,Gill,46.464635,-67.10605,Gill Net,2023-06-22,14:00:00,2023-06-22,14:05:00,Couesius plumbeus,Lake Chub,L.C.,10,N/A,"More than 10 LC were caught, stopped enumerating after 10th LC"
Nashwaak,2023-06-21,2023-06-22,Gill,46.464635,-67.10605,Gill Net,2023-06-22,14:00:00,2023-06-22,14:05:00,Perca flavescens,Yellow Perch,Y.P.,5,N/A,"More than 5 YP were caught, stopped enumerating after 5th YP "
Nashwaak,2023-06-21,2023-06-22,Gill,46.464635,-67.10605,Gill Net,2023-06-22,14:00:00,2023-06-22,14:05:00,Semotilus corporalis,Fall Fish,F.F.,2,N/A,
