"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","structure.type__type.de.structures","total.number_nombre.total"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2014,8,"otolith",41
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2014,9,"otolith",4
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2015,5,"otolith",7
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2015,6,"otolith",36
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2015,10,"otolith",4
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2016,6,"otolith",6
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2016,7,"otolith",20
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2016,8,"otolith",6
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2017,6,"otolith",64
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2017,8,"otolith",12
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2017,9,"otolith",12
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2017,10,"otolith",1
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,7,"otolith",17
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,9,"otolith",15
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,10,"otolith",13
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2019,7,"otolith",37
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2019,8,"otolith",3
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2020,8,"otolith",9
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1970,9,"otolith",711
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1971,9,"otolith",1121
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1972,9,"otolith",1429
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1973,9,"otolith",1893
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1974,9,"otolith",1722
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1975,9,"otolith",1818
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1976,9,"otolith",1535
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1977,9,"otolith",2124
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1978,9,"otolith",1371
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1978,10,"otolith",134
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1979,9,"otolith",2090
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1979,10,"otolith",22
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1980,9,"otolith",2008
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1981,9,"otolith",1631
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1982,9,"otolith",1643
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1983,9,"otolith",1784
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1984,8,"otolith",379
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1984,9,"otolith",1252
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1985,9,"otolith",3713
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1986,9,"otolith",2712
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1987,8,"otolith",4
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1987,9,"otolith",4055
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1988,9,"otolith",3759
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1989,9,"otolith",4189
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1990,9,"otolith",3776
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1991,9,"otolith",5365
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1992,9,"otolith",4934
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1993,9,"otolith",5169
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1994,9,"otolith",5010
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1995,9,"otolith",5390
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1996,9,"otolith",5424
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1997,9,"otolith",5056
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1998,9,"otolith",5175
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1999,9,"otolith",4876
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2000,9,"otolith",4121
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2001,9,"otolith",3322
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2002,9,"otolith",4475
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2003,9,"otolith",2314
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2004,9,"otolith",3752
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2005,9,"otolith",3203
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2006,9,"otolith",4226
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2007,9,"otolith",3875
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,8,"otolith",677
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,9,"otolith",3718
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2009,9,"otolith",3500
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2010,9,"otolith",3303
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2011,9,"otolith",2937
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2011,10,"otolith",315
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2012,9,"otolith",3504
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2013,9,"otolith",3550
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2014,9,"otolith",4081
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2015,9,"otolith",4286
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2016,9,"otolith",3927
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2017,9,"otolith",2900
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,9,"otolith",1945
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,10,"otolith",162
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2019,9,"otolith",2912
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2019,10,"otolith",3
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2020,9,"otolith",1360
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2020,10,"otolith",403
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2021,8,"otolith",339
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2021,9,"otolith",3292
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2022,9,"otolith",2523
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2023,9,"otolith",3005
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2023,10,"otolith",247
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2024,8,"otolith",535
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2024,9,"otolith",2981
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,3,"otolith",72
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,5,"otolith",140
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,7,"otolith",164
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,8,"otolith",194
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,9,"otolith",127
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,10,"otolith",180
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,6,"otolith",350
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,7,"otolith",180
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,8,"otolith",534
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,9,"otolith",806
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,10,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1950,6,"otolith",210
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1950,8,"otolith",119
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1950,9,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1950,10,"otolith",240
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1951,6,"otolith",160
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1951,7,"otolith",420
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1951,10,"otolith",777
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,6,"otolith",540
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,8,"otolith",420
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,9,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,10,"otolith",120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,11,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,4,"otolith",120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,6,"otolith",599
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,9,"otolith",52
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,10,"otolith",473
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,11,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1954,5,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1954,6,"otolith",275
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1954,8,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1954,9,"otolith",94
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,5,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,6,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,7,"otolith",120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,8,"otolith",252
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,9,"otolith",120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,10,"otolith",300
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,1,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,5,"otolith",100
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,6,"otolith",265
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,7,"otolith",120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,8,"otolith",386
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,9,"otolith",201
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,10,"otolith",220
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,5,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,6,"otolith",295
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,7,"otolith",360
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,8,"otolith",352
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,9,"otolith",134
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,10,"otolith",219
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,11,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,5,"otolith",397
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,6,"otolith",379
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,7,"otolith",435
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,8,"otolith",332
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,9,"otolith",88
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,10,"otolith",319
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,1,"otolith",90
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,5,"otolith",120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,6,"otolith",326
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,7,"otolith",412
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,8,"otolith",546
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,9,"otolith",180
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,10,"otolith",317
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,2,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,5,"otolith",120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,6,"otolith",391
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,7,"otolith",335
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,8,"otolith",331
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,9,"otolith",97
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,11,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,5,"otolith",146
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,6,"otolith",144
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,7,"otolith",340
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,8,"otolith",341
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,9,"otolith",66
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,10,"otolith",38
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,11,"otolith",63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,2,"otolith",64
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,5,"otolith",59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,6,"otolith",320
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,7,"otolith",340
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,8,"otolith",251
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,9,"otolith",278
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,10,"otolith",177
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,11,"otolith",64
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,1,"otolith",62
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,2,"otolith",66
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,5,"otolith",71
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,6,"otolith",148
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,7,"otolith",379
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,8,"otolith",126
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,9,"otolith",259
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,10,"otolith",41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,11,"otolith",69
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,2,"otolith",59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,5,"otolith",65
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,6,"otolith",238
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,7,"otolith",187
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,8,"otolith",259
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,9,"otolith",137
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,10,"otolith",63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,12,"otolith",70
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,1,"otolith",63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,2,"otolith",70
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,4,"otolith",30
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,5,"otolith",96
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,6,"otolith",293
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,7,"otolith",63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,8,"otolith",348
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,9,"otolith",240
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,10,"otolith",27
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,11,"otolith",130
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,2,"otolith",57
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,4,"otolith",168
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,5,"otolith",56
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,6,"otolith",199
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,7,"otolith",165
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,8,"otolith",157
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,9,"otolith",76
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,10,"otolith",185
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,11,"otolith",60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,4,"otolith",106
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,6,"otolith",41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,8,"otolith",166
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,9,"otolith",275
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,10,"otolith",281
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,12,"otolith",64
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,1,"otolith",59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,2,"otolith",69
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,5,"otolith",429
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,6,"otolith",48
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,7,"otolith",287
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,8,"otolith",75
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,9,"otolith",258
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,10,"otolith",237
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,11,"otolith",55
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,12,"otolith",58
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,2,"otolith",145
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,4,"otolith",59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,6,"otolith",163
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,7,"otolith",231
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,8,"otolith",150
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,9,"otolith",57
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,10,"otolith",78
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,11,"otolith",86
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,12,"otolith",95
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,1,"otolith",109
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,4,"otolith",41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,5,"otolith",45
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,6,"otolith",151
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,7,"otolith",136
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,8,"otolith",101
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,9,"otolith",194
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,10,"otolith",83
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,11,"otolith",84
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,1,"otolith",42
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,3,"otolith",148
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,4,"otolith",90
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,5,"otolith",46
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,6,"otolith",105
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,7,"otolith",158
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,8,"otolith",169
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,9,"otolith",112
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,10,"otolith",207
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,1,"otolith",134
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,2,"otolith",38
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,3,"otolith",57
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,4,"otolith",105
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,5,"otolith",154
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,6,"otolith",67
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,7,"otolith",33
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,8,"otolith",187
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,9,"otolith",194
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,10,"otolith",65
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,11,"otolith",31
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,1,"otolith",142
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,4,"otolith",178
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,5,"otolith",114
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,6,"otolith",245
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,7,"otolith",80
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,8,"otolith",246
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,9,"otolith",267
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,10,"otolith",70
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,11,"otolith",61
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,12,"otolith",46
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,1,"otolith",280
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,2,"otolith",199
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,3,"otolith",232
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,5,"otolith",236
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,6,"otolith",129
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,7,"otolith",86
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,8,"otolith",142
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,9,"otolith",35
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,10,"otolith",91
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,11,"otolith",156
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,12,"otolith",27
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,1,"otolith",159
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,2,"otolith",89
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,3,"otolith",287
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,4,"otolith",162
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,5,"otolith",195
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,6,"otolith",272
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,7,"otolith",218
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,8,"otolith",191
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,9,"otolith",170
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,12,"otolith",233
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,1,"otolith",460
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,2,"otolith",122
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,3,"otolith",207
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,4,"otolith",95
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,5,"otolith",449
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,6,"otolith",371
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,7,"otolith",596
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,8,"otolith",578
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,9,"otolith",62
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,10,"otolith",23
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,12,"otolith",152
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,1,"otolith",52
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,2,"otolith",44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,3,"otolith",107
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,5,"otolith",221
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,6,"otolith",624
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,7,"otolith",522
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,8,"otolith",975
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,9,"otolith",332
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,10,"otolith",81
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,11,"otolith",119
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,12,"otolith",201
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,1,"otolith",235
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,2,"otolith",262
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,5,"otolith",391
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,6,"otolith",746
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,7,"otolith",526
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,8,"otolith",585
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,9,"otolith",36
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,10,"otolith",36
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,11,"otolith",30
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,1,"otolith",201
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,2,"otolith",215
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,3,"otolith",41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,5,"otolith",329
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,6,"otolith",562
