"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","structure.type__type.de.structures","total.number_nombre.total","number.aged_nombre.agées"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2007,6,"otolith",97,"97"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2007,7,"otolith",7,"7"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2007,9,"otolith",21,"20"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2007,10,"otolith",7,"6"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,5,"otolith",22,"22"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,6,"otolith",59,"59"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,7,"otolith",13,"13"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,8,"otolith",14,"14"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,9,"otolith",12,"12"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,10,"otolith",8,"8"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2009,5,"otolith",16,"16"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2009,6,"otolith",9,"9"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2009,8,"otolith",9,"9"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2009,11,"otolith",10,"10"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2010,4,"otolith",6,"6"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2011,8,"otolith",7,"7"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2011,9,"otolith",6,"6"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2011,10,"otolith",9,"9"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2012,5,"otolith",21,"20"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2012,6,"otolith",30,"28"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2013,6,"otolith",23,"22"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2013,7,"otolith",22,"20"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2014,4,"otolith",4,"4"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2014,5,"otolith",24,"24"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2014,6,"otolith",36,"33"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2014,7,"otolith",37,"34"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2014,8,"otolith",41,"38"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2014,9,"otolith",4,"3"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2015,5,"otolith",7,"7"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2015,6,"otolith",36,"35"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2015,10,"otolith",4,"4"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2016,6,"otolith",6,"6"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2016,7,"otolith",20,"20"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2016,8,"otolith",6,"6"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2017,6,"otolith",64,"59"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2017,8,"otolith",12,"12"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2017,9,"otolith",12,"12"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2017,10,"otolith",1,"1"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,7,"otolith",17,"17"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,9,"otolith",15,"15"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,10,"otolith",13,"13"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2019,7,"otolith",37,"37"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2019,8,"otolith",3,"3"
"Observers","Hippoglossoides platessoides","American Plaice","Plie canadienne",2020,8,"otolith",9,"9"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1970,9,"otolith",711,"0"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1971,9,"otolith",1121,"1036"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1972,9,"otolith",1429,"1356"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1973,9,"otolith",1893,"1890"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1974,9,"otolith",1722,"1684"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1975,9,"otolith",1818,"1751"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1976,9,"otolith",1535,"1481"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1977,9,"otolith",2124,"2087"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1978,9,"otolith",1371,"1350"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1978,10,"otolith",134,"134"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1979,9,"otolith",2090,"2069"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1979,10,"otolith",22,"22"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1980,9,"otolith",2008,"2000"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1981,9,"otolith",1631,"1326"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1982,9,"otolith",1643,"1617"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1983,9,"otolith",1784,"1746"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1984,8,"otolith",379,"376"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1984,9,"otolith",1252,"1247"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1985,9,"otolith",3713,"3513"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1986,9,"otolith",2712,"2430"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1987,8,"otolith",4,"4"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1987,9,"otolith",4055,"1403"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1988,9,"otolith",3759,"1945"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1989,9,"otolith",4189,"4169"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1990,9,"otolith",3776,"3766"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1991,9,"otolith",5365,"5326"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1992,9,"otolith",4934,"4919"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1993,9,"otolith",5169,"5139"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1994,9,"otolith",5010,"4991"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1995,9,"otolith",5390,"4896"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1996,9,"otolith",5424,"5387"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1997,9,"otolith",5056,"2243"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1998,9,"otolith",5175,"2271"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",1999,9,"otolith",4876,"2151"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2000,9,"otolith",4121,"1846"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2001,9,"otolith",3322,"2025"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2002,9,"otolith",4475,"2024"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2003,9,"otolith",2314,"0"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2004,9,"otolith",3752,"3682"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2005,9,"otolith",3203,"3176"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2006,9,"otolith",4226,"4205"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2007,9,"otolith",3875,"3829"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,8,"otolith",677,"672"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2008,9,"otolith",3718,"3699"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2009,9,"otolith",3500,"3487"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2010,9,"otolith",3303,"3292"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2011,9,"otolith",2937,"2925"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2011,10,"otolith",315,"314"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2012,9,"otolith",3504,"3480"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2013,9,"otolith",3550,"3488"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2014,9,"otolith",4081,"4016"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2015,9,"otolith",4286,"4225"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2016,9,"otolith",3927,"3906"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2017,9,"otolith",2900,"2877"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,9,"otolith",1945,"1925"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2018,10,"otolith",162,"162"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2019,9,"otolith",2912,"2864"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2019,10,"otolith",3,"3"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2020,9,"otolith",1360,"1307"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2020,10,"otolith",403,"387"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2021,8,"otolith",339,"0"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2021,9,"otolith",3292,"0"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2022,9,"otolith",2523,"2508"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2023,9,"otolith",3005,"0"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2023,10,"otolith",247,"0"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2024,8,"otolith",535,"0"
"RV-4T","Hippoglossoides platessoides","American Plaice","Plie canadienne",2024,9,"otolith",2981,"0"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,3,"otolith",72,"72"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,5,"otolith",140,"140"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,7,"otolith",164,"164"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,8,"otolith",194,"194"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,9,"otolith",127,"127"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,10,"otolith",180,"180"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,6,"otolith",350,"350"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,7,"otolith",180,"180"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,8,"otolith",534,"534"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,9,"otolith",806,"806"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,10,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1950,6,"otolith",210,"210"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1950,8,"otolith",119,"119"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1950,9,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1950,10,"otolith",240,"240"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1951,6,"otolith",160,"160"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1951,7,"otolith",420,"420"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1951,10,"otolith",777,"777"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,6,"otolith",540,"540"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,8,"otolith",420,"420"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,9,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,10,"otolith",120,"120"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,11,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,4,"otolith",120,"120"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,6,"otolith",599,"599"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,9,"otolith",52,"52"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,10,"otolith",473,"473"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,11,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1954,5,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1954,6,"otolith",275,"275"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1954,8,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1954,9,"otolith",94,"94"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,5,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,6,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,7,"otolith",120,"120"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,8,"otolith",252,"252"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,9,"otolith",120,"120"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,10,"otolith",300,"300"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,1,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,5,"otolith",100,"100"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,6,"otolith",265,"265"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,7,"otolith",120,"120"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,8,"otolith",386,"386"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,9,"otolith",201,"201"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,10,"otolith",220,"220"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,5,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,6,"otolith",295,"295"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,7,"otolith",360,"360"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,8,"otolith",352,"352"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,9,"otolith",134,"134"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,10,"otolith",219,"219"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,11,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,5,"otolith",397,"397"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,6,"otolith",379,"379"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,7,"otolith",435,"435"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,8,"otolith",332,"332"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,9,"otolith",88,"88"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,10,"otolith",319,"319"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,1,"otolith",90,"90"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,5,"otolith",120,"120"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,6,"otolith",326,"326"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,7,"otolith",412,"412"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,8,"otolith",546,"546"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,9,"otolith",180,"180"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,10,"otolith",317,"317"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,2,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,5,"otolith",120,"120"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,6,"otolith",391,"391"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,7,"otolith",335,"335"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,8,"otolith",331,"331"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,9,"otolith",97,"97"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,11,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,5,"otolith",146,"146"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,6,"otolith",144,"144"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,7,"otolith",340,"340"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,8,"otolith",341,"341"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,9,"otolith",66,"66"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,10,"otolith",38,"38"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,11,"otolith",63,"63"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,2,"otolith",64,"64"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,5,"otolith",59,"59"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,6,"otolith",320,"320"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,7,"otolith",340,"340"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,8,"otolith",251,"251"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,9,"otolith",278,"278"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,10,"otolith",177,"177"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,11,"otolith",64,"64"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,1,"otolith",62,"62"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,2,"otolith",66,"66"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,5,"otolith",71,"71"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,6,"otolith",148,"148"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,7,"otolith",379,"379"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,8,"otolith",126,"126"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,9,"otolith",259,"259"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,10,"otolith",41,"41"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,11,"otolith",69,"69"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,2,"otolith",59,"59"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,5,"otolith",65,"65"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,6,"otolith",238,"238"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,7,"otolith",187,"187"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,8,"otolith",259,"259"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,9,"otolith",137,"137"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,10,"otolith",63,"63"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,12,"otolith",70,"70"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,1,"otolith",63,"63"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,2,"otolith",70,"70"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,4,"otolith",30,"30"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,5,"otolith",96,"96"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,6,"otolith",293,"293"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,7,"otolith",63,"63"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,8,"otolith",348,"348"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,9,"otolith",240,"240"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,10,"otolith",27,"27"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,11,"otolith",130,"130"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,2,"otolith",57,"57"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,4,"otolith",168,"168"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,5,"otolith",56,"56"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,6,"otolith",199,"199"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,7,"otolith",165,"165"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,8,"otolith",157,"157"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,9,"otolith",76,"76"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,10,"otolith",185,"185"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,11,"otolith",60,"60"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,4,"otolith",106,"106"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,6,"otolith",41,"41"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,8,"otolith",166,"166"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,9,"otolith",275,"275"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,10,"otolith",281,"281"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,12,"otolith",64,"64"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,1,"otolith",59,"59"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,2,"otolith",69,"69"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,5,"otolith",429,"429"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,6,"otolith",48,"48"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,7,"otolith",287,"287"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,8,"otolith",75,"75"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,9,"otolith",258,"258"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,10,"otolith",237,"237"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,11,"otolith",55,"55"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,12,"otolith",58,"58"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,2,"otolith",145,"145"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,4,"otolith",59,"59"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,6,"otolith",163,"163"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,7,"otolith",231,"231"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,8,"otolith",150,"150"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,9,"otolith",57,"57"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,10,"otolith",78,"78"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,11,"otolith",86,"86"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,12,"otolith",95,"95"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,1,"otolith",109,"109"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,4,"otolith",41,"41"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,5,"otolith",45,"45"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,6,"otolith",151,"151"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,7,"otolith",136,"136"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,8,"otolith",101,"101"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,9,"otolith",194,"194"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,10,"otolith",83,"83"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,11,"otolith",84,"84"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,1,"otolith",42,"42"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,3,"otolith",148,"148"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,4,"otolith",90,"90"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,5,"otolith",46,"46"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,6,"otolith",105,"105"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,7,"otolith",158,"158"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,8,"otolith",169,"169"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,9,"otolith",112,"112"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,10,"otolith",207,"207"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,1,"otolith",134,"134"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,2,"otolith",38,"38"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,3,"otolith",57,"57"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,4,"otolith",105,"105"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,5,"otolith",154,"154"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,6,"otolith",67,"67"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,7,"otolith",33,"33"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,8,"otolith",187,"187"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,9,"otolith",194,"194"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,10,"otolith",65,"65"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,11,"otolith",31,"31"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,1,"otolith",142,"142"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,4,"otolith",178,"178"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,5,"otolith",114,"114"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,6,"otolith",245,"245"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,7,"otolith",80,"80"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,8,"otolith",246,"246"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,9,"otolith",267,"267"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,10,"otolith",70,"70"
