"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","english.structure.type_type.de.structures.anglais","french.structure.type_type.de.structures.français","total.number_nombre.total","number.aged_nombre.agées"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,5,"otoliths","otolithes",140,140
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,7,"otoliths","otolithes",164,164
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,8,"otoliths","otolithes",194,194
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,9,"otoliths","otolithes",127,127
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1948,10,"otoliths","otolithes",180,180
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,6,"otoliths","otolithes",350,350
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,7,"otoliths","otolithes",180,180
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,8,"otoliths","otolithes",534,534
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,9,"otoliths","otolithes",806,806
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1949,10,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1950,6,"otoliths","otolithes",210,210
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1950,8,"otoliths","otolithes",119,119
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1950,9,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1950,10,"otoliths","otolithes",240,240
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1951,6,"otoliths","otolithes",160,160
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1951,7,"otoliths","otolithes",420,420
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1951,10,"otoliths","otolithes",777,777
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,6,"otoliths","otolithes",540,540
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,8,"otoliths","otolithes",420,420
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,9,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,10,"otoliths","otolithes",120,120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1952,11,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,4,"otoliths","otolithes",120,120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,6,"otoliths","otolithes",599,599
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,9,"otoliths","otolithes",52,52
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,10,"otoliths","otolithes",473,473
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1953,11,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1954,5,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1954,6,"otoliths","otolithes",275,275
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1954,8,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1954,9,"otoliths","otolithes",94,94
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,5,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,6,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,7,"otoliths","otolithes",120,120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,8,"otoliths","otolithes",252,252
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,9,"otoliths","otolithes",120,120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1955,10,"otoliths","otolithes",300,300
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,1,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,5,"otoliths","otolithes",100,100
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,6,"otoliths","otolithes",265,265
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,7,"otoliths","otolithes",120,120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,8,"otoliths","otolithes",386,386
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,9,"otoliths","otolithes",201,201
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1956,10,"otoliths","otolithes",220,220
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,5,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,6,"otoliths","otolithes",295,295
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,7,"otoliths","otolithes",360,360
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,8,"otoliths","otolithes",352,352
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,9,"otoliths","otolithes",134,134
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,10,"otoliths","otolithes",219,219
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1957,11,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,5,"otoliths","otolithes",397,397
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,6,"otoliths","otolithes",379,379
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,7,"otoliths","otolithes",435,435
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,8,"otoliths","otolithes",332,332
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,9,"otoliths","otolithes",88,88
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1958,10,"otoliths","otolithes",319,319
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,1,"otoliths","otolithes",90,90
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,5,"otoliths","otolithes",120,120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,6,"otoliths","otolithes",326,326
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,7,"otoliths","otolithes",412,412
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,8,"otoliths","otolithes",546,546
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,9,"otoliths","otolithes",180,180
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1959,10,"otoliths","otolithes",317,317
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,2,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,5,"otoliths","otolithes",120,120
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,6,"otoliths","otolithes",391,391
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,7,"otoliths","otolithes",335,335
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,8,"otoliths","otolithes",331,331
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,9,"otoliths","otolithes",97,97
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1960,11,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,5,"otoliths","otolithes",146,146
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,6,"otoliths","otolithes",144,144
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,7,"otoliths","otolithes",340,340
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,8,"otoliths","otolithes",341,341
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,9,"otoliths","otolithes",66,66
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,10,"otoliths","otolithes",38,38
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1961,11,"otoliths","otolithes",63,63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,2,"otoliths","otolithes",64,64
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,5,"otoliths","otolithes",59,59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,6,"otoliths","otolithes",320,320
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,7,"otoliths","otolithes",340,340
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,8,"otoliths","otolithes",251,251
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,9,"otoliths","otolithes",278,278
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,10,"otoliths","otolithes",177,177
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1962,11,"otoliths","otolithes",64,64
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,1,"otoliths","otolithes",62,62
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,2,"otoliths","otolithes",66,66
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,5,"otoliths","otolithes",71,71
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,6,"otoliths","otolithes",148,148
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,7,"otoliths","otolithes",379,379
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,8,"otoliths","otolithes",126,126
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,9,"otoliths","otolithes",259,259
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,10,"otoliths","otolithes",41,41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1963,11,"otoliths","otolithes",69,69
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,2,"otoliths","otolithes",59,59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,5,"otoliths","otolithes",65,65
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,6,"otoliths","otolithes",238,238
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,7,"otoliths","otolithes",187,187
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,8,"otoliths","otolithes",259,259
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,9,"otoliths","otolithes",137,137
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,10,"otoliths","otolithes",63,63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1964,12,"otoliths","otolithes",70,70
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,1,"otoliths","otolithes",63,63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,2,"otoliths","otolithes",70,70
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,4,"otoliths","otolithes",30,30
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,5,"otoliths","otolithes",96,96
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,6,"otoliths","otolithes",293,293
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,7,"otoliths","otolithes",63,63
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,8,"otoliths","otolithes",348,348
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,9,"otoliths","otolithes",240,240
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,10,"otoliths","otolithes",27,27
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1965,11,"otoliths","otolithes",130,130
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,2,"otoliths","otolithes",57,57
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,4,"otoliths","otolithes",168,168
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,5,"otoliths","otolithes",56,56
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,6,"otoliths","otolithes",199,199
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,7,"otoliths","otolithes",165,165
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,8,"otoliths","otolithes",157,157
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,9,"otoliths","otolithes",76,76
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,10,"otoliths","otolithes",185,185
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1966,11,"otoliths","otolithes",60,60
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,4,"otoliths","otolithes",106,106
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,6,"otoliths","otolithes",41,41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,8,"otoliths","otolithes",166,166
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,9,"otoliths","otolithes",275,275
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,10,"otoliths","otolithes",281,281
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1967,12,"otoliths","otolithes",64,64
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,1,"otoliths","otolithes",59,59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,2,"otoliths","otolithes",69,69
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,5,"otoliths","otolithes",429,429
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,6,"otoliths","otolithes",48,48
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,7,"otoliths","otolithes",287,287
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,8,"otoliths","otolithes",75,75
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,9,"otoliths","otolithes",258,258
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,10,"otoliths","otolithes",237,237
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,11,"otoliths","otolithes",55,55
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1968,12,"otoliths","otolithes",58,58
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,2,"otoliths","otolithes",145,145
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,4,"otoliths","otolithes",59,59
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,6,"otoliths","otolithes",163,163
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,7,"otoliths","otolithes",231,231
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,8,"otoliths","otolithes",150,150
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,9,"otoliths","otolithes",57,57
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,10,"otoliths","otolithes",78,78
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,11,"otoliths","otolithes",86,86
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1969,12,"otoliths","otolithes",95,95
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,1,"otoliths","otolithes",109,109
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,4,"otoliths","otolithes",41,41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,5,"otoliths","otolithes",45,45
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,6,"otoliths","otolithes",151,151
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,7,"otoliths","otolithes",136,136
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,8,"otoliths","otolithes",101,101
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,9,"otoliths","otolithes",194,194
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,10,"otoliths","otolithes",83,83
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1970,11,"otoliths","otolithes",84,84
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,1,"otoliths","otolithes",42,42
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,3,"otoliths","otolithes",148,148
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,4,"otoliths","otolithes",90,90
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,5,"otoliths","otolithes",46,46
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,6,"otoliths","otolithes",105,105
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,7,"otoliths","otolithes",158,158
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,8,"otoliths","otolithes",169,169
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,9,"otoliths","otolithes",112,112
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1971,10,"otoliths","otolithes",207,207
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,1,"otoliths","otolithes",134,134
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,2,"otoliths","otolithes",38,38
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,3,"otoliths","otolithes",57,57
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,4,"otoliths","otolithes",105,105
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,5,"otoliths","otolithes",154,154
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,6,"otoliths","otolithes",67,67
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,7,"otoliths","otolithes",33,33
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,8,"otoliths","otolithes",187,187
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,9,"otoliths","otolithes",194,194
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,10,"otoliths","otolithes",65,65
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1972,11,"otoliths","otolithes",31,31
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,1,"otoliths","otolithes",142,142
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,4,"otoliths","otolithes",178,178
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,5,"otoliths","otolithes",114,114
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,6,"otoliths","otolithes",245,245
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,7,"otoliths","otolithes",80,80
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,8,"otoliths","otolithes",246,246
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,9,"otoliths","otolithes",267,267
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,10,"otoliths","otolithes",70,70
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,11,"otoliths","otolithes",61,61
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1973,12,"otoliths","otolithes",46,46
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,1,"otoliths","otolithes",280,280
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,2,"otoliths","otolithes",199,199
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,3,"otoliths","otolithes",232,232
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,5,"otoliths","otolithes",236,236
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,6,"otoliths","otolithes",129,129
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,7,"otoliths","otolithes",86,86
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,8,"otoliths","otolithes",142,142
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,9,"otoliths","otolithes",35,35
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,10,"otoliths","otolithes",91,91
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,11,"otoliths","otolithes",156,156
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1974,12,"otoliths","otolithes",27,27
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,1,"otoliths","otolithes",159,159
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,2,"otoliths","otolithes",89,89
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,3,"otoliths","otolithes",287,287
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,4,"otoliths","otolithes",162,162
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,5,"otoliths","otolithes",195,195
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,6,"otoliths","otolithes",272,272
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,7,"otoliths","otolithes",218,218
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,8,"otoliths","otolithes",191,191
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,9,"otoliths","otolithes",170,170
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1975,12,"otoliths","otolithes",233,233
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,1,"otoliths","otolithes",460,460
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,2,"otoliths","otolithes",122,122
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,3,"otoliths","otolithes",207,207
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,4,"otoliths","otolithes",95,95
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,5,"otoliths","otolithes",449,449
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,6,"otoliths","otolithes",371,371
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,7,"otoliths","otolithes",596,596
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,8,"otoliths","otolithes",578,578
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,9,"otoliths","otolithes",62,62
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,10,"otoliths","otolithes",23,23
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1976,12,"otoliths","otolithes",152,152
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,1,"otoliths","otolithes",52,52
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,2,"otoliths","otolithes",44,44
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,3,"otoliths","otolithes",107,107
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,5,"otoliths","otolithes",221,221
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,6,"otoliths","otolithes",624,624
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,7,"otoliths","otolithes",522,522
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,8,"otoliths","otolithes",975,975
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,9,"otoliths","otolithes",332,332
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,10,"otoliths","otolithes",81,81
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,11,"otoliths","otolithes",119,119
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1977,12,"otoliths","otolithes",201,201
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,1,"otoliths","otolithes",235,235
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,2,"otoliths","otolithes",262,262
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,5,"otoliths","otolithes",391,391
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,6,"otoliths","otolithes",746,746
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,7,"otoliths","otolithes",526,526
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,8,"otoliths","otolithes",585,585
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,9,"otoliths","otolithes",36,36
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,10,"otoliths","otolithes",36,36
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1978,11,"otoliths","otolithes",30,30
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,1,"otoliths","otolithes",201,201
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,2,"otoliths","otolithes",215,215
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,3,"otoliths","otolithes",41,41
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,5,"otoliths","otolithes",329,329
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,6,"otoliths","otolithes",562,562
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,7,"otoliths","otolithes",449,449
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,8,"otoliths","otolithes",411,411
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,9,"otoliths","otolithes",26,26
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,10,"otoliths","otolithes",54,54
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,11,"otoliths","otolithes",301,301
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1979,12,"otoliths","otolithes",170,170
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,1,"otoliths","otolithes",441,441
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,2,"otoliths","otolithes",187,187
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,4,"otoliths","otolithes",118,118
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,5,"otoliths","otolithes",178,178
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,6,"otoliths","otolithes",88,88
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,7,"otoliths","otolithes",101,101
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,8,"otoliths","otolithes",116,116
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,9,"otoliths","otolithes",68,68
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,10,"otoliths","otolithes",82,82
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1980,12,"otoliths","otolithes",50,50
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,1,"otoliths","otolithes",618,618
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,4,"otoliths","otolithes",93,93
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,5,"otoliths","otolithes",655,655
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,6,"otoliths","otolithes",658,658
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,7,"otoliths","otolithes",441,441
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,8,"otoliths","otolithes",574,574
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,9,"otoliths","otolithes",222,222
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1981,10,"otoliths","otolithes",279,279
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,1,"otoliths","otolithes",354,354
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,2,"otoliths","otolithes",410,410
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,5,"otoliths","otolithes",470,470
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,6,"otoliths","otolithes",626,626
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,7,"otoliths","otolithes",373,373
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,8,"otoliths","otolithes",237,237
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,9,"otoliths","otolithes",140,140
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,10,"otoliths","otolithes",244,244
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1982,11,"otoliths","otolithes",302,302
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,1,"otoliths","otolithes",341,320
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,2,"otoliths","otolithes",141,126
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,3,"otoliths","otolithes",11,11
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,4,"otoliths","otolithes",32,31
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,5,"otoliths","otolithes",179,177
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,6,"otoliths","otolithes",237,221
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",1983,7,"otoliths","otolithes",205,186
