river_name__nom_de_la_rivière,site_code__numéro_du_site,latitude,longitude,date,site_type__type_de_site,water_cond__cond_eau,water_temp_c__temp_eau_c,seine_type__type_de_senne,electrofisher__électropêcheur,electrofisher_pulse_type__type_d'impulsion_du_électropêcheur,electrofisher_frequency__fréquence_du_électropêcheur,duty_cycle__facteur_d'utilisation,electrofisher_voltage__tension_du_électropêcheur,electrofisher_output_low__sortie_faible_du_électropêcheur,electrofisher_output_high__sortie_élevé_du_électropêcheur,bank_length_left__longueur_de_la_banque_à_gauche,bank_length_right__longueur_de_la_banque_à_droite,width_lower__largeur_inférieure,width_middle__largeur_moyenne,width_upper__largeur_supérieure,max_overhanging_veg_left__max_vég_en_surplomb_à_gauche,max_overhanging_veg_right__max_vég_en_surplomb_à_droite,overhanging_veg_left__vég_en_surplomb_à_gauche,overhanging_veg_right__vég_en_surplomb_à_droite,depth_1_lower__profondeur_1_inférieure,depth_2_lower__profondeur_2_inférieure,depth_3_lower__profondeur_3_inférieure,depth_1_middle__profondeur_1_moyenne,depth_2_middle__profondeur_2_moyenne,depth_3_middle__profondeur_3_moyenne,depth_1_upper__profondeur_1_supérieur,depth_2_upper__profondeur_2_supérieur,depth_3_upper__profondeur_3_supérieur,max_depth__profondeur_max,percent_fine__pourcentage_fin,percent_sand__pourcentage_sable,percent_gravel__pourcentage_gravier,percent_pebble__pourcentage_caillou,percent_cobble__pourcentage_pierre,percent_rocks__pourcentage_roches,percent_boulder__pourcentage_rocher,percent_bedrock__pourcentage_substratum,percent_riffle__pourcentage_radier,percent_run__pourcentage_courant,percent_flat__pourcentage_plat,percent_pool__pourcentage_bassin,age_thresh_0_1__seuil d'âge_0_1,age_thresh_1_2__seuil d'âge_1_2,age_thresh_2_3__seuil d'âge_2_3,sample_id__numéro_d_identification_de_l_échantillon
Dungarvon River,55,46.659,-66.32296,2011-09-29,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,16.0,15.5,16.4,18.2,15.7,0.0,0.0,0.0,0.0,12.0,14.0,31.0,13.0,15.0,18.0,25.0,14.0,9.0,25.0,0.0,0.0,12.0,33.0,50.0,4.0,1.0,0.0,90,10,0,0,,,,6974
Dungarvon River,57,46.74405,-66.015,2011-09-29,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,12.5,12.5,18.5,15.4,13.6,0.0,0.0,0.0,0.0,18.0,15.0,10.0,16.0,13.0,8.0,9.0,11.0,13.0,21.0,0.0,5.0,8.0,30.0,50.0,7.0,0.0,0.0,100,0,0,0,,,,6975
Northwest Miramichi River,26,47.05549,-65.83176,2011-09-28,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,2.5,2.5,60.0,60.0,60.0,0.0,0.0,0.0,0.0,42.0,47.0,28.0,31.0,36.0,38.0,37.0,36.0,37.0,54.0,0.0,5.0,5.0,5.0,10.0,10.0,15.0,50.0,0,100,0,0,,,,6960
Little Sevogle River,40,47.04193,-65.88886,2011-09-28,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,9.0,12.6,11.3,13.5,13.2,0.0,0.0,0.0,0.0,28.0,58.0,38.0,36.0,49.0,37.0,44.0,51.0,42.0,58.0,0.0,15.0,25.0,25.0,10.0,10.0,15.0,0.0,0,90,10,0,,,,6967
Catamaran Brook,46,46.85565,-66.19229,2011-09-27,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,31.9,36.1,7.5,5.6,8.4,1.5,1.5,30.0,20.0,24.0,16.0,11.0,24.0,35.0,93.0,31.0,41.0,53.0,88.0,0.0,5.0,20.0,30.0,25.0,15.0,5.0,0.0,50,50,0,0,,,,6971
Catamaran Brook,218,46.88,-66.104,2011-09-27,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,15.8,15.8,18.7,20.8,21.6,0.0,0.0,0.0,0.0,48.0,40.0,25.0,31.0,25.0,15.0,32.0,40.0,32.0,75.0,0.0,5.0,35.0,25.0,25.0,10.0,0.0,0.0,40,60,0,0,,,,7006
South Branch Big Sevogle River,103,47.05,-66.0,2011-09-26,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,20.7,21.5,14.4,13.6,12.0,0.0,0.0,0.0,0.0,22.0,29.0,30.0,44.0,36.0,15.0,30.0,14.0,10.0,44.0,0.0,5.0,5.0,15.0,40.0,30.0,5.0,0.0,60,40,0,0,,,,6988
Lower North Branch Little Southwest Miramichi River,147,46.98283,-66.37267,2011-09-26,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,15.2,17.0,21.4,20.7,21.1,0.0,0.5,0.0,80.0,39.0,46.0,41.0,21.0,37.0,54.0,21.0,41.0,53.0,53.0,0.0,15.0,5.0,30.0,15.0,30.0,5.0,0.0,0,100,0,0,,,,6996
Big Sevogle River,190,47.065,-65.852,2011-09-26,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,5.5,6.0,49.0,49.0,49.0,0.0,0.0,0.0,0.0,51.0,36.0,30.0,58.0,43.0,29.0,26.0,43.0,47.0,58.0,0.0,5.0,20.0,20.0,25.0,25.0,5.0,0.0,0,100,0,0,,,,6999
Tomogonops River,113,47.23,-65.84,2011-09-23,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,17.5,19.5,17.6,15.4,15.0,0.0,0.0,0.0,0.0,30.0,60.0,34.0,40.0,32.0,26.0,29.0,26.0,34.0,60.0,0.0,10.0,10.0,25.0,25.0,25.0,2.5,2.5,0,100,0,0,,,,6990
Northwest Miramichi River,115,47.19,-65.89,2011-09-23,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,17.5,17.5,14.3,14.3,14.3,0.0,0.0,0.0,0.0,30.0,42.0,51.0,34.0,55.0,47.0,26.0,45.0,58.0,58.0,0.0,5.0,10.0,25.0,25.0,30.0,5.0,0.0,0,100,0,0,,,,6991
Northwest Miramichi River,215,47.13517,-65.83667,2011-09-23,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,10.0,10.0,27.5,27.5,27.5,0.0,0.0,0.0,0.0,25.0,20.0,36.0,18.0,19.0,27.0,19.0,24.0,28.0,40.0,0.0,15.0,15.0,30.0,30.0,5.0,5.0,0.0,65,35,0,0,,,,7004
Northwest Miramichi River,216,47.03,-65.83467,2011-09-23,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,26.0,26.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,18.0,22.0,29.0,18.0,28.0,40.0,21.0,59.0,58.0,60.0,0.0,15.0,30.0,25.0,25.0,5.0,0.0,0.0,75,25,0,0,,,,7005
Cains River,74,46.583,-65.72,2011-09-22,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,8.0,8.3,18.7,19.4,20.2,0.5,0.5,5.0,10.0,14.0,22.0,25.0,19.0,20.0,24.0,20.0,19.0,25.0,36.0,0.0,3.0,5.0,15.0,70.0,7.0,0.0,0.0,70,30,0,0,,,,6978
Cains River,213,46.665,-65.77,2011-09-22,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,19.2,19.2,16.5,14.8,15.6,0.0,0.0,0.0,0.0,15.0,21.0,29.0,11.0,26.0,22.0,26.0,23.0,23.0,28.0,0.0,5.0,30.0,30.0,30.0,5.0,0.0,0.0,20,80,0,0,,,,7003
South Branch Southwest Miramichi River,65,46.494,-67.01,2011-09-21,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,15.0,15.0,19.0,18.5,19.2,1.5,0.5,100.0,100.0,61.0,50.0,43.0,54.0,55.0,47.0,45.0,50.0,41.0,61.0,0.0,5.0,10.0,40.0,40.0,5.0,0.0,0.0,0,85,5,10,,,,6976
Southwest Miramichi River,69,46.51109,-67.11281,2011-09-21,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,20.0,20.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,43.0,56.0,67.0,41.0,59.0,64.0,46.0,53.0,65.0,70.0,0.0,20.0,10.0,20.0,30.0,10.0,10.0,0.0,0,100,0,0,,,,6977
McKiel Brook,129,46.55,-66.04,2011-09-21,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,,,,23.0,20.0,13.5,10.2,12.2,2.5,5.0,65.0,95.0,24.0,29.0,31.0,46.0,36.0,39.0,30.0,32.0,47.0,57.0,0.0,5.0,5.0,20.0,25.0,40.0,5.0,0.0,45,50,5,0,,,,6992
Salmon Brook,206,46.562,-67.29,2011-09-21,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,25.0,25.0,6.2,6.2,9.0,0.5,2.0,20.0,40.0,36.0,6.0,38.0,14.0,30.0,34.0,12.0,25.0,32.0,45.0,0.0,5.0,10.0,10.0,50.0,25.0,0.0,0.0,20,80,0,0,,,,7001
Big Hole Brook,79,46.56057,-66.19703,2011-09-20,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,220.0,,,28.2,28.2,11.6,15.5,15.1,3.5,3.5,100.0,75.0,51.0,50.0,34.0,36.0,49.0,70.0,51.0,42.0,40.0,70.0,0.0,7.0,8.0,15.0,45.0,25.0,0.0,0.0,15,85,0,0,,,,6982
Barnaby River,98,46.77487,-65.47273,2011-09-20,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,26.5,26.5,6.9,8.2,7.0,0.5,1.5,90.0,5.0,29.0,25.0,13.0,20.0,15.0,20.0,25.0,34.0,20.0,37.0,0.0,0.0,0.0,10.0,70.0,15.0,5.0,0.0,70,30,0,0,,,,6987
Barnaby River,131,46.88,-65.51772,2011-09-20,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,27.5,27.5,15.0,15.8,16.4,1.0,1.0,90.0,10.0,24.0,17.0,19.0,29.0,30.0,31.0,21.0,32.0,28.0,58.0,0.0,5.0,5.0,25.0,50.0,10.0,5.0,0.0,30,70,0,0,,,,6993
Cains River,220,46.48303,-65.82805,2011-09-20,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,41.2,41.2,6.2,4.6,8.6,0.5,0.5,5.0,5.0,29.0,26.0,33.0,31.0,32.0,33.0,28.0,23.0,23.0,40.0,0.0,10.0,10.0,20.0,40.0,15.0,5.0,0.0,15,85,0,0,,,,7007
Betts Mill Brook,82,46.5387,-66.18704,2011-09-19,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,24.0,24.0,10.3,13.5,14.0,2.0,1.0,50.0,10.0,46.0,24.0,27.0,13.0,24.0,35.0,10.0,24.0,38.0,50.0,0.0,5.0,35.0,40.0,15.0,5.0,0.0,0.0,10,90,0,0,,,,6983
Burnt Land Brook,84,46.461,-66.408,2011-09-19,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,28.8,28.8,9.3,5.8,7.4,0.0,0.0,0.0,0.0,23.0,21.0,25.0,26.0,40.0,53.0,20.0,15.0,39.0,54.0,0.0,0.0,5.0,25.0,50.0,20.0,0.0,0.0,40,60,0,0,,,,6984
Taxis River,86,46.431,-66.57926,2011-09-19,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,7.9,7.9,45.0,45.6,45.0,0.0,0.0,0.0,0.0,36.0,25.0,36.0,35.0,42.0,39.0,32.0,43.0,35.0,61.0,0.0,2.0,10.0,15.0,40.0,25.0,8.0,0.0,0,100,0,0,,,,6985
Taxis River,88,46.44245,-66.77891,2011-09-19,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,25.0,25.0,10.0,8.9,11.1,0.0,0.0,0.0,0.0,23.0,14.0,46.0,21.0,30.0,75.0,29.0,30.0,42.0,58.0,0.0,0.0,15.0,20.0,35.0,25.0,5.0,0.0,40,60,0,0,,,,6986
Northwest Miramichi River,34,47.253,-66.236,2011-09-17,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,16.0,13.5,24.5,25.5,26.5,1.5,0.5,95.0,100.0,44.0,35.0,31.0,38.0,29.0,36.0,45.0,33.0,25.0,66.0,0.0,5.0,5.0,20.0,40.0,20.0,10.0,0.0,0,40,60,0,,,,6963
Cains River,75,46.556,-65.815,2011-09-16,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,16.9,16.9,19.0,19.0,19.0,0.0,0.0,0.0,0.0,20.0,19.0,20.0,41.0,42.0,56.0,30.0,48.0,54.0,95.0,0.0,0.0,10.0,40.0,50.0,0.0,0.0,0.0,0,100,0,0,,,,6979
Cains River,77,46.40538,-66.11,2011-09-16,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,16.0,16.0,31.5,31.5,31.5,0.0,0.0,0.0,0.0,50.0,35.0,68.0,36.0,44.0,39.0,36.0,38.0,44.0,68.0,5.0,0.0,5.0,10.0,15.0,0.0,0.0,65.0,0,100,0,0,,,,6980
Cains River,78,46.43506,-66.0182,2011-09-16,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,600.0,,,16.0,16.0,36.0,36.0,36.0,0.5,1.0,5.0,5.0,47.0,45.0,43.0,59.0,36.0,36.0,56.0,46.0,43.0,69.0,0.0,5.0,10.0,15.0,25.0,40.0,5.0,0.0,0,100,0,0,,,,6981
North PoleStream,45,46.96077,-66.56005,2011-09-15,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,,,,18.0,16.4,30.2,30.5,35.5,1.0,1.0,100.0,40.0,50.0,28.0,45.0,46.0,49.0,31.0,45.0,50.0,30.0,62.0,5.0,5.0,60.0,10.0,10.0,10.0,0.0,0.0,50,50,0,0,,,,6970
Tuadook River,107,46.97,-66.63,2011-09-15,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,17.2,15.0,24.5,25.5,26.5,1.0,1.0,100.0,80.0,35.0,26.0,15.0,40.0,28.0,21.0,39.0,36.0,42.0,47.0,0.0,5.0,15.0,15.0,20.0,20.0,25.0,0.0,50,50,0,0,,,,6989
North PoleStream,145,46.9797,-66.47,2011-09-15,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,600.0,,,9.0,9.0,26.5,27.0,20.0,1.0,3.0,100.0,100.0,49.0,50.0,52.0,44.0,48.0,55.0,46.0,41.0,62.0,67.0,0.0,5.0,10.0,20.0,20.0,20.0,25.0,0.0,40,50,10,0,,,,6995
South Branch Big Sevogle River,39,47.069,-66.258,2011-09-14,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,22.0,22.0,16.0,14.0,14.0,1.0,0.0,30.0,0.0,36.0,71.0,34.0,30.0,58.0,51.0,39.0,53.0,49.0,76.0,0.0,5.0,10.0,20.0,40.0,20.0,5.0,0.0,5,95,0,0,,,,6966
Little Southwest Miramichi River,43,46.93709,-65.9076,2011-09-14,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,16.0,16.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,28.0,30.0,31.0,31.0,35.0,39.0,36.0,45.0,55.0,55.0,0.0,0.0,5.0,25.0,60.0,8.0,2.0,0.0,15,85,0,0,,,,6968
Little Southwest Miramichi River,44,46.89596,-66.14703,2011-09-14,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,29.4,29.4,11.5,11.5,11.5,0.0,0.0,0.0,0.0,27.0,38.0,61.0,39.0,55.0,59.0,46.0,59.0,54.0,63.0,0.0,0.0,5.0,10.0,50.0,30.0,5.0,0.0,5,95,0,0,,,,6969
South Branch Big Sevogle River,153,47.09,-66.32,2011-09-14,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,24.0,24.0,8.7,9.0,9.4,3.0,1.5,90.0,90.0,33.0,45.0,50.0,45.0,25.0,30.0,34.0,28.0,40.0,64.0,0.0,2.0,5.0,10.0,60.0,15.0,8.0,0.0,5,95,0,0,,,,6997
Sutherland Brook,23,46.938,-65.821,2011-09-13,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,22.5,23.5,6.3,7.5,7.0,1.5,2.0,40.0,100.0,31.0,26.0,33.0,15.0,20.0,40.0,33.0,16.0,12.0,42.0,0.0,5.0,10.0,20.0,20.0,40.0,5.0,0.0,50,50,0,0,,,,6959
Northwest Miramichi River,30,47.21,-65.817,2011-09-13,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,31.5,29.0,14.5,14.5,14.0,0.0,0.0,0.0,0.0,17.0,23.0,45.0,27.0,43.0,55.0,44.0,57.0,51.0,64.0,0.0,5.0,5.0,20.0,40.0,25.0,5.0,0.0,20,80,0,0,,,,6961
Northwest Miramichi River,33,47.191,-66.121,2011-09-13,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,15.0,13.7,20.5,21.8,22.9,1.5,0.0,40.0,0.0,43.0,47.0,36.0,48.0,47.0,34.0,50.0,50.0,37.0,75.0,0.0,10.0,10.0,20.0,30.0,25.0,5.0,0.0,0,60,40,0,,,,6962
South Branch Northwest Miramichi River,35,47.272,-66.32142,2011-09-12,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,29.0,28.5,6.5,6.0,11.0,0.5,1.5,50.0,95.0,21.0,35.0,23.0,38.0,41.0,33.0,56.0,60.0,36.0,63.0,0.0,5.0,5.0,5.0,50.0,25.0,10.0,0.0,0,50,50,0,,,,6964
North Branch Big Sevogle River,38,47.133,-66.118,2011-09-12,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,23.0,20.8,15.4,17.5,15.5,0.5,0.0,5.0,0.0,44.0,42.0,58.0,31.0,41.0,41.0,48.0,43.0,46.0,74.0,0.0,5.0,15.0,15.0,45.0,15.0,5.0,0.0,0,50,45,5,,,,6965
Northwest Millstream,135,47.04,-65.64,2011-09-09,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,500.0,,,22.5,22.5,12.2,11.5,10.5,4.0,4.0,70.0,85.0,46.0,40.0,31.0,60.0,56.0,26.0,28.0,51.0,46.0,98.0,5.0,5.0,15.0,30.0,20.0,20.0,5.0,0.0,0,100,0,0,,,,6994
Trout Brook,191,46.1163,-65.773,2011-09-09,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,,,400.0,,,30.0,30.0,5.3,6.5,5.0,6.0,5.0,100.0,100.0,42.0,43.0,19.0,17.0,26.0,16.0,17.0,32.0,23.0,45.0,10.0,10.0,25.0,30.0,20.0,5.0,0.0,0.0,50,40,10,0,,,,7000
Burnthill Brook,120,46.68,-66.97,2010-10-14,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,15.1,15.1,9.7,9.9,10.2,1.5,2.5,40.0,60.0,36.0,35.0,56.0,19.0,25.0,54.0,38.0,27.0,26.0,64.0,0.0,20.0,5.0,15.0,30.0,20.0,10.0,0.0,30,60,5,5,,,,6941
Clearwater Brook,121,46.76,-66.83,2010-10-14,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,20.8,20.8,8.2,8.3,9.6,1.0,0.5,60.0,20.0,39.0,21.0,28.0,16.0,28.0,21.0,37.0,20.0,18.0,40.0,0.0,2.5,12.5,30.0,55.0,5.0,0.0,0.0,60,40,0,0,,,,6942
McKiel Brook,129,46.55,-66.04,2010-10-14,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,20.5,20.5,9.6,10.5,11.6,2.0,3.5,60.0,90.0,22.0,28.0,21.0,35.0,20.0,17.0,34.0,35.0,15.0,46.0,0.0,0.0,5.0,15.0,20.0,40.0,15.0,5.0,35,65,10,0,,,,6943
South Branch Southwest Miramichi River,65,46.494,-67.01,2010-10-13,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,11.6,11.6,18.6,18.7,19.0,1.0,1.5,40.0,40.0,64.0,53.0,39.0,55.0,60.0,46.0,38.0,60.0,44.0,82.0,0.0,5.0,20.0,40.0,30.0,5.0,0.0,0.0,0,85,5,10,,,,6922
Southwest Miramichi River,69,46.51109,-67.11281,2010-10-13,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,31.7,31.7,6.0,3.5,3.0,1.0,,90.0,,61.0,51.0,32.0,71.0,56.0,50.0,53.0,33.0,39.0,64.0,0.0,20.0,2.5,2.5,5.0,15.0,50.0,5.0,0,80,20,0,,,,6923
Salmon Brook,206,46.562,-67.29,2010-10-13,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,22.3,22.3,6.0,7.8,7.8,1.5,0.5,90.0,80.0,15.0,26.0,38.0,24.0,36.0,35.0,21.0,31.0,47.0,67.0,0.0,10.0,20.0,30.0,40.0,0.0,0.0,0.0,25,75,0,0,,,,6950
Dungarvon River,221,46.71234,-66.11738,2010-10-12,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,9.6,6.0,27.2,27.6,27.6,4.0,0.25,90.0,30.0,28.0,28.0,38.0,28.0,33.0,43.0,28.0,28.0,44.0,44.0,0.0,0.0,5.0,10.0,50.0,30.0,5.0,0.0,0,100,0,0,,,,6958
South Branch Big Sevogle River,103,47.05,-66.0,2010-10-06,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,600.0,,,9.2,9.2,14.6,14.7,14.3,0.25,0.25,20.0,60.0,32.0,28.0,34.0,27.0,25.0,37.0,26.0,28.0,39.0,50.0,0.0,0.0,0.0,0.0,10.0,27.5,60.0,2.5,10,85,5,0,,,,6935
Lower North Branch Little Southwest Miramichi River,147,46.98283,-66.37267,2010-10-06,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,,,,10.5,10.5,20.4,20.7,20.3,1.0,0.25,75.0,100.0,44.0,42.0,24.0,48.0,38.0,28.0,48.0,46.0,47.0,53.0,0.0,2.5,0.0,20.0,40.0,25.0,10.0,2.5,10,90,0,0,,,,6946
Big Sevogle River,190,47.065,-65.852,2010-10-06,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,5.6,5.6,44.3,44.3,44.3,0.0,0.25,0.0,50.0,25.0,26.0,54.0,49.0,28.0,45.0,43.0,30.0,37.0,61.0,0.0,5.0,10.0,35.0,40.0,7.5,2.5,0.0,15,85,0,0,,,,6949
Northwest Miramichi River,215,47.13517,-65.83667,2010-10-06,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,4.2,4.2,55.3,57.3,56.3,0.0,0.0,0.0,0.0,31.0,52.0,29.0,33.0,48.0,24.0,43.0,50.0,28.0,52.0,0.0,0.0,0.0,10.0,30.0,40.0,20.0,0.0,15,85,0,0,,,,6954
Northwest Miramichi River,216,47.03,-65.83467,2010-10-06,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,23.9,23.9,9.6,9.6,9.6,,0.0,,0.0,18.0,22.0,29.0,18.0,28.0,40.0,21.0,59.0,58.0,88.0,0.0,5.0,10.0,20.0,60.0,5.0,0.0,0.0,10,60,30,0,,,,6955
Southwest Miramichi River,61,46.609,-65.892,2010-10-05,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,25.9,25.9,8.0,8.0,8.0,,0.0,,0.0,63.0,69.0,69.0,54.0,61.0,71.0,47.0,66.0,72.0,72.0,0.0,0.0,40.0,40.0,20.0,0.0,0.0,0.0,10,90,0,0,,,,6920
Taxis River,88,46.44245,-66.77891,2010-10-05,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,12.3,12.3,8.5,9.9,10.9,1.0,0.0,25.0,0.0,17.0,21.0,25.0,16.0,32.0,28.0,32.0,25.0,33.0,40.0,0.0,0.0,0.0,0.0,10.0,20.0,70.0,0.0,35,65,0,0,,,,6932
Teagues Brook,95,46.5581,-67.23335,2010-10-05,Open,,,,Smith-Root Type 12B [s/n: ---] (historical),,60.0,,500.0,,,,,,,,2.5,1.0,100.0,100.0,,,,,,,,,,,2.0,20.0,25.0,25.0,25.0,3.0,0.0,0.0,25,70,5,0,,,,6934
Dungarvon River,117,46.78,-65.97,2010-10-05,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,600.0,,,8.0,8.0,27.2,26.0,28.2,0.5,0.0,5.0,0.0,33.0,34.0,33.0,42.0,41.0,31.0,50.0,45.0,46.0,50.0,0.0,0.0,0.0,10.0,20.0,30.0,40.0,0.0,5,95,0,0,,,,6940
Renous River,54,46.797,-66.201,2010-10-04,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,600.0,,,9.7,9.7,24.6,23.6,22.6,0.25,0.25,40.0,40.0,36.0,44.0,47.0,37.0,51.0,39.0,41.0,50.0,41.0,66.0,0.0,0.0,0.0,10.0,50.0,35.0,5.0,0.0,0,98,3,0,,,,6915
Dungarvon River,186,46.82,-66.65,2010-10-04,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,600.0,,,18.2,18.2,8.0,5.7,6.8,2.0,2.5,95.0,80.0,26.0,53.0,38.0,31.0,51.0,47.0,29.0,37.0,31.0,62.0,0.0,0.0,0.0,0.0,20.0,30.0,50.0,0.0,0,90,10,0,,,,6948
Dungarvon River,210,46.701,-66.484,2010-10-04,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,600.0,,,19.1,19.1,13.1,13.6,12.4,2.5,0.25,0.0,0.0,32.0,46.0,48.0,42.0,47.0,33.0,50.0,36.0,31.0,52.0,0.0,2.5,2.5,5.0,40.0,40.0,10.0,0.0,0,98,3,0,,,,6951
Renous River,214,46.79135,-66.477,2010-10-04,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,600.0,,,15.7,15.7,9.6,9.4,10.2,1.0,1.5,95.0,75.0,30.0,41.0,43.0,33.0,44.0,40.0,38.0,38.0,28.0,50.0,0.0,0.0,0.0,5.0,10.0,15.0,20.0,50.0,0,100,0,0,,,,6953
Cains River,78,46.43506,-66.0182,2010-10-01,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,600.0,,,7.4,7.4,34.6,34.4,36.8,0.0,0.25,0.0,5.0,22.0,26.0,37.0,30.0,24.0,34.0,27.0,19.0,48.0,52.0,0.0,5.0,10.0,15.0,25.0,40.0,5.0,0.0,20,70,10,0,,,,6927
Betts Mill Brook,82,46.5387,-66.18704,2010-10-01,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,600.0,,,23.8,23.8,6.1,5.6,5.9,3.0,2.5,75.0,60.0,16.0,25.0,17.0,21.0,20.0,25.0,18.0,34.0,41.0,41.0,2.5,5.0,15.0,30.0,30.0,10.0,0.0,2.5,35,60,5,0,,,,6929
Taxis River,86,46.431,-66.57926,2010-10-01,Open,,,,Smith-Root LR-24 [s/n: ---] (Smith-Root LR-24),,60.0,,550.0,,,6.0,9.2,43.6,38.4,38.4,0.25,0.25,20.0,30.0,25.0,26.0,40.0,36.0,32.0,31.0,24.0,33.0,24.0,54.0,0.0,0.0,5.0,10.0,40.0,35.0,10.0,0.0,0,70,30,0,,,,6931
