Year,SampleID,SampleType,EventID,SamplingLocation,SamplingSite,EventDate,RecordedBy,DecimalLatitude,DecimalLongitude,VolumeFiltered (mL),FilterType,OccurrenceStatus,New_OccurrenceStatus,SMB Ct_1,SMB Ct_2,SMB Ct_3,SMB Pg/L_1 ,SMB Pg/L_2,SMB Pg/L_3,SMB Copies/L_1 ,SMB Copies/L_2,SMB Copies/L_3
2019,r19D:2347,Sample,2019-r19D:2347,SWM River,Site 29,10/10/2019,DFO Gulf,46.49828,-67.0485,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,No Ct,0,0,0,NA,NA,NA
2019,r19D:2348,Sample,2019-r19D:2348,SWM River,Site 5,10/10/2019,DFO Gulf,46.50754,-66.94977,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,No Ct,0,0,0,NA,NA,NA
2019,r19D:2349,Field blank,2019-r19D:2349,,NA,NA,DFO Gulf,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,No Ct,0,0,0,NA,NA,NA
2020,r20:2187,Sample,2020-r20:2187,SWM River,Site 5,8/26/2020,DFO Gulf,46.50753,-66.94977,1000,0.8 µm Nylon,Suspected,Inconclusive,35.47,34.18,NA,5.96,14.15,NA,NA,NA,NA
2020,r20:2188,Sample,2020-r20:2188,SWM River,Site 5,8/26/2020,DFO Gulf,46.50753,-66.94977,1000,0.8 µm Nylon,Suspected,Inconclusive,35.97,35.36,NA,4.27,6.43,NA,NA,NA,NA
2020,r20:2189,Sample,2020-r20:2189,SWM River,Site 5,8/26/2020,DFO Gulf,46.50753,-66.94977,1000,0.8 µm Nylon,Suspected,Inconclusive,34.94,37.1,NA,8.49,2,NA,NA,NA,NA
2020,r20:2190,Sample,2020-r20:2190,SWM River,Site 14,8/26/2020,DFO Gulf,46.54391,-66.85485,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2191,Sample,2020-r20:2191,SWM River,Site 14,8/26/2020,DFO Gulf,46.54391,-66.85485,1000,0.8 µm Nylon,Inconclusive,Inconclusive,No Ct,35.95,NA,0,4.33,NA,NA,NA,NA
2020,r20:2192,Field blank,2020-r20:2192,,NA,NA,DFO Gulf,NA,NA,1000,0.8 µm Nylon,Inconclusive,Inconclusive,40.36,No Ct,NA,0.22,0,NA,NA,NA,NA
2020,r20:2193,Sample,2020-r20:2193,SWM River,Site 14,8/26/2020,DFO Gulf,46.54391,-66.85485,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2194,Sample,2020-r20:2194,SWM River,Site 15,8/26/2020,DFO Gulf,46.55547,-66.84771,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2196,Sample,2020-r20:2196,SWM River,Site 15,8/26/2020,DFO Gulf,46.55547,-66.84771,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2198,Sample,2020-r20:2198,SWM River,Site 16,8/26/2020,DFO Gulf,46.56257,-66.832,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2200,Sample,2020-r20:2200,SWM River,Site 15,8/26/2020,DFO Gulf,46.55547,-66.84771,750,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2208,Field blank,2020-r20:2208,,NA,NA,DFO Gulf,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2202,Sample,2020-r20:2202,SWM River,Site 16,8/26/2020,DFO Gulf,46.56257,-66.832,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2203,Sample,2020-r20:2203,SWM River,Site 16,8/26/2020,DFO Gulf,46.56257,-66.832,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2204,Sample,2020-r20:2204,SWM River,Site 13,8/26/2020,DFO Gulf,46.53503,-66.88127,1000,0.8 µm Nylon,Inconclusive,Inconclusive,No Ct,36.21,NA,0,3.64,NA,NA,NA,NA
2020,r20:2205,Sample,2020-r20:2205,SWM River,Site 13,8/26/2020,DFO Gulf,46.53503,-66.88127,1000,0.8 µm Nylon,Inconclusive,Inconclusive,38.4,No Ct,NA,0.84,0,NA,NA,NA,NA
2020,r20:2206,Sample,2020-r20:2206,SWM River,Site 13,8/26/2020,DFO Gulf,46.53503,-66.88127,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2207,Sample,2020-r20:2207,Argyle Lake,Site 50,8/26/2020,DFO Gulf,46.52097,-67.33674,100,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2209,Sample,2020-r20:2209,Argyle Lake,Site 50,8/26/2020,DFO Gulf,46.52097,-67.33674,100,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2210,Sample,2020-r20:2210,Argyle Lake,Site 50,8/26/2020,DFO Gulf,46.52097,-67.33674,150,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2211,Sample,2020-r20:2211,Argyle Lake,Site 51,8/26/2020,DFO Gulf,46.52128,-67.33706,100,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2212,Sample,2020-r20:2212,Argyle Lake,Site 51,8/26/2020,DFO Gulf,46.52128,-67.33706,100,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2213,Sample,2020-r20:2213,Argyle Lake,Site 51,8/26/2020,DFO Gulf,46.52128,-67.33706,200,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2214,Sample,2020-r20:2214,SWM River,Site 31,8/26/2020,DFO Gulf,46.51053,-67.1137,600,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2215,Field blank,2020-r20:2215,,NA,NA,DFO Gulf,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2216,Sample,2020-r20:2216,SWM River,Site 31,8/26/2020,DFO Gulf,46.51053,-67.1137,700,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2217,Sample,2020-r20:2217,SWM River,Site 31,8/26/2020,DFO Gulf,46.51053,-67.1137,700,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2398,Sample,2020-r20:2398,Mckiel Brook,Site 25,8/19/2020,Anqotum Resource Management,46.55011,-67.04399,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2399,Sample,2020-r20:2399,Mckiel Brook,Site 25,8/19/2020,Anqotum Resource Management,46.55011,-67.04399,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2400,Field blank,2020-r20:2400,,NA,NA,Anqotum Resource Management,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2401,Sample,2020-r20:2401,Mckiel Brook,Site 26,8/19/2020,Anqotum Resource Management,46.57771,-67.04132,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2402,Sample,2020-r20:2402,Mckiel Brook,Site 26,8/19/2020,Anqotum Resource Management,46.57771,-67.04132,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2403,Field blank,2020-r20:2403,,NA,NA,Anqotum Resource Management,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2404,Sample,2020-r20:2404,Mckiel Lake,Site 27,8/19/2020,Anqotum Resource Management,46.60062,-66.9858,250,0.8 µm Nylon,Inconclusive,Inconclusive,No Ct,39.57,NA,0,0.38,NA,NA,NA,NA
2020,r20:2405,Field blank,2020-r20:2405,,NA,NA,Anqotum Resource Management,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2406,Sample,2020-r20:2406,SWM River,Site 29,8/19/2020,Anqotum Resource Management,46.49828,-67.0485,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2407,Sample,2020-r20:2407,SWM River,Site 29,8/19/2020,Anqotum Resource Management,46.49828,-67.0485,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2408,Sample,2020-r20:2408,SWM River,Site 29,8/19/2020,Anqotum Resource Management,46.49828,-67.0485,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2409,Field blank,2020-r20:2409,,NA,NA,Anqotum Resource Management,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2410,Sample,2020-r20:2410,SWM River,Site 30,8/19/2020,Anqotum Resource Management,46.51033,-67.08379,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2411,Sample,2020-r20:2411,SWM River,Site 30,8/19/2020,Anqotum Resource Management,46.51033,-67.08379,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2412,Sample,2020-r20:2412,SWM River,Site 30,8/19/2020,Anqotum Resource Management,46.51033,-67.08379,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2414,Sample,2020-r20:2414,SWM River,Site 31,8/19/2020,Anqotum Resource Management,46.51054,-67.1137,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2415,Sample,2020-r20:2415,SWM River,Site 31,8/19/2020,Anqotum Resource Management,46.51054,-67.1137,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2416,Sample,2020-r20:2416,SWM River,Site 31,8/19/2020,Anqotum Resource Management,46.51054,-67.1137,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2417,Sample,2020-r20:2417,SWM River,Site 31,8/19/2020,Anqotum Resource Management,46.51984,-67.14979,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2418,Field blank,2020-r20:2418,,NA,NA,Anqotum Resource Management,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2419,Sample,2020-r20:2419,SWM River,Site 32,8/19/2020,Anqotum Resource Management,46.51984,-67.14979,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2420,Sample,2020-r20:2420,SWM River,Site 32,8/19/2020,Anqotum Resource Management,46.51984,-67.14979,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2421,Field blank,2020-r20:2421,,NA,NA,Anqotum Resource Management,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2422,Sample,2020-r20:2422,McKiel Bogan,Site 1,8/20/2020,Anqotum Resource Management,46.50335,-66.9651,150,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2423,Field blank,2020-r20:2423,,NA,NA,Anqotum Resource Management,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2424,Sample,2020-r20:2424,SWM River,Site 33,8/20/2020,Anqotum Resource Management,46.49801,-66.98654,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2425,Sample,2020-r20:2425,SWM River,Site 33,8/20/2020,Anqotum Resource Management,46.49801,-66.98654,1000,0.8 µm Nylon,Inconclusive,Inconclusive,No Ct,36.53,NA,0,2.93,NA,NA,NA,NA
2020,r20:2426,Field blank,2020-r20:2426,,NA,NA,Anqotum Resource Management,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2427,Sample,2020-r20:2427,McKiel Bogan,Site 2,8/20/2020,Anqotum Resource Management,46.49891,-66.95677,1000,0.8 µm Nylon,Suspected,Detected,34.87,36.23,NA,8.89,3.57,NA,NA,NA,NA
2020,r20:2428,Sample,2020-r20:2428,McKiel Bogan,Site 2,8/20/2020,Anqotum Resource Management,46.49891,-66.95677,1000,0.8 µm Nylon,Suspected,Detected,33.55,34.31,NA,21.61,13.02,NA,NA,NA,NA
2020,r20:2430,Sample,2020-r20:2430,McKiel Bogan,Site 2,8/20/2020,Anqotum Resource Management,46.49891,-66.95677,1000,0.8 µm Nylon,Suspected,Detected,34.49,33.98,NA,11.48,16.16,NA,NA,NA,NA
2020,r20:2431,Field blank,2020-r20:2431,,NA,NA,Anqotum Resource Management,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2432,Sample,2020-r20:2432,SWM River,Site 3,8/20/2020,Anqotum Resource Management,46.49565,-66.95817,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2433,Sample,2020-r20:2433,SWM River,Site 3,8/20/2020,Anqotum Resource Management,46.49565,-66.95817,1000,0.8 µm Nylon,Inconclusive,Inconclusive,No Ct,37.61,NA,0,1.42,NA,NA,NA,NA
2020,r20:2434,Sample,2020-r20:2434,SWM River,Site 3,8/20/2020,Anqotum Resource Management,46.49565,-66.95817,1000,0.8 µm Nylon,Inconclusive,Inconclusive,37.57,No Ct,NA,1.46,0,NA,NA,NA,NA
2020,r20:2435,Field blank,2020-r20:2435,,NA,NA,Anqotum Resource Management,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2436,Sample,2020-r20:2436,SWM River,Site 4,8/20/2020,Anqotum Resource Management,46.49565,-66.93987,1000,0.8 µm Nylon,Inconclusive,Not detected,36.6,No Ct,NA,2.79,0,NA,NA,NA,NA
2020,r20:2437,Sample,2020-r20:2437,SWM River,Site 4,8/20/2020,Anqotum Resource Management,46.49565,-66.93987,1000,0.8 µm Nylon,Suspected,Detected,36.41,36.26,NA,3.17,3.52,NA,NA,NA,NA
2020,r20:2438,Sample,2020-r20:2438,SWM River,Site 4,8/20/2020,Anqotum Resource Management,46.49565,-66.93987,1000,0.8 µm Nylon,Suspected,Detected,36.22,36.62,NA,3.6,2.75,NA,NA,NA,NA
2020,r20:2439,Field Blank,2020-r20:2439,,NA,NA,Anqotum Resource Management,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2440,Sample,2020-r20:2440,SWM River,Site 5,8/20/2020,Anqotum Resource Management,46.50753,-66.94977,1000,0.8 µm Nylon,Suspected,Detected,35.48,36.22,NA,5.92,3.61,NA,NA,NA,NA
2020,r20:2441,Sample,2020-r20:2441,SWM River,Site 5,8/20/2020,Anqotum Resource Management,46.50753,-66.94977,750,0.8 µm Nylon,Suspected,Detected,34.6,35.9,NA,10.65,4.48,NA,NA,NA,NA
2020,r20:2507,Sample,2020-r20:2507,SWM River,Site 5,8/20/2020,Anqotum Resource Management,46.50753,-66.94977,1000,0.8 µm Nylon,Suspected,Detected,37.53,35.56,NA,1.5,5.63,NA,NA,NA,NA
2020,r20:2508,Field blank,2020-r20:2508,,NA,NA,Anqotum Resource Management,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2509,Sample,2020-r20:2509,SWM River,Site 10,8/20/2020,Anqotum Resource Management,46.49411,-67.0101,1000,0.8 µm Nylon,Inconclusive,Inconclusive,37.37,No Ct,NA,1.66,0,NA,NA,NA,NA
2020,r20:2510,Sample,2020-r20:2510,SWM River,Site 10,8/20/2020,Anqotum Resource Management,46.49411,-67.0101,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2511,Sample,2020-r20:2511,SWM River,Site 10,8/20/2020,Anqotum Resource Management,46.49411,-67.0101,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2512,Field blank,2020-r20:2512,,NA,NA,Anqotum Resource Management,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2513,Sample,2020-r20:2513,SWM River,Site 18,9/1/2020,DFO Gulf,46.58102,-66.75007,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2514,Sample,2020-r20:2514,SWM River,Site 18,9/1/2020,DFO Gulf,46.58102,-66.75007,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2515,Sample,2020-r20:2515,SWM River,Site 18,9/1/2020,DFO Gulf,46.58102,-66.75007,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2516,Sample,2020-r20:2516,SWM River,Site 17,9/1/2020,DFO Gulf,46.5737,-66.81342,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2517,Sample,2020-r20:2517,SWM River,Site 17,9/1/2020,DFO Gulf,46.5737,-66.81342,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2518,Field blank,2020-r20:2518,,NA,NA,DFO Gulf,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2519,Sample,2020-r20:2519,SWM River,Site 17,9/1/2020,DFO Gulf,46.5737,-66.81342,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2525,Sample,2020-r20:2525,SWM River,Site 5,9/1/2020,DFO Gulf,46.50753,-66.94977,1000,0.8 µm Nylon,Suspected,Detected,35.48,36.01,NA,5.91,4.15,NA,NA,NA,NA
2020,r20:2526,Sample,2020-r20:2526,SWM River,Site 5,9/1/2020,DFO Gulf,46.50753,-66.94977,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2527,Sample,2020-r20:2527,SWM River,Site 5,9/1/2020,DFO Gulf,46.50753,-66.94977,1000,0.8 µm Nylon,Suspected,Detected,36.55,35.94,NA,2.89,4.36,NA,NA,NA,NA
2020,r20:2528,Field blank,2020-r20:2528,,NA,NA,DFO Gulf,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2529,Sample,2020-r20:2529,SWM River,Site 31,9/1/2020,DFO Gulf,46.51053,-67.1137,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2530,Sample,2020-r20:2530,SWM River,Site 31,9/1/2020,DFO Gulf,46.51053,-67.1137,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2531,Sample,2020-r20:2531,SWM River,Site 31,9/1/2020,DFO Gulf,46.51053,-67.1137,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2535,Field blank,2020-r20:2535,,NA,NA,DFO Gulf,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2537,Sample,2020-r20:2537,Taxis River,Site 24,9/2/2020,DFO Gulf,46.45406,-66.42301,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2538,Sample,2020-r20:2538,Taxis River,Site 24,9/2/2020,DFO Gulf,46.45406,-66.42301,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2539,Sample,2020-r20:2539,Taxis River,Site 24,9/2/2020,DFO Gulf,46.45406,-66.42301,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2540,Sample,2020-r20:2540,SWM River,Site 23,9/2/2020,DFO Gulf,46.48188,-66.47978,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2541,Sample,2020-r20:2541,SWM River,Site 23,9/2/2020,DFO Gulf,46.48188,-66.47978,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2574,Field blank,2020-r20:2574,,NA,NA,DFO Gulf,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2575,Sample,2020-r20:2575,SWM River,Site 23,9/2/2020,DFO Gulf,46.48188,-66.47978,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2576,Sample,2020-r20:2576,SWM River,Site 22,9/2/2020,DFO Gulf,46.51649,-66.51611,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2577,Sample,2020-r20:2577,SWM River,Site 22,9/2/2020,DFO Gulf,46.51649,-66.51611,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2578,Sample,2020-r20:2578,SWM River,Site 22,9/2/2020,DFO Gulf,46.51649,-66.51611,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2579,Sample,2020-r20:2579,SWM River,Site 21,9/2/2020,DFO Gulf,46.56006,-66.55818,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2580,Sample,2020-r20:2580,SWM River,Site 21,9/2/2020,DFO Gulf,46.56006,-66.55818,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2581,Sample,2020-r20:2581,SWM River,Site 21,9/2/2020,DFO Gulf,46.56006,-66.55818,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2582,Sample,2020-r20:2582,SWM River,Site 20,9/2/2020,DFO Gulf,46.60063,-66.63863,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2584,Sample,2020-r20:2584,SWM River,Site 20,9/2/2020,DFO Gulf,46.60063,-66.63863,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2585,Sample,2020-r20:2585,SWM River,Site 20,9/2/2020,DFO Gulf,46.60063,-66.63863,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2586,Sample,2020-r20:2586,SWM River,Site 19,9/2/2020,DFO Gulf,46.58554,-66.70118,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2587,Sample,2020-r20:2587,SWM River,Site 19,9/2/2020,DFO Gulf,46.58554,-66.70118,1000,0.8 µm Nylon,Inconclusive,Inconclusive,No Ct,36.82,NA,0,2.41,NA,NA,NA,NA
2020,r20:2589,Sample,2020-r20:2589,SWM River,Site 19,9/2/2020,DFO Gulf,46.58554,-66.70118,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2590,Field blank,2020-r20:2590,,NA,NA,DFO Gulf,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2591,Sample,2020-r20:2591,SWM River,Site 37,9/2/2020,DFO Gulf,46.56064,-66.1221,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2592,Sample,2020-r20:2592,SWM River,Site 37,9/2/2020,DFO Gulf,46.56064,-66.1221,1000,0.8 µm Nylon,Inconclusive,Inconclusive,No Ct,37.87,NA,0,1.19,NA,NA,NA,NA
2020,r20:2593,Sample,2020-r20:2593,SWM River,Site 37,9/2/2020,DFO Gulf,46.56064,-66.1221,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2594,Sample,2020-r20:2594,SWM River,Site 38,9/2/2020,DFO Gulf,46.61789,-65.87861,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2595,Sample,2020-r20:2595,SWM River,Site 38,9/2/2020,DFO Gulf,46.61789,-65.87861,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2596,Sample,2020-r20:2596,SWM River,Site 38,9/2/2020,DFO Gulf,46.61789,-65.87861,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2597,Sample,2020-r20:2597,SWM River,Site 39,9/2/2020,DFO Gulf,46.73431,-65.82416,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2598,Sample,2020-r20:2598,SWM River,Site 39,9/2/2020,DFO Gulf,46.73431,-65.82416,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2599,Field blank,2020-r20:2599,,NA,NA,DFO Gulf,NA,NA,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2600,Sample,2020-r20:2600,SWM River,Site 39,9/2/2020,DFO Gulf,46.73431,-65.82416,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
2020,r20:2601,Sample,2020-r20:2601,Bartholomew River,Site 40,9/2/2020,DFO Gulf,46.73844,-65.82952,1000,0.8 µm Nylon,Not detected,Not detected,No Ct,No Ct,NA,0,0,NA,NA,NA,NA
