fishing_area__zone_de_pêche,river_name__nom_de_la_rivière,site_code__numéro_du_site,latitude,longitude,year__année,month__mois,day__jour,site_type__type_de_site,water_cond__cond_eau,water_temp_c__temp_eau_c,seine_type__type_de_senne,electrofisher__électropêcheur,electrofisher_pulse_type__type_d'impulsion_du_électropêcheur,electrofisher_frequency__fréquence_du_électropêcheur,duty_cycle__facteur_d'utilisation,electrofisher_voltage__tension_du_électropêcheur,electrofisher_output_low__sortie_faible_du_électropêcheur,electrofisher_output_high__sortie_élevé_du_électropêcheur,bank_length_left__longueur_de_la_banque_à_gauche,bank_length_right__longueur_de_la_banque_à_droite,width_lower__largeur_inférieure,width_middle__largeur_moyenne,width_upper__largeur_supérieure,max_overhanging_veg_left__max_vég_en_surplomb_à_gauche,max_overhanging_veg_right__max_vég_en_surplomb_à_droite,overhanging_veg_left__vég_en_surplomb_à_gauche,overhanging_veg_right__vég_en_surplomb_à_droite,depth_1_lower__profondeur_1_inférieure,depth_2_lower__profondeur_2_inférieure,depth_3_lower__profondeur_3_inférieure,depth_1_middle__profondeur_1_moyenne,depth_2_middle__profondeur_2_moyenne,depth_3_middle__profondeur_3_moyenne,depth_1_upper__profondeur_1_supérieur,depth_2_upper__profondeur_2_supérieur,depth_3_upper__profondeur_3_supérieur,max_depth__profondeur_max,percent_fine__pourcentage_fin,percent_sand__pourcentage_sable,percent_gravel__pourcentage_gravier,percent_pebble__pourcentage_caillou,percent_cobble__pourcentage_pierre,percent_rocks__pourcentage_roches,percent_boulder__pourcentage_rocher,percent_bedrock__pourcentage_substratum,percent_riffle__pourcentage_radier,percent_run__pourcentage_courant,percent_flat__pourcentage_plat,percent_pool__pourcentage_bassin,age_thresh_0_1__seuil d'âge_0_1,age_thresh_1_2__seuil d'âge_1_2,age_thresh_2_3__seuil d'âge_2_3,sample_id__numéro_d_identification_de_l_échantillon
SFA16B__ZPS16B,Upper north branch Buctouche river,B05,46.28,-65.06,1999,8,4,Open,,16.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,600.0,0.2,0.2,53.5,52.5,4.0,5.4,3.3,8.0,8.0,100.0,80.0,,,,,,,,,,40.0,0.0,0.0,10.0,60.0,30.0,0.0,0.0,0.0,10,0,90,0,,,,58559
SFA16B__ZPS16B,Buctouche,B04,46.32,-65.01,1999,8,4,Open,,,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,600.0,0.2,0.2,60.0,60.0,8.5,7.5,4.8,2.0,2.0,20.0,100.0,,,,,,,,,,30.5,0.0,10.0,10.0,50.0,30.0,0.0,0.0,0.0,0,0,100,0,,,,58560
SFA16B__ZPS16B,Buctouche,B01,46.36,-64.9,1999,8,5,Closed,,,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,,,,0.2,0.2,35.5,35.5,13.0,10.0,10.8,0.0,0.0,0.0,0.0,,,,,,,,,,27.0,0.0,0.0,10.0,25.0,60.0,5.0,0.0,0.0,60,0,40,0,,,,58555
SFA16B__ZPS16B,South branch Buctouche river,B11,46.34,-64.87,1999,8,6,Open,,17.5,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,53.5,53.5,8.8,6.3,10.5,3.0,0.0,10.0,0.0,,,,,,,,,,39.0,0.0,0.0,5.0,15.0,75.0,5.0,0.0,0.0,20,5,75,0,,,,58547
SFA16B__ZPS16B,Buctouche,B06,46.35,-64.98,1999,8,6,Open,,21.5,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,45.0,45.0,11.0,9.3,8.8,0.0,0.0,0.0,0.0,,,,,,,,,,34.0,0.0,5.0,5.0,20.0,60.0,10.0,0.0,0.0,20,0,80,0,,,,58558
SFA16B__ZPS16B,Richibucto,R01,46.51,-65.16,1999,8,9,Open,,16.5,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,600.0,0.2,0.2,26.0,19.0,23.5,,21.5,0.0,0.0,0.0,0.0,,,,,,,,,,52.0,0.0,15.0,10.0,60.0,15.0,0.0,0.0,0.0,60,20,20,0,,,,58544
SFA16B__ZPS16B,Buctouche,B02,46.37,-64.94,1999,8,9,Open,,,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,600.0,0.2,0.2,25.5,32.0,18.0,14.5,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,37.0,0.0,0.0,0.0,0.0,70.0,5.0,0.0,25.0,50,50,0,0,,,,58554
SFA16B__ZPS16B,Richibucto,R02,46.49,-65.26,1999,8,9,Open,,15.5,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,600.0,0.2,0.2,36.0,36.0,11.5,10.5,10.5,,0.0,50.0,0.0,,,,,,,,,,61.5,0.0,5.0,5.0,20.0,70.0,0.0,0.0,0.0,75,5,20,0,,,,58561
SFA16B__ZPS16B,South branch Buctouche river,B03,46.32,-64.9,1999,8,10,Closed,,16.666666666666668,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,600.0,0.2,0.2,41.0,41.0,11.0,7.0,8.5,0.0,0.0,0.0,0.0,,,,,,,,,,51.0,20.0,0.0,0.0,15.0,60.0,5.0,0.0,0.0,50,50,0,0,,,,58553
SFA16B__ZPS16B,Kouchibouguac,K02,46.696647,-65.314842,1999,8,11,Open,,19.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,600.0,0.2,0.2,31.5,31.5,9.0,12.5,16.0,0.0,0.0,0.0,0.0,,,,,,,,,,31.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,65,0,35,0,,,,58545
SFA16B__ZPS16B,Kouchibouguac,K01,46.74,-65.2,1999,8,11,Open,,16.5,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,600.0,0.2,0.2,34.5,34.5,7.5,8.0,10.0,3.0,0.0,100.0,0.0,,,,,,,,,,41.0,0.0,10.0,0.0,40.0,50.0,0.0,0.0,0.0,100,0,0,0,,,,58548
SFA16B__ZPS16B,Coal Branch river,CB03,46.416,-65.073,1999,8,12,Open,,13.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,600.0,0.2,0.2,32.0,32.0,14.5,12.5,15.0,0.0,0.0,0.0,0.0,,,,,,,,,,44.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,50,0,50,0,,,,58549
SFA16B__ZPS16B,Coal Branch river,CB02,46.443,-65.064,1999,8,12,Open,,16.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,600.0,0.2,0.2,34.5,34.5,12.5,12.5,14.5,0.0,0.0,0.0,0.0,,,,,,,,,,30.0,0.0,0.0,5.0,15.0,80.0,0.0,0.0,0.0,100,0,0,0,,,,58550
SFA16B__ZPS16B,Cocagne river,C02,46.239,-64.887,1999,8,13,Open,,18.5,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,600.0,,,54.5,54.5,8.0,8.0,6.0,2.0,0.0,100.0,0.0,,,,,,,,,,45.0,0.0,5.0,0.0,5.0,70.0,20.0,0.0,0.0,30,0,70,0,,,,58551
SFA16B__ZPS16B,Cocagne river,C01,46.269,-64.796,1999,8,13,Open,,16.5,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,900.0,0.2,0.2,46.0,46.0,13.5,11.5,10.5,0.0,0.0,0.0,0.0,,,,,,,,,,42.0,0.0,0.0,0.0,20.0,70.0,10.0,0.0,0.0,50,0,50,0,,,,58552
SFA16B__ZPS16B,Kouchibouguac,K02,46.696647,-65.314842,2000,7,31,Open,,17.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.16,0.16,40.0,38.0,10.1,12.6,12.8,1.0,0.0,60.0,0.0,18.0,19.5,16.5,14.5,13.5,17.5,21.5,28.0,14.0,42.5,0.0,5.0,5.0,5.0,80.0,5.0,0.0,0.0,50,0,50,0,,,,58582
SFA16B__ZPS16B,Kouchibouguac,K01,46.74,-65.2,2000,8,1,Open,,16.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.12,0.12,51.4,50.6,7.5,7.3,10.1,4.0,0.0,100.0,0.0,28.3,24.8,15.2,27.4,18.5,20.0,20.7,26.3,15.5,43.8,0.0,0.0,5.0,15.0,80.0,0.0,0.0,0.0,100,0,0,0,,,,58562
SFA16B__ZPS16B,Kouchibouguac,K03,46.79,-65.11,2000,8,1,Open,,20.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.02,0.02,44.8,43.6,19.1,18.6,18.9,0.0,1.0,0.0,10.0,18.5,30.2,,60.5,12.8,16.8,18.5,45.2,15.5,60.5,0.0,0.0,5.0,10.0,80.0,5.0,0.0,0.0,65,0,30,5,,,,58578
SFA16B__ZPS16B,Tweedie Brook,K04,46.78,-65.11,2000,8,1,Open,,18.5,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,200.0,0.23,0.23,61.3,64.2,4.7,5.4,10.3,0.0,2.0,0.0,20.0,27.0,28.2,12.1,11.2,12.3,7.5,12.5,14.2,8.4,84.5,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,80,0,10,10,,,,58583
SFA16B__ZPS16B,Kouchibouguac,K05,46.68,-65.38,2000,8,2,Open,,,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,200.0,0.12,0.12,41.9,36.0,6.8,15.9,5.0,0.0,0.0,0.0,0.0,29.5,31.2,8.3,5.9,12.8,24.4,13.5,25.3,20.5,36.8,0.0,0.0,0.0,5.0,5.0,80.0,10.0,0.0,90,0,10,0,,,,58570
SFA16B__ZPS16B,Kouchibouguacis,KS01,46.67,-65.14,2000,8,2,Open,,22.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,200.0,,,62.3,60.3,8.3,8.0,12.5,0.0,0.0,0.0,0.0,23.5,8.5,10.3,12.5,23.2,5.4,58.5,49.6,18.5,58.5,0.0,5.0,0.0,0.0,50.0,5.0,0.0,40.0,20,0,80,0,,,,58581
SFA16B__ZPS16B,Richibucto,R01,46.51,-65.16,2000,8,9,Open,,21.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,400.0,0.08,0.08,27.5,22.7,21.4,24.2,22.5,0.0,0.0,0.0,0.0,6.2,38.4,26.2,32.6,18.6,19.4,25.6,41.2,11.5,47.5,0.0,10.0,10.0,50.0,30.0,0.0,0.0,0.0,80,0,20,0,,,,58579
SFA16B__ZPS16B,Kouchibouguacis,KS02,46.6,-65.34,2000,8,9,Open,,19.5,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,400.0,,,58.9,57.6,5.9,5.4,7.6,0.0,0.0,0.0,0.0,16.7,9.4,5.2,9.2,27.6,14.4,24.5,41.5,27.3,41.5,0.0,0.0,0.0,10.0,90.0,0.0,0.0,0.0,70,0,30,0,,,,58580
SFA16B__ZPS16B,Richibucto,R02,46.49,-65.26,2000,8,9,Open,,19.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,400.0,0.2,0.2,57.5,54.7,10.4,7.9,6.8,1.0,0.0,50.0,0.0,22.3,27.2,6.3,13.1,12.5,13.2,18.4,11.8,26.2,29.5,0.0,0.0,5.0,10.0,85.0,0.0,0.0,0.0,60,0,40,0,,,,58584
SFA16B__ZPS16B,South branch Buctouche river,B08,46.357,-64.898,2000,8,11,Open,,19.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,42.1,44.2,10.2,10.1,6.2,0.0,0.5,0.0,20.0,16.0,27.0,41.0,22.5,18.0,15.5,18.5,12.0,19.0,62.5,0.0,5.0,5.0,10.0,65.0,10.0,5.0,0.0,75,15,10,0,,,,58572
SFA16B__ZPS16B,South branch Buctouche river,B11,46.34,-64.87,2000,8,11,Open,,19.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.24,0.24,36.6,32.4,10.1,9.4,10.1,0.0,0.0,0.0,0.0,20.1,19.3,17.5,14.5,30.2,19.5,19.3,26.3,19.5,36.2,0.0,0.0,0.0,5.0,90.0,5.0,0.0,0.0,90,0,10,0,,,,58573
SFA16B__ZPS16B,South branch Buctouche river,B03,46.32,-64.9,2000,8,14,Closed,,17.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.17,0.17,44.2,44.6,8.1,6.1,7.2,0.0,0.3,30.0,0.0,17.1,6.8,16.2,13.1,6.5,8.4,13.2,26.5,21.4,31.6,0.0,0.0,5.0,10.0,60.0,20.0,5.0,0.0,85,15,0,0,,,,58567
SFA16B__ZPS16B,Buctouche,B12,46.28,-65.03,2000,8,16,Open,,19.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.15,0.15,61.0,61.0,3.2,2.8,4.8,2.0,2.0,100.0,100.0,15.8,11.5,17.6,9.2,7.5,13.2,4.8,10.5,17.3,32.4,0.0,5.0,0.0,0.0,95.0,0.0,0.0,0.0,20,0,80,0,,,,58571
SFA16B__ZPS16B,Upper north branch Buctouche river,B05,46.28,-65.06,2000,8,16,Open,,18.5,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.12,0.12,63.4,63.4,4.2,5.5,4.1,1.5,1.5,100.0,100.0,12.5,18.1,14.3,47.5,20.3,13.8,12.8,8.9,10.5,47.5,0.0,0.0,5.0,0.0,85.0,10.0,0.0,0.0,20,0,60,20,,,,58574
SFA16B__ZPS16B,Buctouche,B04,46.32,-65.01,2000,8,16,Open,,21.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.22,0.22,66.3,60.9,3.1,8.2,8.4,0.0,0.0,0.0,0.0,20.3,24.2,15.2,25.4,19.5,7.5,24.2,19.3,18.4,40.5,0.0,20.0,0.0,20.0,50.0,10.0,0.0,0.0,15,0,85,0,,,,58576
SFA16B__ZPS16B,Buctouche,B06,46.35,-64.98,2000,8,17,Open,,20.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.15,0.15,37.9,46.3,13.4,9.1,9.2,0.0,0.0,0.0,0.0,34.1,24.2,17.0,21.5,18.8,5.0,12.5,19.0,13.7,41.5,0.0,0.0,5.0,0.0,90.0,5.0,0.0,0.0,50,0,50,0,,,,58575
SFA16B__ZPS16B,Buctouche,B07,46.37,-64.88,2000,8,17,Open,,10.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,200.0,0.14,0.14,41.2,39.4,20.1,13.3,9.3,0.0,0.0,0.0,0.0,30.2,51.3,17.1,15.4,28.5,31.3,16.5,30.2,18.5,51.3,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,60,10,30,0,,,,58577
SFA16B__ZPS16B,Buctouche,B01,46.36,-64.9,2000,8,18,Closed,,,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,,,,0.2,0.2,31.3,33.9,14.1,12.1,10.2,0.0,0.0,0.0,0.0,,,,,,,,,,35.2,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,70,15,15,0,,,,58569
SFA16B__ZPS16B,Cocagne river,C02,46.239,-64.887,2000,8,22,Open,,16.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,,,31.4,32.3,8.6,4.3,7.9,0.5,0.5,80.0,80.0,44.5,31.7,19.2,15.6,18.2,14.5,25.4,27.3,24.2,44.5,0.0,5.0,5.0,0.0,60.0,30.0,0.0,0.0,45,50,5,0,,,,58565
SFA16B__ZPS16B,Cocagne river,C01,46.269,-64.796,2000,8,22,Open,,20.0,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.01,0.01,31.5,31.3,16.5,11.4,13.7,0.0,0.0,0.0,0.0,17.3,16.3,24.9,14.8,12.2,41.4,21.5,18.6,33.5,46.5,0.0,0.0,0.0,10.0,70.0,20.0,0.0,0.0,75,15,10,0,,,,58566
SFA16B__ZPS16B,Buctouche,B02,46.37,-64.94,2000,8,22,Open,,21.5,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,400.0,0.01,0.01,44.0,44.0,7.8,5.9,2.8,0.0,0.0,0.0,0.0,,,,,,,,,,58.5,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0,100,0,0,,,,58568
SFA16B__ZPS16B,Coal Branch river,CB03,46.416,-65.073,2000,8,23,Open,,12.25,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,400.0,0.02,0.02,33.2,35.7,10.7,11.5,13.4,0.0,0.0,0.0,0.0,14.2,24.7,32.8,21.2,47.2,13.5,13.5,25.0,18.4,47.2,0.0,5.0,10.0,5.0,80.0,0.0,0.0,0.0,85,15,0,0,,,,58563
SFA16B__ZPS16B,Coal Branch river,CB02,46.443,-65.064,2000,8,23,Open,,17.5,1 man seine (1m wide X 1m high),Smith-Root 12 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.05,0.05,41.7,38.5,13.8,15.1,14.7,0.0,0.0,0.0,0.0,28.4,24.3,32.1,18.2,21.5,26.4,22.1,23.5,18.6,45.4,0.0,0.0,5.0,15.0,80.0,0.0,0.0,0.0,90,10,0,0,,,,58564
SFA16B__ZPS16B,Kouchibouguac,K02,46.696647,-65.314842,2001,8,22,Open,,21.5,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,51.7,49.2,11.2,9.2,10.2,1.5,0.0,70.0,0.0,12.0,10.0,11.0,9.0,13.0,13.0,15.0,16.0,12.0,20.0,0.0,10.0,0.0,30.0,50.0,10.0,0.0,0.0,70,0,30,0,,,,58601
SFA16B__ZPS16B,Kouchibouguac,K01,46.74,-65.2,2001,8,22,Open,,18.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,61.4,67.2,9.8,7.7,10.2,4.0,0.0,90.0,0.0,9.0,24.0,27.0,19.0,21.0,9.0,10.0,21.0,13.0,,0.0,5.0,0.0,30.0,65.0,0.0,0.0,0.0,90,0,10,0,,,,58604
SFA16B__ZPS16B,Kouchibouguac,K03,46.79,-65.11,2001,8,22,Open,,17.5,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,33.4,32.9,20.3,17.7,15.3,1.5,0.5,65.0,2.0,26.0,17.0,15.0,10.0,34.0,18.0,12.0,24.0,17.0,51.0,0.0,5.0,20.0,40.0,30.0,5.0,0.0,0.0,90,0,10,0,,,,58606
SFA16B__ZPS16B,Kouchibouguacis,KS03,46.65,-65.25,2001,8,23,Open,,19.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,,,60.8,59.4,9.2,10.8,7.7,1.0,0.0,50.0,0.0,7.0,11.0,13.0,20.0,8.0,10.0,11.0,24.0,21.0,,5.0,5.0,10.0,50.0,25.0,5.0,0.0,0.0,95,0,5,0,,,,58594
SFA16B__ZPS16B,Richibucto,R01,46.51,-65.16,2001,8,23,Open,,25.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,31.8,30.6,16.8,15.8,17.4,1.0,0.1,90.0,5.0,9.0,19.0,26.0,8.0,17.0,22.0,13.0,12.0,11.0,42.0,10.0,0.0,0.0,40.0,40.0,10.0,0.0,0.0,20,0,80,0,,,,58596
SFA16B__ZPS16B,Kouchibouguacis,KS01,46.67,-65.14,2001,8,23,Open,,20.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,,,58.6,61.9,6.5,6.6,14.4,2.0,1.0,5.0,10.0,16.0,10.0,9.0,9.0,10.0,15.0,16.0,4.0,11.0,,0.0,10.0,0.0,30.0,20.0,0.0,0.0,40.0,90,0,10,0,,,,58605
SFA16B__ZPS16B,Richibucto,R02,46.49,-65.26,2001,8,24,Open,,19.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,38.7,41.6,10.3,5.6,7.4,2.0,0.0,60.0,0.0,9.0,12.0,14.0,12.0,20.0,13.0,9.0,15.0,9.0,32.0,0.0,5.0,5.0,50.0,40.0,0.0,0.0,0.0,95,0,5,0,,,,58595
SFA16B__ZPS16B,Kouchibouguacis,KS02,46.6,-65.34,2001,8,24,Open,,20.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,,,36.5,29.2,10.6,9.7,4.8,0.0,0.5,0.0,25.0,13.0,10.0,6.0,10.0,19.0,12.0,9.0,22.0,17.0,42.0,5.0,0.0,0.0,60.0,15.0,0.0,0.0,20.0,95,0,5,0,,,,58607
SFA16B__ZPS16B,South branch Buctouche river,B11,46.34,-64.87,2001,9,6,Open,,11.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,42.6,43.0,9.4,8.2,7.9,0.2,0.2,15.0,100.0,21.0,9.0,9.0,11.0,6.0,5.0,6.0,9.0,12.0,22.0,5.0,0.0,5.0,50.0,40.0,0.0,0.0,0.0,95,0,5,0,,,,58592
SFA16B__ZPS16B,Buctouche,B07,46.37,-64.88,2001,9,6,Open,,17.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.15,0.15,41.3,45.6,9.8,12.8,13.4,0.3,0.0,2.0,0.0,23.0,20.0,15.0,18.0,30.0,22.0,20.0,24.0,18.0,31.0,0.0,5.0,0.0,35.0,50.0,5.0,0.0,5.0,25,0,75,0,,,,58598
SFA16B__ZPS16B,South branch Buctouche river,B08,46.357,-64.898,2001,9,6,Open,,15.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,54.6,50.7,7.7,4.5,5.4,0.2,0.5,5.0,20.0,15.0,9.0,5.0,9.0,7.0,5.0,23.0,12.0,11.0,45.0,5.0,5.0,0.0,40.0,30.0,20.0,0.0,0.0,50,0,50,0,,,,58599
SFA16B__ZPS16B,Cocagne river,C01,46.269,-64.796,2001,9,7,Open,,15.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,27.4,28.6,11.0,6.4,4.5,0.0,0.3,0.0,70.0,21.0,10.0,12.0,12.0,13.0,14.0,12.0,22.0,16.0,41.0,0.0,5.0,0.0,40.0,45.0,9.0,1.0,0.0,85,5,10,0,,,,58589
SFA16B__ZPS16B,Cocagne river,C02,46.239,-64.887,2001,9,7,Open,,12.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,,,49.5,51.6,5.9,6.2,5.5,0.3,0.2,70.0,95.0,28.0,16.0,14.0,15.0,12.0,16.0,9.0,10.0,15.0,,5.0,0.0,0.0,25.0,60.0,10.0,0.0,0.0,50,50,0,0,,,,58590
SFA16B__ZPS16B,Northwest branch Cocagne river,C03,46.312,-64.798,2001,9,7,Open,,14.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,55.5,55.5,3.7,5.4,3.9,0.0,1.0,0.0,95.0,3.0,4.0,4.0,8.0,5.0,4.0,12.0,11.0,10.0,13.0,0.0,5.0,0.0,90.0,5.0,0.0,0.0,0.0,30,0,70,0,,,,58591
SFA16B__ZPS16B,Buctouche,B01,46.36,-64.9,2001,9,12,Open,,18.0,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,,,,0.2,0.2,38.1,48.2,9.1,7.8,7.2,0.3,0.2,5.0,15.0,,,,,,,,,,42.0,8.0,0.0,0.0,50.0,40.0,2.0,0.0,0.0,60,0,40,0,,,,58585
SFA16B__ZPS16B,Buctouche,B02,46.37,-64.94,2001,9,12,Open,,21.5,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,32.8,32.9,8.2,7.9,7.8,0.0,0.2,0.0,10.0,,,,,,,,,,,6.0,0.0,0.0,50.0,40.0,4.0,0.0,0.0,80,0,20,0,,,,58586
SFA16B__ZPS16B,South branch Buctouche river,B03,46.32,-64.9,2001,9,12,Open,,18.5,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,37.7,31.7,7.5,3.6,6.4,2.0,0.3,10.0,40.0,9.0,16.0,32.0,8.0,16.0,25.0,22.0,4.0,13.0,44.0,5.0,0.0,0.0,10.0,80.0,5.0,0.0,0.0,60,0,40,0,,,,58587
SFA16B__ZPS16B,Buctouche,B06,46.35,-64.98,2001,9,12,Open,,19.5,1 man seine (1m wide X 1m high),Smith-Root 11 [s/n: ---] (Created during import of historical SFA-16B s.NB data),,60.0,,300.0,0.2,0.2,37.0,38.6,5.4,8.8,6.5,0.2,0.0,15.0,5.0,17.0,17.0,16.0,9.0,13.0,11.0,8.0,15.0,32.0,33.0,0.0,5.0,0.0,20.0,70.0,5.0,0.0,0.0,90,0,10,0,,,,58597
