eventDate,decimalLongitude,decimalLatitude,geodeticDatum,basisOfRecord,dataSource,Station,stateProvince,vernacularNameEN,vernacularNameFR,scientificName,scientificNameID,scientificNameIDSourceDatabase,occurrenceStatus,occurrenceStatusDetail,organismQuantity,organismQuantityType,deployYear,deployMonth,deployDay,retrieveYear,retrieveMonth,retrieveDay,numWeeksDeployed,StationID,SampleIDs
9/12/2023,-64.92735,47.79725,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caraquet,NB,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2023,6,22,2023,9,12,11.71,2,4306
9/12/2023,-64.92735,47.79725,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caraquet,NB,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,23.75%,Average percent cover of AIS collector plates,2023,6,22,2023,9,12,11.71,2,4306
9/12/2023,-64.92735,47.79725,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caraquet,NB,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2023,6,22,2023,9,12,11.71,2,4306
9/12/2023,-64.92735,47.79725,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caraquet,NB,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2023,6,22,2023,9,12,11.71,2,4306
9/12/2023,-64.92735,47.79725,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caraquet,NB,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2023,6,22,2023,9,12,11.71,2,4306
9/12/2023,-64.92735,47.79725,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caraquet,NB,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2023,6,22,2023,9,12,11.71,2,4306
9/12/2023,-64.92735,47.79725,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caraquet,NB,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2023,6,22,2023,9,12,11.71,2,4306
9/12/2023,-64.92735,47.79725,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caraquet,NB,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2023,6,22,2023,9,12,11.71,2,4306
10/4/2018,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,6.17%,Average percent cover of AIS collector plates,2018,5,29,2018,10,4,18.29,20,2211
10/4/2018,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,8.00%,Average percent cover of AIS collector plates,2018,5,29,2018,10,4,18.29,20,2211
10/4/2018,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2018,5,29,2018,10,4,18.29,20,2211
10/4/2018,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,34.17%,Average percent cover of AIS collector plates,2018,5,29,2018,10,4,18.29,20,2211
10/4/2018,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2018,5,29,2018,10,4,18.29,20,2211
10/4/2018,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2018,5,29,2018,10,4,18.29,20,2211
10/4/2018,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2018,5,29,2018,10,4,18.29,20,2211
10/4/2018,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2018,5,29,2018,10,4,18.29,20,2211
9/26/2019,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,28.33%,Average percent cover of AIS collector plates,2019,6,13,2019,9,26,15,20,3927
9/26/2019,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,54.83%,Average percent cover of AIS collector plates,2019,6,13,2019,9,26,15,20,3927
9/26/2019,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2019,6,13,2019,9,26,15,20,3927
9/26/2019,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,5.33%,Average percent cover of AIS collector plates,2019,6,13,2019,9,26,15,20,3927
9/26/2019,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2019,6,13,2019,9,26,15,20,3927
9/26/2019,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2019,6,13,2019,9,26,15,20,3927
9/26/2019,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2019,6,13,2019,9,26,15,20,3927
9/26/2019,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2019,6,13,2019,9,26,15,20,3927
9/10/2020,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,35.00%,Average percent cover of AIS collector plates,2020,7,20,2020,9,10,7.43,20,4168
9/10/2020,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,27.50%,Average percent cover of AIS collector plates,2020,7,20,2020,9,10,7.43,20,4168
9/10/2020,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2020,7,20,2020,9,10,7.43,20,4168
9/10/2020,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,12.50%,Average percent cover of AIS collector plates,2020,7,20,2020,9,10,7.43,20,4168
9/10/2020,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2020,7,20,2020,9,10,7.43,20,4168
9/10/2020,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2020,7,20,2020,9,10,7.43,20,4168
9/10/2020,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2020,7,20,2020,9,10,7.43,20,4168
9/10/2020,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2020,7,20,2020,9,10,7.43,20,4168
9/22/2021,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,20.50%,Average percent cover of AIS collector plates,2021,7,8,2021,9,22,10.86,20,4212
9/22/2021,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,40.00%,Average percent cover of AIS collector plates,2021,7,8,2021,9,22,10.86,20,4212
9/22/2021,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2021,7,8,2021,9,22,10.86,20,4212
9/22/2021,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,6.17%,Average percent cover of AIS collector plates,2021,7,8,2021,9,22,10.86,20,4212
9/22/2021,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2021,7,8,2021,9,22,10.86,20,4212
9/22/2021,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2021,7,8,2021,9,22,10.86,20,4212
9/22/2021,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2021,7,8,2021,9,22,10.86,20,4212
9/22/2021,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Non-quantitative detection at station,n/a,Average percent cover of AIS collector plates,2021,7,8,2021,9,22,10.86,20,4212
9/15/2022,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,27.33%,Average percent cover of AIS collector plates,2022,6,16,2022,9,15,13,20,4277
9/15/2022,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,49.17%,Average percent cover of AIS collector plates,2022,6,16,2022,9,15,13,20,4277
9/15/2022,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2022,6,16,2022,9,15,13,20,4277
9/15/2022,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Non-quantitative detection at station,0.00%,Average percent cover of AIS collector plates,2022,6,16,2022,9,15,13,20,4277
9/15/2022,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2022,6,16,2022,9,15,13,20,4277
9/15/2022,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2022,6,16,2022,9,15,13,20,4277
9/15/2022,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2022,6,16,2022,9,15,13,20,4277
9/15/2022,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2022,6,16,2022,9,15,13,20,4277
8/9/2023,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,61.67%,Average percent cover of AIS collector plates,2023,5,25,2023,8,9,10.86,20,4323
8/9/2023,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,18.33%,Average percent cover of AIS collector plates,2023,5,25,2023,8,9,10.86,20,4323
8/9/2023,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2023,5,25,2023,8,9,10.86,20,4323
8/9/2023,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,0.17%,Average percent cover of AIS collector plates,2023,5,25,2023,8,9,10.86,20,4323
8/9/2023,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2023,5,25,2023,8,9,10.86,20,4323
8/9/2023,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2023,5,25,2023,8,9,10.86,20,4323
8/9/2023,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2023,5,25,2023,8,9,10.86,20,4323
8/9/2023,-62.68649,45.73855,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Caribou,NS,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2023,5,25,2023,8,9,10.86,20,4323
9/27/2018,-62.58035,45.67947,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Chance Harbour,NS,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,5.00%,Average percent cover of AIS collector plates,2018,6,5,2018,9,27,16.29,21,2176
9/27/2018,-62.58035,45.67947,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Chance Harbour,NS,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,10.83%,Average percent cover of AIS collector plates,2018,6,5,2018,9,27,16.29,21,2176
9/27/2018,-62.58035,45.67947,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Chance Harbour,NS,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2018,6,5,2018,9,27,16.29,21,2176
9/27/2018,-62.58035,45.67947,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Chance Harbour,NS,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2018,6,5,2018,9,27,16.29,21,2176
9/27/2018,-62.58035,45.67947,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Chance Harbour,NS,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2018,6,5,2018,9,27,16.29,21,2176
9/27/2018,-62.58035,45.67947,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Chance Harbour,NS,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2018,6,5,2018,9,27,16.29,21,2176
9/27/2018,-62.58035,45.67947,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Chance Harbour,NS,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2018,6,5,2018,9,27,16.29,21,2176
9/27/2018,-62.58035,45.67947,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Chance Harbour,NS,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2018,6,5,2018,9,27,16.29,21,2176
9/26/2019,-62.58035,45.67947,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Chance Harbour,NS,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,0.75%,Average percent cover of AIS collector plates,2019,5,24,2019,9,26,17.86,21,3930
9/26/2019,-62.58035,45.67947,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Chance Harbour,NS,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Present,Quantitative monitoring plate,0.50%,Average percent cover of AIS collector plates,2019,5,24,2019,9,26,17.86,21,3930
9/26/2019,-62.58035,45.67947,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Chance Harbour,NS,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2019,5,24,2019,9,26,17.86,21,3930
9/26/2019,-62.58035,45.67947,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Chance Harbour,NS,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absent,Quantitative monitoring plate,0.00%,Average percent cover of AIS collector plates,2019,5,24,2019,9,26,17.86,21,3930
9/26/2019,-62.58035,45.67947,WGS84  EPSG: 4326,Human Observation,Department of Fisheries and Oceans Gulf Region Science Branch Aquatic Invasive Species,Chance Harbour,NS,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),"Absent, Inconclusive",Non-targeted species,n/a,Average percent cover of AIS collector plates,2019,5,24,2019,9,26,17.86,21,3930
