cruise.number_numéro.de.criosière,year_année,month_mois,day_jour,start.hour_heure.de.début,start.minute_minute.de.début,latitude,longitude,gear_équipement,species_espèce,french.name_nom.français,english.name_nom.anglais,latin.name_nom.latin,weight.caught_poids.pris,number.caught_quantité_attrapé
536,2005,7,27,17,35,46.76566667,-64.57541667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,0.43,1
536,2005,7,27,18,15,46.73341667,-64.627,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,1.5,17
536,2005,7,27,18,15,46.73341667,-64.627,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,4.56,23
536,2005,7,27,18,15,46.73341667,-64.627,No. 286 otter trawl with rockhopper,62,Gasperau,ALEWIFE,ALOSA PSEUDOHARENGUS,2.08,17
536,2005,7,27,18,15,46.73341667,-64.627,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,4.42,147
536,2005,7,27,18,15,46.73341667,-64.627,No. 286 otter trawl with rockhopper,70,Maquereau bleu,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS,2.44,10
536,2005,7,27,18,15,46.73341667,-64.627,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,0.34,4
536,2005,7,27,18,15,46.73341667,-64.627,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,1.53,3
536,2005,7,27,18,15,46.73341667,-64.627,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,3.5,15
536,2005,7,27,19,29,46.73383333,-64.57108333,No. 286 otter trawl with rockhopper,10,Morue franche,COD(ATLANTIC),GADUS MORHUA,0.22,12
536,2005,7,27,19,29,46.73383333,-64.57108333,No. 286 otter trawl with rockhopper,42,Limande à queue jaune,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA,1.72,39
536,2005,7,27,19,29,46.73383333,-64.57108333,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,5.15,103
536,2005,7,27,19,29,46.73383333,-64.57108333,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.24,7
536,2005,7,27,19,29,46.73383333,-64.57108333,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,0.36,13
536,2005,7,27,19,29,46.73383333,-64.57108333,No. 286 otter trawl with rockhopper,70,Maquereau bleu,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS,0.26,1
536,2005,7,27,19,29,46.73383333,-64.57108333,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,0.23,1
536,2005,7,27,19,29,46.73383333,-64.57108333,No. 286 otter trawl with rockhopper,320,Hémitriptère atlantique,SEA RAVEN,HEMITRIPTERUS AMERICANUS,0.09,1
536,2005,7,27,19,29,46.73383333,-64.57108333,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,0.95,3
536,2005,7,28,17,9,46.63425,-64.47625,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,0.18,4
536,2005,7,28,17,9,46.63425,-64.47625,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,5.84,53
536,2005,7,28,17,9,46.63425,-64.47625,No. 286 otter trawl with rockhopper,62,Gasperau,ALEWIFE,ALOSA PSEUDOHARENGUS,2.02,17
536,2005,7,28,17,9,46.63425,-64.47625,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,41.5,1304
536,2005,7,28,17,9,46.63425,-64.47625,No. 286 otter trawl with rockhopper,70,Maquereau bleu,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS,0.68,3
536,2005,7,28,17,9,46.63425,-64.47625,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,1.24,3
536,2005,7,28,17,9,46.63425,-64.47625,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,0.49,1
536,2005,7,28,17,9,46.63425,-64.47625,No. 286 otter trawl with rockhopper,4511,Encornet rouge nordique,SHORT-FIN SQUID,ILLEX ILLECEBROSUS,0.15,3
536,2005,7,29,8,59,46.5315,-64.62608333,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,0.33,5
536,2005,7,29,8,59,46.5315,-64.62608333,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.04,2
536,2005,7,29,8,59,46.5315,-64.62608333,No. 286 otter trawl with rockhopper,62,Gasperau,ALEWIFE,ALOSA PSEUDOHARENGUS,2.07,25
536,2005,7,29,8,59,46.5315,-64.62608333,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,3.62,10
536,2005,7,29,10,3,46.60108333,-64.62425,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,1.08,10
536,2005,7,29,10,3,46.60108333,-64.62425,No. 286 otter trawl with rockhopper,62,Gasperau,ALEWIFE,ALOSA PSEUDOHARENGUS,0.29,3
536,2005,7,29,10,3,46.60108333,-64.62425,No. 286 otter trawl with rockhopper,70,Maquereau bleu,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS,1.35,7
536,2005,7,29,10,3,46.60108333,-64.62425,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,0.38,2
536,2005,7,29,10,3,46.60108333,-64.62425,No. 286 otter trawl with rockhopper,2539,NA,LADY CRAB,OVALIPES OCELLATUS,0.15,1
536,2005,7,29,10,3,46.60108333,-64.62425,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,5.18,17
536,2005,7,29,10,51,46.631,-64.62241667,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,0.95,7
536,2005,7,29,10,51,46.631,-64.62241667,No. 286 otter trawl with rockhopper,62,Gasperau,ALEWIFE,ALOSA PSEUDOHARENGUS,3.65,35
536,2005,7,29,10,51,46.631,-64.62241667,No. 286 otter trawl with rockhopper,70,Maquereau bleu,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS,0.66,3
536,2005,7,29,10,51,46.631,-64.62241667,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,0.11,1
536,2005,7,29,10,51,46.631,-64.62241667,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,0.76,2
536,2005,7,29,10,51,46.631,-64.62241667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,2.37,10
536,2005,7,29,11,43,46.63641667,-64.66941667,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,0.1,1
536,2005,7,29,11,43,46.63641667,-64.66941667,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,0.01,1
536,2005,7,29,11,43,46.63641667,-64.66941667,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,0.85,5
536,2005,7,29,11,43,46.63641667,-64.66941667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,11,44
536,2005,7,29,12,24,46.66775,-64.62125,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,0.56,8
536,2005,7,29,12,24,46.66775,-64.62125,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,0.17,7
536,2005,7,29,12,24,46.66775,-64.62125,No. 286 otter trawl with rockhopper,70,Maquereau bleu,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS,0.99,5
536,2005,7,29,12,24,46.66775,-64.62125,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,1.68,17
536,2005,7,29,12,24,46.66775,-64.62125,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,1.08,1
536,2005,7,29,12,24,46.66775,-64.62125,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,5.48,22
536,2005,7,29,13,51,46.66591667,-64.56783333,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.02,2
536,2005,7,29,13,51,46.66591667,-64.56783333,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,0.18,1
536,2005,7,29,13,51,46.66591667,-64.56783333,No. 286 otter trawl with rockhopper,610,Lançon du nord,NORTHERN SAND LANCE,AMMODYTES DUBIUS,15.9,1143
536,2005,7,29,13,51,46.66591667,-64.56783333,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,0.95,3
536,2005,7,29,14,30,46.66641667,-64.52191667,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,3.43,72
536,2005,7,29,14,30,46.66641667,-64.52191667,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,26.4,426
536,2005,7,29,14,30,46.66641667,-64.52191667,No. 286 otter trawl with rockhopper,62,Gasperau,ALEWIFE,ALOSA PSEUDOHARENGUS,0.2,2
536,2005,7,29,14,30,46.66641667,-64.52191667,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,17.6,447
536,2005,7,29,14,30,46.66641667,-64.52191667,No. 286 otter trawl with rockhopper,118,Ogac,GREENLAND COD,GADUS OGAC,0.35,2
536,2005,7,29,14,30,46.66641667,-64.52191667,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,0.56,4
536,2005,7,29,14,30,46.66641667,-64.52191667,No. 286 otter trawl with rockhopper,300,Chaboisseau à dix-huit-épines,LONGHORN SCULPIN,MYOXOCEPHALUS OCTODECEMSPINOSUS,0.05,1
536,2005,7,29,14,30,46.66641667,-64.52191667,No. 286 otter trawl with rockhopper,610,Lançon du nord,NORTHERN SAND LANCE,AMMODYTES DUBIUS,1.09,72
536,2005,7,29,14,30,46.66641667,-64.52191667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,2.48,3
536,2005,7,29,15,31,46.6995,-64.43491667,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,0.04,1
536,2005,7,29,15,31,46.6995,-64.43491667,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.26,5
536,2005,7,29,15,31,46.6995,-64.43491667,No. 286 otter trawl with rockhopper,62,Gasperau,ALEWIFE,ALOSA PSEUDOHARENGUS,9,78
536,2005,7,29,15,31,46.6995,-64.43491667,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,0.2,12
536,2005,7,29,15,31,46.6995,-64.43491667,No. 286 otter trawl with rockhopper,70,Maquereau bleu,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS,2.39,12
536,2005,7,29,15,31,46.6995,-64.43491667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,0.24,1
536,2005,7,29,15,31,46.6995,-64.43491667,No. 286 otter trawl with rockhopper,4320,Pétoncles,SCALLOPS,PECTINIDAE F.,0.27,1
536,2005,7,29,15,44,46.39825,-64.477,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,2.03,18
536,2005,7,29,15,44,46.39825,-64.477,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.12,22
536,2005,7,29,15,44,46.39825,-64.477,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,0.3,2
536,2005,7,29,15,44,46.39825,-64.477,No. 286 otter trawl with rockhopper,2539,NA,LADY CRAB,OVALIPES OCELLATUS,1.13,8
536,2005,7,29,15,44,46.39825,-64.477,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,3.53,6
536,2005,7,29,16,20,46.63058333,-64.43416667,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,1.22,20
536,2005,7,29,16,20,46.63058333,-64.43416667,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,1.66,54
536,2005,7,29,16,20,46.63058333,-64.43416667,No. 286 otter trawl with rockhopper,143,Turbot de sable,BRILL/WINDOWPANE,SCOPHTHALMUS AQUOSUS,0.04,1
536,2005,7,29,16,20,46.63058333,-64.43416667,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,1.52,4
536,2005,7,29,16,20,46.63058333,-64.43416667,No. 286 otter trawl with rockhopper,2539,NA,LADY CRAB,OVALIPES OCELLATUS,1.31,8
536,2005,7,29,16,20,46.63058333,-64.43416667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,2.54,8
536,2005,7,29,17,52,46.60066667,-64.47591667,No. 286 otter trawl with rockhopper,12,Merluche blanche,WHITE HAKE,UROPHYCIS TENUIS,0.62,1
536,2005,7,29,17,52,46.60066667,-64.47591667,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,2.41,52
536,2005,7,29,17,52,46.60066667,-64.47591667,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.1,7
536,2005,7,29,17,52,46.60066667,-64.47591667,No. 286 otter trawl with rockhopper,62,Gasperau,ALEWIFE,ALOSA PSEUDOHARENGUS,0.07,1
536,2005,7,29,17,52,46.60066667,-64.47591667,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,17.7,1180
536,2005,7,29,17,52,46.60066667,-64.47591667,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,0.13,5
536,2005,7,29,17,52,46.60066667,-64.47591667,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,1.41,4
536,2005,7,29,17,52,46.60066667,-64.47591667,No. 286 otter trawl with rockhopper,300,Chaboisseau à dix-huit-épines,LONGHORN SCULPIN,MYOXOCEPHALUS OCTODECEMSPINOSUS,0.14,1
536,2005,7,29,17,52,46.60066667,-64.47591667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,4.99,11
536,2005,7,29,19,37,46.6,-64.38308333,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.31,14
536,2005,7,29,19,37,46.6,-64.38308333,No. 286 otter trawl with rockhopper,62,Gasperau,ALEWIFE,ALOSA PSEUDOHARENGUS,0.2,2
536,2005,7,29,19,37,46.6,-64.38308333,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,2.78,95
536,2005,7,29,19,37,46.6,-64.38308333,No. 286 otter trawl with rockhopper,70,Maquereau bleu,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS,0.75,3
536,2005,7,29,19,37,46.6,-64.38308333,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,3.4,4
536,2005,7,29,20,24,46.59983333,-64.29008333,No. 286 otter trawl with rockhopper,12,Merluche blanche,WHITE HAKE,UROPHYCIS TENUIS,0.22,1
536,2005,7,29,20,24,46.59983333,-64.29008333,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,0.59,2
536,2005,7,29,20,24,46.59983333,-64.29008333,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.27,4
536,2005,7,29,20,24,46.59983333,-64.29008333,No. 286 otter trawl with rockhopper,62,Gasperau,ALEWIFE,ALOSA PSEUDOHARENGUS,1.27,1
536,2005,7,29,20,24,46.59983333,-64.29008333,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,0.05,3
536,2005,7,29,20,24,46.59983333,-64.29008333,No. 286 otter trawl with rockhopper,70,Maquereau bleu,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS,0.5,3
536,2005,7,29,20,24,46.59983333,-64.29008333,No. 286 otter trawl with rockhopper,2539,NA,LADY CRAB,OVALIPES OCELLATUS,0.5,3
536,2005,7,29,20,24,46.59983333,-64.29008333,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,0.44,1
536,2005,7,30,7,35,46.60025,-64.24141667,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,1.39,463
536,2005,7,30,7,35,46.60025,-64.24141667,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,0.27,7
536,2005,7,30,7,35,46.60025,-64.24141667,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,0.34,1
536,2005,7,30,7,35,46.60025,-64.24141667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,2.08,2
536,2005,7,30,8,31,46.56741667,-64.12541667,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.1,6
536,2005,7,30,8,31,46.56741667,-64.12541667,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,0.35,6
536,2005,7,30,8,31,46.56741667,-64.12541667,No. 286 otter trawl with rockhopper,2539,NA,LADY CRAB,OVALIPES OCELLATUS,1.73,12
536,2005,7,30,8,31,46.56741667,-64.12541667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,3.54,7
536,2005,7,30,9,10,46.56883333,-64.1955,No. 286 otter trawl with rockhopper,10,Morue franche,COD(ATLANTIC),GADUS MORHUA,0.01,1
536,2005,7,30,9,10,46.56883333,-64.1955,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,0.56,9
536,2005,7,30,9,10,46.56883333,-64.1955,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.01,1
536,2005,7,30,9,10,46.56883333,-64.1955,No. 286 otter trawl with rockhopper,62,Gasperau,ALEWIFE,ALOSA PSEUDOHARENGUS,0.13,1
536,2005,7,30,9,10,46.56883333,-64.1955,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,0.23,26
536,2005,7,30,9,10,46.56883333,-64.1955,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,0.01,1
536,2005,7,30,9,10,46.56883333,-64.1955,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,0.68,2
536,2005,7,30,9,10,46.56883333,-64.1955,No. 286 otter trawl with rockhopper,2539,NA,LADY CRAB,OVALIPES OCELLATUS,0.13,1
536,2005,7,30,9,10,46.56883333,-64.1955,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,2.03,5
536,2005,7,30,9,39,46.56691667,-64.23975,No. 286 otter trawl with rockhopper,10,Morue franche,COD(ATLANTIC),GADUS MORHUA,0.1,18
536,2005,7,30,9,39,46.56691667,-64.23975,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,1.31,14
536,2005,7,30,9,39,46.56691667,-64.23975,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.1,5
536,2005,7,30,9,39,46.56691667,-64.23975,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,0.2,6
536,2005,7,30,9,39,46.56691667,-64.23975,No. 286 otter trawl with rockhopper,143,Turbot de sable,BRILL/WINDOWPANE,SCOPHTHALMUS AQUOSUS,1.92,10
536,2005,7,30,9,39,46.56691667,-64.23975,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,1.92,5
536,2005,7,30,9,39,46.56691667,-64.23975,No. 286 otter trawl with rockhopper,2539,NA,LADY CRAB,OVALIPES OCELLATUS,0.65,4
536,2005,7,30,9,39,46.56691667,-64.23975,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,3.3,7
536,2005,7,30,11,5,46.56775,-64.47675,No. 286 otter trawl with rockhopper,12,Merluche blanche,WHITE HAKE,UROPHYCIS TENUIS,0.27,2
536,2005,7,30,11,5,46.56775,-64.47675,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,3.43,67
536,2005,7,30,11,5,46.56775,-64.47675,No. 286 otter trawl with rockhopper,62,Gasperau,ALEWIFE,ALOSA PSEUDOHARENGUS,0.43,5
536,2005,7,30,11,5,46.56775,-64.47675,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,2.37,118
536,2005,7,30,11,5,46.56775,-64.47675,No. 286 otter trawl with rockhopper,70,Maquereau bleu,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS,0.2,1
536,2005,7,30,11,5,46.56775,-64.47675,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,0.27,4
536,2005,7,30,11,5,46.56775,-64.47675,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,1.26,4
536,2005,7,30,11,5,46.56775,-64.47675,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,8.06,18
536,2005,7,30,11,57,46.528,-64.47091667,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.2,10
536,2005,7,30,11,57,46.528,-64.47091667,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,1.32,158
536,2005,7,30,11,57,46.528,-64.47091667,No. 286 otter trawl with rockhopper,70,Maquereau bleu,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS,0.19,1
536,2005,7,30,11,57,46.528,-64.47091667,No. 286 otter trawl with rockhopper,2539,NA,LADY CRAB,OVALIPES OCELLATUS,0.26,1
536,2005,7,30,11,57,46.528,-64.47091667,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,0.84,1
536,2005,7,30,13,12,46.53383333,-64.52558333,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,0.06,1
536,2005,7,30,13,12,46.53383333,-64.52558333,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.02,5
536,2005,7,30,13,54,46.50075,-64.567,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,0.16,1
536,2005,7,30,13,54,46.50075,-64.567,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.05,2
536,2005,7,30,13,54,46.50075,-64.567,No. 286 otter trawl with rockhopper,361,Épinoche à trois épines,THREESPINE STICKLEBACK,GASTEROSTEUS ACULEATUS,0.01,1
536,2005,7,30,13,54,46.50075,-64.567,No. 286 otter trawl with rockhopper,610,Lançon du nord,NORTHERN SAND LANCE,AMMODYTES DUBIUS,0.05,2
536,2005,7,30,13,54,46.50075,-64.567,No. 286 otter trawl with rockhopper,2539,NA,LADY CRAB,OVALIPES OCELLATUS,1.84,13
536,2005,7,30,13,54,46.50075,-64.567,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,1.79,2
536,2005,7,30,14,31,46.46708333,-64.57158333,No. 286 otter trawl with rockhopper,17,Poulamon atlantique,TOMCOD(ATLANTIC),MICROGADUS TOMCOD,0.04,1
536,2005,7,30,14,31,46.46708333,-64.57158333,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,1.4,6
536,2005,7,30,14,31,46.46708333,-64.57158333,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,2.3,78
536,2005,7,30,14,31,46.46708333,-64.57158333,No. 286 otter trawl with rockhopper,204,Raie tachetée,WINTER SKATE,LEUCORAJA OCELLATA,1.26,1
536,2005,7,30,14,31,46.46708333,-64.57158333,No. 286 otter trawl with rockhopper,2539,NA,LADY CRAB,OVALIPES OCELLATUS,3.06,22
536,2005,7,30,14,31,46.46708333,-64.57158333,No. 286 otter trawl with rockhopper,2550,Homard américain,AMERICAN LOBSTER,HOMARUS AMERICANUS,3.12,13
536,2005,7,30,15,6,46.43091667,-64.52291667,No. 286 otter trawl with rockhopper,43,Plie rouge,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS,1.76,20
536,2005,7,30,15,6,46.43091667,-64.52291667,No. 286 otter trawl with rockhopper,60,Hareng atlantique,HERRING(ATLANTIC),CLUPEA HARENGUS,0.4,54
536,2005,7,30,15,6,46.43091667,-64.52291667,No. 286 otter trawl with rockhopper,63,Éperlan d'Amérique,RAINBOW SMELT,OSMERUS MORDAX,0.01,1
536,2005,7,30,15,6,46.43091667,-64.52291667,No. 286 otter trawl with rockhopper,122,Tanche-tautogue,CUNNER,TAUTOGOLABRUS ADSPERSUS,0.07,1
536,2005,7,30,15,6,46.43091667,-64.52291667,No. 286 otter trawl with rockhopper,143,Turbot de sable,BRILL/WINDOWPANE,SCOPHTHALMUS AQUOSUS,0.15,2
